weather system,date,heightAboveMSL,Regions
Trough,2025-06-05,3.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Upper-Level Cyclonic Circulation,2025-06-05,0.9 km,Central Pakistan ; West Rajasthan
Trough,2025-06-05,1.5 km,Chhattisgarh ; Bangladesh ; Odisha ; Jharkhand ; Bihar ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,2025-06-05,1.5 km,Jharkhand ; Bihar
Upper-Level Cyclonic Circulation,2025-06-05,3.1 km to 4.5 km,North Interior Karnataka ; Marathwada ; Telangana
Westerly Trough,2025-06-06,5.8 km,East Uttar Pradesh ; Chhattisgarh ; Odisha ; Bihar ; Jharkhand
Upper-Level Cyclonic Circulation,2025-06-06,0.9 km,West Rajasthan
Upper-Level Cyclonic Circulation,2025-06-06,3.1 km,North Interior Karnataka
Trough,2025-06-06,1.5 km,Madhya Maharashtra ; Coastal Andhra Pradesh ; North Interior Karnataka ; Telangana
Upper-Level Cyclonic Circulation,2025-06-06,1.5 km,West Uttar Pradesh
Upper-Level Cyclonic Circulation,2025-06-06,1.5 km,Assam & Meghalaya
Western Disturbances (WD),2025-06-06,5.8 km,Far West Pakistan ; Southwest Pakistan
Upper-Level Cyclonic Circulation,2025-06-07,0.9 km,West Rajasthan
Upper-Level Cyclonic Circulation,2025-06-07,1.5 km,West Uttar Pradesh
Upper-Level Cyclonic Circulation,2025-06-07,1.5 km,East Madhya Pradesh
Trough,2025-06-07,1.5 km,Vidarbha ; North Interior Karnataka
Upper-Level Cyclonic Circulation,2025-06-07,0.9 km,Assam & Meghalaya
Western Disturbances (WD),2025-06-07,5.8 km,Southwest Pakistan
Upper-Level Cyclonic Circulation,2025-06-08,0.9 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2025-06-08,1.5 km,Himachal Pradesh ; Uttarakhand
Upper-Level Cyclonic Circulation,2025-06-08,1.5 km,Central Pakistan
Westerly Trough,2025-06-08,5.8 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar
Western Disturbances (WD),2025-06-08,5.8 km,Far West Pakistan
Upper-Level Cyclonic Circulation,2025-06-08,1.5 km,Bangladesh
Upper-Level Cyclonic Circulation,2025-06-08,5.8 km,SE Bay ; EC Bay
Western Disturbances (WD),2025-06-08,5.8 km,Jammu & Kashmir
Upper-Level Cyclonic Circulation,2025-06-09,1.5 km,West Uttar Pradesh
Trough,2025-06-09,0.9 km,West Uttar Pradesh ; Telangana ; West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha
Western Disturbances (WD),2025-06-09,5.8 km,Far West Pakistan
Upper-Level Cyclonic Circulation,2025-06-09,5.8 km to 7.6 km,SE Bay ; EC Bay
Trough,2025-06-09,3.1 km to 4.5 km,Tamil Nadu & Puducherry ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka
Upper-Level Cyclonic Circulation,2025-06-09,1.5 km to 5.8 km,NW Bay ; Odisha ; Gangetic West Bengal
Trough,2025-06-10,0.9 km,West Uttar Pradesh ; Telangana ; WC Bay ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha
Trough,2025-06-10,3.1 km to 4.5 km,Tamil Nadu & Puducherry ; Konkan & Goa ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka
Upper-Level Cyclonic Circulation,2025-06-10,1.5 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2025-06-10,1.5 km to 5.8 km,Odisha
Western Disturbances (WD),2025-06-10,5.8 km,Southwest Pakistan
Upper-Level Cyclonic Circulation,2025-06-10,0.9 km,Chhattisgarh
Upper-Level Cyclonic Circulation,2025-06-10,1.5 km,North pakistan ; Punjab
Upper-Level Cyclonic Circulation,2025-06-10,1.5 km,West Uttar Pradesh ; East Uttar Pradesh
Upper-Level Cyclonic Circulation,2025-06-11,5.8 km,WC Bay ; Coastal Andhra Pradesh
Trough,2025-06-11,0.9 km,East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; WC Bay
Upper-Level Cyclonic Circulation,2025-06-11,1.5 km,East Uttar Pradesh
Upper-Level Cyclonic Circulation,2025-06-11,0.9 km,"Haryana, Chandigarh & Delhi"
Western Disturbances (WD),2025-06-11,5.8 km,Far West Pakistan ; Southwest Pakistan
Upper-Level Cyclonic Circulation,2025-06-12,0.9 km,Punjab
Trough,2025-06-12,0.9 km,"Punjab ; East Madhya Pradesh ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh"
Upper-Level Cyclonic Circulation,2025-06-12,1.5 km,West Uttar Pradesh
Upper-Level Cyclonic Circulation,2025-06-12,1.5 km to 3.1 km,West Rajasthan
Upper-Level Cyclonic Circulation,2025-06-12,5.8 km,Coastal Andhra Pradesh ; Odisha
Trough,2025-06-12,3.1 km to 5.8 km,Coastal Andhra Pradesh ; Odisha ; Coastal Karnataka ; Chhattisgarh ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Western Disturbances (WD),2025-06-12,5.8 km,Southwest Pakistan
Upper-Level Cyclonic Circulation,2025-06-13,0.9 km,West Rajasthan
Trough,2025-06-13,0.9 km,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Marathwada
Upper-Level Cyclonic Circulation,2025-06-13,5.8 km,North Interior Karnataka ; Telangana ; Rayalaseema
Trough,2025-06-13,3.1 km,WC Arabian Sea ; Odisha ; North Interior Karnataka ; Telangana ; Rayalaseema
Western Disturbances (WD),2025-06-13,5.8 km,West Pakistan ; South Pakistan
Upper-Level Cyclonic Circulation,2025-06-14,1.5 km,West Rajasthan ; Pakistan
Trough,2025-06-14,1.5 km,West Rajasthan ; Pakistan ; Madhya Maharashtra ; Gujarat Region
Upper-Level Cyclonic Circulation,2025-06-14,5.8 km,Marathwada
Trough,2025-06-14,3.1 km to 5.8 km,Marathwada ; Coastal Andhra Pradesh ; Telangana
Western Disturbances (WD),2025-06-14,5.8 km,Central Pakistan ; West Rajasthan ; North Pakistan ; South Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),2025-06-14,3.1 km to 5.8 km,Odisha
Cyclonic Circulation (CYCIR),2025-06-14,5.8 km,WC Bay ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),2025-06-14,3.1 km,Bangladesh ; NW Bay ; NE Bay
Trough,2025-06-14,3.1 km,Bangladesh ; NW Bay ; NE Bay ; Odisha
Cyclonic Circulation (CYCIR),2025-06-14,0.9 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2025-06-15,3.1 km to 7.6 km,NW Bay
Cyclonic Circulation (CYCIR),2025-06-15,5.8 km,WC Bay ; Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,2025-06-15,7.6 km,Madhya Maharashtra
Trough,2025-06-15,1.5 km,East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Cyclonic Circulation (CYCIR),2025-06-15,4.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-06-15,1.5 km,West Rajasthan ; East Rajasthan
Trough,2025-06-15,1.5 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh
Upper-Level Cyclonic Circulation,2025-06-15,1.5 km,Himachal Pradesh ; Uttarakhand
Upper-Level Cyclonic Circulation,2025-06-15,0.9 km,East Uttar Pradesh
Western Disturbances (WD),2025-06-15,5.8 km,Central Pakistan ; West Rajasthan ; North Pakistan ; South Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),2025-06-16,1.5 km to 5.8 km,NW Bay
Upper-Level Cyclonic Circulation,2025-06-16,0.9 km,Punjab
Upper-Level Cyclonic Circulation,2025-06-16,3.1 km,Punjab
Western Disturbances (WD),2025-06-16,5.8 km,Central Pakistan ; West Rajasthan ; North Pakistan ; South Pakistan ; West Pakistan
Upper-Level Cyclonic Circulation,2025-06-16,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-06-16,7.6 km,Gujarat Region
Low Pressure (L) with associated CYCIR,2025-06-17,7.6 km,Bangladesh ; Gangetic West Bengal
Low Pressure (L) with associated CYCIR,2025-06-17,5.8 km,Gujarat Region ; Saurashtra & Kutch
Trough,2025-06-17,0.9 km,Gujarat Region ; Jharkhand ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh
Western Disturbances (WD),2025-06-17,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Upper-Level Cyclonic Circulation,2025-06-17,1.5 km,Assam & Meghalaya
Well Marked Low Pressure Area (WML) with associated CYCIR,2025-06-18,7.6 km,Gangetic West Bengal
Low Pressure (L) with associated CYCIR,2025-06-18,5.8 km,East Rajasthan ; West Rajasthan
Trough,2025-06-18,3.1 km to 5.8 km,Punjab ; Gujarat Region ; East Rajasthan ; West Rajasthan
Western Disturbances (WD),2025-06-18,3.1 km to 4.6 km,Punjab
Upper-Level Cyclonic Circulation,2025-06-18,3.1 km to 5.8 km,East Uttar Pradesh ; West Uttar Pradesh
Low Pressure (L) with associated CYCIR,2025-06-21,7.6 km,Bihar
Cyclonic Circulation (CYCIR),2025-06-21,1.5 km,East Rajasthan
Trough,2025-06-21,3.1 km,Bangladesh ; Gujarat Region ; Bihar ; West Madhya Pradesh ; East Madhya Pradesh
Trough,2025-06-21,1.5 km,Central Pakistan ; Assam & Meghalaya ; West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Bihar ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,2025-06-21,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-06-23,5.8 km,East Uttar Pradesh ; West Uttar Pradesh
Trough,2025-06-23,1.5 km,East Uttar Pradesh ; West Uttar Pradesh ; NW Bay ; East Madhya Pradesh ; Jharkhand ; Odisha
Trough,2025-06-23,3.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Odisha
Upper-Level Cyclonic Circulation,2025-06-23,3.1 km,Saurashtra & Kutch
Upper-Level Cyclonic Circulation,2025-06-23,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-06-23,5.8 km to 7.6 km,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha
Upper-Level Cyclonic Circulation,2025-06-24,5.8 km,West Uttar Pradesh ; East Uttar Pradesh
Trough,2025-06-24,1.5 km,West Uttar Pradesh ; East Uttar Pradesh ; NW Bay ; East Madhya Pradesh ; Jharkhand ; Odisha
Trough,2025-06-24,0.9 km,Punjab ; Bangladesh ; West Uttar Pradesh ; East Uttar Pradesh
Upper-Level Cyclonic Circulation,2025-06-24,3.1 km to 7.6 km,Jharkhand
Trough,2025-06-24,3.1 km,NE Arabian Sea ; Jharkhand
Upper-Level Cyclonic Circulation,2025-06-24,0.9 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-06-25,5.8 km,East Madhya Pradesh
Upper-Level Cyclonic Circulation,2025-06-25,7.6 km,NW Bay ; Odisha ; Gangetic West Bengal
Trough,2025-06-25,3.1 km to 5.8 km,NE Arabian Sea ; Gujarat Region ; Madhya Maharashtra ; East Madhya Pradesh
Trough,2025-06-26,1.5 km to 7.6 km,NE Arabian Sea ; NW Bay ; Odisha ; Gangetic West Bengal ; Gujarat Region ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh
Upper-Level Cyclonic Circulation,2025-06-26,0.9 km,East Madhya Pradesh
Upper-Level Cyclonic Circulation,2025-06-27,5.8 km,West Rajasthan
Trough,2025-06-27,5.8 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Trough,2025-06-27,4.5 km to 5.8 km,SE Arabian Sea ; Gujarat Region ; Madhya Maharashtra ; Vidarbha ; Chhattisgarh ; Odisha
Low Pressure (L) with associated CYCIR,2025-06-28,7.6 km,Saurashtra & Kutch ; NE Arabian Sea
Upper-Level Cyclonic Circulation,2025-06-28,4.5 km,Bangladesh ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),2025-06-28,1.5 km,West Uttar Pradesh ; East Uttar Pradesh
Trough,2025-06-28,3.1 km to 4.5 km,Bangladesh ; Gangetic West Bengal ; Jharkhand ; Chhattisgarh ; East Madhya Pradesh ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),2025-06-28,0.9 km,Assam & Meghalaya
Trough,2025-06-30,0.9 km to 3.1 km,West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),2025-06-30,3.1 km,West Rajasthan ; Gujarat Region
Well Marked Low Pressure Area (WML) with associated CYCIR,2025-06-19,7.6 km,Jharkhand ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,2025-06-19,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2025-06-19,4.5 km,East Rajasthan
Trough,2025-06-19,3.1 km to 5.8 km,West Uttar Pradesh ; Gujarat Region ; East Rajasthan
Trough,2025-06-19,0.9 km,Punjab ; Assam & Meghalaya ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal
Western Disturbances (WD),2025-06-19,5.8 km,Punjab ; Haryana ; Jammu & Kashmir ; Himachal Pradesh ; Ladakh
Low Pressure (L) with associated CYCIR,2025-06-20,7.6 km,Bihar
Cyclonic Circulation (CYCIR),2025-06-20,5.8 km,East Rajasthan
Trough,2025-06-20,3.1 km,West Uttar Pradesh ; Gujarat Region ; East Rajasthan
Trough,2025-06-20,0.9 km to 1.5 km,West Rajasthan ; East Rajasthan ; West Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Assam & Meghalaya
Low Pressure (L) with associated CYCIR,2025-06-22,5.8 km,West Uttar Pradesh ; East Uttar Pradesh
Upper-Level Cyclonic Circulation,2025-06-22,1.5 km to 5.8 km,Bangladesh ; Gangetic West Bengal
Trough,2025-06-22,1.5 km to 4.5 km,Pakistan ; West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Bangladesh ; Gangetic West Bengal
Trough,2025-06-22,3.1 km,Gujarat Region ; Bangladesh
Upper-Level Cyclonic Circulation,2025-06-22,0.9 km,Assam & Meghalaya
Western Disturbances (WD),2025-06-01,3.1 km,North pakistan ; Jammu & Kashmir ; Punjab
Westerly Trough,2025-06-01,5.8 km,Jammu & Kashmir ; North Pakistan ; Himachal Pradesh ; Ladakh
Upper-Level Cyclonic Circulation,2025-06-01,1.5 km,Central Pakistan
Upper-Level Cyclonic Circulation,2025-06-01,0.9 km,"Haryana, Chandigarh & Delhi"
Trough,2025-06-01,0.9 km,"Central Pakistan ; Haryana, Chandigarh & Delhi ; West Rajasthan"
Upper-Level Cyclonic Circulation,2025-06-01,0.9 km,Assam & Meghalaya
Trough,2025-06-01,1.5 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
