weather system,date,heightAboveMSL,Regions
Trough,2025-04-18,0.9 km,Madhya Maharashtra ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Rayalaseema ; Tamil Nadu & Puducherry ; Gulf of Mannar
Upper-Level Cyclonic Circulation,2025-04-18,3.1 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2025-04-18,1.5 km,Bangladesh
Trough,2025-04-18,0.9 km,Jharkhand ; Gangetic West Bengal ; Bangladesh ; Assam & Meghalaya
Western Disturbances (WD),2025-04-19,5.8 km,Southwest Pakistan ; North Pakistan ; West Pakistan ; Central Pakistan ; South Pakistan
Upper-Level Cyclonic Circulation,2025-04-19,0.9 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2025-04-19,1.5 km,Jharkhand
Trough,2025-04-19,0.9 km,"Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh"
Trough,2025-04-19,0.9 km,Jharkhand ; Assam & Meghalaya ; Gangetic West Bengal ; Bangladesh
Trough,2025-04-19,1.5 km,Vidarbha ; Gulf of Mannar ; Telangana ; North Interior Karnataka ; South Interior Karnataka ; Rayalaseema ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-04-19,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2025-04-19,1.5 km to 3.1 km,Bangladesh
Western Disturbances (WD),2025-04-20,5.8 km,North Pakistan
Upper-Level Cyclonic Circulation,2025-04-20,1.5 km,Central Pakistan ; West Rajasthan
Trough,2025-04-20,0.9 km,Central Pakistan ; West Rajasthan ; West Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Trough,2025-04-20,0.9 km,Vidarbha ; Gulf of Mannar ; Telangana ; North Interior Karnataka ; South Interior Karnataka ; Rayalaseema ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-04-20,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2025-04-20,1.5 km,Bangladesh
Trough,2025-04-20,3.1 km,"Assam & Meghalaya ; Nagaland, Manipur, Mizoram & Tripura ; Bangladesh"
Western Disturbances (WD),2025-04-21,3.1 km to 5.8 km,North pakistan
Upper-Level Cyclonic Circulation,2025-04-21,1.5 km,Central Pakistan ; West Rajasthan
Trough,2025-04-21,0.9 km,"West Rajasthan ; Bangladesh ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal"
Trough,2025-04-21,1.5 km,Chhattisgarh ; Gulf of Mannar ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-04-21,1.5 km to 3.1 km,Assam & Meghalaya
Western Disturbances (WD),2025-04-22,3.1 km to 5.8 km,North pakistan ; Jammu & Kashmir
Trough,2025-04-22,0.9 km,Bihar ; Chhattisgarh ; Vidarbha ; Telangana ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Gulf of Mannar
Upper-Level Cyclonic Circulation,2025-04-22,1.5 km to 3.1 km,Assam & Meghalaya
Trough,2025-04-22,1.5 km,"Central Pakistan ; Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh"
Upper-Level Cyclonic Circulation,2025-04-22,0.9 km,Bihar
Trough,2025-04-22,0.9 km,"Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Nagaland, Manipur, Mizoram & Tripura ; Assam & Meghalaya"
Upper-Level Cyclonic Circulation,2025-04-22,1.5 km,Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-04-23,0.9 km to 1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-04-23,0.9 km,Bihar
Upper-Level Cyclonic Circulation,2025-04-23,1.5 km to 3.1 km,Tamil Nadu & Puducherry
Trough,2025-04-23,0.9 km,Chhattisgarh ; Vidarbha ; Telangana ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Gulf of Mannar
Trough,2025-04-24,0.9 km,Chhattisgarh ; Vidarbha ; Telangana ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Gulf of Mannar
Upper-Level Cyclonic Circulation,2025-04-24,0.9 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-04-24,1.5 km,Bangladesh
Trough,2025-04-24,0.9 km,Bangladesh ; Odisha ; Gangetic West Bengal
Western Disturbances (WD),2025-04-24,5.8 km,North Pakistan
Cyclonic Circulation (CYCIR),2025-04-24,1.5 km,Central Pakistan
Western Disturbances (WD),2025-04-25,5.8 km,North Pakistan ; Jammu & Kashmir
Trough,2025-04-25,0.9 km,Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Gulf of Mannar
Upper-Level Cyclonic Circulation,2025-04-25,0.9 km,Assam & Meghalaya
Trough,2025-04-25,1.5 km,Sikkim ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh
Cyclonic Circulation (CYCIR),2025-04-25,3.1 km,Jammu & Kashmir
Cyclonic Circulation (CYCIR),2025-04-25,1.5 km,Punjab
Western Disturbances (WD),2025-04-26,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh
Cyclonic Circulation (CYCIR),2025-04-26,1.5 km,West Rajasthan
Trough,2025-04-26,0.9 km,Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Gulf of Mannar
Cyclonic Circulation (CYCIR),2025-04-26,1.5 km,Bihar ; Sub-Himalayan West Bengal & Sikkim
Upper-Level Cyclonic Circulation,2025-04-26,0.9 km,Assam & Meghalaya
Western Disturbances (WD),2025-04-27,5.8 km,Delhi ; Himachal Pradesh ; Marathwada ; Ladakh ; Haryana
Cyclonic Circulation (CYCIR),2025-04-27,1.5 km,West Rajasthan
Trough,2025-04-27,1.5 km,Vidarbha ; Gulf of Mannar ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-04-27,0.9 km,Assam & Meghalaya
Western Disturbances (WD),2025-04-28,3.1 km to 9.6 km,Chhattisgarh ; East Uttar Pradesh ; East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh
Cyclonic Circulation (CYCIR),2025-04-28,1.5 km,West Rajasthan
Trough,2025-04-28,0.9 km,West Rajasthan ; Madhya Maharashtra
Trough,2025-04-28,1.5 km,Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Kerala
Upper-Level Cyclonic Circulation,2025-04-28,0.9 km,Bangladesh ; Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-04-28,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-04-28,1.5 km,Comorin Area
Westerly Trough,2025-04-29,5.8 km to 9.6 km,East Uttar Pradesh ; Odisha ; Bihar ; Jharkhand ; Chhattisgarh
Cyclonic Circulation (CYCIR),2025-04-29,1.5 km,West Rajasthan
Trough,2025-04-29,0.9 km,West Madhya Pradesh ; Vidarbha ; Marathwada ; South Interior Karnataka ; North Interior Karnataka ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-04-29,1.5 km,Bangladesh
Upper-Level Cyclonic Circulation,2025-04-29,1.5 km,West Madhya Pradesh
Westerly Trough,2025-04-29,3.1 km to 4.5 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Upper-Level Cyclonic Circulation,2025-04-29,1.5 km,Lakshadweep
Western Disturbances (WD),2025-04-10,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Upper-Level Cyclonic Circulation,2025-04-10,0.9 km,Punjab
Upper-Level Cyclonic Circulation,2025-04-10,1.5 km,Pakistan ; West Rajasthan
Upper-Level Cyclonic Circulation,2025-04-10,1.5 km,West Madhya Pradesh
Trough,2025-04-10,0.9 km,West Rajasthan ; Marathwada ; West Madhya Pradesh
Westerly Trough,2025-04-10,5.8 km,Delhi ; Himachal Pradesh ; Ladakh ; Haryana ; East Rajasthan
Upper-Level Cyclonic Circulation,2025-04-10,3.1 km to 5.8 km,Bihar
Upper-Level Cyclonic Circulation,2025-04-10,0.9 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-04-10,0.9 km,Bangladesh
Upper-Level Cyclonic Circulation,2025-04-10,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-04-30,1.5 km,West Rajasthan
Trough,2025-04-30,1.5 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Kerala
Upper-Level Cyclonic Circulation,2025-04-30,1.5 km to 5.8 km,Bangladesh
Westerly Trough,2025-04-30,3.1 km to 5.8 km,Assam & Meghalaya ; Bangladesh ; Nagaland-Manipur-Mizoram-Tripura ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim
Westerly Trough,2025-04-30,7.6 km to 9.4 km,Bihar ; Jharkhand ; Odisha ; East Uttar Pradesh ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,2025-04-30,0.9 km,Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,2025-05-01,0.9 km,West Rajasthan
Upper-Level Cyclonic Circulation,2025-05-01,1.5 km,East Rajasthan
Trough,2025-05-01,1.5 km,East Rajasthan ; Kerala ; West Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Upper-Level Cyclonic Circulation,2025-05-01,3.1 km to 7.6 km,Bangladesh
Western Disturbances (WD),2025-05-02,5.8 km to 7.6 km,"Punjab ; West Rajasthan ; Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2025-05-02,0.9 km,West Rajasthan
Upper-Level Cyclonic Circulation,2025-05-02,1.5 km to 3.1 km,East Rajasthan ; West Madhya Pradesh
Trough,2025-05-02,1.5 km,"Punjab ; Haryana, Chandigarh & Delhi ; East Rajasthan ; West Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Kerala"
Trough,2025-05-02,1.5 km,East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Upper-Level Cyclonic Circulation,2025-05-02,3.1 km to 5.8 km,Bangladesh
Western Disturbances (WD),2025-05-03,3.1 km to 7.6 km,North pakistan
Upper-Level Cyclonic Circulation,2025-05-03,1.5 km,West Rajasthan
Upper-Level Cyclonic Circulation,2025-05-03,1.5 km,West Uttar Pradesh
Upper-Level Cyclonic Circulation,2025-05-03,0.9 km,East Rajasthan
Trough,2025-05-03,0.9 km,East Rajasthan ; Gujarat Region ; Saurashtra & Kutch ; Madhya Maharashtra ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Trough,2025-05-03,1.5 km,East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Odisha
Upper-Level Cyclonic Circulation,2025-05-03,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-05-03,1.5 km,Bangladesh
Western Disturbances (WD),2025-05-03,5.8 km to 7.6 km,"Punjab ; West Rajasthan ; Haryana, Chandigarh & Delhi"
Western Disturbances (WD),2025-05-04,3.1 km to 9.4 km,North pakistan ; Punjab ; West Rajasthan
Upper-Level Cyclonic Circulation,2025-05-04,1.5 km,West Uttar Pradesh ; East Uttar Pradesh
Upper-Level Cyclonic Circulation,2025-05-04,0.9 km,Marathwada
Trough,2025-05-04,0.9 km,West Uttar Pradesh ; East Uttar Pradesh ; Tamil Nadu & Puducherry ; West Madhya Pradesh ; East Madhya Pradesh ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Upper-Level Cyclonic Circulation,2025-05-04,0.9 km,NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch
Upper-Level Cyclonic Circulation,2025-05-04,1.5 km,Gangetic West Bengal
Trough,2025-05-04,0.9 km,Gangetic West Bengal ; Coastal Andhra Pradesh ; Odisha
Upper-Level Cyclonic Circulation,2025-05-04,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-05-04,3.1 km,Odisha
Western Disturbances (WD),2025-05-05,3.1 km to 7.6 km,North pakistan ; Punjab ; West Rajasthan
Trough,2025-05-05,0.9 km,East Madhya Pradesh ; Marathwada ; Telangana ; North Interior Karnataka ; South Interior Karnataka
Upper-Level Cyclonic Circulation,2025-05-05,1.5 km,Assam & Meghalaya
Trough,2025-05-05,1.5 km,East Rajasthan ; Bangladesh ; West Madhya Pradesh ; East Madhya Pradesh ; East Uttar Pradesh ; Jharkhand
Upper-Level Cyclonic Circulation,2025-05-05,1.5 km,East Rajasthan
Upper-Level Cyclonic Circulation,2025-05-05,1.5 km,Pakistan ; West Rajasthan
Upper-Level Cyclonic Circulation,2025-05-05,0.9 km,Tamil Nadu & Puducherry
Western Disturbances (WD),2025-05-06,4.5 km to 9.4 km,West Rajasthan
Trough,2025-05-06,0.9 km,Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Gulf of Mannar
Trough,2025-05-06,0.9 km,East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Sikkim ; Bangladesh
Upper-Level Cyclonic Circulation,2025-05-06,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-05-06,3.1 km,East Rajasthan
Upper-Level Cyclonic Circulation,2025-05-06,1.5 km,West Rajasthan
Upper-Level Cyclonic Circulation,2025-05-06,0.9 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-05-06,0.9 km,Telangana
Western Disturbances (WD),2025-05-07,1.5 km to 7.6 km,West Madhya Pradesh
Trough,2025-05-07,0.9 km,Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Gulf of Mannar
Trough,2025-05-07,0.9 km,West Rajasthan ; Jharkhand ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh
Upper-Level Cyclonic Circulation,2025-05-07,0.9 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-05-07,0.9 km,West Madhya Pradesh
Trough,2025-05-07,3.1 km to 5.8 km,NE Arabian Sea ; West Madhya Pradesh ; Gujarat Region
Upper-Level Cyclonic Circulation,2025-05-07,3.1 km to 5.8 km,SE Bay ; S Andaman Sea
Western Disturbances (WD),2025-05-08,3.1 km,Iran
Westerly Trough,2025-05-08,5.8 km,Far West Pakistan
Upper-Level Cyclonic Circulation,2025-05-08,1.5 km to 7.6 km,West Madhya Pradesh
Upper-Level Cyclonic Circulation,2025-05-08,0.9 km,West Madhya Pradesh
Trough,2025-05-08,0.9 km,West Madhya Pradesh ; Chhattisgarh ; East Madhya Pradesh
Trough,2025-05-08,1.5 km to 5.8 km,EC Arabian Sea ; West Madhya Pradesh ; Konkan & Goa ; Madhya Maharashtra
Trough,2025-05-08,0.9 km,Telangana ; Gulf of Mannar ; Rayalaseema ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-05-08,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-05-08,4.5 km,SE Bay ; S Andaman Sea
Western Disturbances (WD),2025-05-10,3.1 km,North pakistan
Westerly Trough,2025-05-10,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Western Disturbances (WD),2025-05-10,5.8 km,Far West Pakistan
Upper-Level Cyclonic Circulation,2025-05-10,4.5 km,East Rajasthan
Upper-Level Cyclonic Circulation,2025-05-10,0.9 km,Saurashtra & Kutch
Upper-Level Cyclonic Circulation,2025-05-10,3.1 km,Saurashtra & Kutch
Trough,2025-05-10,1.5 km,EC Arabian Sea ; East Madhya Pradesh ; Konkan & Goa ; Madhya Maharashtra
Trough,2025-05-10,1.5 km,Marathwada ; Gulf of Mannar ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Westerly Trough,2025-05-10,9.4 km to 12.6 km,East Uttar Pradesh ; Telangana ; East Madhya Pradesh ; Vidarbha
Upper-Level Cyclonic Circulation,2025-05-10,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-05-10,0.9 km,Bangladesh
Upper-Level Cyclonic Circulation,2025-05-10,3.1 km to 4.5 km,SE Bay ; S Andaman Sea
Western Disturbances (WD),2025-05-11,5.8 km,North Pakistan ; Central Pakistan ; South Pakistan ; Jammu & Kashmir
Western Disturbances (WD),2025-05-11,5.8 km,Southwest Pakistan
Trough,2025-05-11,3.1 km,Saurashtra & Kutch ; NE Arabian Sea ; EC Arabian Sea
