weather system,date,heightAboveMSL,Regions
Trough,2020-04-16,1.5 km,West Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka
Easterly Trough,2020-04-16,0.9 km,SE Arabian Sea ; Kerala
Western Disturbances (WD),2020-04-16,3.1 km to 3.6 km,North Pakistan ; Jammu & Kashmir
Western Disturbances (WD),2020-04-17,3.1 km to 3.6 km,northeast Afghanistan and neighbourhood
Westerly Trough,2020-04-17,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Induced Cyclonic Circulation,2020-04-17,0.9 km,Central Pakistan
Cyclonic Circulation (CYCIR),2020-04-17,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2020-04-17,0.9 km,East Uttar Pradesh
Trough,2020-04-17,0.9 km,East Uttar Pradesh ; Jharkhand
Trough,2020-04-17,0.9 km,East Madhya Pradesh ; Vidarbha ; Telangana ; South Interior Karnataka ; Tamil Nadu & Puducherry
Easterly Trough,2020-04-17,1.5 km,SE Arabian Sea ; Kerala
Western Disturbances (WD),2020-04-18,1.5 km to 3.1 km,northeast Afghanistan and neighbourhood
Westerly Trough,2020-04-18,5.8 km,Central Pakistan ; West Pakistan ; North Pakistan
Induced Cyclonic Circulation,2020-04-18,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2020-04-18,0.9 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2020-04-18,0.9 km,East Uttar Pradesh
Trough,2020-04-18,0.9 km,East Uttar Pradesh ; Assam & Meghalaya
Trough,2020-04-18,0.9 km,Jharkhand ; Chhattisgarh ; Vidarbha ; North Interior Karnataka ; Coastal Karnataka
Easterly Trough,2020-04-18,1.5 km,Lakshadweep ; SE Arabian Sea
Western Disturbances (WD),2020-04-19,1.5 km,North pakistan
Westerly Trough,2020-04-19,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2020-04-19,0.9 km,Assam & Meghalaya
Trough,2020-04-19,0.9 km,Assam & Meghalaya ; East Madhya Pradesh ; Gangetic West Bengal ; Jharkhand ; Chhattisgarh
Trough,2020-04-19,0.9 km,Tamil Nadu & Puducherry ; Marathwada ; South Interior Karnataka ; North Interior Karnataka
Western Disturbances (WD),2020-04-20,3.1 km to 3.6 km,North pakistan
Westerly Trough,2020-04-20,7.6 km,roughly along longitude 64°E to the north of latitude 34°N
Cyclonic Circulation (CYCIR),2020-04-20,0.9 km,East Madhya Pradesh
Trough,2020-04-20,0.9 km,East Rajasthan ; Chhattisgarh ; West Madhya Pradesh ; East Madhya Pradesh
Trough,2020-04-20,0.9 km,Coastal Karnataka ; North Interior Karnataka ; Madhya Maharashtra ; Marathwada
Western Disturbances (WD),2020-04-21,3.1 km,Punjab
Trough,2020-04-21,0.9 km,East Madhya Pradesh ; Assam & Meghalaya ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),2020-04-21,0.9 km,Lakshadweep
Trough,2020-04-21,0.9 km,East Rajasthan ; Chhattisgarh ; West Madhya Pradesh
Western Disturbances (WD),2020-04-22,5.8 km,North Pakistan
Westerly Trough,2020-04-22,2.1 km to 3.6 km,Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Westerly Trough,2020-04-22,9.5 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Trough,2020-04-22,0.9 km,Jharkhand ; Odisha ; Chhattisgarh ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Gulf of Mannar
Cyclonic Circulation (CYCIR),2020-04-22,1.5 km to 3.1 km,Lakshadweep
Westerly Trough,2020-04-22,7.6 km,along Lat. 70°E
Western Disturbances (WD),2020-04-23,5.8 km,North Pakistan ; Jammu & Kashmir
Westerly Trough,2020-04-23,9.5 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Cyclonic Circulation (CYCIR),2020-04-23,0.9 km,Vidarbha
Trough,2020-04-23,0.9 km,Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Cyclonic Circulation (CYCIR),2020-04-23,0.9 km,Assam & Meghalaya
Western Disturbances (WD),2020-04-24,5.8 km,Uttarakhand ; Sub-Himalayan West Bengal & Sikkim ; Himachal Pradesh ; Ladakh ; West Uttar Pradesh
Westerly Trough,2020-04-24,3.1 km,Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar ; Jharkhand
Cyclonic Circulation (CYCIR),2020-04-24,0.9 km,West Rajasthan ; East Rajasthan
Cyclonic Circulation (CYCIR),2020-04-24,0.9 km to 2.1 km,"West Uttar Pradesh ; Haryana, Chandigarh & Delhi"
Trough,2020-04-24,1.5 km,Bihar ; Jharkhand ; Chhattisgarh ; East Madhya Pradesh ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),2020-04-24,0.9 km,Vidarbha
Trough,2020-04-24,0.9 km,Vidarbha ; Telangana ; Rayalaseema ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Westerly Trough,2020-04-24,9.5 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Bangladesh ; Arunachal Pradesh
Cyclonic Circulation (CYCIR),2020-04-25,0.9 km,Chhattisgarh
Trough,2020-04-25,0.9 km,Chhattisgarh ; East Madhya Pradesh ; Vidarbha ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2020-04-25,2.1 km,Assam & Meghalaya
Trough,2020-04-25,0.9 km,Assam & Meghalaya ; Bangladesh ; Gangetic West Bengal ; Odisha ; Chhattisgarh
Westerly Trough,2020-04-25,3.1 km,Bangladesh ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),2020-04-25,1.5 km,Afghanistan & neighbourhood
Cyclonic Circulation (CYCIR),2020-04-25,3.1 km,Punjab
Cyclonic Circulation (CYCIR),2020-04-25,0.9 km,East Uttar Pradesh
Western Disturbances (WD),2020-04-25,5.8 km,Odisha ; Bihar ; Jharkhand ; East Uttar Pradesh ; Gangetic West Bengal
Western Disturbances (WD),2020-04-26,1.5 km,Afghanistan & neighbourhood
Cyclonic Circulation (CYCIR),2020-04-26,1.5 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2020-04-26,1.5 km,East Madhya Pradesh
Cyclonic Circulation (CYCIR),2020-04-26,1.5 km,Bangladesh
Trough,2020-04-26,1.5 km,"Assam & Meghalaya ; Punjab ; Bangladesh ; Bihar ; East Madhya Pradesh ; Haryana, Chandigarh & Delhi"
Trough,2020-04-26,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; Marathwada ; South Interior Karnataka ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2020-04-26,1.5 km to 2.1 km,Comorin Area
Western Disturbances (WD),2020-04-27,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; Himachal Pradesh ; Ladakh
Cyclonic Circulation (CYCIR),2020-04-27,3.1 km to 5.8 km,Bangladesh
Cyclonic Circulation (CYCIR),2020-04-27,1.5 km,Vidarbha
Trough,2020-04-27,0.9 km,Chhattisgarh ; Tamil Nadu & Puducherry ; Telangana ; Rayalaseema
Cyclonic Circulation (CYCIR),2020-04-27,2.1 km,Comorin Area
Cyclonic Circulation (CYCIR),2020-04-27,0.9 km to 3.6 km,Malacca strait and neighbourhood
Western Disturbances (WD),2020-04-28,5.8 km,East Uttar Pradesh ; Uttarakhand ; West Uttar Pradesh ; Bihar
Western Disturbances (WD),2020-04-28,3.1 km,northwest Afghanistan & neighbourhood
Cyclonic Circulation (CYCIR),2020-04-28,3.1 km to 4.5 km,Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2020-04-28,1.5 km to 2.1 km,Chhattisgarh
Trough,2020-04-28,0.9 km,West Madhya Pradesh ; Tamil Nadu & Puducherry ; Vidarbha ; Madhya Maharashtra ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),2020-04-28,3.1 km,EC Arabian Sea ; Konkan & Goa ; Madhya Maharashtra
Cyclonic Circulation (CYCIR),2020-04-28,0.9 km to 5.8 km,Malacca strait and neighbourhood
Cyclonic Circulation (CYCIR),2020-04-28,1.5 km to 2.1 km,southeast Sri Lanka & neighbourhood
Cyclonic Circulation (CYCIR),2020-04-29,3.6 km,north Sumatra & neighbourhood
Western Disturbances (WD),2020-04-29,3.1 km to 9.6 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Western Disturbances (WD),2020-04-29,3.1 km,northwest Afghanistan & neighbourhood
Cyclonic Circulation (CYCIR),2020-04-29,2.1 km,Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2020-04-29,1.5 km,Chhattisgarh
Trough,2020-04-29,0.9 km,West Madhya Pradesh ; Tamil Nadu & Puducherry ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),2020-04-29,1.5 km to 2.1 km,EC Arabian Sea ; Konkan & Goa ; Madhya Maharashtra
Cyclonic Circulation (CYCIR),2020-04-30,4.5 km,S Andaman Sea
Western Disturbances (WD),2020-04-30,3.1 km,Jammu & Kashmir
Cyclonic Circulation (CYCIR),2020-04-30,2.1 km,Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2020-04-30,0.9 km,Odisha
Trough,2020-04-30,0.9 km,East Rajasthan ; West Madhya Pradesh ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2020-04-30,1.5 km,Comorin Area
Low Pressure (L) with associated CYCIR,2020-05-01,4.5 km,S Andaman Sea ; SE Bay
Western Disturbances (WD),2020-05-01,7.6 km,Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Ladakh ; Delhi
Westerly Trough,2020-05-01,2.1 km to 4.5 km,along longitude 89°E to the north of latitude 22°N
Cyclonic Circulation (CYCIR),2020-05-01,2.1 km,Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2020-05-01,0.9 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2020-05-01,0.9 km,East Uttar Pradesh
Cyclonic Circulation (CYCIR),2020-05-01,1.5 km,West Madhya Pradesh ; East Madhya Pradesh
Trough,2020-05-01,0.9 km,East Madhya Pradesh ; Tamil Nadu & Puducherry ; Vidarbha ; Telangana ; Rayalaseema
Westerly Trough,2020-05-01,3.1 km to 9.5 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Cyclonic Circulation (CYCIR),2020-05-01,0.9 km,Odisha
Low Pressure (L) with associated CYCIR,2020-05-02,4.5 km,S Andaman Sea ; SE Bay
Western Disturbances (WD),2020-05-02,5.8 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar
Cyclonic Circulation (CYCIR),2020-05-02,1.5 km,"West Rajasthan ; East Rajasthan ; Punjab ; Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2020-05-02,3.1 km,Bangladesh
Cyclonic Circulation (CYCIR),2020-05-02,1.5 km,East Madhya Pradesh ; West Madhya Pradesh
Trough,2020-05-02,0.9 km,Marathwada ; South Interior Karnataka ; North Interior Karnataka ; Tamil Nadu & Puducherry
Western Disturbances (WD),2020-05-03,5.8 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),2020-05-03,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2020-05-03,1.5 km,"West Rajasthan ; East Rajasthan ; Haryana, Chandigarh & Delhi ; Punjab"
Trough,2020-05-03,2.1 km,"West Rajasthan ; East Rajasthan ; Haryana, Chandigarh & Delhi ; Punjab ; Gangetic West Bengal ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar"
Cyclonic Circulation (CYCIR),2020-05-03,3.1 km,Bangladesh
Cyclonic Circulation (CYCIR),2020-05-03,1.5 km,East Madhya Pradesh
Trough,2020-05-03,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; Telangana ; Rayalaseema
Western Disturbances (WD),2020-05-04,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2020-05-04,3.1 km,Bangladesh
Cyclonic Circulation (CYCIR),2020-05-04,1.5 km,"Haryana, Chandigarh & Delhi"
Trough,2020-05-04,1.5 km,"Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh"
Cyclonic Circulation (CYCIR),2020-05-04,1.5 km,SE Arabian Sea ; Kerala
Trough,2020-05-04,0.9 km,East Madhya Pradesh ; Vidarbha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Western Disturbances (WD),2020-05-04,5.8 km,Southwest Pakistan ; West Pakistan
Western Disturbances (WD),2020-05-05,7.6 km,Himachal Pradesh ; Ladakh ; Delhi ; Uttarakhand ; West Uttar Pradesh
Cyclonic Circulation (CYCIR),2020-05-05,0.9 km,East Madhya Pradesh
Trough,2020-05-05,1.5 km,Bihar ; Tamil Nadu & Puducherry ; East Madhya Pradesh ; Telangana ; Rayalaseema
Cyclonic Circulation (CYCIR),2020-05-05,0.9 km,West Rajasthan
Western Disturbances (WD),2020-05-06,3.1 km to 7.6 km,Bihar ; East Uttar Pradesh ; Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2020-05-06,0.9 km,West Rajasthan
Cyclonic Circulation (CYCIR),2020-05-06,0.9 km,"West Uttar Pradesh ; Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2020-05-06,0.9 km,East Uttar Pradesh ; Bihar
Cyclonic Circulation (CYCIR),2020-05-06,0.9 km,Bangladesh
Cyclonic Circulation (CYCIR),2020-05-06,0.9 km,Vidarbha
Trough,2020-05-06,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; Telangana ; Rayalaseema
Western Disturbances (WD),2020-05-07,5.8 km to 7.6 km,Bihar ; East Uttar Pradesh ; Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),2020-05-07,3.1 km,Far West Pakistan
Cyclonic Circulation (CYCIR),2020-05-07,0.9 km,East Rajasthan
Trough,2020-05-07,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; Telangana ; Rayalaseema
Cyclonic Circulation (CYCIR),2020-05-07,2.1 km to 4.5 km,Comorin Area
Western Disturbances (WD),2020-05-08,5.8 km to 7.6 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Western Disturbances (WD),2020-05-08,3.1 km to 5.8 km,Far West Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),2020-05-08,0.9 km,East Rajasthan
Trough,2020-05-08,0.9 km,West Madhya Pradesh ; Madhya Maharashtra ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),2020-05-08,1.5 km to 3.6 km,Lakshadweep
Western Disturbances (WD),2020-05-09,5.8 km to 7.6 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),2020-05-09,0.9 km,East Rajasthan ; West Rajasthan
Trough,2020-05-09,0.9 km,East Madhya Pradesh ; West Madhya Pradesh ; Tamil Nadu & Puducherry ; Vidarbha ; Marathwada ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),2020-05-09,1.5 km to 2.1 km,Lakshadweep
Cyclonic Circulation (CYCIR),2020-05-09,1.5 km,Assam & Meghalaya
Western Disturbances (WD),2020-05-10,1.5 km to 3.1 km,Central Pakistan
Westerly Trough,2020-05-10,5.8 km to 7.6 km,North Pakistan
Cyclonic Circulation (CYCIR),2020-05-10,0.9 km,West Rajasthan ; East Rajasthan
Trough,2020-05-10,0.9 km,"West Rajasthan ; East Rajasthan ; Chhattisgarh ; Haryana, Chandigarh & Delhi ; East Madhya Pradesh ; West Madhya Pradesh"
Cyclonic Circulation (CYCIR),2020-05-10,3.6 km,Bangladesh ; Assam & Meghalaya
Trough,2020-05-10,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; Marathwada ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),2020-05-10,1.5 km to 4.5 km,Comorin Area
Western Disturbances (WD),2020-05-11,1.5 km to 3.1 km,North pakistan
Westerly Trough,2020-05-11,7.6 km,East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Chhattisgarh
Cyclonic Circulation (CYCIR),2020-05-11,0.9 km,West Rajasthan ; East Rajasthan
Trough,2020-05-11,1.5 km to 2.1 km,Bihar ; Chhattisgarh
Cyclonic Circulation (CYCIR),2020-05-11,0.9 km,Comorin Area
Trough,2020-05-11,1.5 km,Vidarbha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Western Disturbances (WD),2020-05-12,1.5 km to 3.1 km,North pakistan
Westerly Trough,2020-05-12,7.6 km,East Uttar Pradesh ; East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh ; Bihar
Western Disturbances (WD),2020-05-12,1.5 km to 3.1 km,Iran
Westerly Trough,2020-05-12,5.8 km,along longitude 50°E to the north of latitude 30°N
Cyclonic Circulation (CYCIR),2020-05-12,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2020-05-12,1.5 km,Comorin Area
Trough,2020-05-12,0.9 km,West Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Westerly Trough,2020-05-13,7.6 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya
Westerly Trough,2020-05-13,5.8 km,Far West Pakistan
Cyclonic Circulation (CYCIR),2020-05-13,1.5 km to 2.1 km,Comorin Area
Trough,2020-05-13,0.9 km,West Madhya Pradesh ; South Interior Karnataka ; Marathwada ; North Interior Karnataka
Western Disturbances (WD),2020-05-14,5.8 km,Southwest Pakistan
Cyclonic Circulation (CYCIR),2020-05-14,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2020-05-14,0.9 km,Assam & Meghalaya
Trough,2020-05-14,0.9 km,Marathwada ; North Interior Karnataka ; South Interior Karnataka
Western Disturbances (WD),2020-05-15,5.8 km,Southwest Pakistan
Cyclonic Circulation (CYCIR),2020-05-15,0.9 km,East Rajasthan
Cyclonic Circulation (CYCIR),2020-05-15,0.9 km,East Uttar Pradesh
Trough,2020-05-15,0.9 km,East Uttar Pradesh ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),2020-05-15,1.5 km,Maldives area and neighbourhood
Western Disturbances (WD),2020-05-16,5.8 km,West Pakistan
Cyclonic Circulation (CYCIR),2020-05-16,0.9 km to 1.5 km,North pakistan
Cyclonic Circulation (CYCIR),2020-05-16,0.9 km,West Madhya Pradesh
Cyclonic Circulation (CYCIR),2020-05-16,0.9 km,Bangladesh ; Assam & Meghalaya
Trough,2020-05-16,0.9 km,Bihar ; Bangladesh ; Assam & Meghalaya
Western Disturbances (WD),2020-05-17,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2020-05-17,0.9 km,Central Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),2020-05-17,0.9 km,Bangladesh ; Assam & Meghalaya
Trough,2020-05-17,0.9 km,Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),2020-05-17,3.6 km to 4.5 km,SE Arabian Sea ; Kerala
