weather system,date,heightAboveMSL,Regions
Western Disturbances (WD),2020-02-23,5.8 km,Uttarakhand ; West Uttar Pradesh
Cyclonic Circulation (CYCIR),2020-02-23,1.5 km to 2.1 km,East Uttar Pradesh
Cyclonic Circulation (CYCIR),2020-02-23,1.5 km,West Madhya Pradesh
Cyclonic Circulation (CYCIR),2020-02-23,3.1 km,West Uttar Pradesh
Trough,2020-02-23,0.9 km,Konkan & Goa ; Bihar ; West Madhya Pradesh ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),2020-02-24,0.9 km,East Uttar Pradesh
Cyclonic Circulation (CYCIR),2020-02-24,1.5 km,West Madhya Pradesh
Cyclonic Circulation (CYCIR),2020-02-24,3.1 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2020-02-24,0.9 km,Chhattisgarh
Cyclonic Circulation (CYCIR),2020-02-24,0.9 km,Bangladesh
Cyclonic Circulation (CYCIR),2020-02-25,1.5 km,Bihar
Trough,2020-02-25,1.5 km,"Bihar ; Nagaland, Manipur, Mizoram & Tripura ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya"
Trough,2020-02-25,0.9 km,Bihar ; Telangana ; Chhattisgarh
Cyclonic Circulation (CYCIR),2020-02-25,1.5 km to 3.1 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2020-02-26,2.1 km to 3.1 km,Bihar ; Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2020-02-26,1.5 km,East Uttar Pradesh
Westerly Trough,2020-02-26,3.6 km to 5.8 km,Bihar ; Sub-Himalayan West Bengal & Sikkim ; East Uttar Pradesh
Easterly Trough,2020-02-26,0.9 km,Comorin Area ; South Interior Karnataka ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2020-02-26,1.5 km,South Interior Karnataka
Western Disturbances (WD),2020-02-27,5.8 km,Far West Pakistan
Westerly Trough,2020-02-27,5.8 km,Bangladesh ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),2020-02-27,1.5 km,Bihar
Cyclonic Circulation (CYCIR),2020-02-27,0.9 km,Coastal Karnataka
Cyclonic Circulation (CYCIR),2020-02-27,0.9 km,Central Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),2020-02-27,0.9 km,Assam & Meghalaya
Western Disturbances (WD),2020-02-28,5.8 km,northwest Afghanistan and neighbourhood
Westerly Trough,2020-02-28,7.6 km,Southwest Pakistan ; West Pakistan
Induced Cyclonic Circulation,2020-02-28,1.5 km,Central Pakistan ; West Rajasthan
Westerly Trough,2020-02-28,5.8 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Cyclonic Circulation (CYCIR),2020-02-28,1.5 km to 2.1 km,"Haryana, Chandigarh & Delhi"
Easterly Trough,2020-02-28,0.9 km,SE Arabian Sea ; Kerala
Western Disturbances (WD),2020-02-29,4.5 km to 7.6 km,Pakistan
Westerly Trough,2020-02-29,9.5 km,Central Pakistan ; West Pakistan ; North Pakistan
Induced Cyclonic Circulation,2020-02-29,0.9 km,West Rajasthan
Trough,2020-02-29,0.9 km,West Rajasthan ; East Rajasthan
Cyclonic Circulation (CYCIR),2020-02-29,0.9 km,Madhya Maharashtra
Cyclonic Circulation (CYCIR),2020-02-29,3.1 km,Bangladesh
