weather system,date,heightAboveMSL,Regions
Cyclonic Circulation (CYCIR),2022-10-15,5.8 km,WC Arabian Sea
Cyclonic Circulation (CYCIR),2022-10-16,3.1 km,WC Arabian Sea
Cyclonic Circulation (CYCIR),2022-10-16,1.5 km,SE Arabian Sea ; Kerala
Trough,2022-10-16,1.5 km,SE Arabian Sea ; Kerala ; SW Bay
Cyclonic Circulation (CYCIR),2022-10-17,3.1 km,SW Arabian Sea
Cyclonic Circulation (CYCIR),2022-10-17,1.5 km,SE Arabian Sea ; Kerala
Trough,2022-10-17,1.5 km,SE Arabian Sea ; Kerala ; Tamil Nadu & Puducherry ; SW Bay
Cyclonic Circulation (CYCIR),2022-10-17,3.1 km,S Andaman Sea
Cyclonic Circulation (CYCIR),2022-10-18,5.8 km,N Andaman Sea
Trough,2022-10-18,3.1 km,N Andaman Sea ; Tamil Nadu & Puducherry ; SW Bay ; SE Bay
Cyclonic Circulation (CYCIR),2022-10-18,1.5 km,EC Arabian Sea ; Konkan & Goa
Trough,2022-10-18,1.5 km,SE Arabian Sea ; Kerala ; EC Arabian Sea ; Konkan & Goa
Western Disturbances (WD),2022-10-18,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2022-10-18,3.1 km,SW Arabian Sea
Cyclonic Circulation (CYCIR),2022-10-19,3.1 km,N Andaman Sea
Trough,2022-10-19,3.1 km,N Andaman Sea ; Tamil Nadu & Puducherry ; SW Bay ; SE Bay
Cyclonic Circulation (CYCIR),2022-10-19,1.5 km,EC Arabian Sea ; Konkan & Goa ; Madhya Maharashtra
Trough,2022-10-19,1.5 km,SE Arabian Sea ; Kerala ; EC Arabian Sea ; Konkan & Goa ; Madhya Maharashtra
Western Disturbances (WD),2022-10-19,5.8 km,North Pakistan
Cyclonic Circulation (CYCIR),2022-10-19,3.1 km,SW Arabian Sea
Low Pressure (L) with associated CYCIR,2022-10-20,7.6 km,N Andaman Sea ; S Andaman Sea ; SE Bay
Trough,2022-10-20,3.1 km,N Andaman Sea ; S Andaman Sea ; SE Bay ; SW Bay ; Tamil Nadu & Puducherry
Western Disturbances (WD),2022-10-20,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2022-10-20,1.5 km to 5.8 km,SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),2022-10-20,1.5 km,Punjab
Low Pressure (L) with associated CYCIR,2022-10-21,7.6 km,N Andaman Sea ; S Andaman Sea ; SE Bay
Trough,2022-10-21,5.8 km,N Andaman Sea ; S Andaman Sea ; SE Bay ; SW Bay ; SE Arabian Sea ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2022-10-21,1.5 km to 5.8 km,SE Arabian Sea ; Kerala
Western Disturbances (WD),2022-10-21,5.8 km,Jammu & Kashmir
Cyclonic Circulation (CYCIR),2022-10-21,1.5 km,"Haryana, Chandigarh & Delhi"
Trough,2022-10-22,5.8 km,SE Bay ; EC Bay ; SW Bay ; Comorin Area
Western Disturbances (WD),2022-10-22,5.8 km,East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh ; Vidarbha ; Chhattisgarh
Trough,2022-10-23,7.6 km,WC Bay ; EC Bay ; SW Bay ; SE Bay ; Comorin Area
Western Disturbances (WD),2022-10-23,5.8 km,Chhattisgarh ; East Uttar Pradesh ; East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh
Western Disturbances (WD),2022-10-24,5.8 km,East Uttar Pradesh ; Odisha ; Bihar ; Jharkhand ; Chhattisgarh
Western Disturbances (WD),2022-10-25,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Arunachal Pradesh ; Bihar ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),2022-10-25,1.5 km,WC Bay
Cyclonic Circulation (CYCIR),2022-10-26,1.5 km to 4.5 km,WC Bay ; SW Bay
Trough,2022-10-26,0.9 km,South Interior Karnataka ; SW Bay ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2022-10-27,1.5 km to 4.5 km,SW Bay ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2022-10-28,3.1 km,SW Bay ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2022-10-29,1.5 km,SW Bay
Cyclonic Circulation (CYCIR),2022-10-29,1.5 km,SE Bay
Cyclonic Circulation (CYCIR),2022-10-30,3.6 km,SW Bay
Cyclonic Circulation (CYCIR),2022-10-31,3.1 km,SW Bay
Trough,2022-10-31,0.9 km,SW Bay ; SE Arabian Sea ; Tamil Nadu & Puducherry ; Kerala
Western Disturbances (WD),2022-10-31,5.8 km,North Pakistan
