weather system,date,heightAboveMSL,Regions
Trough,2025-05-07,0.9 km,Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Gulf of Mannar
Trough,2025-05-07,0.9 km,West Rajasthan ; Jharkhand ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh
Upper-Level Cyclonic Circulation,2025-05-07,0.9 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-05-07,0.9 km,West Madhya Pradesh
Trough,2025-05-07,3.1 km to 5.8 km,NE Arabian Sea ; West Madhya Pradesh ; Gujarat Region
Upper-Level Cyclonic Circulation,2025-05-07,3.1 km to 5.8 km,SE Bay ; S Andaman Sea
Western Disturbances (WD),2025-05-08,3.1 km,Iran
Westerly Trough,2025-05-08,5.8 km,Far West Pakistan
Upper-Level Cyclonic Circulation,2025-05-08,1.5 km to 7.6 km,West Madhya Pradesh
Upper-Level Cyclonic Circulation,2025-05-08,0.9 km,West Madhya Pradesh
Trough,2025-05-08,0.9 km,West Madhya Pradesh ; Chhattisgarh ; East Madhya Pradesh
Trough,2025-05-08,1.5 km to 5.8 km,EC Arabian Sea ; West Madhya Pradesh ; Konkan & Goa ; Madhya Maharashtra
Trough,2025-05-08,0.9 km,Telangana ; Gulf of Mannar ; Rayalaseema ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-05-08,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-05-08,4.5 km,SE Bay ; S Andaman Sea
Western Disturbances (WD),2025-05-10,3.1 km,North pakistan
Westerly Trough,2025-05-10,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Western Disturbances (WD),2025-05-10,5.8 km,Far West Pakistan
Upper-Level Cyclonic Circulation,2025-05-10,4.5 km,East Rajasthan
Upper-Level Cyclonic Circulation,2025-05-10,0.9 km,Saurashtra & Kutch
Upper-Level Cyclonic Circulation,2025-05-10,3.1 km,Saurashtra & Kutch
Trough,2025-05-10,1.5 km,EC Arabian Sea ; East Madhya Pradesh ; Konkan & Goa ; Madhya Maharashtra
Trough,2025-05-10,1.5 km,Marathwada ; Gulf of Mannar ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Westerly Trough,2025-05-10,9.4 km to 12.6 km,East Uttar Pradesh ; Telangana ; East Madhya Pradesh ; Vidarbha
Upper-Level Cyclonic Circulation,2025-05-10,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-05-10,0.9 km,Bangladesh
Upper-Level Cyclonic Circulation,2025-05-10,3.1 km to 4.5 km,SE Bay ; S Andaman Sea
Western Disturbances (WD),2025-05-11,5.8 km,North Pakistan ; Central Pakistan ; South Pakistan ; Jammu & Kashmir
Western Disturbances (WD),2025-05-11,5.8 km,Southwest Pakistan
Trough,2025-05-11,3.1 km,Saurashtra & Kutch ; NE Arabian Sea ; EC Arabian Sea
Trough,2025-05-11,0.9 km,Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Gulf of Mannar
Trough,2025-05-11,0.9 km,"Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland, Manipur, Mizoram & Tripura"
Upper-Level Cyclonic Circulation,2025-05-11,0.9 km to 5.8 km,Assam & Meghalaya
Western Disturbances (WD),2025-05-12,3.1 km,Punjab
Trough,2025-05-12,3.1 km,Saurashtra & Kutch ; NE Arabian Sea ; EC Arabian Sea
Upper-Level Cyclonic Circulation,2025-05-12,4.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2025-05-12,1.5 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2025-05-12,1.5 km,Central Pakistan ; West Rajasthan
Trough,2025-05-12,1.5 km,Bihar ; Jharkhand
Western Disturbances (WD),2025-05-13,5.8 km,North Pakistan ; Jammu & Kashmir
Trough,2025-05-13,3.1 km to 5.8 km,Saurashtra & Kutch ; NE Arabian Sea ; EC Arabian Sea
Cyclonic Circulation (CYCIR),2025-05-13,1.5 km,Uttarakhand
Upper-Level Cyclonic Circulation,2025-05-13,0.9 km,East Uttar Pradesh ; Bihar
Trough,2025-05-13,0.9 km,East Uttar Pradesh ; Bihar ; Odisha ; Chhattisgarh
Upper-Level Cyclonic Circulation,2025-05-13,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-05-13,1.5 km to 7.6 km,N Andaman Sea ; S Andaman Sea
Trough,2025-05-13,1.5 km,Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Kerala
Western Disturbances (WD),2025-05-14,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2025-05-14,1.5 km,Uttarakhand
Upper-Level Cyclonic Circulation,2025-05-14,0.9 km,Bihar ; Sub-Himalayan West Bengal & Sikkim
Trough,2025-05-14,0.9 km,Bihar ; Sub-Himalayan West Bengal & Sikkim ; Rayalaseema ; Jharkhand ; Vidarbha ; Telangana
Upper-Level Cyclonic Circulation,2025-05-14,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-05-14,3.1 km,N Andaman Sea ; S Andaman Sea
Upper-Level Cyclonic Circulation,2025-05-14,3.1 km to 5.8 km,Gujarat Region ; Saurashtra & Kutch
Upper-Level Cyclonic Circulation,2025-05-14,1.5 km,Konkan & Goa
Upper-Level Cyclonic Circulation,2025-05-14,1.5 km,SW Bay ; Tamil Nadu & Puducherry
Trough,2025-05-15,0.9 km,Sub-Himalayan West Bengal & Sikkim ; East Madhya Pradesh ; Chhattisgarh
Upper-Level Cyclonic Circulation,2025-05-15,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-05-15,3.1 km to 5.8 km,SE Bay
Upper-Level Cyclonic Circulation,2025-05-15,5.8 km,Gujarat Region
Upper-Level Cyclonic Circulation,2025-05-15,1.5 km,North Interior Karnataka
Upper-Level Cyclonic Circulation,2025-05-15,1.5 km,Tamil Nadu & Puducherry
Western Disturbances (WD),2025-05-15,5.8 km,North Pakistan ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,2025-05-16,0.9 km,Assam & Meghalaya
Trough,2025-05-16,0.9 km,West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh
Upper-Level Cyclonic Circulation,2025-05-16,1.5 km,West Uttar Pradesh
Upper-Level Cyclonic Circulation,2025-05-16,3.1 km to 5.8 km,SE Bay
Upper-Level Cyclonic Circulation,2025-05-16,1.5 km,WC Bay ; Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,2025-05-16,0.9 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2025-05-16,1.5 km,EC Arabian Sea ; NE Arabian Sea ; Gujarat Region ; Konkan & Goa
Western Disturbances (WD),2025-05-17,3.1 km,Far West Pakistan
Upper-Level Cyclonic Circulation,2025-05-17,1.5 km,Punjab
Upper-Level Cyclonic Circulation,2025-05-17,0.9 km,West Uttar Pradesh
Trough,2025-05-17,0.9 km,West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Upper-Level Cyclonic Circulation,2025-05-17,1.5 km,Assam & Meghalaya
Westerly Trough,2025-05-17,3.1 km,Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Gangetic West Bengal ; Assam & Meghalaya ; Bihar
Upper-Level Cyclonic Circulation,2025-05-17,0.9 km,Telangana
Upper-Level Cyclonic Circulation,2025-05-17,1.5 km to 5.8 km,SE Bay
Trough,2025-05-17,1.5 km to 5.8 km,SE Bay ; Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,2025-05-17,1.5 km,EC Arabian Sea ; NE Arabian Sea ; Gujarat Region ; Konkan & Goa
Western Disturbances (WD),2025-05-18,5.8 km,Southwest Pakistan ; North Pakistan ; West Pakistan ; Far West Pakistan ; Central Pakistan
Upper-Level Cyclonic Circulation,2025-05-18,1.5 km,"Haryana, Chandigarh & Delhi"
Trough,2025-05-18,0.9 km,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Bangladesh"
Upper-Level Cyclonic Circulation,2025-05-18,1.5 km,Assam & Meghalaya
Westerly Trough,2025-05-18,3.1 km,Assam & Meghalaya ; Bangladesh ; Nagaland-Manipur-Mizoram-Tripura ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,2025-05-18,0.9 km,Vidarbha
Trough,2025-05-18,1.5 km,Vidarbha ; North Interior Karnataka ; Rayalaseema
Upper-Level Cyclonic Circulation,2025-05-18,1.5 km to 5.8 km,SW Bay ; SE Bay
Trough,2025-05-18,1.5 km to 5.8 km,SE Bay ; SW Bay ; Kerala ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-05-18,1.5 km,NE Arabian Sea ; Gujarat Region ; Konkan & Goa
Western Disturbances (WD),2025-05-19,5.8 km,North Pakistan ; Jammu & Kashmir
Trough,2025-05-19,0.9 km,"Punjab ; West Madhya Pradesh ; East Madhya Pradesh ; Haryana, Chandigarh & Delhi ; East Rajasthan"
Upper-Level Cyclonic Circulation,2025-05-19,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-05-19,0.9 km,Madhya Maharashtra
Trough,2025-05-19,0.9 km,Madhya Maharashtra ; North Interior Karnataka ; Rayalaseema
Upper-Level Cyclonic Circulation,2025-05-19,1.5 km to 5.8 km,WC Bay ; SW Bay
Trough,2025-05-19,1.5 km to 5.8 km,SE Bay ; WC Bay ; SW Bay ; Coastal Andhra Pradesh ; Rayalaseema ; North Interior Karnataka
Upper-Level Cyclonic Circulation,2025-05-19,0.9 km,"Haryana, Chandigarh & Delhi ; East Rajasthan"
Trough,2025-05-19,1.5 km,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal"
Upper-Level Cyclonic Circulation,2025-05-19,1.5 km,West Uttar Pradesh
Western Disturbances (WD),2025-05-20,5.8 km,Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Ladakh ; Delhi
Upper-Level Cyclonic Circulation,2025-05-20,0.9 km,"East Rajasthan ; Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2025-05-20,1.5 km,Central Pakistan ; Punjab
Trough,2025-05-20,1.5 km,"Central Pakistan ; West Rajasthan ; East Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh"
Upper-Level Cyclonic Circulation,2025-05-20,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-05-20,1.5 km,WC Bay ; Coastal Andhra Pradesh ; Rayalaseema ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-05-20,1.5 km to 5.8 km,South Interior Karnataka
Upper-Level Cyclonic Circulation,2025-05-20,1.5 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2025-05-20,1.5 km,Bangladesh
Western Disturbances (WD),2025-05-21,5.8 km,East Uttar Pradesh ; Uttarakhand ; West Uttar Pradesh ; Bihar
Upper-Level Cyclonic Circulation,2025-05-21,1.5 km,Punjab
Trough,2025-05-21,0.9 km,"Punjab ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh"
Upper-Level Cyclonic Circulation,2025-05-21,1.5 km,Assam & Meghalaya
Trough,2025-05-21,3.1 km,EC Arabian Sea ; Konkan & Goa ; North Interior Karnataka ; Coastal Andhra Pradesh
Trough,2025-05-22,1.5 km to 5.8 km,EC Arabian Sea ; Konkan & Goa ; Telangana
Upper-Level Cyclonic Circulation,2025-05-22,1.5 km,Punjab
Upper-Level Cyclonic Circulation,2025-05-22,1.5 km,East Madhya Pradesh ; East Uttar Pradesh
Trough,2025-05-22,1.5 km,"Punjab ; West Madhya Pradesh ; East Madhya Pradesh ; Haryana, Chandigarh & Delhi ; East Uttar Pradesh"
Upper-Level Cyclonic Circulation,2025-05-22,1.5 km to 3.1 km,Assam & Meghalaya ; Arunachal Pradesh
Trough,2025-05-24,1.5 km to 3.1 km,EC Arabian Sea ; Madhya Maharashtra ; Marathwada ; Telangana ; Chhattisgarh
Upper-Level Cyclonic Circulation,2025-05-24,3.1 km,"West Uttar Pradesh ; Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2025-05-24,1.5 km,West Rajasthan
Trough,2025-05-24,1.5 km,West Rajasthan ; Vidarbha
Cyclonic Circulation (CYCIR),2025-05-24,3.1 km,Odisha
Cyclonic Circulation (CYCIR),2025-05-24,3.1 km,"Nagaland, Manipur, Mizoram & Tripura"
Trough,2025-05-25,1.5 km to 4.6 km,EC Arabian Sea ; Madhya Maharashtra ; Telangana ; Chhattisgarh ; Odisha
Western Disturbances (WD),2025-05-25,3.1 km,Punjab ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,2025-05-25,1.5 km,West Uttar Pradesh
Upper-Level Cyclonic Circulation,2025-05-25,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2025-05-25,1.5 km to 3.1 km,Gujarat Region
Trough,2025-05-26,1.5 km,Marathwada ; Chhattisgarh ; Odisha ; NW Bay
Upper-Level Cyclonic Circulation,2025-05-26,3.1 km to 5.8 km,EC Arabian Sea
Trough,2025-05-26,3.1 km to 5.8 km,EC Arabian Sea ; Konkan & Goa ; Marathwada ; Telangana ; Coastal Andhra Pradesh
Western Disturbances (WD),2025-05-26,3.1 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2025-05-26,1.5 km,West Rajasthan
Upper-Level Cyclonic Circulation,2025-05-26,3.1 km,Assam & Meghalaya
Well Marked Low Pressure Area (WML) with associated CYCIR,2025-05-28,7.6 km,NW Bay ; Odisha
Western Disturbances (WD),2025-05-28,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Upper-Level Cyclonic Circulation,2025-05-28,1.5 km,Punjab
Upper-Level Cyclonic Circulation,2025-05-28,0.9 km,West Rajasthan
Trough,2025-05-28,0.9 km,West Rajasthan ; Chhattisgarh ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh
Upper-Level Cyclonic Circulation,2025-05-28,1.5 km,East Madhya Pradesh
Western Disturbances (WD),2025-05-28,5.8 km,Far West Pakistan
Western Disturbances (WD),2025-05-29,3.1 km,Jammu & Kashmir
Upper-Level Cyclonic Circulation,2025-05-29,1.5 km,Punjab
Upper-Level Cyclonic Circulation,2025-05-29,1.5 km,West Rajasthan
Western Disturbances (WD),2025-05-29,3.1 km to 7.6 km,north Afghanistan & neighbourhood
Upper-Level Cyclonic Circulation,2025-05-29,1.5 km,northern parts of central Uttar Pradesh
Trough,2025-05-29,0.9 km,East Rajasthan ; West Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; NW Bay
Western Disturbances (WD),2025-05-30,5.8 km,West Pakistan ; South Pakistan ; Central Pakistan
Upper-Level Cyclonic Circulation,2025-05-30,1.5 km,Central Pakistan
Upper-Level Cyclonic Circulation,2025-05-30,0.9 km,Punjab
Upper-Level Cyclonic Circulation,2025-05-30,1.5 km,West Uttar Pradesh
Upper-Level Cyclonic Circulation,2025-05-30,0.9 km,West Uttar Pradesh ; East Uttar Pradesh
Western Disturbances (WD),2025-05-30,3.1 km,Jammu & Kashmir
Western Disturbances (WD),2025-05-31,3.1 km to 5.8 km,North pakistan ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,2025-05-31,1.5 km,Central Pakistan
Trough,2025-05-31,1.5 km,"Central Pakistan ; West Uttar Pradesh ; Punjab ; Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2025-05-31,1.5 km,West Uttar Pradesh
Trough,2025-05-31,0.9 km,East Uttar Pradesh ; Vidarbha
Western Disturbances (WD),2025-05-09,3.1 km to 5.8 km,North pakistan
Western Disturbances (WD),2025-05-09,5.8 km,Far West Pakistan
Upper-Level Cyclonic Circulation,2025-05-09,7.6 km,East Rajasthan
Trough,2025-05-09,1.5 km to 7.6 km,EC Arabian Sea ; Gujarat Region ; West Rajasthan ; East Rajasthan
Trough,2025-05-09,0.9 km,North Interior Karnataka ; Gulf of Mannar ; Rayalaseema ; Tamil Nadu & Puducherry
Westerly Trough,2025-05-09,9.4 km to 12.6 km,East Uttar Pradesh ; North Interior Karnataka
Upper-Level Cyclonic Circulation,2025-05-09,3.1 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-05-09,3.1 km to 4.5 km,SE Bay ; S Andaman Sea
Trough,2025-05-23,1.5 km to 5.8 km,EC Arabian Sea ; Konkan & Goa ; Madhya Maharashtra ; Marathwada ; Telangana ; Chhattisgarh
Upper-Level Cyclonic Circulation,2025-05-23,1.5 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2025-05-23,1.5 km,Central Pakistan
Trough,2025-05-23,0.9 km,Central Pakistan ; West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh
Upper-Level Cyclonic Circulation,2025-05-23,1.5 km,Assam & Meghalaya
Low Pressure (L) with associated CYCIR,2025-05-27,7.6 km,NW Bay ; Odisha
Western Disturbances (WD),2025-05-27,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Upper-Level Cyclonic Circulation,2025-05-27,1.5 km,West Madhya Pradesh
Trough,2025-05-27,0.9 km,East Rajasthan ; Chhattisgarh ; West Madhya Pradesh
Upper-Level Cyclonic Circulation,2025-05-27,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-05-27,3.1 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-05-27,1.5 km,Konkan & Goa ; EC Arabian Sea
Western Disturbances (WD),2025-05-27,3.1 km,"Haryana, Chandigarh & Delhi"
Westerly Trough,2025-05-27,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Bangladesh ; Arunachal Pradesh ; Bihar
