weather system,date,heightAboveMSL,Regions
Induced Cyclonic Circulation,21-01-2023,1.5 km,West Rajasthan
Western Disturbances (WD),22-01-2023,3.1 km to 7.6 km,Afghanistan and neighbourhood
Induced Cyclonic Circulation,22-01-2023,1.5 km,West Rajasthan
Western Disturbances (WD),22-01-2023,3.1 km,Jammu & Kashmir
Western Disturbances (WD),23-01-2023,3.1 km to 9.6 km,east Afghanistan and neighbourhood
Induced Cyclonic Circulation,23-01-2023,1.5 km,West Rajasthan
Western Disturbances (WD),24-01-2023,3.1 km to 9.6 km,North pakistan
Induced Cyclonic Circulation,24-01-2023,1.5 km,West Rajasthan
Trough,24-01-2023,1.5 km,NE Arabian Sea ; West Uttar Pradesh ; West Rajasthan
Cyclonic Circulation (CYCIR),24-01-2023,0.9 km,Tamil Nadu & Puducherry
Western Disturbances (WD),25-01-2023,3.1 km to 7.6 km,North pakistan
Induced Cyclonic Circulation,25-01-2023,1.5 km,Punjab
Trough,25-01-2023,1.5 km,"Punjab ; Haryana, Chandigarh & Delhi ; East Rajasthan ; West Madhya Pradesh ; Vidarbha"
Cyclonic Circulation (CYCIR),25-01-2023,3.1 km,SE Bay
Western Disturbances (WD),26-01-2023,5.8 km,North Pakistan
Cyclonic Circulation (CYCIR),26-01-2023,3.1 km,SE Bay
Western Disturbances (WD),27-01-2023,5.8 km,Far West Pakistan
Western Disturbances (WD),27-01-2023,5.8 km,North Pakistan
Western Disturbances (WD),28-01-2023,5.8 km,Far West Pakistan
Induced Cyclonic Circulation,29-01-2023,1.5 km,West Rajasthan
Western Disturbances (WD),29-01-2023,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Induced Cyclonic Circulation,30-01-2023,1.5 km,West Rajasthan
Western Disturbances (WD),30-01-2023,3.1 km to 9.6 km,Saurashtra & Kutch ; Central Pakistan ; South Pakistan ; Gujarat ; West Pakistan
Western Disturbances (WD),31-01-2023,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; Delhi ; Himachal Pradesh
Western Disturbances (WD),01-02-2023,5.8 km,Uttarakhand ; West Uttar Pradesh
Western Disturbances (WD),01-02-2023,3.1 km,Far West Pakistan
Western Disturbances (WD),02-02-2023,5.8 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Bangladesh
Western Disturbances (WD),02-02-2023,3.1 km,Far West Pakistan ; West Pakistan
Western Disturbances (WD),03-02-2023,3.1 km,Assam & Meghalaya ; Bangladesh ; Nagaland-Manipur-Mizoram-Tripura ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),03-02-2023,5.8 km,Far West Pakistan ; West Pakistan
Low Pressure (L) with associated CYCIR,04-02-2023,3.1 km,Comorin Area
Western Disturbances (WD),04-02-2023,5.8 km,Southwest Pakistan ; West Pakistan ; North Pakistan ; Central Pakistan ; South Pakistan
Western Disturbances (WD),04-02-2023,3.1 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),05-02-2023,5.8 km,Far West Pakistan ; Southwest Pakistan
Western Disturbances (WD),06-02-2023,5.8 km,West Pakistan ; Central Pakistan
Induced Cyclonic Circulation,06-02-2023,1.5 km,West Rajasthan
Western Disturbances (WD),07-02-2023,5.8 km,West Pakistan ; Central Pakistan
Western Disturbances (WD),08-02-2023,5.8 km to 7.6 km,Iran
Western Disturbances (WD),09-02-2023,3.1 km,Southwest Pakistan
Induced Cyclonic Circulation,09-02-2023,1.5 km,Central Pakistan ; West Rajasthan
Western Disturbances (WD),10-02-2023,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Induced Cyclonic Circulation,10-02-2023,1.5 km,Punjab
Western Disturbances (WD),11-02-2023,5.8 km,Saurashtra & Kutch ; Central Pakistan ; South Pakistan ; Gujarat ; West Pakistan
Western Disturbances (WD),12-02-2023,5.8 km,Konkan & Goa ; West Rajasthan ; North Pakistan ; Jammu & Kashmir ; Coastal Karnataka
Western Disturbances (WD),13-02-2023,5.8 km,Konkan & Goa ; West Rajasthan ; North Pakistan ; Jammu & Kashmir ; Coastal Karnataka
Western Disturbances (WD),14-02-2023,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),14-02-2023,3.1 km,"Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),15-02-2023,3.1 km,"Nagaland, Manipur, Mizoram & Tripura"
Western Disturbances (WD),15-02-2023,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),16-02-2023,3.1 km,Bangladesh
Cyclonic Circulation (CYCIR),17-02-2023,1.5 km,Odisha
Western Disturbances (WD),18-02-2023,5.8 km,Far West Pakistan
Cyclonic Circulation (CYCIR),18-02-2023,0.9 km,Chhattisgarh
Western Disturbances (WD),19-02-2023,5.8 km,Far West Pakistan
Western Disturbances (WD),20-02-2023,5.8 km,West Pakistan
Induced Cyclonic Circulation,20-02-2023,1.5 km,Punjab ; Pakistan
Western Disturbances (WD),21-02-2023,5.8 km,North Pakistan
Induced Cyclonic Circulation,21-02-2023,1.5 km,"Haryana, Chandigarh & Delhi"
Trough,21-02-2023,1.5 km to 2.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Bangladesh
Trough,22-02-2023,1.5 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),22-02-2023,5.8 km,North Pakistan
Trough,23-02-2023,1.5 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),25-02-2023,5.8 km,Far West Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),25-02-2023,1.5 km,Bangladesh
Western Disturbances (WD),26-02-2023,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),26-02-2023,1.5 km,Bangladesh
Western Disturbances (WD),27-02-2023,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),27-02-2023,3.1 km,Bihar
Western Disturbances (WD),28-02-2023,3.1 km,east Afghanistan
Westerly Trough,28-02-2023,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan
Induced Cyclonic Circulation,28-02-2023,1.5 km,West Rajasthan ; Pakistan
Westerly Trough,28-02-2023,1.5 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),28-02-2023,5.8 km,North Pakistan ; Jammu & Kashmir
Westerly Trough,01-03-2023,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan
Induced Cyclonic Circulation,01-03-2023,1.5 km,East Rajasthan ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),01-03-2023,0.9 km,Assam & Meghalaya
Western Disturbances (WD),02-03-2023,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Western Disturbances (WD),02-03-2023,5.8 km,Far West Pakistan
Western Disturbances (WD),03-03-2023,5.8 km,Far West Pakistan
Western Disturbances (WD),03-03-2023,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Western Disturbances (WD),04-03-2023,5.8 km,Southwest Pakistan
Induced Cyclonic Circulation,04-03-2023,1.5 km,Gujarat Region
Western Disturbances (WD),05-03-2023,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan
Induced Cyclonic Circulation,05-03-2023,1.5 km,Gujarat Region ; West Rajasthan
Trough,05-03-2023,1.5 km,Konkan & Goa ; Madhya Maharashtra
Western Disturbances (WD),06-03-2023,5.8 km,South Pakistan ; West Pakistan ; Saurashtra & Kutch ; Central Pakistan ; Gujarat
Induced Cyclonic Circulation,06-03-2023,0.9 km,West Rajasthan
Trough,06-03-2023,0.9 km,Konkan & Goa ; Madhya Maharashtra ; Chhattisgarh
Westerly Trough,06-03-2023,3.1 km,Bangladesh ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Gangetic West Bengal ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),07-03-2023,5.8 km,West Rajasthan ; North Pakistan ; Gujarat ; Konkan & Goa ; Saurashtra & Kutch
Induced Cyclonic Circulation,07-03-2023,1.5 km,West Rajasthan
Trough,07-03-2023,1.5 km,Konkan & Goa ; Chhattisgarh ; North Interior Karnataka ; Telangana ; Vidarbha
Western Disturbances (WD),08-03-2023,5.8 km,Haryana ; East Rajasthan ; West Madhya Pradesh ; Punjab ; Delhi
Induced Cyclonic Circulation,08-03-2023,0.9 km,East Rajasthan
Cyclonic Circulation (CYCIR),08-03-2023,1.5 km,Odisha ; Chhattisgarh
Western Disturbances (WD),09-03-2023,5.8 km,Delhi ; Himachal Pradesh ; Ladakh ; Haryana ; East Rajasthan
Cyclonic Circulation (CYCIR),09-03-2023,3.1 km,West Madhya Pradesh
Westerly Trough,10-03-2023,3.1 km to 7.6 km,East Uttar Pradesh ; Madhya Maharashtra ; West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Marathwada
Western Disturbances (WD),10-03-2023,5.8 km,Delhi ; Himachal Pradesh ; Ladakh ; Haryana ; East Rajasthan
Westerly Trough,11-03-2023,5.8 km to 7.6 km,Bihar ; South Interior Karnataka ; Chhattisgarh ; Vidarbha ; Telangana ; North Interior Karnataka
Western Disturbances (WD),11-03-2023,5.8 km,Far West Pakistan
Westerly Trough,12-03-2023,3.1 km to 7.6 km,Bihar ; South Interior Karnataka
Western Disturbances (WD),12-03-2023,5.8 km,Southwest Pakistan
Induced Cyclonic Circulation,12-03-2023,1.5 km,Pakistan
Western Disturbances (WD),13-03-2023,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Induced Cyclonic Circulation,13-03-2023,3.1 km,West Rajasthan
Cyclonic Circulation (CYCIR),13-03-2023,3.1 km,Assam & Meghalaya
Western Disturbances (WD),14-03-2023,5.8 km,Jammu & Kashmir ; Punjab ; Madhya Maharashtra ; Coastal Karnataka ; Haryana
Induced Cyclonic Circulation,14-03-2023,0.9 km,East Rajasthan
Trough,14-03-2023,1.5 km,South Interior Karnataka ; Konkan & Goa ; North Interior Karnataka
Trough,14-03-2023,0.9 km,Jharkhand ; Telangana ; Chhattisgarh
Western Disturbances (WD),15-03-2023,5.8 km,Chhattisgarh ; East Uttar Pradesh ; Coastal Andhra Pradesh ; East Madhya Pradesh ; Uttarakhand
Western Disturbances (WD),15-03-2023,3.1 km to 7.6 km,Iran
Induced Cyclonic Circulation,15-03-2023,1.5 km,East Rajasthan ; West Rajasthan
Trough,15-03-2023,1.5 km,Tamil Nadu & Puducherry ; South Interior Karnataka ; North Interior Karnataka ; Konkan & Goa
Trough,15-03-2023,1.5 km,Sub-Himalayan West Bengal & Sikkim ; Odisha ; Gangetic West Bengal ; Jharkhand
Western Disturbances (WD),16-03-2023,4.5 km to 9.6 km,Iran
Induced Cyclonic Circulation,16-03-2023,3.1 km,West Rajasthan ; Saurashtra & Kutch
Induced Cyclonic Circulation,16-03-2023,0.9 km,East Rajasthan
Trough,16-03-2023,0.9 km,Tamil Nadu & Puducherry ; Coastal Karnataka ; North Interior Karnataka ; South Interior Karnataka ; Konkan & Goa
Cyclonic Circulation (CYCIR),16-03-2023,0.9 km,Bangladesh
Trough,16-03-2023,0.9 km,Bangladesh ; Coastal Andhra Pradesh ; Gangetic West Bengal ; Odisha
Western Disturbances (WD),16-03-2023,5.8 km,Chhattisgarh ; East Uttar Pradesh ; Coastal Andhra Pradesh ; East Madhya Pradesh ; Uttarakhand
Western Disturbances (WD),17-03-2023,5.8 km,Iran
Induced Cyclonic Circulation,17-03-2023,3.1 km,West Rajasthan ; Saurashtra & Kutch
Induced Cyclonic Circulation,17-03-2023,0.9 km,East Rajasthan
Trough,17-03-2023,0.9 km,NE Arabian Sea ; Gujarat Region ; East Rajasthan
Trough,17-03-2023,1.5 km,West Rajasthan ; Saurashtra & Kutch ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Trough,17-03-2023,0.9 km,Tamil Nadu & Puducherry ; Rayalaseema ; Telangana ; Vidarbha ; West Madhya Pradesh ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),17-03-2023,0.9 km,Bangladesh
Western Disturbances (WD),18-03-2023,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; West Rajasthan ; East Rajasthan
Induced Cyclonic Circulation,18-03-2023,1.5 km,West Rajasthan ; Gujarat Region ; Saurashtra & Kutch
Trough,18-03-2023,0.9 km,NE Arabian Sea ; East Rajasthan ; West Rajasthan
Cyclonic Circulation (CYCIR),18-03-2023,0.9 km,East Rajasthan ; West Rajasthan
Cyclonic Circulation (CYCIR),18-03-2023,1.5 km,West Rajasthan
Trough,18-03-2023,1.5 km,West Rajasthan ; Bihar ; East Rajasthan ; East Uttar Pradesh ; West Uttar Pradesh
Cyclonic Circulation (CYCIR),18-03-2023,0.9 km,Chhattisgarh
Cyclonic Circulation (CYCIR),18-03-2023,0.9 km,Assam & Meghalaya
Western Disturbances (WD),19-03-2023,5.8 km,Himachal Pradesh ; Ladakh ; Delhi ; Uttarakhand ; West Uttar Pradesh
Western Disturbances (WD),19-03-2023,5.8 km,Iran
Induced Cyclonic Circulation,19-03-2023,1.5 km,East Rajasthan ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),19-03-2023,1.5 km,West Rajasthan
Trough,19-03-2023,0.9 km,South Interior Karnataka ; North Interior Karnataka ; Marathwada ; Vidarbha
Trough,19-03-2023,0.9 km,East Rajasthan ; West Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; NW Bay
Trough,19-03-2023,1.5 km,Punjab ; West Rajasthan
Western Disturbances (WD),20-03-2023,5.8 km,Himachal Pradesh ; Ladakh ; Delhi ; Uttarakhand ; West Uttar Pradesh
Western Disturbances (WD),20-03-2023,5.8 km,West Rajasthan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Induced Cyclonic Circulation,20-03-2023,3.1 km,East Rajasthan
Cyclonic Circulation (CYCIR),20-03-2023,1.5 km,West Rajasthan
Trough,20-03-2023,0.9 km,Tamil Nadu & Puducherry ; South Interior Karnataka ; Rayalaseema ; Telangana ; Chhattisgarh
Trough,20-03-2023,1.5 km,"East Rajasthan ; Nagaland, Manipur, Mizoram & Tripura ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar"
Western Disturbances (WD),21-03-2023,5.8 km,Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Ladakh ; Delhi
Induced Cyclonic Circulation,21-03-2023,3.1 km,"Haryana, Chandigarh & Delhi"
Trough,21-03-2023,0.9 km,East Madhya Pradesh ; Vidarbha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),21-03-2023,1.5 km,Assam & Meghalaya
Trough,21-03-2023,0.9 km,"Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Bangladesh"
Western Disturbances (WD),21-03-2023,5.8 km,Himachal Pradesh ; Ladakh ; Delhi ; Uttarakhand ; West Uttar Pradesh
Western Disturbances (WD),22-03-2023,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Western Disturbances (WD),22-03-2023,3.1 km to 5.8 km,Iran
Cyclonic Circulation (CYCIR),22-03-2023,0.9 km,West Rajasthan
Trough,22-03-2023,0.9 km,Chhattisgarh ; Vidarbha ; Telangana ; South Interior Karnataka ; North Interior Karnataka ; Tamil Nadu & Puducherry
Western Disturbances (WD),23-03-2023,3.1 km to 5.8 km,Iran
Cyclonic Circulation (CYCIR),23-03-2023,1.5 km,West Rajasthan
Trough,23-03-2023,1.5 km,Jharkhand ; Odisha ; Chhattisgarh ; Telangana ; Rayalaseema
Western Disturbances (WD),23-03-2023,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Western Disturbances (WD),24-03-2023,3.1 km to 7.6 km,Afghanistan
Cyclonic Circulation (CYCIR),24-03-2023,1.5 km,West Rajasthan
Trough,24-03-2023,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; North Interior Karnataka ; Rayalaseema
Cyclonic Circulation (CYCIR),24-03-2023,1.5 km,Rayalaseema
Western Disturbances (WD),25-03-2023,3.1 km to 7.6 km,North pakistan
Cyclonic Circulation (CYCIR),25-03-2023,1.5 km,"East Rajasthan ; Haryana, Chandigarh & Delhi"
Trough,25-03-2023,0.9 km,East Rajasthan ; West Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya
Trough,25-03-2023,0.9 km,Bihar ; Jharkhand ; Chhattisgarh ; Vidarbha ; Telangana ; North Interior Karnataka ; South Interior Karnataka
Western Disturbances (WD),26-03-2023,3.1 km to 7.6 km,North pakistan ; Jammu & Kashmir
Trough,26-03-2023,0.9 km,East Uttar Pradesh ; West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Marathwada ; South Interior Karnataka ; North Interior Karnataka ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),26-03-2023,0.9 km,Bangladesh
Western Disturbances (WD),27-03-2023,3.1 km to 5.8 km,Jammu & Kashmir
Trough,27-03-2023,0.9 km,Chhattisgarh ; Vidarbha ; Telangana ; South Interior Karnataka ; North Interior Karnataka ; Tamil Nadu & Puducherry
Trough,27-03-2023,0.9 km,Bihar ; Odisha ; Jharkhand
Cyclonic Circulation (CYCIR),27-03-2023,1.5 km,West Madhya Pradesh
Western Disturbances (WD),28-03-2023,3.1 km to 5.8 km,Bihar ; East Uttar Pradesh ; Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),28-03-2023,5.8 km,Far West Pakistan
Cyclonic Circulation (CYCIR),28-03-2023,1.5 km,West Rajasthan
Trough,28-03-2023,0.9 km,Marathwada ; Tamil Nadu & Puducherry ; Telangana ; North Interior Karnataka ; South Interior Karnataka
Trough,28-03-2023,0.9 km,Bihar ; Chhattisgarh ; Jharkhand
Western Disturbances (WD),29-03-2023,3.1 km,Afghanistan and neighbourhood
Westerly Trough,29-03-2023,5.8 km,Southwest Pakistan
Cyclonic Circulation (CYCIR),29-03-2023,1.5 km,West Rajasthan
Trough,29-03-2023,0.9 km,West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Trough,29-03-2023,0.9 km,Sub-Himalayan West Bengal & Sikkim ; Odisha ; Gangetic West Bengal
Western Disturbances (WD),29-03-2023,5.8 km,Bihar ; East Uttar Pradesh ; Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),30-03-2023,3.1 km,Pakistan
Westerly Trough,30-03-2023,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),30-03-2023,1.5 km,West Rajasthan
Trough,30-03-2023,0.9 km,Chhattisgarh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Trough,30-03-2023,0.9 km,Sub-Himalayan West Bengal & Sikkim ; Odisha ; Gangetic West Bengal
Western Disturbances (WD),31-03-2023,3.1 km to 5.8 km,North pakistan
Westerly Trough,31-03-2023,5.8 km,North pakistan ; NE Arabian Sea
Cyclonic Circulation (CYCIR),31-03-2023,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),31-03-2023,1.5 km,West Uttar Pradesh ; East Uttar Pradesh
Trough,31-03-2023,1.5 km,West Uttar Pradesh ; East Uttar Pradesh ; East Madhya Pradesh ; Vidarbha ; Telangana
Trough,31-03-2023,1.5 km,Sub-Himalayan West Bengal & Sikkim ; Odisha ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),31-03-2023,1.5 km,Assam & Meghalaya
