weather system,date,heightAboveMSL,Regions
Upper-Level Cyclonic Circulation,2026-01-20,1.5 km to 3.1 km,West Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-01-20,3.1 km,SE Bay
Upper-Level Cyclonic Circulation,2026-01-20,3.1 km,Assam & Meghalaya
Western Disturbances (WD),2026-01-21,3.1 km,North pakistan
Westerly Trough,2026-01-21,5.8 km,North Pakistan ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,2026-01-21,1.5 km,West Uttar Pradesh
Western Disturbances (WD),2026-01-21,3.1 km to 5.8 km,Iran
Upper-Level Cyclonic Circulation,2026-01-21,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-01-21,0.9 km,SE Arabian Sea ; Lakshadweep
Western Disturbances (WD),2026-01-22,5.8 km,Southwest Pakistan
Western Disturbances (WD),2026-01-22,3.1 km,North pakistan
Upper-Level Cyclonic Circulation,2026-01-22,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-01-22,0.9 km,SE Arabian Sea ; Lakshadweep
Well Marked Low Pressure Area (WML) with associated CYCIR,2026-01-23,9.4 km,North pakistan
Trough,2026-01-23,1.5 km to 5.8 km,North pakistan ; NE Arabian Sea
Western Disturbances (WD),2026-01-23,7.6 km,Central Pakistan ; West Rajasthan ; North Pakistan ; South Pakistan ; West Pakistan
Easterly Trough,2026-01-23,0.9 km,Odisha ; Bihar ; Jharkhand ; East Uttar Pradesh ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,2026-01-23,1.5 km,South Interior Karnataka
Western Disturbances (WD),2026-01-24,3.1 km to 7.6 km,Jammu & Kashmir ; Pakistan
Induced Cyclonic Circulation,2026-01-24,1.5 km,Punjab
Easterly Trough,2026-01-24,0.9 km,SW Bay ; Tamil Nadu & Puducherry
Easterly Trough,2026-01-25,0.9 km,Comorin Area ; Kerala ; SE Arabian Sea
Western Disturbances (WD),2026-01-25,3.1 km,Himachal Pradesh ; Punjab
Westerly Trough,2026-01-25,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; North Pakistan ; Delhi
Trough,2026-01-25,1.5 km,Punjab ; West Rajasthan ; Saurashtra & Kutch ; Gujarat Region
Upper-Level Cyclonic Circulation,2026-01-25,1.5 km to 3.1 km,West Uttar Pradesh ; East Uttar Pradesh
Westerly Trough,2026-01-26,3.1 km,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh
Trough,2026-01-26,1.5 km,"Haryana, Chandigarh & Delhi ; West Rajasthan"
Western Disturbances (WD),2026-01-26,5.8 km,Far West Pakistan
Induced Cyclonic Circulation,2026-01-26,1.5 km to 3.1 km,"Haryana, Chandigarh & Delhi"
Trough,2026-01-26,0.9 km,SE Arabian Sea ; Kerala
Westerly Trough,2026-01-26,5.8 km,
Trough,2026-01-27,1.5 km,NE Arabian Sea ; Punjab ; Saurashtra & Kutch ; West Rajasthan
Western Disturbances (WD),2026-01-27,3.1 km to 4.5 km,North pakistan
Westerly Trough,2026-01-27,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Induced Cyclonic Circulation,2026-01-27,1.5 km,West Rajasthan
Western Disturbances (WD),2026-01-28,3.1 km to 4.5 km,Jammu & Kashmir
Westerly Trough,2026-01-28,5.8 km,Haryana ; East Rajasthan ; Punjab ; Delhi ; Jammu & Kashmir
Trough,2026-01-28,1.5 km,East Uttar Pradesh ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2026-01-28,1.5 km,Bihar
Upper-Level Cyclonic Circulation,2026-01-29,0.9 km,Assam & Meghalaya
Western Disturbances (WD),2026-01-29,4.5 km to 5.8 km,Iran
Upper-Level Cyclonic Circulation,2026-01-29,0.9 km,SE Arabian Sea ; Kerala
Western Disturbances (WD),2026-01-29,3.1 km to 4.5 km,Jammu & Kashmir
Westerly Trough,2026-01-29,5.8 km,Haryana ; East Rajasthan ; Punjab ; Delhi ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,2026-01-30,0.9 km,Assam & Meghalaya
Western Disturbances (WD),2026-01-30,4.5 km to 5.8 km,Iran
Upper-Level Cyclonic Circulation,2026-01-30,0.9 km,SE Arabian Sea ; Kerala
Upper-Level Cyclonic Circulation,2026-01-30,1.5 km,Comorin Area
Western Disturbances (WD),2026-01-31,3.1 km to 7.6 km,North Afghanistan and neighbourhood
Induced Cyclonic Circulation,2026-01-31,1.5 km,Central Pakistan
Trough,2026-01-31,1.5 km,"Central Pakistan ; West Uttar Pradesh ; Punjab ; Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2026-01-31,0.9 km,Gujarat Region
Upper-Level Cyclonic Circulation,2026-01-31,0.9 km,SE Arabian Sea ; Lakshadweep ; Kerala
Western Disturbances (WD),2026-02-01,3.1 km to 5.8 km,North pakistan
Westerly Trough,2026-02-01,7.6 km,West Pakistan ; Central Pakistan
Induced Cyclonic Circulation,2026-02-01,1.5 km,"Haryana, Chandigarh & Delhi ; West Rajasthan"
Trough,2026-02-01,0.9 km,"Madhya Maharashtra ; Haryana, Chandigarh & Delhi ; West Rajasthan ; Gujarat Region"
Upper-Level Cyclonic Circulation,2026-02-01,0.9 km,SE Arabian Sea ; Lakshadweep ; Kerala
Upper-Level Cyclonic Circulation,2026-02-01,1.5 km,Comorin Area
Western Disturbances (WD),2026-02-02,3.1 km,"Punjab ; Haryana, Chandigarh & Delhi"
Westerly Trough,2026-02-02,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Western Disturbances (WD),2026-02-02,5.8 km,roughly between 67°E / 30°N and 62°E/20°N
Easterly Trough,2026-02-02,0.9 km,Kerala ; South Interior Karnataka
Western Disturbances (WD),2026-02-03,3.1 km to 4.5 km,North pakistan ; Punjab
Westerly Trough,2026-02-03,5.8 km,Central Pakistan ; West Rajasthan ; North Pakistan ; South Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),2026-02-03,0.9 km,Lakshadweep ; SE Arabian Sea
Induced Cyclonic Circulation,2026-02-03,1.5 km,Punjab
Trough,2026-02-03,1.5 km,Kerala ; Coastal Karnataka ; South Interior Karnataka ; North Interior Karnataka
Western Disturbances (WD),2026-02-04,3.1 km,"Haryana, Chandigarh & Delhi"
Westerly Trough,2026-02-04,5.8 km,Central Pakistan ; West Rajasthan ; North Pakistan ; South Pakistan ; West Pakistan
Induced Cyclonic Circulation,2026-02-04,1.5 km,West Uttar Pradesh
Western Disturbances (WD),2026-02-04,5.8 km,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; South Pakistan ; Central Pakistan
Western Disturbances (WD),2026-02-05,5.8 km,Far West Pakistan
Upper-Level Cyclonic Circulation,2026-02-05,1.5 km to 3.1 km,Kerala
Upper-Level Cyclonic Circulation,2026-02-05,1.5 km,Assam & Meghalaya
Western Disturbances (WD),2026-02-06,3.1 km,north Afghanistan & neighbourhood
Westerly Trough,2026-02-06,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Upper-Level Cyclonic Circulation,2026-02-06,1.5 km,Lakshadweep
Upper-Level Cyclonic Circulation,2026-02-06,1.5 km,Comorin Area
Western Disturbances (WD),2026-02-07,3.1 km,Jammu & Kashmir
Westerly Trough,2026-02-07,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Upper-Level Cyclonic Circulation,2026-02-07,1.5 km,Gulf of Mannar
Western Disturbances (WD),2026-02-08,5.8 km,Far West Pakistan
Upper-Level Cyclonic Circulation,2026-02-08,1.5 km,Bangladesh
Western Disturbances (WD),2026-02-08,3.1 km,Jammu & Kashmir ; Himachal Pradesh
Westerly Trough,2026-02-08,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh
Western Disturbances (WD),2026-02-09,3.1 km,Afghanistan
Westerly Trough,2026-02-09,5.8 km,Southwest Pakistan ; West Pakistan
Induced Cyclonic Circulation,2026-02-09,1.5 km,West Rajasthan
Upper-Level Cyclonic Circulation,2026-02-09,1.5 km,Bangladesh
Upper-Level Cyclonic Circulation,2026-02-09,1.5 km,Kerala
Western Disturbances (WD),2026-02-10,3.1 km,Punjab ; North pakistan
Westerly Trough,2026-02-10,5.8 km,West Pakistan ; Central Pakistan
Induced Cyclonic Circulation,2026-02-10,1.5 km,West Rajasthan
Upper-Level Cyclonic Circulation,2026-02-10,1.5 km,Bangladesh
Upper-Level Cyclonic Circulation,2026-02-10,3.1 km,SE Bay
Western Disturbances (WD),2026-02-11,5.8 km,Himachal Pradesh ; Ladakh ; Punjab ; Haryana ; Uttarakhand
Cyclonic Circulation (CYCIR),2026-02-11,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-02-11,3.1 km,SE Bay
Cyclonic Circulation (CYCIR),2026-02-11,3.1 km,SE Arabian Sea ; Kerala
Upper-Level Cyclonic Circulation,2026-02-12,5.8 km,SE Bay
Upper-Level Cyclonic Circulation,2026-02-12,1.5 km,Tamil Nadu & Puducherry
Western Disturbances (WD),2026-02-12,5.8 km,Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Ladakh ; Delhi
Upper-Level Cyclonic Circulation,2026-02-13,5.8 km,SE Bay
Western Disturbances (WD),2026-02-13,3.1 km,North Pakistan
Upper-Level Cyclonic Circulation,2026-02-13,3.1 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-02-14,5.8 km,SE Bay
Western Disturbances (WD),2026-02-14,3.1 km,North Pakistan ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,2026-02-14,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-02-15,5.8 km,SE Bay
Western Disturbances (WD),2026-02-15,5.8 km,Far West Pakistan
Low Pressure (L) with associated CYCIR,2026-02-16,5.8 km,SE Bay ; SW Bay
Western Disturbances (WD),2026-02-16,3.1 km to 7.6 km,northwest Afghanistan & neighbourhood
Low Pressure (L) with associated CYCIR,2026-02-17,5.8 km,SW Bay
Western Disturbances (WD),2026-02-17,3.1 km,Central Pakistan ; Punjab
Induced Cyclonic Circulation,2026-02-17,1.5 km,Punjab
Western Disturbances (WD),2026-02-17,7.6 km,Pakistan
Upper-Level Cyclonic Circulation,2026-02-17,0.9 km,SE Arabian Sea ; Kerala
Low Pressure (L) with associated CYCIR,2026-02-18,5.8 km,SW Bay
Western Disturbances (WD),2026-02-18,3.1 km to 7.6 km,Pakistan ; West Rajasthan
Trough,2026-02-18,1.5 km,EC Arabian Sea ; Gujarat Region ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh
Induced Cyclonic Circulation,2026-02-18,1.5 km,West Rajasthan
Upper-Level Cyclonic Circulation,2026-02-18,1.5 km,East Madhya Pradesh
Low Pressure (L) with associated CYCIR,2026-02-19,5.8 km,SW Bay
Upper-Level Cyclonic Circulation,2026-02-19,5.8 km,SE Bay
Trough,2026-02-19,0.9 km,SW Bay ; Lakshadweep ; Tamil Nadu & Puducherry ; Kerala
Western Disturbances (WD),2026-02-19,3.1 km to 7.6 km,"West Rajasthan ; East Rajasthan ; Punjab ; Haryana, Chandigarh & Delhi"
Trough,2026-02-19,1.5 km,"Gujarat Region ; Haryana, Chandigarh & Delhi ; West Rajasthan ; East Rajasthan"
Upper-Level Cyclonic Circulation,2026-02-19,3.1 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-02-20,3.1 km,SW Bay
Upper-Level Cyclonic Circulation,2026-02-20,5.8 km,SE Bay
Western Disturbances (WD),2026-02-20,5.8 km,East Uttar Pradesh ; West Uttar Pradesh ; Gujarat Region ; East Rajasthan
Upper-Level Cyclonic Circulation,2026-02-20,1.5 km,"Haryana, Chandigarh & Delhi ; Punjab"
Upper-Level Cyclonic Circulation,2026-02-20,3.1 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-02-20,1.5 km,Bangladesh
Low Pressure (L) with associated CYCIR,2026-02-21,5.8 km,SW Bay
Upper-Level Cyclonic Circulation,2026-02-21,3.1 km,Assam & Meghalaya
Well Marked Low Pressure Area (WML) with associated CYCIR,2026-02-22,5.8 km,SW Bay
Trough,2026-02-22,0.9 km,SW Bay ; Madhya Maharashtra ; Tamil Nadu & Puducherry ; South Interior Karnataka ; North Interior Karnataka
Upper-Level Cyclonic Circulation,2026-02-22,3.1 km,Assam & Meghalaya
Low Pressure (L) with associated CYCIR,2026-02-23,5.8 km,SW Bay ; WC Bay
Upper-Level Cyclonic Circulation,2026-02-23,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-02-23,1.5 km,SE Arabian Sea ; Kerala
Trough,2026-02-23,3.1 km,West Uttar Pradesh ; Gujarat Region ; West Rajasthan
Trough,2026-02-23,0.9 km,Gangetic West Bengal ; Coastal Andhra Pradesh ; Odisha
Trough,2026-02-23,0.9 km,South Interior Karnataka ; Marathwada
Low Pressure (L) with associated CYCIR,2026-02-24,3.1 km,SE Bay
Upper-Level Cyclonic Circulation,2026-02-24,1.5 km,Gangetic West Bengal ; Odisha
Upper-Level Cyclonic Circulation,2026-02-24,1.5 km to 3.1 km,NE Arabian Sea ; Saurashtra & Kutch
Upper-Level Cyclonic Circulation,2026-02-24,3.1 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-02-24,0.9 km,SE Arabian Sea ; Kerala
Trough,2026-02-24,0.9 km,South Interior Karnataka ; Marathwada
Cyclonic Circulation (CYCIR),2026-02-25,1.5 km,SE Bay
Upper-Level Cyclonic Circulation,2026-02-25,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-02-25,1.5 km to 3.1 km,NE Arabian Sea
Upper-Level Cyclonic Circulation,2026-02-25,1.5 km,South Interior Karnataka
Upper-Level Cyclonic Circulation,2026-02-25,0.9 km,Madhya Maharashtra
Trough,2026-02-25,0.9 km,Tamil Nadu & Puducherry ; Madhya Maharashtra ; South Interior Karnataka ; North Interior Karnataka
Upper-Level Cyclonic Circulation,2026-02-25,1.5 km,West Rajasthan
Upper-Level Cyclonic Circulation,2026-02-25,0.9 km,East Rajasthan
Upper-Level Cyclonic Circulation,2026-02-25,1.5 km,Central Pakistan
Western Disturbances (WD),2026-02-25,5.8 km,Far West Pakistan
Cyclonic Circulation (CYCIR),2026-02-26,1.5 km,SE Bay
Upper-Level Cyclonic Circulation,2026-02-26,1.5 km,NE Arabian Sea ; Gujarat Region
Upper-Level Cyclonic Circulation,2026-02-26,3.1 km,Gujarat Region ; Saurashtra & Kutch ; Konkan & Goa ; Madhya Maharashtra ; Marathwada
Upper-Level Cyclonic Circulation,2026-02-26,1.5 km,South Interior Karnataka
Upper-Level Cyclonic Circulation,2026-02-26,1.5 km,West Rajasthan ; Central Pakistan
Western Disturbances (WD),2026-02-26,5.8 km,North Pakistan
Trough,2026-02-26,0.9 km,South Interior Karnataka ; North Interior Karnataka ; Marathwada
Upper-Level Cyclonic Circulation,2026-02-27,1.5 km,Saurashtra & Kutch
Upper-Level Cyclonic Circulation,2026-02-27,1.5 km,South Interior Karnataka
Upper-Level Cyclonic Circulation,2026-02-27,1.5 km,West Rajasthan ; Pakistan
Western Disturbances (WD),2026-02-27,5.8 km,North Pakistan ; Ladakh
Trough,2026-02-27,0.9 km,Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka ; Marathwada ; Vidarbha ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),2026-02-27,1.5 km,Kerala
Cyclonic Circulation (CYCIR),2026-02-27,3.1 km,Assam & Meghalaya
Trough,2026-02-27,0.9 km,SE Bay ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2026-02-28,1.5 km,South Interior Karnataka
Upper-Level Cyclonic Circulation,2026-02-28,1.5 km,SE Arabian Sea ; Kerala
Upper-Level Cyclonic Circulation,2026-02-28,0.9 km,Assam & Meghalaya
Trough,2026-02-28,0.9 km,West Rajasthan ; Vidarbha ; West Madhya Pradesh
Trough,2026-02-28,0.9 km,Tamil Nadu & Puducherry ; Marathwada ; South Interior Karnataka ; North Interior Karnataka ; Coastal Karnataka ; Rayalaseema
Western Disturbances (WD),2026-02-28,5.8 km,North Pakistan
Cyclonic Circulation (CYCIR),2026-03-01,0.9 km,Comorin Area
Trough,2026-03-01,0.9 km,Comorin Area ; Vidarbha ; Tamil Nadu & Puducherry ; South Interior Karnataka ; North Interior Karnataka ; Marathwada
Trough,2026-03-01,1.5 km,Comorin Area ; Lakshadweep
Upper-Level Cyclonic Circulation,2026-03-01,1.5 km,SE Arabian Sea ; Kerala
Upper-Level Cyclonic Circulation,2026-03-01,1.5 km,NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch
Upper-Level Cyclonic Circulation,2026-03-01,1.5 km,Assam & Meghalaya
Westerly Trough,2026-03-01,3.1 km,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh
Cyclonic Circulation (CYCIR),2026-03-02,0.9 km,Comorin Area
Upper-Level Cyclonic Circulation,2026-03-02,1.5 km,NE Arabian Sea ; Gujarat Region
Upper-Level Cyclonic Circulation,2026-03-02,1.5 km,Assam & Meghalaya
Westerly Trough,2026-03-02,3.1 km,Arunachal Pradesh ; Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-03-02,0.9 km,Bangladesh ; Assam & Meghalaya
Trough,2026-03-02,0.9 km,Bangladesh ; Assam & Meghalaya ; Vidarbha ; Gangetic West Bengal ; Odisha ; Chhattisgarh
Cyclonic Circulation (CYCIR),2026-03-02,5.8 km,SE Bay
Trough,2026-03-02,0.9 km,Tamil Nadu & Puducherry ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Western Disturbances (WD),2026-03-03,5.8 km,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; North Pakistan ; Central Pakistan
Upper-Level Cyclonic Circulation,2026-03-03,0.9 km,Assam & Meghalaya
Trough,2026-03-03,0.9 km,Odisha ; Vidarbha ; Chhattisgarh
Upper-Level Cyclonic Circulation,2026-03-03,1.5 km to 3.1 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-03-03,1.5 km,Gujarat Region
Cyclonic Circulation (CYCIR),2026-03-03,0.9 km,Gulf of Mannar
Trough,2026-03-03,0.9 km,Gulf of Mannar ; Marathwada ; Tamil Nadu & Puducherry ; South Interior Karnataka ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2026-03-03,1.5 km to 5.8 km,SW Bay ; SE Bay
Western Disturbances (WD),2026-03-04,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Upper-Level Cyclonic Circulation,2026-03-04,0.9 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-03-04,0.9 km,Gangetic West Bengal ; Bangladesh
Upper-Level Cyclonic Circulation,2026-03-04,1.5 km to 3.1 km,Bangladesh
Cyclonic Circulation (CYCIR),2026-03-04,0.9 km,Gulf of Mannar ; Tamil Nadu & Puducherry
Trough,2026-03-04,0.9 km,Gulf of Mannar ; Tamil Nadu & Puducherry ; Coastal Andhra Pradesh ; Rayalaseema
Cyclonic Circulation (CYCIR),2026-03-04,1.5 km,SW Bay ; SE Bay
Upper-Level Cyclonic Circulation,2026-03-05,0.9 km,Odisha ; Gangetic West Bengal
Trough,2026-03-05,0.9 km,West Uttar Pradesh ; East Uttar Pradesh ; Odisha ; Gangetic West Bengal ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand
Upper-Level Cyclonic Circulation,2026-03-05,1.5 km,Bangladesh
Upper-Level Cyclonic Circulation,2026-03-05,0.9 km,Assam & Meghalaya
Trough,2026-03-05,0.9 km,Telangana ; South Interior Karnataka ; Rayalaseema
Western Disturbances (WD),2026-03-05,5.8 km,Far West Pakistan
Western Disturbances (WD),2026-03-05,5.8 km,West Pakistan ; South Pakistan ; Central Pakistan
Upper-Level Cyclonic Circulation,2026-03-06,0.9 km,Odisha
Trough,2026-03-06,0.9 km,Odisha ; West Uttar Pradesh ; Chhattisgarh ; East Madhya Pradesh
Upper-Level Cyclonic Circulation,2026-03-06,3.1 km,Bangladesh
Western Disturbances (WD),2026-03-06,3.1 km,Jammu & Kashmir ; Pakistan
Westerly Trough,2026-03-06,5.8 km,North Pakistan
Western Disturbances (WD),2026-03-06,5.8 km,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; North Pakistan ; Central Pakistan
Upper-Level Cyclonic Circulation,2026-03-06,0.9 km,WC Bay ; Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,2026-03-06,0.9 km,Gulf of Mannar
Upper-Level Cyclonic Circulation,2026-03-06,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-03-06,1.5 km,Central Pakistan
Upper-Level Cyclonic Circulation,2026-03-07,1.5 km,Odisha
Trough,2026-03-07,0.9 km,Odisha ; West Uttar Pradesh ; Chhattisgarh ; East Madhya Pradesh
Trough,2026-03-07,0.9 km,Odisha ; Coastal Karnataka ; Telangana ; North Interior Karnataka ; South Interior Karnataka
Trough,2026-03-07,3.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Upper-Level Cyclonic Circulation,2026-03-07,0.9 km,"Haryana, Chandigarh & Delhi"
Western Disturbances (WD),2026-03-07,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan
Upper-Level Cyclonic Circulation,2026-03-08,1.5 km,Gangetic West Bengal ; Odisha
Upper-Level Cyclonic Circulation,2026-03-08,1.5 km,Assam & Meghalaya
Trough,2026-03-08,0.9 km,Bihar ; Chhattisgarh ; Jharkhand
Upper-Level Cyclonic Circulation,2026-03-08,0.9 km,Gulf of Mannar
Western Disturbances (WD),2026-03-08,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Upper-Level Cyclonic Circulation,2026-03-09,1.5 km to 3.1 km,Bangladesh
Trough,2026-03-09,3.1 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Upper-Level Cyclonic Circulation,2026-03-09,1.5 km,"Assam & Meghalaya ; Nagaland, Manipur, Mizoram & Tripura"
