weather system,date,heightAboveMSL,Regions
Cyclonic Circulation (CYCIR),2022-04-07,1.5 km to 3.1 km,Sri Lanka and neighbourhood
Western Disturbances (WD),2022-04-08,3.1 km to 5.8 km,along Lat. 60°E to the north of 30°N
Trough,2022-04-08,0.9 km,East Madhya Pradesh ; South Interior Karnataka ; Vidarbha ; Marathwada ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2022-04-08,3.6 km,Sri Lanka and neighbourhood
Western Disturbances (WD),2022-04-09,5.8 km,along Lat. 70°E to the north of 32°N
Trough,2022-04-09,0.9 km,Marathwada ; North Interior Karnataka ; South Interior Karnataka
Westerly Trough,2022-04-10,3.1 km,along Lat. 88°E to the north of 22°N
Western Disturbances (WD),2022-04-10,5.8 km,Far West Pakistan
Trough,2022-04-10,0.9 km,West Uttar Pradesh ; West Madhya Pradesh ; East Madhya Pradesh
Trough,2022-04-10,0.9 km,Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Western Disturbances (WD),2022-04-11,5.8 km,Southwest Pakistan
Trough,2022-04-11,0.9 km,East Uttar Pradesh ; Vidarbha ; West Madhya Pradesh ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),2022-04-11,0.9 km,East Uttar Pradesh
Cyclonic Circulation (CYCIR),2022-04-11,0.9 km,Assam & Meghalaya
Trough,2022-04-11,1.5 km,Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Gangetic West Bengal ; Assam & Meghalaya ; Bihar
Western Disturbances (WD),2022-04-12,3.1 km,Afghanistan and neighbourhood
Westerly Trough,2022-04-12,5.8 km,Southwest Pakistan
Cyclonic Circulation (CYCIR),2022-04-12,0.9 km,East Uttar Pradesh
Trough,2022-04-12,0.9 km,Vidarbha ; South Interior Karnataka ; Marathwada ; North Interior Karnataka
Western Disturbances (WD),2022-04-13,3.6 km,North pakistan
Westerly Trough,2022-04-13,5.8 km,South Pakistan ; West Pakistan ; Saurashtra & Kutch ; Central Pakistan ; Gujarat
Cyclonic Circulation (CYCIR),2022-04-13,5.8 km,SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),2022-04-13,0.9 km,West Uttar Pradesh ; East Uttar Pradesh
Trough,2022-04-13,0.9 km,Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Trough,2022-04-13,0.9 km,West Uttar Pradesh ; East Uttar Pradesh ; Assam & Meghalaya
Trough,2022-04-13,1.5 km to 2.1 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Western Disturbances (WD),2022-04-14,5.8 km,Jammu & Kashmir
Westerly Trough,2022-04-14,5.8 km,Delhi ; Himachal Pradesh ; Ladakh ; Haryana ; Punjab
Cyclonic Circulation (CYCIR),2022-04-14,5.8 km,SE Arabian Sea ; Lakshadweep
Cyclonic Circulation (CYCIR),2022-04-14,0.9 km,East Uttar Pradesh
Trough,2022-04-14,0.9 km,Vidarbha ; North Interior Karnataka ; Marathwada
Trough,2022-04-14,0.9 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Westerly Trough,2022-04-15,5.8 km,Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Ladakh ; Delhi
Cyclonic Circulation (CYCIR),2022-04-15,1.5 km,West Rajasthan ; Pakistan
Cyclonic Circulation (CYCIR),2022-04-15,5.8 km,Lakshadweep ; SE Arabian Sea
Trough,2022-04-15,0.9 km,Vidarbha ; North Interior Karnataka ; Marathwada
Trough,2022-04-15,1.5 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),2022-04-16,1.5 km,West Rajasthan ; East Rajasthan
Cyclonic Circulation (CYCIR),2022-04-16,4.5 km,Lakshadweep ; SE Arabian Sea
Trough,2022-04-16,0.9 km,Chhattisgarh ; Telangana ; North Interior Karnataka ; South Interior Karnataka
Trough,2022-04-16,1.5 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),2022-04-16,0.9 km,Assam & Meghalaya
Westerly Trough,2022-04-16,5.8 km,Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Ladakh ; Delhi
Western Disturbances (WD),2022-04-17,3.1 km to 5.8 km,Iran
Westerly Trough,2022-04-17,7.6 km,Far West Pakistan
Cyclonic Circulation (CYCIR),2022-04-17,0.9 km,West Rajasthan
Trough,2022-04-17,0.9 km,West Rajasthan ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),2022-04-17,4.5 km,SW Arabian Sea
Cyclonic Circulation (CYCIR),2022-04-17,1.5 km to 3.6 km,WC Bay ; SW Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry
Trough,2022-04-17,0.9 km,Vidarbha ; North Interior Karnataka ; Telangana
Western Disturbances (WD),2022-04-18,3.1 km to 5.8 km,Iran
Westerly Trough,2022-04-18,7.6 km,Far West Pakistan
Cyclonic Circulation (CYCIR),2022-04-18,1.5 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2022-04-18,4.5 km,SW Arabian Sea ; SE Arabian Sea
Cyclonic Circulation (CYCIR),2022-04-18,1.5 km to 2.1 km,SW Bay ; Tamil Nadu & Puducherry
Western Disturbances (WD),2022-04-19,3.1 km to 7.6 km,Iran
Westerly Trough,2022-04-19,7.6 km,Far West Pakistan
Cyclonic Circulation (CYCIR),2022-04-19,1.5 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2022-04-19,1.5 km to 3.1 km,Tamil Nadu & Puducherry
Trough,2022-04-19,0.9 km,Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2022-04-19,1.5 km,Jharkhand
Trough,2022-04-19,0.9 km,Jharkhand ; Assam & Meghalaya ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),2022-04-19,0.9 km,East Uttar Pradesh
Western Disturbances (WD),2022-04-20,3.1 km to 5.8 km,western parts of Afghanistan
Westerly Trough,2022-04-20,7.6 km,along Lat. 62°E to the north of 20°N
Cyclonic Circulation (CYCIR),2022-04-20,0.9 km,Tamil Nadu & Puducherry
Trough,2022-04-20,0.9 km,Rayalaseema ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2022-04-20,0.9 km,East Uttar Pradesh
Trough,2022-04-20,0.9 km,East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Bangladesh
Trough,2022-04-20,0.9 km,Gangetic West Bengal ; Chhattisgarh ; Odisha
Western Disturbances (WD),2022-04-21,5.8 km,along Lat. 68°E to the north of 20°N
Westerly Trough,2022-04-21,7.6 km,along Lat. 67°E to the north of 18°N
Cyclonic Circulation (CYCIR),2022-04-21,1.5 km,North pakistan ; Punjab
Trough,2022-04-21,0.9 km,North Interior Karnataka ; Comorin Area
Cyclonic Circulation (CYCIR),2022-04-21,1.5 km,East Madhya Pradesh
Trough,2022-04-21,1.5 km,East Madhya Pradesh ; Vidarbha ; Telangana
Cyclonic Circulation (CYCIR),2022-04-21,1.5 km,Assam & Meghalaya
Western Disturbances (WD),2022-04-22,5.8 km,along Lat. 71°E to the north of 30°N
Cyclonic Circulation (CYCIR),2022-04-22,0.9 km to 1.5 km,West Rajasthan ; Pakistan
Trough,2022-04-22,0.9 km,North Interior Karnataka ; Gulf of Mannar
Cyclonic Circulation (CYCIR),2022-04-22,1.5 km,East Madhya Pradesh ; Chhattisgarh
Western Disturbances (WD),2022-04-23,5.8 km,along Lat. 72°E to the north of 35°N
Western Disturbances (WD),2022-04-23,5.8 km,Far West Pakistan
Cyclonic Circulation (CYCIR),2022-04-23,1.5 km,East Madhya Pradesh ; Chhattisgarh
Trough,2022-04-23,1.5 km,Bihar ; Jharkhand ; Odisha ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2022-04-23,1.5 km,Sri Lanka & neighbourhood
Western Disturbances (WD),2022-04-24,5.8 km,along Lat. 76°E to the north of 32°N
Western Disturbances (WD),2022-04-24,5.8 km,Southwest Pakistan
Cyclonic Circulation (CYCIR),2022-04-24,0.9 km,East Madhya Pradesh ; Chhattisgarh
Trough,2022-04-24,0.9 km,East Madhya Pradesh ; Chhattisgarh ; North Interior Karnataka ; Vidarbha ; Marathwada
Trough,2022-04-24,1.5 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Bangladesh
Western Disturbances (WD),2022-04-25,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Trough,2022-04-25,0.9 km,East Madhya Pradesh ; South Interior Karnataka ; Vidarbha ; Marathwada
Trough,2022-04-25,1.5 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar
Cyclonic Circulation (CYCIR),2022-04-25,0.9 km,Sri Lanka & neighbourhood
Western Disturbances (WD),2022-04-25,5.8 km,along Lat. 76°E to the north of 32°N
Western Disturbances (WD),2022-04-26,5.8 km,Himachal Pradesh ; Ladakh ; Delhi ; Uttarakhand ; West Uttar Pradesh
Trough,2022-04-26,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; Telangana ; Rayalaseema
Trough,2022-04-26,1.5 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar
Cyclonic Circulation (CYCIR),2022-04-26,0.9 km,Bangladesh
Cyclonic Circulation (CYCIR),2022-04-26,1.5 km to 3.6 km,SE Bay
Western Disturbances (WD),2022-04-27,5.8 km,Bihar ; Sub-Himalayan West Bengal & Sikkim ; East Uttar Pradesh
Trough,2022-04-27,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; Telangana ; South Interior Karnataka ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2022-04-27,0.9 km,Bihar
Western Disturbances (WD),2022-04-28,5.8 km,Assam & Meghalaya
Western Disturbances (WD),2022-04-28,5.8 km,Far West Pakistan
Cyclonic Circulation (CYCIR),2022-04-28,0.9 km,East Uttar Pradesh
Trough,2022-04-28,0.9 km,East Uttar Pradesh ; South Interior Karnataka ; East Madhya Pradesh ; Vidarbha ; Telangana ; North Interior Karnataka
Trough,2022-04-28,0.9 km,East Uttar Pradesh ; Assam & Meghalaya ; Bihar ; Gangetic West Bengal
Western Disturbances (WD),2022-04-29,5.8 km,West Pakistan ; Central Pakistan ; Far West Pakistan
Trough,2022-04-29,0.9 km,West Madhya Pradesh ; East Madhya Pradesh ; South Interior Karnataka ; Vidarbha ; Marathwada ; North Interior Karnataka
Trough,2022-04-29,0.9 km,West Uttar Pradesh ; Sub-Himalayan West Bengal & Sikkim ; East Uttar Pradesh ; Bihar
Western Disturbances (WD),2022-04-30,5.8 km,North Pakistan ; Central Pakistan ; South Pakistan ; Jammu & Kashmir
Trough,2022-04-30,0.9 km,Chhattisgarh ; Vidarbha ; Telangana ; Coastal Karnataka ; North Interior Karnataka ; South Interior Karnataka ; Lakshadweep
Trough,2022-04-30,0.9 km,West Uttar Pradesh ; Bihar ; Jharkhand ; Gangetic West Bengal
Western Disturbances (WD),2022-05-01,5.8 km,Far West Pakistan
Cyclonic Circulation (CYCIR),2022-05-01,1.5 km,East Uttar Pradesh
Trough,2022-05-01,0.9 km,West Rajasthan ; Chhattisgarh ; West Madhya Pradesh ; East Madhya Pradesh
Trough,2022-05-01,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; Telangana ; Rayalaseema
Western Disturbances (WD),2022-05-01,5.8 km,Jammu & Kashmir ; Konkan & Goa ; Coastal Karnataka ; Punjab ; Madhya Maharashtra
Western Disturbances (WD),2022-05-02,5.8 km,Southwest Pakistan
Cyclonic Circulation (CYCIR),2022-05-02,1.5 km,East Uttar Pradesh
Trough,2022-05-02,0.9 km,West Rajasthan ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya
Trough,2022-05-02,0.9 km,East Madhya Pradesh ; Vidarbha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Western Disturbances (WD),2022-05-03,5.8 km,Southwest Pakistan
Cyclonic Circulation (CYCIR),2022-05-03,1.5 km,East Uttar Pradesh
Trough,2022-05-03,0.9 km,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh"
Trough,2022-05-03,0.9 km,Vidarbha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Western Disturbances (WD),2022-05-04,3.1 km,North pakistan
Westerly Trough,2022-05-04,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2022-05-04,1.5 km,East Uttar Pradesh
Trough,2022-05-04,0.9 km,"Punjab ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura"
Trough,2022-05-04,0.9 km,Vidarbha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Western Disturbances (WD),2022-05-05,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Western Disturbances (WD),2022-05-05,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2022-05-05,0.9 km,West Madhya Pradesh
Trough,2022-05-05,0.9 km,West Madhya Pradesh ; Vidarbha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area
Trough,2022-05-05,0.9 km,West Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Assam & Meghalaya ; Gangetic West Bengal
Trough,2022-05-05,3.1 km to 3.6 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),2022-05-06,5.8 km,East Uttar Pradesh ; Uttarakhand ; West Uttar Pradesh
Western Disturbances (WD),2022-05-06,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),2022-05-06,0.9 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2022-05-06,0.9 km,East Madhya Pradesh
Trough,2022-05-06,0.9 km,East Madhya Pradesh ; Vidarbha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2022-05-06,3.1 km to 3.6 km,Bangladesh
Western Disturbances (WD),2022-05-07,5.8 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Western Disturbances (WD),2022-05-07,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Cyclonic Circulation (CYCIR),2022-05-07,1.5 km,Vidarbha
Trough,2022-05-07,0.9 km,Vidarbha ; South Interior Karnataka ; Marathwada ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2022-05-07,3.1 km to 3.6 km,Bangladesh
Western Disturbances (WD),2022-05-08,3.1 km to 5.8 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),2022-05-08,1.5 km,West Madhya Pradesh
Cyclonic Circulation (CYCIR),2022-05-08,0.9 km,Coastal Andhra Pradesh
Western Disturbances (WD),2022-05-08,5.8 km,Himachal Pradesh ; Ladakh ; Jammu & Kashmir
Western Disturbances (WD),2022-05-09,5.8 km,Far West Pakistan
Trough,2022-05-09,1.5 km,"Punjab ; West Madhya Pradesh ; Haryana, Chandigarh & Delhi ; East Rajasthan ; West Rajasthan"
Cyclonic Circulation (CYCIR),2022-05-09,5.8 km,East Uttar Pradesh
Trough,2022-05-09,3.1 km to 5.8 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),2022-05-10,5.8 km,Far West Pakistan ; Southwest Pakistan
Westerly Trough,2022-05-10,5.8 km to 7.6 km,Bihar ; Jharkhand ; East Uttar Pradesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim
Trough,2022-05-10,1.5 km,West Rajasthan ; East Madhya Pradesh
Trough,2022-05-10,3.1 km,North Interior Karnataka
Western Disturbances (WD),2022-05-11,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan
Trough,2022-05-11,1.5 km,West Rajasthan ; East Madhya Pradesh
Westerly Trough,2022-05-11,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Trough,2022-05-11,1.5 km,WC Bay ; Vidarbha
Well Marked Low Pressure Area (WML) with associated CYCIR,2022-05-12,7.6 km,WC Bay ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),2022-05-12,1.5 km to 2.1 km,West Madhya Pradesh
Trough,2022-05-12,1.5 km,West Madhya Pradesh ; Bihar
Trough,2022-05-12,3.1 km,Bihar ; Odisha
Western Disturbances (WD),2022-05-12,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir
Trough,2022-05-12,0.9 km,West Rajasthan ; East Madhya Pradesh
Westerly Trough,2022-05-12,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Cyclonic Circulation (CYCIR),2022-05-13,3.1 km,Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),2022-05-13,0.9 km,West Madhya Pradesh
Trough,2022-05-13,0.9 km,West Madhya Pradesh ; Jharkhand
Trough,2022-05-13,3.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Cyclonic Circulation (CYCIR),2022-05-14,1.5 km to 5.8 km,Coastal Andhra Pradesh
Trough,2022-05-14,0.9 km,Bihar ; Assam & Meghalaya ; Sub-Himalayan West Bengal & Sikkim
Trough,2022-05-14,3.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar
Western Disturbances (WD),2022-05-14,5.8 km,Far West Pakistan
Cyclonic Circulation (CYCIR),2022-05-15,2.1 km to 5.8 km,South Interior Karnataka
Trough,2022-05-15,0.9 km,West Uttar Pradesh ; West Madhya Pradesh
Trough,2022-05-15,1.5 km,Bihar ; Chhattisgarh ; Vidarbha ; Telangana ; South Interior Karnataka ; North Interior Karnataka ; Tamil Nadu & Puducherry
Western Disturbances (WD),2022-05-15,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Trough,2022-05-15,3.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar
Trough,2022-05-16,0.9 km,East Madhya Pradesh ; Vidarbha ; Tamil Nadu & Puducherry ; South Interior Karnataka ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2022-05-16,1.5 km to 3.1 km,SW Bay ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2022-05-16,3.6 km to 5.8 km,Lakshadweep ; SE Arabian Sea
Westerly Trough,2022-05-16,5.8 km,West Pakistan ; South Pakistan ; Central Pakistan
Trough,2022-05-16,0.9 km,West Uttar Pradesh ; Jharkhand
Cyclonic Circulation (CYCIR),2022-05-16,1.5 km,Punjab
Trough,2022-05-17,0.9 km,Vidarbha ; Kerala ; South Interior Karnataka ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2022-05-17,1.5 km to 7.6 km,Kerala
Western Disturbances (WD),2022-05-17,5.8 km,Central Pakistan ; West Rajasthan
Westerly Trough,2022-05-17,5.8 km,Himachal Pradesh ; Ladakh ; Delhi ; Uttarakhand ; West Uttar Pradesh
Trough,2022-05-17,0.9 km,West Rajasthan ; Assam & Meghalaya ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim
Trough,2022-05-18,0.9 km,West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Marathwada ; South Interior Karnataka ; North Interior Karnataka ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2022-05-18,1.5 km to 5.8 km,Tamil Nadu & Puducherry ; South Interior Karnataka ; Kerala
Western Disturbances (WD),2022-05-18,3.1 km,West Rajasthan
Western Disturbances (WD),2022-05-18,3.1 km,Far West Pakistan
Trough,2022-05-18,0.9 km,West Rajasthan ; East Uttar Pradesh ; West Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),2022-05-19,3.1 km to 7.6 km,Tamil Nadu & Puducherry
Trough,2022-05-19,1.5 km,West Madhya Pradesh ; East Madhya Pradesh ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2022-05-19,5.8 km,Gulf of Martaban and adjoining Myanmar
Westerly Trough,2022-05-19,1.5 km to 2.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Bangladesh
Western Disturbances (WD),2022-05-19,3.1 km,Afghanistan and neighbourhood
Western Disturbances (WD),2022-05-19,5.8 km,Uttarakhand ; West Uttar Pradesh ; East Uttar Pradesh ; Himachal Pradesh ; Ladakh
Cyclonic Circulation (CYCIR),2022-05-20,3.1 km to 5.8 km,South Interior Karnataka
Trough,2022-05-20,3.1 km,Chhattisgarh ; South Interior Karnataka ; Telangana
Western Disturbances (WD),2022-05-20,3.1 km,northeast Afghanistan
Westerly Trough,2022-05-20,5.8 km,West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2022-05-20,0.9 km,"Haryana, Chandigarh & Delhi"
Trough,2022-05-20,0.9 km,"West Rajasthan ; Vidarbha ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh ; East Madhya Pradesh"
Cyclonic Circulation (CYCIR),2022-05-21,3.1 km to 5.8 km,Rayalaseema
Western Disturbances (WD),2022-05-21,3.1 km,North pakistan
Westerly Trough,2022-05-21,5.8 km,North Pakistan ; Central Pakistan ; South Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2022-05-21,1.5 km,West Rajasthan
Trough,2022-05-21,0.9 km,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya"
Cyclonic Circulation (CYCIR),2022-05-21,3.1 km,East Rajasthan
Western Disturbances (WD),2022-05-22,5.8 km,Himachal Pradesh ; Ladakh ; Delhi ; Uttarakhand ; West Uttar Pradesh
Western Disturbances (WD),2022-05-22,5.8 km,Southwest Pakistan ; North Pakistan ; West Pakistan ; Central Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2022-05-22,0.9 km,Punjab
Cyclonic Circulation (CYCIR),2022-05-22,1.5 km,West Uttar Pradesh
Trough,2022-05-22,0.9 km,West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand
Cyclonic Circulation (CYCIR),2022-05-22,2.1 km,Odisha
Western Disturbances (WD),2022-05-27,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Bihar
Western Disturbances (WD),2022-05-27,3.1 km,Iran
Westerly Trough,2022-05-27,5.8 km,Far West Pakistan ; Southwest Pakistan
Trough,2022-05-27,0.9 km,"West Rajasthan ; Bihar ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh"
Western Disturbances (WD),2022-05-28,3.1 km,western parts of Afghanistan
Westerly Trough,2022-05-28,5.8 km,North Pakistan ; Jammu & Kashmir ; Punjab
Westerly Trough,2022-05-28,1.5 km to 3.6 km,Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Gangetic West Bengal ; Assam & Meghalaya ; Bihar
Trough,2022-05-28,0.9 km,"Punjab ; East Uttar Pradesh ; Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2022-05-28,0.9 km,Odisha
Cyclonic Circulation (CYCIR),2022-05-28,3.1 km,North Interior Karnataka
Cyclonic Circulation (CYCIR),2022-05-29,5.8 km,Kerala
Western Disturbances (WD),2022-05-29,5.8 km,North Pakistan ; Jammu & Kashmir
