weather system,date,heightAboveMSL,Regions
Western Disturbances (WD),2022-01-23,1.5 km to 3.1 km,Punjab
Westerly Trough,2022-01-23,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2022-01-23,0.9 km,"Haryana, Chandigarh & Delhi"
Trough,2022-01-23,0.9 km,"Haryana, Chandigarh & Delhi ; Chhattisgarh ; West Uttar Pradesh ; East Uttar Pradesh"
Trough,2022-01-23,2.1 km,Bihar ; Odisha ; Jharkhand
Western Disturbances (WD),2022-01-24,1.5 km to 3.1 km,Punjab
Westerly Trough,2022-01-24,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Cyclonic Circulation (CYCIR),2022-01-24,1.5 km,Jharkhand
Trough,2022-01-24,1.5 km,Punjab ; Jharkhand
Cyclonic Circulation (CYCIR),2022-01-24,1.5 km,North Interior Karnataka
Western Disturbances (WD),2022-01-25,1.5 km to 3.6 km,West Uttar Pradesh
Westerly Trough,2022-01-25,5.8 km,Himachal Pradesh ; Ladakh ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2022-01-25,1.5 km,Comorin Area
Trough,2022-01-25,0.9 km,Tamil Nadu & Puducherry ; Rayalaseema
Western Disturbances (WD),2022-01-26,3.1 km,West Uttar Pradesh
Westerly Trough,2022-01-26,5.8 km,Himachal Pradesh ; Ladakh ; Uttarakhand ; Punjab ; Haryana
Trough,2022-01-26,0.9 km,Tamil Nadu & Puducherry ; South Interior Karnataka
Westerly Trough,2022-01-27,5.8 km,Bihar ; East Uttar Pradesh ; Sub-Himalayan West Bengal & Sikkim ; Uttarakhand ; West Uttar Pradesh
Trough,2022-01-27,0.9 km,Tamil Nadu & Puducherry ; South Interior Karnataka
Trough,2022-01-27,1.5 km to 2.1 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Bangladesh ; Arunachal Pradesh
Western Disturbances (WD),2022-01-28,3.1 km to 5.8 km,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; North Pakistan ; Central Pakistan
Western Disturbances (WD),2022-01-29,5.8 km,North Pakistan
Cyclonic Circulation (CYCIR),2022-01-29,3.1 km,Gulf of Mannar
Western Disturbances (WD),2022-01-30,5.8 km,North Pakistan
Western Disturbances (WD),2022-01-31,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2022-01-31,2.1 km to 3.6 km,Assam & Meghalaya
Trough,2022-02-01,1.5 km to 3.1 km,Bangladesh ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Trough,2022-02-01,0.9 km,Kerala ; North Interior Karnataka
Western Disturbances (WD),2022-02-01,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2022-02-02,1.5 km,Bangladesh
Westerly Trough,2022-02-02,3.1 km,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh
Trough,2022-02-02,0.9 km,Kerala ; North Interior Karnataka
Western Disturbances (WD),2022-02-02,5.8 km,Far West Pakistan
Western Disturbances (WD),2022-02-03,3.1 km to 5.8 km,North pakistan
Westerly Trough,2022-02-03,7.6 km,West Rajasthan ; North Pakistan ; Central Pakistan ; South Pakistan ; Jammu & Kashmir
Induced Cyclonic Circulation,2022-02-03,1.5 km,West Rajasthan ; Pakistan
Induced Low,2022-02-03,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2022-02-03,0.9 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2022-02-03,0.9 km,Comorin Area
Western Disturbances (WD),2022-02-04,3.1 km to 4.5 km,Jammu & Kashmir
Westerly Trough,2022-02-04,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; East Rajasthan ; Delhi
Trough,2022-02-04,1.5 km,"Haryana, Chandigarh & Delhi ; Bihar"
Trough,2022-02-04,1.5 km,Bihar ; Telangana ; Chhattisgarh ; Vidarbha
Westerly Trough,2022-02-05,5.8 km,Odisha ; Bihar ; Jharkhand ; East Uttar Pradesh ; Gangetic West Bengal
Induced Cyclonic Circulation,2022-02-05,3.1 km,East Uttar Pradesh
Trough,2022-02-05,1.5 km,East Uttar Pradesh ; Bangladesh
Cyclonic Circulation (CYCIR),2022-02-05,0.9 km,Kerala
Western Disturbances (WD),2022-02-06,5.8 km,Far West Pakistan
Western Disturbances (WD),2022-02-06,5.8 km,Arunachal Pradesh ; Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya
Easterly Trough,2022-02-06,0.9 km,Kerala ; Konkan & Goa
Western Disturbances (WD),2022-02-07,3.1 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Induced Cyclonic Circulation,2022-02-07,1.5 km,West Rajasthan
Easterly Trough,2022-02-07,0.9 km,Kerala ; South Interior Karnataka
Western Disturbances (WD),2022-02-07,5.8 km,Arunachal Pradesh ; Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya
Western Disturbances (WD),2022-02-08,3.1 km,North pakistan
Induced Cyclonic Circulation,2022-02-08,1.5 km,East Rajasthan
Cyclonic Circulation (CYCIR),2022-02-08,1.5 km,Madhya Maharashtra ; Marathwada
Easterly Trough,2022-02-08,0.9 km,Kerala ; Madhya Maharashtra ; Marathwada
Western Disturbances (WD),2022-02-08,5.8 km,Far West Pakistan ; Southwest Pakistan
Western Disturbances (WD),2022-02-09,5.8 km,Central Pakistan ; West Rajasthan ; North Pakistan ; South Pakistan ; West Pakistan
Trough,2022-02-09,1.5 km,East Rajasthan ; North Interior Karnataka ; West Madhya Pradesh ; Madhya Maharashtra ; Marathwada
Cyclonic Circulation (CYCIR),2022-02-09,3.1 km,SW Bay
Western Disturbances (WD),2022-02-10,5.8 km,East Uttar Pradesh ; Uttarakhand ; West Uttar Pradesh
Trough,2022-02-10,1.5 km,Bihar ; North Interior Karnataka ; Jharkhand ; Chhattisgarh ; Telangana
Cyclonic Circulation (CYCIR),2022-02-10,3.1 km,Comorin Area
Western Disturbances (WD),2022-02-11,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Western Disturbances (WD),2022-02-12,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Easterly Trough,2022-02-12,0.9 km,Comorin Area
Western Disturbances (WD),2022-02-13,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Induced Cyclonic Circulation,2022-02-13,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2022-02-13,0.9 km,Maldives area
Trough,2022-02-13,0.9 km,Coastal Karnataka
Westerly Trough,2022-02-13,5.8 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Western Disturbances (WD),2022-02-14,5.8 km,West Pakistan
Induced Cyclonic Circulation,2022-02-14,2.1 km,West Rajasthan
Cyclonic Circulation (CYCIR),2022-02-14,3.1 km,Bangladesh
Western Disturbances (WD),2022-02-15,5.8 km,North Pakistan ; Jammu & Kashmir ; Punjab ; Central Pakistan ; Haryana
Induced Cyclonic Circulation,2022-02-15,1.5 km,Gujrat Region
Easterly Trough,2022-02-15,1.5 km,N Andaman Sea ; S Andaman Sea
Western Disturbances (WD),2022-02-16,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; Himachal Pradesh ; Ladakh
Cyclonic Circulation (CYCIR),2022-02-16,4.5 km,SE Bay ; S Andaman Sea
Western Disturbances (WD),2022-02-17,5.8 km,Himachal Pradesh ; Ladakh ; Uttarakhand ; Punjab ; Haryana
Western Disturbances (WD),2022-02-17,5.8 km,Far West Pakistan ; Southwest Pakistan
Cyclonic Circulation (CYCIR),2022-02-17,4.5 km,SE Bay
Trough,2022-02-17,1.5 km,Kerala ; Marathwada
Western Disturbances (WD),2022-02-18,5.8 km,West Pakistan
Induced Cyclonic Circulation,2022-02-18,1.5 km,West Rajasthan ; Central Pakistan
Cyclonic Circulation (CYCIR),2022-02-18,3.1 km,SE Bay ; S Andaman Sea
Cyclonic Circulation (CYCIR),2022-02-18,0.9 km,Madhya Maharashtra
Westerly Trough,2022-02-18,5.8 km,Himachal Pradesh ; Ladakh ; Uttarakhand ; Punjab ; Haryana
Cyclonic Circulation (CYCIR),2022-02-19,3.1 km,SE Bay ; N Andaman Sea
Cyclonic Circulation (CYCIR),2022-02-19,0.9 km,Madhya Maharashtra
Western Disturbances (WD),2022-02-19,5.8 km,West Pakistan
Cyclonic Circulation (CYCIR),2022-02-20,1.5 km to 3.1 km,SE Arabian Sea ; Kerala
Trough,2022-02-20,0.9 km,Bihar ; Vidarbha ; Jharkhand ; Chhattisgarh
Trough,2022-02-20,3.1 km,Assam & Meghalaya ; Arunachal Pradesh
Western Disturbances (WD),2022-02-21,5.8 km,Far West Pakistan
Westerly Trough,2022-02-21,3.6 km to 5.8 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),2022-02-21,0.9 km,Bangladesh
Trough,2022-02-21,0.9 km,North Interior Karnataka ; Kerala
Western Disturbances (WD),2022-02-22,3.1 km to 5.8 km,northwest Afghanistan and neighbourhood
Westerly Trough,2022-02-22,7.6 km,Southwest Pakistan
Induced Cyclonic Circulation,2022-02-22,1.5 km,Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),2022-02-22,1.5 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2022-02-22,1.5 km,Bangladesh
Westerly Trough,2022-02-22,3.6 km to 5.8 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),2022-02-23,3.1 km to 4.5 km,North pakistan
Westerly Trough,2022-02-23,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Induced Cyclonic Circulation,2022-02-23,1.5 km,Punjab
Cyclonic Circulation (CYCIR),2022-02-23,1.5 km,Bangladesh
Trough,2022-02-23,1.5 km,Punjab ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),2022-02-23,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2022-02-23,0.9 km,South Interior Karnataka
Cyclonic Circulation (CYCIR),2022-02-23,1.5 km to 3.6 km,Comorin Area
Western Disturbances (WD),2022-02-24,3.1 km,North pakistan ; Jammu & Kashmir
Westerly Trough,2022-02-24,5.8 km,North Pakistan ; Jammu & Kashmir
Western Disturbances (WD),2022-02-24,5.8 km,northeast Afghanistan and neighbourhood
Cyclonic Circulation (CYCIR),2022-02-24,1.5 km,Bangladesh
Cyclonic Circulation (CYCIR),2022-02-24,1.5 km,West Madhya Pradesh ; East Rajasthan
Trough,2022-02-24,0.9 km,"West Madhya Pradesh ; East Rajasthan ; Nagaland, Manipur, Mizoram & Tripura ; East Madhya Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; Assam & Meghalaya"
Westerly Trough,2022-02-25,5.8 km,Uttarakhand ; West Uttar Pradesh ; East Uttar Pradesh ; Himachal Pradesh ; Ladakh
Western Disturbances (WD),2022-02-25,3.1 km to 7.6 km,east Afghanistan and neighbourhood
Induced Cyclonic Circulation,2022-02-25,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2022-02-25,1.5 km,East Madhya Pradesh ; Chhattisgarh
Trough,2022-02-25,1.5 km,"East Madhya Pradesh ; Chhattisgarh ; Nagaland, Manipur, Mizoram & Tripura ; Jharkhand ; Gangetic West Bengal ; Assam & Meghalaya"
Western Disturbances (WD),2022-02-26,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Induced Cyclonic Circulation,2022-02-26,1.5 km,East Rajasthan ; West Rajasthan
Cyclonic Circulation (CYCIR),2022-02-26,0.9 km,Bangladesh
Cyclonic Circulation (CYCIR),2022-02-26,5.8 km,Strait of Malacca and neighbourhood
Western Disturbances (WD),2022-02-27,5.8 km,Punjab ; Haryana ; Jammu & Kashmir ; Himachal Pradesh ; Ladakh
Cyclonic Circulation (CYCIR),2022-02-27,5.8 km,S Andaman Sea
Cyclonic Circulation (CYCIR),2022-02-28,5.8 km,S Andaman Sea
Western Disturbances (WD),2022-02-28,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Westerly Trough,2022-02-28,1.5 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar
Western Disturbances (WD),2022-02-28,5.8 km,Punjab ; Haryana ; Jammu & Kashmir ; Himachal Pradesh ; Ladakh
Low Pressure (L) with associated CYCIR,2022-03-01,5.8 km,SE Bay
Western Disturbances (WD),2022-03-01,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),2022-03-01,0.9 km,Odisha
Cyclonic Circulation (CYCIR),2022-03-01,1.5 km,Marathwada
Low Pressure (L) with associated CYCIR,2022-03-02,5.8 km,SW Bay ; SE Bay
Western Disturbances (WD),2022-03-02,5.8 km,Southwest Pakistan ; West Pakistan
Induced Cyclonic Circulation,2022-03-02,1.5 km,West Rajasthan ; Pakistan
Western Disturbances (WD),2022-03-02,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Easterly Trough,2022-03-07,1.5 km,Gulf of Mannar ; Tamil Nadu & Puducherry
Western Disturbances (WD),2022-03-07,5.8 km,West Rajasthan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Induced Cyclonic Circulation,2022-03-07,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2022-03-07,3.1 km to 4.5 km,Bangladesh
Cyclonic Circulation (CYCIR),2022-03-08,3.1 km to 4.5 km,Bangladesh
Cyclonic Circulation (CYCIR),2022-03-08,2.1 km to 3.1 km,Gujarat Region
Cyclonic Circulation (CYCIR),2022-03-08,3.1 km,SE Arabian Sea ; Kerala
Trough,2022-03-08,0.9 km,SE Arabian Sea ; Kerala ; Konkan & Goa ; Coastal Karnataka
Western Disturbances (WD),2022-03-08,5.8 km,North Pakistan ; Jammu & Kashmir
Western Disturbances (WD),2022-03-09,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir
Induced Cyclonic Circulation,2022-03-09,2.1 km,West Rajasthan
Trough,2022-03-09,0.9 km,Kerala ; Madhya Maharashtra ; South Interior Karnataka ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2022-03-09,3.1 km to 3.6 km,Tamil Nadu & Puducherry
Western Disturbances (WD),2022-03-10,3.1 km to 4.5 km,"Haryana, Chandigarh & Delhi"
Westerly Trough,2022-03-10,5.8 km,Haryana ; East Rajasthan ; West Madhya Pradesh ; Punjab ; Delhi
Induced Cyclonic Circulation,2022-03-10,0.9 km,East Rajasthan
Cyclonic Circulation (CYCIR),2022-03-10,5.8 km,SE Bay ; SW Bay
Westerly Trough,2022-03-11,5.8 km,East Uttar Pradesh ; Uttarakhand ; West Uttar Pradesh ; Bihar
Trough,2022-03-11,0.9 km,Kerala ; North Interior Karnataka ; South Interior Karnataka ; Telangana ; Vidarbha ; Chhattisgarh
Cyclonic Circulation (CYCIR),2022-03-11,1.5 km to 2.1 km,Bangladesh
Cyclonic Circulation (CYCIR),2022-03-11,5.8 km,SE Bay ; SW Bay
Cyclonic Circulation (CYCIR),2022-03-12,3.1 km to 5.8 km,Bihar
Westerly Trough,2022-03-12,5.8 km,Bihar ; West Madhya Pradesh ; East Madhya Pradesh ; Madhya Maharashtra ; Marathwada ; Konkan & Goa ; EC Arabian Sea
Trough,2022-03-12,0.9 km,North Interior Karnataka ; Telangana ; Chhattisgarh
Cyclonic Circulation (CYCIR),2022-03-12,1.5 km to 2.1 km,Bangladesh
Cyclonic Circulation (CYCIR),2022-03-12,5.8 km,SE Bay ; SW Bay
Cyclonic Circulation (CYCIR),2022-03-13,3.1 km,Sub-Himalayan West Bengal & Sikkim
Westerly Trough,2022-03-13,5.8 km,Sikkim ; Bihar ; Jharkhand ; Chhattisgarh ; Madhya Maharashtra ; Marathwada ; Konkan & Goa ; EC Arabian Sea
Cyclonic Circulation (CYCIR),2022-03-13,0.9 km,Chhattisgarh
Cyclonic Circulation (CYCIR),2022-03-13,1.5 km to 2.1 km,Bangladesh
Cyclonic Circulation (CYCIR),2022-03-13,3.1 km,SE Bay ; SW Bay
Westerly Trough,2022-03-14,5.8 km,Arunachal Pradesh ; Konkan & Goa ; Assam & Meghalaya ; Sub-Himalayan West Bengal & Sikkim ; Jharkhand ; Chhattisgarh ; Telangana
Cyclonic Circulation (CYCIR),2022-03-14,4.5 km,Bangladesh
Cyclonic Circulation (CYCIR),2022-03-14,3.1 km,SE Bay
Cyclonic Circulation (CYCIR),2022-03-15,3.1 km to 5.8 km,East Uttar Pradesh ; Bihar
Cyclonic Circulation (CYCIR),2022-03-15,1.5 km to 3.6 km,Bangladesh
Trough,2022-03-16,1.5 km,Bihar ; Odisha
Trough,2022-03-17,1.5 km,SE Bay ; Tamil Nadu & Puducherry
Trough,2022-03-17,0.9 km,Gangetic West Bengal ; Telangana ; Jharkhand ; Odisha ; Chhattisgarh
Western Disturbances (WD),2022-03-18,5.8 km,Southwest Pakistan
Induced Cyclonic Circulation,2022-03-18,1.5 km,Central Pakistan
Cyclonic Circulation (CYCIR),2022-03-18,0.9 km,Vidarbha
Trough,2022-03-18,0.9 km,Vidarbha ; Tamil Nadu & Puducherry
Western Disturbances (WD),2022-03-19,5.8 km,Southwest Pakistan ; West Pakistan
Induced Cyclonic Circulation,2022-03-19,1.5 km,Central Pakistan
Cyclonic Circulation (CYCIR),2022-03-19,3.6 km,East Madhya Pradesh
Trough,2022-03-19,1.5 km,West Uttar Pradesh ; East Uttar Pradesh ; North Interior Karnataka ; East Madhya Pradesh ; Marathwada
Western Disturbances (WD),2022-03-20,3.1 km to 4.5 km,Central Pakistan
Westerly Trough,2022-03-20,5.8 km,West Pakistan ; South Pakistan
Induced Cyclonic Circulation,2022-03-20,2.1 km,West Rajasthan ; Pakistan
Cyclonic Circulation (CYCIR),2022-03-20,0.9 km,East Madhya Pradesh
Trough,2022-03-20,0.9 km,East Madhya Pradesh ; North Interior Karnataka
Western Disturbances (WD),2022-03-21,3.1 km,Delhi ; Himachal Pradesh ; Ladakh ; Haryana ; East Rajasthan
Induced Cyclonic Circulation,2022-03-21,1.5 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2022-03-21,1.5 km,Chhattisgarh
Western Disturbances (WD),2022-03-22,3.1 km,East Uttar Pradesh ; Uttarakhand ; West Uttar Pradesh ; Bihar
Trough,2022-03-22,1.5 km,Chhattisgarh ; Telangana
Cyclonic Circulation (CYCIR),2022-03-22,1.5 km,Madhya Maharashtra
Western Disturbances (WD),2022-03-23,3.1 km,Assam & Meghalaya ; Sub-Himalayan West Bengal & Sikkim ; Arunachal Pradesh
Western Disturbances (WD),2022-03-23,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; South Pakistan ; Far West Pakistan
Cyclonic Circulation (CYCIR),2022-03-23,1.5 km,Madhya Maharashtra
Western Disturbances (WD),2022-03-24,4.5 km,West Rajasthan
Westerly Trough,2022-03-24,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; Himachal Pradesh ; Ladakh
Cyclonic Circulation (CYCIR),2022-03-24,1.5 km,Madhya Maharashtra
Cyclonic Circulation (CYCIR),2022-03-24,5.8 km,SE Arabian Sea ; Lakshadweep
Western Disturbances (WD),2022-03-24,3.1 km,Assam & Meghalaya ; Sub-Himalayan West Bengal & Sikkim ; Arunachal Pradesh
Westerly Trough,2022-03-25,3.1 km,Himachal Pradesh ; Ladakh ; Uttarakhand ; Punjab ; Haryana
Trough,2022-03-25,0.9 km,Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
