weather system,date,heightAboveMSL,Regions
Low Pressure (L) with associated CYCIR,2025-07-09,7.6 km,Gangetic West Bengal ; Jharkhand
Cyclonic Circulation (CYCIR),2025-07-09,1.5 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2025-07-09,0.9 km,West Uttar Pradesh
Trough,2025-07-09,4.5 km to 7.6 km,NE Arabian Sea ; Gujarat Region ; Madhya Maharashtra ; Vidarbha ; Chhattisgarh ; Odisha
Trough,2025-07-09,3.1 km,Assam & Meghalaya ; Telangana ; Gangetic West Bengal ; Odisha ; Chhattisgarh
Cyclonic Circulation (CYCIR),2025-07-10,5.8 km,Jharkhand
Cyclonic Circulation (CYCIR),2025-07-10,1.5 km to 5.8 km,Punjab
Trough,2025-07-10,0.9 km to 1.5 km,West Uttar Pradesh ; Jharkhand ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh
Trough,2025-07-10,4.5 km to 7.6 km,NE Arabian Sea ; Jharkhand ; Gujarat Region ; Madhya Maharashtra ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh
Trough,2025-07-10,3.1 km,Assam & Meghalaya ; Vidarbha ; Gangetic West Bengal ; Jharkhand ; Chhattisgarh
Upper-Level Cyclonic Circulation,2025-07-10,3.1 km,Saurashtra & Kutch
Upper-Level Cyclonic Circulation,2025-07-10,0.9 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2025-07-11,5.8 km,Chhattisgarh
Cyclonic Circulation (CYCIR),2025-07-11,1.5 km to 3.1 km,"Haryana, Chandigarh & Delhi"
Trough,2025-07-11,0.9 km to 1.5 km,West Uttar Pradesh ; NW Bay ; Chhattisgarh ; Odisha
Trough,2025-07-11,5.8 km,NE Arabian Sea ; Gujarat Region ; Madhya Maharashtra ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh
Upper-Level Cyclonic Circulation,2025-07-11,1.5 km,Assam & Meghalaya
Western Disturbances (WD),2025-07-11,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Mean Sea Level Trough,2025-07-12,Surface,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Cyclonic Circulation (CYCIR),2025-07-12,1.5 km to 5.8 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2025-07-12,5.8 km,East Madhya Pradesh
Trough,2025-07-12,0.9 km,"Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NW Bay"
Upper-Level Cyclonic Circulation,2025-07-12,0.9 km,Assam & Meghalaya
Western Disturbances (WD),2025-07-12,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; Himachal Pradesh ; Ladakh
Monsoon Trough with Extension and Tilt,2025-07-13,3.1 km,West Rajasthan ; West Madhya Pradesh ; West Uttar Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Upper-Level Cyclonic Circulation,2025-07-13,5.8 km,NW Bay ; NE Bay
Cyclonic Circulation (CYCIR),2025-07-13,7.6 km,West Madhya Pradesh ; East Madhya Pradesh
Western Disturbances (WD),2025-07-13,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Trough,2025-07-13,0.9 km to 3.1 km,East Rajasthan ; NW Bay ; Odisha ; Gangetic West Bengal
Western Disturbances (WD),2025-07-13,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; Himachal Pradesh ; Ladakh
Mean Sea Level Trough,2025-07-14,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Well Marked Low Pressure Area (WML) with associated CYCIR,2025-07-14,7.6 km,Gangetic West Bengal ; Bangladesh
Well Marked Low Pressure Area (WML) with associated CYCIR,2025-07-14,7.6 km,East Rajasthan ; West Madhya Pradesh
Western Disturbances (WD),2025-07-14,5.8 km,West Pakistan ; South Pakistan
Mean Sea Level Trough,2025-07-15,Surface,West Rajasthan ; East Rajasthan ; Jharkhand ; Bihar ; Gangetic West Bengal ; NE Bay
Western Disturbances (WD),2025-07-15,5.8 km,West Pakistan ; South Pakistan
Well Marked Low Pressure Area (WML) with associated CYCIR,2025-07-16,5.8 km,West Rajasthan
Well Marked Low Pressure Area (WML) with associated CYCIR,2025-07-16,7.6 km,Bihar ; East Uttar Pradesh
Mean Sea Level Trough,2025-07-16,Surface,West Rajasthan ; West Madhya Pradesh ; Bihar ; East Uttar Pradesh ; Gangetic West Bengal ; NE Bay
Western Disturbances (WD),2025-07-16,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2025-07-17,3.1 km,Central Pakistan
Mean Sea Level Trough,2025-07-17,Surface,West Rajasthan ; West Madhya Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay
Western Disturbances (WD),2025-07-17,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Trough,2025-07-17,5.8 km,along Lat. 10°N
Upper-Level Cyclonic Circulation,2025-07-17,3.1 km,North Interior Karnataka
Mean Sea Level Trough,2025-07-18,Surface,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Upper-Level Cyclonic Circulation,2025-07-18,1.5 km,Central Pakistan
Western Disturbances (WD),2025-07-18,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Upper-Level Cyclonic Circulation,2025-07-18,0.9 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-07-18,5.8 km,Coastal Andhra Pradesh
Trough,2025-07-18,4.5 km to 5.8 km,Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,2025-07-18,3.1 km,Madhya Maharashtra
Western Disturbances (WD),2025-07-18,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Mean Sea Level Trough,2025-07-19,Surface,West Rajasthan ; East Rajasthan ; West Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay
Western Disturbances (WD),2025-07-19,5.8 km,North Pakistan
Trough,2025-07-19,0.9 km,Bihar ; Jharkhand ; Odisha
Trough,2025-07-19,5.8 km,South Interior Karnataka ; Coastal Andhra Pradesh
Monsoon Trough with Extension and Tilt,2025-07-21,Surface,"Jammu & Kashmir ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay"
Cyclonic Circulation (CYCIR),2025-07-21,3.1 km,West Rajasthan ; Pakistan
Upper-Level Cyclonic Circulation,2025-07-21,5.8 km,Odisha
Trough,2025-07-21,5.8 km,North Interior Karnataka ; Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,2025-07-21,1.5 km,Assam & Meghalaya
Mean Sea Level Trough,2025-07-22,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay"
Upper-Level Cyclonic Circulation,2025-07-22,5.8 km,Coastal Andhra Pradesh
Trough,2025-07-22,5.8 km,North Interior Karnataka ; Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,2025-07-22,1.5 km,Chhattisgarh
Upper-Level Cyclonic Circulation,2025-07-22,1.5 km,Jharkhand
Trough,2025-07-22,1.5 km,Arunachal Pradesh ; Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya
Monsoon Trough with Extension and Tilt,2025-07-23,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; EC Bay"
Upper-Level Cyclonic Circulation,2025-07-23,3.1 km to 5.8 km,WC Bay ; NW Bay
Trough,2025-07-23,5.8 km,NE Arabian Sea ; Gujarat Region ; Madhya Maharashtra ; Vidarbha ; Telangana ; Coastal Andhra Pradesh ; WC Bay ; NW Bay
Upper-Level Cyclonic Circulation,2025-07-23,1.5 km,Assam & Meghalaya
Western Disturbances (WD),2025-07-23,3.1 km to 5.8 km,Jammu & Kashmir ; Himachal Pradesh
Upper-Level Cyclonic Circulation,2025-07-23,3.1 km,West Rajasthan
Mean Sea Level Trough,2025-07-25,Surface,"Jammu & Kashmir ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NW Bay ; Bangladesh"
Trough,2025-07-25,4.5 km to 5.8 km,NE Arabian Sea ; Madhya Maharashtra ; Chhattisgarh
Western Disturbances (WD),2025-07-25,3.1 km to 5.8 km,Jammu & Kashmir
Trough,2025-07-25,3.1 km,"Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Odisha"
Upper-Level Cyclonic Circulation,2025-07-25,4.5 km to 5.8 km,Chhattisgarh
Upper-Level Cyclonic Circulation,2025-07-25,3.1 km,"Haryana, Chandigarh & Delhi"
Mean Sea Level Trough,2025-07-26,Surface,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; EC Bay
Upper-Level Cyclonic Circulation,2025-07-26,1.5 km,"Punjab ; Haryana, Chandigarh & Delhi"
Offshore Trough,2025-07-26,Surface,Saurashtra & Kutch ; Gujarat Region ; Konkan & Goa ; Madhya Maharashtra ; North Interior Karnataka ; Kerala
Upper-Level Cyclonic Circulation,2025-07-26,3.1 km to 5.8 km,West Madhya Pradesh
Upper-Level Cyclonic Circulation,2025-07-26,3.1 km,Gujarat Region
Western Disturbances (WD),2025-07-26,3.1 km to 5.8 km,Jammu & Kashmir
Upper-Level Cyclonic Circulation,2025-07-26,1.5 km,Assam & Meghalaya
Mean Sea Level Trough,2025-07-27,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; EC Bay
Well Marked Low Pressure Area (WML) with associated CYCIR,2025-07-27,7.6 km,West Madhya Pradesh
Trough,2025-07-27,0.9 km to 5.8 km,West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Upper-Level Cyclonic Circulation,2025-07-27,0.9 km,Punjab
Offshore Trough,2025-07-27,Surface,Gujarat Region ; Saurashtra & Kutch ; Konkan & Goa ; Kerala
Western Disturbances (WD),2025-07-27,3.1 km,Jammu & Kashmir
Upper-Level Cyclonic Circulation,2025-07-27,1.5 km to 3.1 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-07-31,5.8 km,West Uttar Pradesh
Upper-Level Cyclonic Circulation,2025-07-31,9.6 km,Gangetic West Bengal
Western Disturbances (WD),2025-07-31,5.8 km,Punjab ; Pakistan ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,2025-07-31,1.5 km,East Rajasthan
Low Pressure (L) with associated CYCIR,2025-07-01,5.8 km,Jharkhand
Mean Sea Level Trough,2025-07-01,0.9 km,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; EC Bay"
Trough,2025-07-01,1.5 km to 3.1 km,West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand
Upper-Level Cyclonic Circulation,2025-07-01,0.9 km,Assam & Meghalaya
Monsoon Trough with Extension and Tilt,2025-07-07,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay"
Low Pressure (L) with associated CYCIR,2025-07-07,7.6 km,Gangetic West Bengal
Trough,2025-07-07,3.1 km to 7.6 km,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,2025-07-07,1.5 km,"Haryana, Chandigarh & Delhi ; Himachal Pradesh"
Offshore Trough,2025-07-07,Surface,Konkan & Goa ; Madhya Maharashtra
Low Pressure (L) with associated CYCIR,2025-07-08,7.6 km,Gangetic West Bengal
Monsoon Trough with Extension and Tilt,2025-07-08,0.9 km,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay"
Cyclonic Circulation (CYCIR),2025-07-08,3.1 km,Gujarat Region
Trough,2025-07-08,4.5 km to 7.6 km,NE Arabian Sea ; Gujarat Region ; Madhya Maharashtra ; Vidarbha ; Chhattisgarh ; Odisha
Well Marked Low Pressure Area (WML) with associated CYCIR,2025-07-20,4.5 km,West Rajasthan ; Pakistan ; Central Pakistan
Mean Sea Level Trough,2025-07-20,Surface,"West Rajasthan ; Pakistan ; Central Pakistan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay"
Trough,2025-07-20,0.9 km to 1.5 km,Bihar ; Odisha ; Jharkhand
Upper-Level Cyclonic Circulation,2025-07-20,0.9 km,Bangladesh
Upper-Level Cyclonic Circulation,2025-07-20,3.1 km,WC Bay ; NW Bay ; Odisha ; Coastal Andhra Pradesh
Trough,2025-07-20,5.8 km,South Interior Karnataka ; Coastal Andhra Pradesh
Western Disturbances (WD),2025-07-20,5.8 km,North Pakistan ; Jammu & Kashmir
Monsoon Trough with Extension and Tilt,2025-07-24,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; Bihar ; Jharkhand ; Gangetic West Bengal ; NW Bay ; NE Bay"
Low Pressure (L) with associated CYCIR,2025-07-24,7.6 km,NW Bay ; NE Bay
Trough,2025-07-24,5.8 km,Vidarbha ; Chhattisgarh ; NW Bay ; NE Bay
Upper-Level Cyclonic Circulation,2025-07-24,0.9 km,Bangladesh
Western Disturbances (WD),2025-07-24,3.1 km to 5.8 km,Jammu & Kashmir ; Himachal Pradesh
Upper-Level Cyclonic Circulation,2025-07-24,3.1 km,West Rajasthan
Upper-Level Cyclonic Circulation,2025-07-24,1.5 km,East Uttar Pradesh
Offshore Trough,2025-07-24,Surface,Konkan & Goa ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka ; Kerala
Low Pressure (L) with associated CYCIR,2025-07-28,5.8 km,West Madhya Pradesh ; East Rajasthan
Trough,2025-07-28,3.1 km,NE Arabian Sea ; Gujarat Region ; East Rajasthan ; West Madhya Pradesh ; East Uttar Pradesh
Upper-Level Cyclonic Circulation,2025-07-28,0.9 km,Punjab
Western Disturbances (WD),2025-07-28,5.8 km,West Pakistan
Upper-Level Cyclonic Circulation,2025-07-28,5.8 km,Bangladesh
Trough,2025-07-28,0.9 km to 3.1 km,"Bihar ; Nagaland, Manipur, Mizoram & Tripura ; Bangladesh ; Assam & Meghalaya"
Western Disturbances (WD),2025-07-28,3.1 km,Jammu & Kashmir
Trough,2025-07-29,3.1 km,NE Arabian Sea ; Gujarat Region ; West Madhya Pradesh ; Jharkhand ; Chhattisgarh ; Gangetic West Bengal ; Bangladesh
Upper-Level Cyclonic Circulation,2025-07-29,1.5 km,Punjab ; Pakistan
Western Disturbances (WD),2025-07-29,5.8 km,North Pakistan
Upper-Level Cyclonic Circulation,2025-07-29,5.8 km to 7.6 km,Gangetic West Bengal
Upper-Level Cyclonic Circulation,2025-07-29,1.5 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2025-07-30,7.6 km,West Madhya Pradesh
Upper-Level Cyclonic Circulation,2025-07-30,1.5 km to 5.8 km,NW Bay ; Gangetic West Bengal ; Odisha
Western Disturbances (WD),2025-07-30,3.1 km to 5.8 km,Punjab ; Pakistan
Upper-Level Cyclonic Circulation,2025-07-30,1.5 km,West Rajasthan
Trough,2025-07-30,0.9 km,West Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh ; NE Bay
Mean Sea Level Trough,2025-08-01,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay"
Upper-Level Cyclonic Circulation,2025-08-01,1.5 km,East Uttar Pradesh
Upper-Level Cyclonic Circulation,2025-08-01,9.4 km,Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),2025-08-01,5.8 km,North Pakistan ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,2025-08-01,3.1 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2025-08-02,5.8 km,Bihar ; Sub-Himalayan West Bengal & Sikkim
Upper-Level Cyclonic Circulation,2025-08-02,3.1 km,Punjab
Western Disturbances (WD),2025-08-02,5.8 km,North Pakistan ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,2025-08-02,5.8 km,Gulf of Mannar ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-08-02,1.5 km,East Uttar Pradesh
Upper-Level Cyclonic Circulation,2025-08-03,4.5 km,Bihar ; East Uttar Pradesh
Upper-Level Cyclonic Circulation,2025-08-03,4.5 km,Punjab
Upper-Level Cyclonic Circulation,2025-08-03,1.5 km to 4.5 km,SW Bay ; Tamil Nadu & Puducherry
Trough,2025-08-03,5.8 km,roughly along Lat. 7°N
Upper-Level Cyclonic Circulation,2025-08-03,5.8 km,NE Arabian Sea
Upper-Level Cyclonic Circulation,2025-08-03,3.1 km,Gujarat Region ; West Rajasthan
Western Disturbances (WD),2025-08-03,5.8 km,Jammu & Kashmir ; North Pakistan ; Himachal Pradesh ; Ladakh
Monsoon Trough with Extension and Tilt,2025-08-04,Surface,Punjab ; Uttarakhand ; West Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Arunachal Pradesh
Upper-Level Cyclonic Circulation,2025-08-04,3.1 km to 5.8 km,SW Bay ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-08-04,4.5 km,Saurashtra & Kutch
Upper-Level Cyclonic Circulation,2025-08-04,3.1 km,West Rajasthan
Western Disturbances (WD),2025-08-04,5.8 km,Himachal Pradesh ; Jammu & Kashmir
Trough,2025-08-04,0.9 km,West Uttar Pradesh ; East Uttar Pradesh ; Bihar
Upper-Level Cyclonic Circulation,2025-08-04,1.5 km,Himachal Pradesh
Upper-Level Cyclonic Circulation,2025-08-04,3.1 km,Assam & Meghalaya
Monsoon Trough with Extension and Tilt,2025-08-05,Surface,Punjab ; West Uttar Pradesh ; Bihar ; Arunachal Pradesh
Upper-Level Cyclonic Circulation,2025-08-05,1.5 km to 7.6 km,SW Bay ; Tamil Nadu & Puducherry
Trough,2025-08-05,3.1 km,"West Uttar Pradesh ; Haryana, Chandigarh & Delhi ; East Rajasthan ; Gujarat Region ; NE Arabian Sea"
Upper-Level Cyclonic Circulation,2025-08-05,0.9 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-08-05,1.5 km,Rayalaseema
Western Disturbances (WD),2025-08-05,5.8 km,West Rajasthan ; North Pakistan ; Gujarat ; Konkan & Goa ; Saurashtra & Kutch
Upper-Level Cyclonic Circulation,2025-08-05,4.5 km to 7.6 km,Bangladesh
Upper-Level Cyclonic Circulation,2025-08-05,3.1 km,Kerala
Upper-Level Cyclonic Circulation,2025-08-06,5.8 km to 7.6 km,Bangladesh
Trough,2025-08-06,3.1 km to 4.5 km,Bihar ; Bangladesh ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,2025-08-06,3.1 km,Bihar
Upper-Level Cyclonic Circulation,2025-08-06,1.5 km,Madhya Maharashtra
Upper-Level Cyclonic Circulation,2025-08-06,1.5 km,Rayalaseema
Upper-Level Cyclonic Circulation,2025-08-06,3.1 km,SW Bay ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-08-06,3.1 km,South Interior Karnataka
Trough,2025-08-06,3.1 km,EC Arabian Sea ; SW Bay ; SE Bay ; Kerala ; South Interior Karnataka ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-08-06,3.1 km,Assam & Meghalaya ; Arunachal Pradesh
Trough,2025-08-06,3.1 km to 4.5 km,West Uttar Pradesh ; East Uttar Pradesh ; Saurashtra & Kutch ; East Rajasthan ; Gujarat Region
Upper-Level Cyclonic Circulation,2025-08-06,1.5 km,Himachal Pradesh ; Uttarakhand
Western Disturbances (WD),2025-08-06,5.8 km,Punjab
Westerly Trough,2025-08-06,7.6 km,Konkan & Goa ; West Rajasthan ; North Pakistan ; Jammu & Kashmir ; Coastal Karnataka
Monsoon Trough with Extension and Tilt,2025-08-06,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; Sub-Himalayan West Bengal & Sikkim ; Arunachal Pradesh"
Upper-Level Cyclonic Circulation,2025-08-06,5.8 km to 7.6 km,Bangladesh
Trough,2025-08-06,3.1 km to 4.5 km,Bihar ; Bangladesh ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,2025-08-06,3.1 km,Bihar
Upper-Level Cyclonic Circulation,2025-08-06,1.5 km,Madhya Maharashtra
Upper-Level Cyclonic Circulation,2025-08-06,1.5 km,Rayalaseema
Upper-Level Cyclonic Circulation,2025-08-06,3.1 km,SW Bay ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-08-06,3.1 km,South Interior Karnataka
Trough,2025-08-06,3.1 km,EC Arabian Sea ; SW Bay ; Kerala ; South Interior Karnataka ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-08-06,3.1 km,Assam & Meghalaya ; Arunachal Pradesh
Trough,2025-08-06,3.1 km to 4.5 km,West Uttar Pradesh ; East Uttar Pradesh ; Saurashtra & Kutch ; East Rajasthan ; Gujarat Region
Upper-Level Cyclonic Circulation,2025-08-06,1.5 km,Himachal Pradesh ; Uttarakhand
Western Disturbances (WD),2025-08-06,5.8 km,Punjab
Westerly Trough,2025-08-06,7.6 km,Konkan & Goa ; West Rajasthan ; North Pakistan ; Jammu & Kashmir ; Coastal Karnataka
Upper-Level Cyclonic Circulation,2025-08-07,3.1 km to 5.8 km,Bangladesh
Upper-Level Cyclonic Circulation,2025-08-07,1.5 km to 3.1 km,SW Bay ; Tamil Nadu & Puducherry
Trough,2025-08-07,1.5 km to 3.1 km,Coastal Karnataka ; South Interior Karnataka ; Rayalaseema ; Tamil Nadu & Puducherry ; SW Bay ; SE Bay
Upper-Level Cyclonic Circulation,2025-08-07,3.1 km,Assam & Meghalaya ; Arunachal Pradesh
Upper-Level Cyclonic Circulation,2025-08-07,1.5 km,Himachal Pradesh ; Uttarakhand
Western Disturbances (WD),2025-08-07,5.8 km,Punjab
Westerly Trough,2025-08-07,7.6 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh
