weather system,date,heightAboveMSL,Regions
Trough,2026-04-05,0.9 km,Rayalaseema ; Gulf of Mannar ; Tamil Nadu & Puducherry
Western Disturbances (WD),2026-04-06,3.1 km to 5.8 km,Jammu & Kashmir
Upper-Level Cyclonic Circulation,2026-04-06,1.5 km,WC Bay ; Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,2026-04-06,0.9 km,Telangana
Trough,2026-04-06,0.9 km,Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Gulf of Mannar
Western Disturbances (WD),2026-04-06,5.8 km to 9.4 km,south Caspian sea & neighbourhood
Westerly Trough,2026-04-06,1.5 km,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh
Trough,2026-04-06,1.5 km,East Uttar Pradesh ; Vidarbha ; East Madhya Pradesh
Upper-Level Cyclonic Circulation,2026-04-06,0.9 km,Odisha
Upper-Level Cyclonic Circulation,2026-04-06,0.9 km,Vidarbha
Western Disturbances (WD),2026-04-07,3.1 km to 5.8 km,North pakistan
Westerly Trough,2026-04-07,5.8 km,West Pakistan
Induced Cyclonic Circulation,2026-04-07,1.5 km,Central Pakistan
Upper-Level Cyclonic Circulation,2026-04-07,0.9 km,East Rajasthan
Upper-Level Cyclonic Circulation,2026-04-07,3.1 km,West Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-04-07,1.5 km,East Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-04-07,1.5 km,Assam & Meghalaya
Westerly Trough,2026-04-07,3.1 km,Assam & Meghalaya ; Arunachal Pradesh
Upper-Level Cyclonic Circulation,2026-04-07,0.9 km,Odisha
Trough,2026-04-07,0.9 km,Gangetic West Bengal ; Odisha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Gulf of Mannar
Western Disturbances (WD),2026-04-08,3.1 km to 9.4 km,North pakistan ; Jammu & Kashmir
Westerly Trough,2026-04-08,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Trough,2026-04-08,1.5 km,"West Uttar Pradesh ; Nagaland, Manipur, Mizoram & Tripura ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya"
Upper-Level Cyclonic Circulation,2026-04-08,1.5 km,East Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-04-08,1.5 km,West Rajasthan ; Pakistan
Upper-Level Cyclonic Circulation,2026-04-08,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-04-08,0.9 km,Chhattisgarh
Trough,2026-04-08,0.9 km,Chhattisgarh ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Gulf of Mannar
Western Disturbances (WD),2026-04-09,3.1 km,Jammu & Kashmir
Westerly Trough,2026-04-09,5.8 km,Punjab ; Jammu & Kashmir ; Himachal Pradesh ; Ladakh
Western Disturbances (WD),2026-04-09,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; North Pakistan ; Central Pakistan
Upper-Level Cyclonic Circulation,2026-04-09,3.1 km,East Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-04-09,0.9 km,Bangladesh
Upper-Level Cyclonic Circulation,2026-04-09,1.5 km,West Uttar Pradesh ; Uttarakhand
Trough,2026-04-09,1.5 km,"West Uttar Pradesh ; Nagaland, Manipur, Mizoram & Tripura ; East Uttar Pradesh ; Bihar ; Bangladesh"
Upper-Level Cyclonic Circulation,2026-04-09,0.9 km,East Rajasthan ; West Rajasthan
Upper-Level Cyclonic Circulation,2026-04-09,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-04-09,0.9 km,Odisha
Trough,2026-04-09,0.9 km,Odisha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Gulf of Mannar
Western Disturbances (WD),2026-04-10,5.8 km,North Pakistan
Upper-Level Cyclonic Circulation,2026-04-10,0.9 km,Bihar
Upper-Level Cyclonic Circulation,2026-04-10,1.5 km,Assam & Meghalaya
Westerly Trough,2026-04-10,3.1 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Trough,2026-04-10,0.9 km,Odisha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Gulf of Mannar
Upper-Level Cyclonic Circulation,2026-04-10,0.9 km,Odisha
Upper-Level Cyclonic Circulation,2026-04-10,1.5 km,Tamil Nadu & Puducherry
Westerly Trough,2026-04-10,5.8 km,
Westerly Trough,2026-04-11,5.8 km,North Pakistan
Trough,2026-04-11,0.9 km,"Bihar ; Nagaland, Manipur, Mizoram & Tripura"
Upper-Level Cyclonic Circulation,2026-04-11,0.9 km,Bihar
Upper-Level Cyclonic Circulation,2026-04-11,0.9 km,Marathwada
Trough,2026-04-11,0.9 km,Odisha ; Gulf of Mannar ; Chhattisgarh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Trough,2026-04-11,1.5 km,Bihar ; Gangetic West Bengal
Trough,2026-04-11,3.1 km,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh
Westerly Trough,2026-04-12,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh
Trough,2026-04-12,0.9 km,"Bihar ; Nagaland, Manipur, Mizoram & Tripura"
Trough,2026-04-12,0.9 km,West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Madhya Maharashtra ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Trough,2026-04-12,1.5 km,Bihar ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,2026-04-12,0.9 km,Odisha
Easterly Trough,2026-04-12,1.5 km,Kerala ; Coastal Karnataka
Trough,2026-04-12,3.1 km,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh
Trough,2026-04-13,0.9 km,"East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Bangladesh ; Nagaland, Manipur, Mizoram & Tripura"
Trough,2026-04-13,0.9 km,Bihar ; Jharkhand ; Chhattisgarh ; West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2026-04-13,1.5 km,Pakistan ; West Rajasthan
Upper-Level Cyclonic Circulation,2026-04-13,1.5 km,Bihar
Upper-Level Cyclonic Circulation,2026-04-13,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-04-14,1.5 km,Central Pakistan ; West Rajasthan
Upper-Level Cyclonic Circulation,2026-04-14,0.9 km,Jharkhand ; Gangetic West Bengal
Trough,2026-04-14,0.9 km,Assam & Meghalaya ; Jharkhand ; Gangetic West Bengal ; Odisha ; Chhattisgarh ; Telangana ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Westerly Trough,2026-04-14,1.5 km,Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Gangetic West Bengal ; Assam & Meghalaya ; Bihar
Easterly Trough,2026-04-14,1.5 km,Coastal Karnataka ; Kerala
Upper-Level Cyclonic Circulation,2026-04-15,0.9 km,Bangladesh
Westerly Trough,2026-04-15,1.5 km,Bangladesh ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Gangetic West Bengal ; Nagaland-Manipur-Mizoram-Tripura
Trough,2026-04-15,0.9 km,East Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Cyclonic Circulation (CYCIR),2026-04-15,3.1 km to 5.8 km,Madhya Maharashtra ; Marathwada ; Konkan & Goa ; North Interior Karnataka ; South Interior Karnataka ; Coastal Karnataka
Western Disturbances (WD),2026-04-15,3.1 km to 5.8 km,Mediterranean Sea & neighbourhood
Trough,2026-04-15,0.9 km,"Bihar ; Gangetic West Bengal ; Bangladesh ; Assam & Meghalaya ; Nagaland, Manipur, Mizoram & Tripura"
Upper-Level Cyclonic Circulation,2026-04-15,0.9 km,North Interior Karnataka
Western Disturbances (WD),2026-04-16,5.8 km,Far West Pakistan
Upper-Level Cyclonic Circulation,2026-04-16,1.5 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2026-04-16,1.5 km,East Madhya Pradesh
Trough,2026-04-16,1.5 km,"East Rajasthan ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh ; Assam & Meghalaya ; Nagaland, Manipur, Mizoram & Tripura"
Upper-Level Cyclonic Circulation,2026-04-16,0.9 km,Bangladesh
Trough,2026-04-16,1.5 km,East Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Gulf of Mannar
Upper-Level Cyclonic Circulation,2026-04-16,0.9 km,North Interior Karnataka
Western Disturbances (WD),2026-04-17,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; South Pakistan ; Far West Pakistan
Trough,2026-04-17,0.9 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh
Trough,2026-04-17,0.9 km,Bihar ; Chhattisgarh ; Jharkhand
Upper-Level Cyclonic Circulation,2026-04-17,1.5 km,Odisha
Upper-Level Cyclonic Circulation,2026-04-17,1.5 km,Pakistan ; West Rajasthan ; East Rajasthan
Trough,2026-04-17,0.9 km,Marathwada ; Gulf of Mannar ; North Interior Karnataka ; South Interior Karnataka ; Rayalaseema ; Tamil Nadu & Puducherry
Western Disturbances (WD),2026-04-18,5.8 km,Far West Pakistan
Western Disturbances (WD),2026-04-18,3.1 km,North pakistan
Upper-Level Cyclonic Circulation,2026-04-18,0.9 km,East Rajasthan ; West Rajasthan
Upper-Level Cyclonic Circulation,2026-04-18,0.9 km,"Haryana, Chandigarh & Delhi"
Trough,2026-04-18,0.9 km,East Uttar Pradesh ; Gulf of Mannar ; East Madhya Pradesh ; Vidarbha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2026-04-18,0.9 km,East Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-04-18,0.9 km,Bangladesh
Trough,2026-04-18,0.9 km,"East Uttar Pradesh ; Nagaland, Manipur, Mizoram & Tripura ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya"
Upper-Level Cyclonic Circulation,2026-04-18,1.5 km,Odisha
Western Disturbances (WD),2026-04-19,5.8 km,West Pakistan ; South Pakistan
Upper-Level Cyclonic Circulation,2026-04-19,1.5 km,West Rajasthan
Upper-Level Cyclonic Circulation,2026-04-19,0.9 km,East Uttar Pradesh
Trough,2026-04-19,0.9 km,East Uttar Pradesh ; Chhattisgarh
Upper-Level Cyclonic Circulation,2026-04-19,0.9 km,Bangladesh
Trough,2026-04-19,0.9 km,North Interior Karnataka ; Gulf of Mannar ; South Interior Karnataka ; Tamil Nadu & Puducherry
Trough,2026-04-19,0.9 km,"East Uttar Pradesh ; Nagaland, Manipur, Mizoram & Tripura ; Bihar ; Gangetic West Bengal ; Bangladesh"
Upper-Level Cyclonic Circulation,2026-04-19,1.5 km,Assam & Meghalaya
Western Disturbances (WD),2026-04-20,3.1 km,Jammu & Kashmir
Trough,2026-04-20,0.9 km,Bihar ; Jharkhand ; Chhattisgarh ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),2026-04-20,3.1 km to 5.8 km,Madhya Maharashtra ; Marathwada ; Telangana ; North Interior Karnataka
Upper-Level Cyclonic Circulation,2026-04-20,0.9 km,West Rajasthan
Upper-Level Cyclonic Circulation,2026-04-20,1.5 km,Assam & Meghalaya
Trough,2026-04-20,1.5 km,Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area
Upper-Level Cyclonic Circulation,2026-04-21,1.5 km,Sub-Himalayan West Bengal & Sikkim
Upper-Level Cyclonic Circulation,2026-04-21,0.9 km,Chhattisgarh
Upper-Level Cyclonic Circulation,2026-04-21,1.5 km,Telangana
Trough,2026-04-21,0.9 km,Chhattisgarh ; Telangana ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Trough,2026-04-21,0.9 km,"Bihar ; Gangetic West Bengal ; Bangladesh ; Assam & Meghalaya ; Nagaland, Manipur, Mizoram & Tripura"
Western Disturbances (WD),2026-04-22,5.8 km,Far West Pakistan
Trough,2026-04-22,0.9 km,Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area
Upper-Level Cyclonic Circulation,2026-04-22,0.9 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-04-22,0.9 km,West Rajasthan ; Pakistan
Upper-Level Cyclonic Circulation,2026-04-22,1.5 km,Tamil Nadu & Puducherry
Westerly Trough,2026-04-22,1.5 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar
Western Disturbances (WD),2026-04-23,5.8 km,Far West Pakistan
Trough,2026-04-23,0.9 km,Vidarbha ; Comorin Area ; Telangana ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2026-04-23,0.9 km,Bangladesh
Trough,2026-04-23,0.9 km,Bangladesh ; Odisha ; Gangetic West Bengal ; Jharkhand
Trough,2026-04-23,3.1 km,East Rajasthan ; NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch
Upper-Level Cyclonic Circulation,2026-04-23,0.9 km,West Rajasthan ; Pakistan ; Central Pakistan
Upper-Level Cyclonic Circulation,2026-04-23,1.5 km,Tamil Nadu & Puducherry
Westerly Trough,2026-04-23,3.1 km,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh
Western Disturbances (WD),2026-04-24,5.8 km,Far West Pakistan
Upper-Level Cyclonic Circulation,2026-04-24,1.5 km,"Haryana, Chandigarh & Delhi"
Trough,2026-04-24,0.9 km,East Uttar Pradesh ; Bangladesh ; Bihar ; Jharkhand ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,2026-04-24,0.9 km,East Uttar Pradesh
Trough,2026-04-24,0.9 km,Vidarbha ; Comorin Area ; Telangana ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2026-04-24,1.5 km,Tamil Nadu & Puducherry
Westerly Trough,2026-04-24,3.1 km,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh
Western Disturbances (WD),2026-04-25,5.8 km,North Pakistan
Upper-Level Cyclonic Circulation,2026-04-25,1.5 km,West Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-04-25,1.5 km,East Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-04-25,0.9 km,East Uttar Pradesh ; West Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-04-25,1.5 km,West Rajasthan
Trough,2026-04-25,0.9 km,East Uttar Pradesh ; West Uttar Pradesh ; East Rajasthan ; West Rajasthan
Upper-Level Cyclonic Circulation,2026-04-25,0.9 km,Bihar
Trough,2026-04-25,0.9 km,North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Westerly Trough,2026-04-25,1.5 km,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh
Western Disturbances (WD),2026-04-26,5.8 km,Himachal Pradesh ; Ladakh
Upper-Level Cyclonic Circulation,2026-04-26,1.5 km,East Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-04-26,0.9 km,Jharkhand
Trough,2026-04-26,0.9 km,North Interior Karnataka ; Comorin Area ; South Interior Karnataka ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2026-04-26,1.5 km,West Madhya Pradesh ; East Madhya Pradesh
Westerly Trough,2026-04-26,3.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar
Westerly Trough,2026-04-27,5.8 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Upper-Level Cyclonic Circulation,2026-04-27,1.5 km,East Uttar Pradesh
Trough,2026-04-27,0.9 km,West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; North Interior Karnataka ; South Interior Karnataka ; Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area
Cyclonic Circulation (CYCIR),2026-04-27,3.1 km to 5.8 km,Madhya Maharashtra ; Marathwada
Upper-Level Cyclonic Circulation,2026-04-27,1.5 km,West Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-04-27,0.9 km,Bangladesh
Upper-Level Cyclonic Circulation,2026-04-27,3.1 km,Assam & Meghalaya
Trough,2026-04-27,0.9 km,West Uttar Pradesh ; Bangladesh ; East Uttar Pradesh ; Bihar ; Jharkhand ; Gangetic West Bengal
Western Disturbances (WD),2026-04-27,5.8 km,Far West Pakistan
Western Disturbances (WD),2026-04-28,5.8 km,West Pakistan
Westerly Trough,2026-04-28,5.8 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Bangladesh ; Arunachal Pradesh
Westerly Trough,2026-04-28,1.5 km,Bihar ; Jharkhand ; Odisha ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim
Upper-Level Cyclonic Circulation,2026-04-28,1.5 km,East Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-04-28,0.9 km,West Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-04-28,0.9 km,Sub-Himalayan West Bengal & Sikkim
Trough,2026-04-28,0.9 km,"Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Nagaland, Manipur, Mizoram & Tripura"
Upper-Level Cyclonic Circulation,2026-04-28,0.9 km,Telangana
Trough,2026-04-28,0.9 km,Telangana ; North Interior Karnataka ; South Interior Karnataka ; Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area
Western Disturbances (WD),2026-04-30,3.1 km to 5.8 km,Jammu & Kashmir
Westerly Trough,2026-04-30,7.6 km,
Induced Cyclonic Circulation,2026-04-30,1.5 km,Punjab
Upper-Level Cyclonic Circulation,2026-04-30,1.5 km,East Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-04-30,1.5 km,Bangladesh
Trough,2026-04-30,0.9 km,South Interior Karnataka ; Tamil Nadu & Puducherry ; Gulf of Mannar
Upper-Level Cyclonic Circulation,2026-04-30,0.9 km,Gangetic West Bengal ; Bangladesh
Trough,2026-04-30,0.9 km,East Uttar Pradesh ; Odisha ; Chhattisgarh
Westerly Trough,2026-04-30,3.1 km to 7.6 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),2026-05-01,5.8 km,Jammu & Kashmir
Induced Cyclonic Circulation,2026-05-01,1.5 km,Punjab
Trough,2026-05-01,0.9 km to 1.5 km,Odisha ; Telangana ; Coastal Andhra Pradesh ; Rayalaseema ; Tamil Nadu & Puducherry ; Gulf of Mannar
Upper-Level Cyclonic Circulation,2026-05-01,1.5 km,Gangetic West Bengal ; Bangladesh
Upper-Level Cyclonic Circulation,2026-05-01,3.1 km to 5.8 km,Bangladesh
Westerly Trough,2026-05-01,7.6 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar
Westerly Trough,2026-05-01,3.1 km to 7.6 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Upper-Level Cyclonic Circulation,2026-05-02,1.5 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2026-05-02,1.5 km to 3.1 km,Bangladesh ; Gangetic West Bengal
Westerly Trough,2026-05-02,4.5 km to 9.4 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Odisha
Upper-Level Cyclonic Circulation,2026-05-02,0.9 km,West Rajasthan
Trough,2026-05-02,0.9 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area
Trough,2026-05-02,0.9 km,"East Madhya Pradesh ; West Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Nagaland, Manipur, Mizoram & Tripura"
Western Disturbances (WD),2026-05-03,3.1 km,North pakistan
Westerly Trough,2026-05-03,5.8 km,Central Pakistan ; West Pakistan ; North Pakistan
Upper-Level Cyclonic Circulation,2026-05-03,1.5 km,"Haryana, Chandigarh & Delhi"
Trough,2026-05-03,0.9 km,"Haryana, Chandigarh & Delhi ; West Rajasthan"
Upper-Level Cyclonic Circulation,2026-05-03,0.9 km,West Rajasthan
Upper-Level Cyclonic Circulation,2026-05-03,0.9 km,East Rajasthan
Upper-Level Cyclonic Circulation,2026-05-03,0.9 km,East Madhya Pradesh
Trough,2026-05-03,1.5 km,"Punjab ; Haryana, Chandigarh & Delhi ; East Madhya Pradesh ; Bihar ; Jharkhand ; Gangetic West Bengal ; Bangladesh ; Assam & Meghalaya ; Nagaland, Manipur, Mizoram & Tripura"
Trough,2026-05-03,1.5 km,Chhattisgarh ; Telangana ; Coastal Andhra Pradesh ; Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area
Upper-Level Cyclonic Circulation,2026-05-03,3.1 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-05-03,1.5 km,Bangladesh
Western Disturbances (WD),2026-05-04,3.1 km,North pakistan
Westerly Trough,2026-05-04,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Upper-Level Cyclonic Circulation,2026-05-04,1.5 km,"Haryana, Chandigarh & Delhi"
Trough,2026-05-04,1.5 km,"Haryana, Chandigarh & Delhi ; NE Arabian Sea ; East Rajasthan ; West Rajasthan ; Gujarat Region ; Saurashtra & Kutch"
Upper-Level Cyclonic Circulation,2026-05-04,1.5 km,East Madhya Pradesh
Upper-Level Cyclonic Circulation,2026-05-04,0.9 km,Odisha
Trough,2026-05-04,0.9 km,"Chhattisgarh ; Nagaland, Manipur, Mizoram & Tripura ; Odisha ; Gangetic West Bengal ; Assam & Meghalaya"
Trough,2026-05-04,0.9 km,Vidarbha ; Comorin Area ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2026-05-04,1.5 km,Bangladesh
Western Disturbances (WD),2026-05-05,3.1 km,Jammu & Kashmir
Westerly Trough,2026-05-05,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Upper-Level Cyclonic Circulation,2026-05-05,1.5 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2026-05-05,1.5 km,West Rajasthan
Upper-Level Cyclonic Circulation,2026-05-05,0.9 km,East Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-05-05,1.5 km,West Madhya Pradesh
Trough,2026-05-05,0.9 km,West Madhya Pradesh ; Bihar ; Chhattisgarh ; East Uttar Pradesh ; Jharkhand
Trough,2026-05-05,1.5 km,West Madhya Pradesh ; Gulf of Mannar ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Trough,2026-05-05,3.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar
Western Disturbances (WD),2026-05-06,3.1 km to 7.6 km,Jammu & Kashmir
Upper-Level Cyclonic Circulation,2026-05-06,1.5 km,West Rajasthan
