weather system,date,heightAboveMSL,Regions,subdivisions
Western Disturbances (WD),2024-01-05,3.1 km to 4.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Induced Cyclonic Circulation,2024-01-05,1.5 km,East Rajasthan,East Rajasthan
Trough,2024-01-05,1.5 km,Gujarat Region ; East Rajasthan,Gujarat Region ; East Rajasthan
Trough,2024-01-05,1.5 km,SW Bay ; WC Bay,SW Bay ; WC Bay
Western Disturbances (WD),2024-01-05,3.1 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),2024-01-06,1.5 km,Lakshadweep,Lakshadweep
Trough,2024-01-06,0.9 km,Lakshadweep ; Konkan & Goa ; Madhya Maharashtra ; Vidarbha,Lakshadweep ; Konkan & Goa ; Madhya Maharashtra ; Vidarbha
Western Disturbances (WD),2024-01-06,1.5 km to 4.5 km,West Uttar Pradesh,West Uttar Pradesh
Trough,2024-01-06,1.5 km,Gujarat Region ; West Madhya Pradesh ; West Uttar Pradesh,Gujarat Region ; West Madhya Pradesh ; West Uttar Pradesh
Trough,2024-01-06,3.1 km,SW Bay ; Coastal Andhra Pradesh,SW Bay ; Coastal Andhra Pradesh
Western Disturbances (WD),2024-01-06,3.1 km,Haryana ; Punjab ; Delhi ; Jammu & Kashmir ; Himachal Pradesh,Haryana ; Punjab ; Delhi ; Jammu & Kashmir ; Himachal Pradesh
Cyclonic Circulation (CYCIR),2024-01-07,1.5 km,SE Arabian Sea,SE Arabian Sea
Mean Sea Level Trough,2024-01-07,1.5 km,WC Bay ; Coastal Andhra Pradesh,WC Bay ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),2024-01-07,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Trough,2024-01-07,1.5 km,SE Arabian Sea ; Gujarat Region,SE Arabian Sea ; Gujarat Region
Western Disturbances (WD),2024-01-07,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),2024-01-08,1.5 km,SE Arabian Sea,SE Arabian Sea
Mean Sea Level Trough,2024-01-08,0.9 km,Tamil Nadu & Puducherry ; WC Bay,Tamil Nadu & Puducherry ; WC Bay
Western Disturbances (WD),2024-01-08,5.8 km,Southwest Pakistan,Southwest Pakistan
Cyclonic Circulation (CYCIR),2024-01-08,3.1 km,Punjab,Punjab
Cyclonic Circulation (CYCIR),2024-01-09,1.5 km,SE Arabian Sea ; EC Arabian Sea,SE Arabian Sea ; EC Arabian Sea
Trough,2024-01-09,1.5 km,SE Arabian Sea ; EC Arabian Sea ; NE Arabian Sea ; Gujarat Region,SE Arabian Sea ; EC Arabian Sea ; NE Arabian Sea ; Gujarat Region
Cyclonic Circulation (CYCIR),2024-01-09,3.1 km,east Equatorial Indian Ocean centered at Lat 2.8°N and Long 82.2°E,SW Bay ; SE Bay
Western Disturbances (WD),2024-01-09,3.1 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Westerly Trough,2024-01-09,5.8 km,West Rajasthan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,West Rajasthan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),2024-01-09,3.1 km,Punjab,Punjab
Western Disturbances (WD),2024-01-10,3.1 km,West Uttar Pradesh,West Uttar Pradesh
Westerly Trough,2024-01-10,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; Delhi ; Himachal Pradesh,Jammu & Kashmir ; Punjab ; Haryana ; Delhi ; Himachal Pradesh
Cyclonic Circulation (CYCIR),2024-01-10,3.1 km,east Equatorial Indian Ocean centered at Lat 2.5°N and Long 78.5°E,SE Arabian Sea ; SW Bay
Cyclonic Circulation (CYCIR),2024-01-10,1.5 km,Kerala,Kerala
Western Disturbances (WD),2024-01-11,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),2024-01-11,3.1 km,east equatorial Indian Ocean centered at Lat 2.0°N and Long 76°E,SE Arabian Sea ; SW Arabian Sea
Western Disturbances (WD),2024-01-12,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),2024-01-12,4.5 km to 5.8 km,Comorin Area,Comorin Area
Western Disturbances (WD),2024-01-13,5.8 km,West Pakistan ; Central Pakistan ; Far West Pakistan,West Pakistan ; Central Pakistan ; Far West Pakistan
Cyclonic Circulation (CYCIR),2024-01-13,1.5 km,Sri Lanka and neighbourhood,SW Bay ; Comorin Area
Western Disturbances (WD),2024-01-14,5.8 km,West Pakistan ; Central Pakistan ; Far West Pakistan,West Pakistan ; Central Pakistan ; Far West Pakistan
Cyclonic Circulation (CYCIR),2024-01-14,1.5 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),2024-01-15,1.5 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),2024-01-15,0.9 km,SW Bay,SW Bay
Cyclonic Circulation (CYCIR),2024-01-16,3.1 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),2024-01-16,1.5 km to 3.1 km,Comorin Area,Comorin Area
Easterly Trough,2024-01-16,0.9 km,North Interior Karnataka ; Vidarbha,North Interior Karnataka ; Vidarbha
Cyclonic Circulation (CYCIR),2024-01-17,3.1 km,Bangladesh,Bangladesh
Easterly Trough,2024-01-17,0.9 km,South Interior Karnataka ; Vidarbha,South Interior Karnataka ; Vidarbha
Cyclonic Circulation (CYCIR),2024-01-17,0.9 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),2024-01-17,1.5 km to 3.1 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2024-01-17,3.1 km,Maldives area,Maldives area
Cyclonic Circulation (CYCIR),2024-01-18,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Easterly Trough,2024-01-18,0.9 km,South Interior Karnataka ; Chhattisgarh ; Telangana ; Vidarbha,South Interior Karnataka ; Chhattisgarh ; Telangana ; Vidarbha
Cyclonic Circulation (CYCIR),2024-01-18,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2024-01-18,0.9 km,SE Arabian Sea,SE Arabian Sea
Easterly Trough,2024-01-19,0.9 km,South Interior Karnataka ; North Interior Karnataka ; Marathwada ; Vidarbha,South Interior Karnataka ; North Interior Karnataka ; Marathwada ; Vidarbha
Cyclonic Circulation (CYCIR),2024-01-19,1.5 km,SE Arabian Sea,SE Arabian Sea
Cyclonic Circulation (CYCIR),2024-01-19,1.5 km,Madhya Maharashtra,Madhya Maharashtra
Easterly Trough,2024-01-20,0.9 km,South Interior Karnataka ; Vidarbha ; North Interior Karnataka ; Marathwada,South Interior Karnataka ; Vidarbha ; North Interior Karnataka ; Marathwada
Cyclonic Circulation (CYCIR),2024-01-20,1.5 km,Madhya Maharashtra,Madhya Maharashtra
Cyclonic Circulation (CYCIR),2024-01-20,1.5 km to 3.1 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Western Disturbances (WD),2024-01-20,5.8 km,North Pakistan ; Ladakh,North Pakistan ; Ladakh
Easterly Trough,2024-01-21,0.9 km,South Interior Karnataka ; Vidarbha ; North Interior Karnataka ; Marathwada,South Interior Karnataka ; Vidarbha ; North Interior Karnataka ; Marathwada
Cyclonic Circulation (CYCIR),2024-01-21,1.5 km,Konkan & Goa,Konkan & Goa
Cyclonic Circulation (CYCIR),2024-01-21,1.5 km,Bangladesh,Bangladesh
Western Disturbances (WD),2024-01-21,5.8 km,Himachal Pradesh ; Ladakh,Himachal Pradesh ; Ladakh
Cyclonic Circulation (CYCIR),2024-01-22,0.9 km,Chhattisgarh,Chhattisgarh
Easterly Trough,2024-01-22,0.9 km,South Interior Karnataka ; North Interior Karnataka ; Telangana ; Vidarbha ; Chhattisgarh,South Interior Karnataka ; North Interior Karnataka ; Telangana ; Vidarbha ; Chhattisgarh
Cyclonic Circulation (CYCIR),2024-01-22,1.5 km,EC Arabian Sea ; Konkan & Goa ; Madhya Maharashtra,EC Arabian Sea ; Konkan & Goa ; Madhya Maharashtra
Cyclonic Circulation (CYCIR),2024-01-22,1.5 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),2024-01-23,0.9 km,Marathwada ; Vidarbha ; Telangana,Marathwada ; Vidarbha ; Telangana
Cyclonic Circulation (CYCIR),2024-01-23,3.1 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2024-01-23,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-01-24,0.9 km,Vidarbha,Vidarbha
Cyclonic Circulation (CYCIR),2024-01-24,3.1 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2024-01-24,1.5 km,EC Arabian Sea ; Konkan & Goa,EC Arabian Sea ; Konkan & Goa
Trough,2024-01-24,0.9 km,South Interior Karnataka ; North Interior Karnataka ; Vidarbha ; Chhattisgarh ; Odisha,South Interior Karnataka ; North Interior Karnataka ; Vidarbha ; Chhattisgarh ; Odisha
Western Disturbances (WD),2024-01-25,5.8 km,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; North Pakistan ; Central Pakistan,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; North Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2024-01-25,1.5 km,East Rajasthan,East Rajasthan
Cyclonic Circulation (CYCIR),2024-01-25,0.9 km,South Interior Karnataka,South Interior Karnataka
Trough,2024-01-25,0.9 km,South Interior Karnataka ; Odisha ; Telangana,South Interior Karnataka ; Odisha ; Telangana
Western Disturbances (WD),2024-01-26,5.8 km,North Pakistan,North Pakistan
Cyclonic Circulation (CYCIR),2024-01-26,0.9 km,West Rajasthan,West Rajasthan
Trough,2024-01-26,0.9 km,South Interior Karnataka ; Kerala,South Interior Karnataka ; Kerala
Cyclonic Circulation (CYCIR),2024-01-26,1.5 km to 3.1 km,Bangladesh,Bangladesh
Western Disturbances (WD),2024-01-27,5.8 km,North Pakistan,North Pakistan
Western Disturbances (WD),2024-01-28,5.8 km,Far West Pakistan,Far West Pakistan
Western Disturbances (WD),2024-01-29,3.1 km,North pakistan,North pakistan
Westerly Trough,2024-01-29,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Western Disturbances (WD),2024-01-29,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),2024-01-29,0.9 km,"West Rajasthan ; Punjab ; Haryana, Chandigarh & Delhi","West Rajasthan ; Punjab ; Haryana, Chandigarh & Delhi"
Western Disturbances (WD),2024-01-30,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2024-01-30,0.9 km,Bihar,Bihar
Cyclonic Circulation (CYCIR),2024-01-30,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Westerly Trough,2024-01-30,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Western Disturbances (WD),2024-01-31,5.8 km,West Pakistan,West Pakistan
Induced Cyclonic Circulation,2024-01-31,0.9 km,Central Pakistan ; West Rajasthan ; East Rajasthan,Central Pakistan ; West Rajasthan ; East Rajasthan
Cyclonic Circulation (CYCIR),2024-01-31,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-01-31,0.9 km,Bangladesh,Bangladesh
Trough,2024-01-31,0.9 km,Bangladesh ; Odisha ; Gangetic West Bengal,Bangladesh ; Odisha ; Gangetic West Bengal
Western Disturbances (WD),2024-02-01,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Induced Cyclonic Circulation,2024-02-01,2.1 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),2024-02-01,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,2024-02-01,0.9 km,Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry,Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2024-02-02,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,2024-02-02,0.9 km,Vidarbha ; South Interior Karnataka ; North Interior Karnataka ; Marathwada,Vidarbha ; South Interior Karnataka ; North Interior Karnataka ; Marathwada
Western Disturbances (WD),2024-02-02,5.8 km,Jammu & Kashmir ; Punjab ; North Pakistan ; Haryana ; Himachal Pradesh,Jammu & Kashmir ; Punjab ; North Pakistan ; Haryana ; Himachal Pradesh
Western Disturbances (WD),2024-02-03,5.8 km,Far West Pakistan ; West Pakistan,Far West Pakistan ; West Pakistan
Induced Cyclonic Circulation,2024-02-03,0.9 km,West Rajasthan ; Pakistan,West Rajasthan ; Pakistan
Western Disturbances (WD),2024-02-04,5.8 km,North Pakistan,North Pakistan
Induced Cyclonic Circulation,2024-02-04,0.9 km,West Rajasthan ; Pakistan,West Rajasthan ; Pakistan
Cyclonic Circulation (CYCIR),2024-02-04,1.5 km,Bangladesh,Bangladesh
Western Disturbances (WD),2024-02-05,3.1 km,North pakistan ; Jammu & Kashmir ; Punjab,North pakistan ; Jammu & Kashmir ; Punjab
Westerly Trough,2024-02-05,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2024-02-05,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),2024-02-06,3.1 km,North pakistan ; Jammu & Kashmir ; Punjab,North pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),2024-02-06,0.9 km,Sub-Himalayan West Bengal & Sikkim,Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2024-02-06,0.9 km,East Madhya Pradesh,East Madhya Pradesh
Trough,2024-02-06,0.9 km,East Madhya Pradesh ; North Interior Karnataka ; Vidarbha ; Marathwada,East Madhya Pradesh ; North Interior Karnataka ; Vidarbha ; Marathwada
Western Disturbances (WD),2024-02-07,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),2024-02-07,0.9 km,Vidarbha,Vidarbha
Trough,2024-02-07,0.9 km,Vidarbha ; North Interior Karnataka ; Telangana,Vidarbha ; North Interior Karnataka ; Telangana
Westerly Trough,2024-02-07,1.5 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Westerly Trough,2024-02-08,1.5 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),2024-02-08,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),2024-02-09,1.5 km to 3.1 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2024-02-10,1.5 km,Gujarat Region,Gujarat Region
Trough,2024-02-10,0.9 km,EC Arabian Sea ; North Interior Karnataka ; Madhya Maharashtra ; Gujarat Region,EC Arabian Sea ; North Interior Karnataka ; Madhya Maharashtra ; Gujarat Region
Cyclonic Circulation (CYCIR),2024-02-11,1.5 km,Gujarat Region,Gujarat Region
Trough,2024-02-11,0.9 km,South Interior Karnataka ; North Interior Karnataka ; Marathwada ; Vidarbha,South Interior Karnataka ; North Interior Karnataka ; Marathwada ; Vidarbha
Cyclonic Circulation (CYCIR),2024-02-11,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-02-12,1.5 km,Gujarat Region,Gujarat Region
Western Disturbances (WD),2024-02-12,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2024-02-12,0.9 km,Punjab,Punjab
Cyclonic Circulation (CYCIR),2024-02-12,0.9 km,Marathwada,Marathwada
Cyclonic Circulation (CYCIR),2024-02-12,1.5 km,Vidarbha,Vidarbha
Western Disturbances (WD),2024-02-13,5.8 km,West Pakistan,West Pakistan
Induced Cyclonic Circulation,2024-02-13,1.5 km to 3.1 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2024-02-13,0.9 km,Marathwada,Marathwada
Western Disturbances (WD),2024-02-14,5.8 km,between Lat. 30°N/Long. 82°E and Lat. 24°N/Long. 70°E,Uttarakhand ; West Uttar Pradesh ; East Rajasthan ; West Rajasthan ; Saurashtra & Kutch
Induced Cyclonic Circulation,2024-02-14,3.1 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2024-02-14,0.9 km,Madhya Maharashtra,Madhya Maharashtra
Trough,2024-02-14,0.9 km,Madhya Maharashtra ; East Uttar Pradesh ; West Madhya Pradesh ; East Madhya Pradesh,Madhya Maharashtra ; East Uttar Pradesh ; West Madhya Pradesh ; East Madhya Pradesh
Western Disturbances (WD),2024-02-15,5.8 km,East Uttar Pradesh ; Bihar ; Jharkhand ; East Madhya Pradesh,East Uttar Pradesh ; Bihar ; Jharkhand ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),2024-02-15,0.9 km,Chhattisgarh,Chhattisgarh
Trough,2024-02-15,0.9 km,North Interior Karnataka ; Telangana ; Vidarbha ; Chhattisgarh,North Interior Karnataka ; Telangana ; Vidarbha ; Chhattisgarh
Cyclonic Circulation (CYCIR),2024-02-15,1.5 km,Bangladesh,Bangladesh
Trough,2024-02-16,0.9 km,North Interior Karnataka ; Chhattisgarh ; Telangana ; Vidarbha,North Interior Karnataka ; Chhattisgarh ; Telangana ; Vidarbha
Cyclonic Circulation (CYCIR),2024-02-16,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),2024-02-16,5.8 km,Bihar ; Jharkhand ; Sub-Himalayan West Bengal & Sikkim ; East Uttar Pradesh,Bihar ; Jharkhand ; Sub-Himalayan West Bengal & Sikkim ; East Uttar Pradesh
Trough,2024-02-17,0.9 km,Coastal Karnataka ; Konkan & Goa ; Gujrat Region,Coastal Karnataka ; Konkan & Goa ; Gujrat Region
Cyclonic Circulation (CYCIR),2024-02-17,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Westerly Trough,2024-02-17,3.1 km,Assam & Meghalaya ; Arunachal Pradesh,Assam & Meghalaya ; Arunachal Pradesh
Western Disturbances (WD),2024-02-18,5.8 km,Far West Pakistan ; Southwest Pakistan,Far West Pakistan ; Southwest Pakistan
Western Disturbances (WD),2024-02-18,3.1 km,North pakistan,North pakistan
Induced Cyclonic Circulation,2024-02-18,1.5 km,Central Pakistan,Central Pakistan
Westerly Trough,2024-02-18,1.5 km,Assam & Meghalaya ; Arunachal Pradesh,Assam & Meghalaya ; Arunachal Pradesh
Western Disturbances (WD),2024-02-19,5.8 km,West Pakistan,West Pakistan
Western Disturbances (WD),2024-02-19,3.1 km,North pakistan,North pakistan
Induced Cyclonic Circulation,2024-02-19,1.5 km,Central Pakistan,Central Pakistan
Western Disturbances (WD),2024-02-20,3.1 km,Central Pakistan ; Punjab,Central Pakistan ; Punjab
Westerly Trough,2024-02-20,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; West Pakistan
Induced Cyclonic Circulation,2024-02-20,1.5 km,Punjab ; Pakistan,Punjab ; Pakistan
Cyclonic Circulation (CYCIR),2024-02-20,1.5 km,Bangladesh,Bangladesh
Westerly Trough,2024-02-20,3.1 km,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh
Western Disturbances (WD),2024-02-21,3.1 km,Himachal Pradesh ; Ladakh ; Punjab ; Haryana ; Uttarakhand,Himachal Pradesh ; Ladakh ; Punjab ; Haryana ; Uttarakhand
Induced Cyclonic Circulation,2024-02-21,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2024-02-21,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,2024-02-21,0.9 km,East Madhya Pradesh ; Tamil Nadu & Puducherry ; Vidarbha ; Telangana ; Rayalaseema,East Madhya Pradesh ; Tamil Nadu & Puducherry ; Vidarbha ; Telangana ; Rayalaseema
Western Disturbances (WD),2024-02-22,5.8 km,North Pakistan,North Pakistan
Trough,2024-02-22,0.9 km,Marathwada ; Tamil Nadu & Puducherry ; South Interior Karnataka ; North Interior Karnataka ; Coastal Karnataka,Marathwada ; Tamil Nadu & Puducherry ; South Interior Karnataka ; North Interior Karnataka ; Coastal Karnataka
Cyclonic Circulation (CYCIR),2024-02-22,0.9 km,Chhattisgarh,Chhattisgarh
Western Disturbances (WD),2024-02-22,3.1 km,,
Western Disturbances (WD),2024-02-23,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan,West Pakistan ; North Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2024-02-23,1.5 km,Telangana,Telangana
Trough,2024-02-23,0.9 km,Telangana ; Tamil Nadu & Puducherry ; Rayalaseema,Telangana ; Tamil Nadu & Puducherry ; Rayalaseema
Cyclonic Circulation (CYCIR),2024-02-23,0.9 km,Chhattisgarh,Chhattisgarh
Western Disturbances (WD),2024-02-23,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Western Disturbances (WD),2024-02-24,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2024-02-24,1.5 km,West Rajasthan ; East Rajasthan,West Rajasthan ; East Rajasthan
Cyclonic Circulation (CYCIR),2024-02-24,0.9 km,Marathwada,Marathwada
Trough,2024-02-24,0.9 km,Marathwada ; Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka,Marathwada ; Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka
Trough,2024-02-24,0.9 km,Marathwada ; Coastal Andhra Pradesh ; Vidarbha ; Chhattisgarh,Marathwada ; Coastal Andhra Pradesh ; Vidarbha ; Chhattisgarh
Western Disturbances (WD),2024-02-25,5.8 km,East Uttar Pradesh ; Bihar,East Uttar Pradesh ; Bihar
Trough,2024-02-25,0.9 km,Chhattisgarh ; Vidarbha ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry,Chhattisgarh ; Vidarbha ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Trough,2024-02-25,3.1 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Western Disturbances (WD),2024-02-26,5.8 km,Far West Pakistan ; Southwest Pakistan,Far West Pakistan ; Southwest Pakistan
Cyclonic Circulation (CYCIR),2024-02-26,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,2024-02-26,0.9 km,North Interior Karnataka ; Kerala ; South Interior Karnataka,North Interior Karnataka ; Kerala ; South Interior Karnataka
Trough,2024-02-26,1.5 km,EC Arabian Sea ; NE Arabian Sea ; West Madhya Pradesh ; Gujarat Region,EC Arabian Sea ; NE Arabian Sea ; West Madhya Pradesh ; Gujarat Region
Western Disturbances (WD),2024-02-27,5.8 km,Far West Pakistan ; Southwest Pakistan,Far West Pakistan ; Southwest Pakistan
Cyclonic Circulation (CYCIR),2024-02-27,1.5 km,Bangladesh,Bangladesh
Trough,2024-02-27,1.5 km,Bihar ; Bangladesh,Bihar ; Bangladesh
Trough,2024-02-27,0.9 km,NE Arabian Sea ; East Rajasthan ; Gujarat Region,NE Arabian Sea ; East Rajasthan ; Gujarat Region
Cyclonic Circulation (CYCIR),2024-02-27,3.1 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Trough,2024-02-27,0.9 km,South Interior Karnataka ; Madhya Maharashtra ; Konkan & Goa,South Interior Karnataka ; Madhya Maharashtra ; Konkan & Goa
Trough,2024-03-23,1.5 km,Kerala ; Vidarbha,Kerala ; Vidarbha
Cyclonic Circulation (CYCIR),2024-03-23,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,2024-03-23,3.1 km to 4.5 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Western Disturbances (WD),2024-03-23,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
