weather system,date,heightAboveMSL,Regions
Upper-Level Cyclonic Circulation,21-10-2025,3.1 km,West Rajasthan
Western Disturbances (WD),21-10-2025,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Upper-Level Cyclonic Circulation,22-10-2025,5.8 km,S Andaman Sea
Upper-Level Cyclonic Circulation,22-10-2025,3.1 km,East Rajasthan
Western Disturbances (WD),22-10-2025,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Upper-Level Cyclonic Circulation,22-10-2025,3.1 km,"West Uttar Pradesh ; Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,23-10-2025,5.8 km,SE Bay ; S Andaman Sea
Western Disturbances (WD),23-10-2025,5.8 km,Himachal Pradesh ; Ladakh ; Uttarakhand ; Punjab ; Haryana
Upper-Level Cyclonic Circulation,23-10-2025,3.1 km,"West Uttar Pradesh ; Haryana, Chandigarh & Delhi"
Western Disturbances (WD),24-10-2025,5.8 km,Himachal Pradesh ; Ladakh ; Uttarakhand ; Punjab ; Haryana
Trough,26-10-2025,1.5 km to 3.1 km,EC Arabian Sea ; NE Arabian Sea ; Gujarat Region ; West Madhya Pradesh
Western Disturbances (WD),26-10-2025,5.8 km,Southwest Pakistan
Upper-Level Cyclonic Circulation,27-10-2025,1.5 km to 3.1 km,"Haryana, Chandigarh & Delhi"
Trough,27-10-2025,1.5 km to 3.1 km,EC Arabian Sea ; NE Arabian Sea ; West Madhya Pradesh ; Gujarat Region
Western Disturbances (WD),27-10-2025,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Upper-Level Cyclonic Circulation,28-10-2025,3.1 km to 4.5 km,East Rajasthan
Trough,28-10-2025,1.5 km,EC Arabian Sea ; NE Arabian Sea ; Gujarat Region
Western Disturbances (WD),28-10-2025,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Upper-Level Cyclonic Circulation,29-10-2025,3.1 km,"Haryana, Chandigarh & Delhi ; East Rajasthan ; West Rajasthan"
Western Disturbances (WD),29-10-2025,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Well Marked Low Pressure Area (WML) with associated CYCIR,30-10-2025,7.6 km,Vidarbha ; Chhattisgarh
Upper-Level Cyclonic Circulation,30-10-2025,3.1 km,"Haryana, Chandigarh & Delhi ; West Rajasthan ; East Rajasthan"
Upper-Level Cyclonic Circulation,30-10-2025,5.8 km,Gulf of Thailand
Upper-Level Cyclonic Circulation,30-10-2025,0.9 km,Assam & Meghalaya
Western Disturbances (WD),30-10-2025,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Upper-Level Cyclonic Circulation,31-10-2025,5.8 km,N Andaman Sea
Low Pressure (L) with associated CYCIR,01-11-2025,3.1 km,Gangetic West Bengal
Well Marked Low Pressure Area (WML) with associated CYCIR,01-11-2025,5.8 km,EC Arabian Sea ; NE Arabian Sea
Upper-Level Cyclonic Circulation,01-11-2025,5.8 km,N Andaman Sea
Low Pressure (L) with associated CYCIR,02-11-2025,5.8 km,EC Bay
Low Pressure (L) with associated CYCIR,02-11-2025,5.8 km,NE Arabian Sea
Low Pressure (L) with associated CYCIR,02-11-2025,0.9 km,Bangladesh
Trough,02-11-2025,1.5 km to 3.1 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Upper-Level Cyclonic Circulation,02-11-2025,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,02-11-2025,0.9 km,Vidarbha ; Marathwada
Low Pressure (L) with associated CYCIR,03-11-2025,5.8 km,EC Bay
Cyclonic Circulation (CYCIR),03-11-2025,1.5 km,NE Arabian Sea ; Saurashtra & Kutch
Upper-Level Cyclonic Circulation,03-11-2025,1.5 km,Bangladesh
Westerly Trough,03-11-2025,1.5 km to 3.1 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Upper-Level Cyclonic Circulation,03-11-2025,1.5 km,Assam & Meghalaya
Western Disturbances (WD),03-11-2025,3.1 km to 5.8 km,Far West Pakistan ; West Pakistan
Well Marked Low Pressure Area (WML) with associated CYCIR,04-11-2025,5.8 km,NE Bay ; EC Bay
Upper-Level Cyclonic Circulation,04-11-2025,3.1 km,Bangladesh
Upper-Level Cyclonic Circulation,04-11-2025,0.9 km,WC Bay ; Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,04-11-2025,1.5 km,"Haryana, Chandigarh & Delhi"
Western Disturbances (WD),04-11-2025,3.1 km,North pakistan
Westerly Trough,04-11-2025,5.8 km,West Pakistan ; Central Pakistan
Low Pressure (L) with associated CYCIR,05-11-2025,5.8 km,NE Bay ; Bangladesh
Western Disturbances (WD),05-11-2025,3.1 km to 4.5 km,Punjab
Westerly Trough,05-11-2025,5.8 km,North Pakistan ; Jammu & Kashmir
Induced Cyclonic Circulation,05-11-2025,1.5 km,Punjab
Trough,05-11-2025,5.8 km,SW Bay ; Kerala ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,06-11-2025,1.5 km to 3.1 km,EC Bay ; NE Bay
Upper-Level Cyclonic Circulation,06-11-2025,1.5 km,"Bangladesh ; Nagaland, Manipur, Mizoram & Tripura ; Assam & Meghalaya"
Trough,06-11-2025,1.5 km to 5.8 km,WC Bay ; Tamil Nadu & Puducherry ; Kerala
Western Disturbances (WD),06-11-2025,5.8 km,Himachal Pradesh ; Ladakh ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,07-11-2025,1.5 km to 3.1 km,EC Bay ; NE Bay
Upper-Level Cyclonic Circulation,07-11-2025,1.5 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,07-11-2025,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,07-11-2025,3.1 km,South Interior Karnataka
Upper-Level Cyclonic Circulation,08-11-2025,1.5 km to 3.1 km,EC Bay
Upper-Level Cyclonic Circulation,08-11-2025,1.5 km to 3.1 km,Bangladesh
Upper-Level Cyclonic Circulation,08-11-2025,5.8 km,Gulf of Mannar ; Comorin Area
Trough,08-11-2025,0.9 km,SW Bay ; Kerala ; Tamil Nadu & Puducherry
Western Disturbances (WD),08-11-2025,3.1 km,Punjab
Westerly Trough,08-11-2025,5.8 km,North Pakistan ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,09-11-2025,3.1 km,EC Bay
Upper-Level Cyclonic Circulation,09-11-2025,1.5 km,Bangladesh ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,09-11-2025,3.1 km,Tamil Nadu & Puducherry
Western Disturbances (WD),09-11-2025,3.1 km,"Haryana, Chandigarh & Delhi"
Westerly Trough,09-11-2025,5.8 km,Himachal Pradesh ; Ladakh ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,10-11-2025,3.1 km,WC Bay
Upper-Level Cyclonic Circulation,10-11-2025,1.5 km,Bangladesh
Upper-Level Cyclonic Circulation,10-11-2025,3.1 km,Tamil Nadu & Puducherry
Western Disturbances (WD),10-11-2025,3.1 km,"Haryana, Chandigarh & Delhi"
Westerly Trough,10-11-2025,5.8 km,Ladakh ; Himachal Pradesh ; Uttarakhand ; Jammu & Kashmir ; Punjab
Upper-Level Cyclonic Circulation,11-11-2025,1.5 km,Central Pakistan
Upper-Level Cyclonic Circulation,11-11-2025,1.5 km,SE Arabian Sea ; Kerala
Upper-Level Cyclonic Circulation,11-11-2025,1.5 km,"Nagaland, Manipur, Mizoram & Tripura"
Upper-Level Cyclonic Circulation,12-11-2025,1.5 km,SW Bay ; SE Bay
Upper-Level Cyclonic Circulation,12-11-2025,3.1 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,12-11-2025,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,13-11-2025,1.5 km,SW Bay ; SE Bay
Upper-Level Cyclonic Circulation,13-11-2025,1.5 km,Bangladesh
Western Disturbances (WD),13-11-2025,5.8 km,Jammu & Kashmir
Upper-Level Cyclonic Circulation,14-11-2025,4.5 km,SW Bay
Upper-Level Cyclonic Circulation,14-11-2025,3.1 km to 4.5 km,Comorin Area
Upper-Level Cyclonic Circulation,14-11-2025,1.5 km,Bangladesh
Upper-Level Cyclonic Circulation,15-11-2025,1.5 km,Bangladesh
Cyclonic Circulation (CYCIR),15-11-2025,0.9 km,SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),16-11-2025,0.9 km,SE Arabian Sea ; Kerala
Low Pressure (L) with associated CYCIR,17-11-2025,7.6 km,SW Bay
Low Pressure (L) with associated CYCIR,18-11-2025,5.6 km,Comorin Area
Low Pressure (L) with associated CYCIR,19-11-2025,5.8 km,Lakshadweep
Cyclonic Circulation (CYCIR),19-11-2025,3.1 km,SW Bay
Low Pressure (L) with associated CYCIR,20-11-2025,4.5 km,SE Arabian Sea ; Lakshadweep
Upper-Level Cyclonic Circulation,20-11-2025,5.8 km,central parts of Strait of Malacca
Upper-Level Cyclonic Circulation,21-11-2025,5.8 km,central parts of Strait of Malacca
Cyclonic Circulation (CYCIR),21-11-2025,3.1 km,SE Arabian Sea ; Lakshadweep
Upper-Level Cyclonic Circulation,21-11-2025,1.5 km,Bangladesh
Upper-Level Cyclonic Circulation,22-11-2025,1.5 km,Bangladesh
Cyclonic Circulation (CYCIR),22-11-2025,3.1 km,SE Arabian Sea
Upper-Level Cyclonic Circulation,22-11-2025,1.5 km,Comorin Area
Well Marked Low Pressure Area (WML) with associated CYCIR,23-11-2025,7.6 km,S Andaman Sea
Upper-Level Cyclonic Circulation,23-11-2025,1.5 km,Bangladesh
Cyclonic Circulation (CYCIR),23-11-2025,3.1 km,SE Arabian Sea
Upper-Level Cyclonic Circulation,23-11-2025,5.8 km,Comorin Area
Upper-Level Cyclonic Circulation,23-11-2025,1.5 km,Arunachal Pradesh
Well Marked Low Pressure Area (WML) with associated CYCIR,24-11-2025,7.6 km,Malaysia and adjoining Strait of Malacca
Cyclonic Circulation (CYCIR),24-11-2025,3.1 km,SE Arabian Sea
Upper-Level Cyclonic Circulation,24-11-2025,5.8 km,Comorin Area
Low Pressure (L) with associated CYCIR,25-11-2025,7.6 km,SW Bay
Western Disturbances (WD),26-11-2025,3.1 km to 5.8 km,south Afghanistan
Upper-Level Cyclonic Circulation,26-11-2025,1.5 km,"Nagaland, Manipur, Mizoram & Tripura"
Western Disturbances (WD),27-11-2025,3.1 km to 7.6 km,Central Pakistan
Induced Cyclonic Circulation,27-11-2025,1.5 km,West Rajasthan
Western Disturbances (WD),28-11-2025,3.1 km to 5.8 km,North pakistan
Induced Cyclonic Circulation,28-11-2025,1.5 km,West Rajasthan
Western Disturbances (WD),29-11-2025,3.1 km to 4.5 km,Punjab
Western Disturbances (WD),29-11-2025,5.8 km,Far West Pakistan
Cyclonic Circulation (CYCIR),29-11-2025,3.1 km,Assam & Meghalaya
Western Disturbances (WD),30-11-2025,1.5 km to 3.1 km,"Haryana, Chandigarh & Delhi"
Western Disturbances (WD),30-11-2025,5.8 km,Southwest Pakistan
Western Disturbances (WD),01-12-2025,3.1 km,North pakistan
Westerly Trough,01-12-2025,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Induced Cyclonic Circulation,01-12-2025,1.5 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),01-12-2025,1.5 km,Assam & Meghalaya
Western Disturbances (WD),02-12-2025,3.1 km,North pakistan
Westerly Trough,02-12-2025,5.8 km,Central Pakistan ; West Rajasthan ; North Pakistan ; South Pakistan ; West Pakistan
Induced Cyclonic Circulation,02-12-2025,1.5 km,Himachal Pradesh
Well Marked Low Pressure Area (WML) with associated CYCIR,03-12-2025,7.6 km,Tamil Nadu & Puducherry
Western Disturbances (WD),03-12-2025,3.1 km to 4.5 km,North pakistan ; Punjab
Westerly Trough,03-12-2025,5.8 km,Jammu & Kashmir ; North Pakistan ; Himachal Pradesh ; Ladakh
Induced Cyclonic Circulation,03-12-2025,1.5 km,West Uttar Pradesh
Trough,03-12-2025,1.5 km,Tamil Nadu & Puducherry ; Lakshadweep ; South Interior Karnataka ; Kerala
Upper-Level Cyclonic Circulation,03-12-2025,1.5 km,"Nagaland, Manipur, Mizoram & Tripura"
Western Disturbances (WD),04-12-2025,3.1 km to 4.5 km,Punjab
Westerly Trough,04-12-2025,5.8 km,Himachal Pradesh ; Ladakh ; Punjab ; Haryana ; Uttarakhand
Induced Cyclonic Circulation,04-12-2025,1.5 km,West Uttar Pradesh
Upper-Level Cyclonic Circulation,04-12-2025,1.5 km,Bangladesh ; Assam & Meghalaya
Upper-Level Cyclonic Circulation,04-12-2025,1.5 km,SE Arabian Sea ; Lakshadweep
Western Disturbances (WD),04-12-2025,5.8 km,Far West Pakistan
Western Disturbances (WD),05-12-2025,3.1 km,Punjab
Induced Cyclonic Circulation,05-12-2025,1.5 km,West Uttar Pradesh
Upper-Level Cyclonic Circulation,05-12-2025,1.5 km,Assam & Meghalaya ; Bangladesh
Western Disturbances (WD),05-12-2025,5.8 km,Southwest Pakistan ; Far West Pakistan ; North Pakistan ; West Pakistan ; Central Pakistan
Trough,05-12-2025,0.9 km,SE Arabian Sea ; SW Bay ; Comorin Area
Upper-Level Cyclonic Circulation,06-12-2025,1.5 km,Bangladesh
Upper-Level Cyclonic Circulation,06-12-2025,0.9 km,Kerala
Western Disturbances (WD),06-12-2025,5.8 km,Far West Pakistan ; Southwest Pakistan
Western Disturbances (WD),06-12-2025,5.8 km,Southwest Pakistan ; North Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan
Upper-Level Cyclonic Circulation,07-12-2025,1.5 km,Bangladesh
Western Disturbances (WD),07-12-2025,5.8 km,Southwest Pakistan
Upper-Level Cyclonic Circulation,08-12-2025,1.5 km,Bangladesh
Western Disturbances (WD),08-12-2025,3.1 km,North pakistan
Westerly Trough,08-12-2025,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Easterly Trough,08-12-2025,1.5 km,SE Bay
Upper-Level Cyclonic Circulation,09-12-2025,1.5 km,Bangladesh
Western Disturbances (WD),09-12-2025,5.8 km,East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh ; East Uttar Pradesh ; Himachal Pradesh
Easterly Trough,09-12-2025,1.5 km,SW Bay
Upper-Level Cyclonic Circulation,09-12-2025,1.5 km,Central Pakistan ; Punjab
Westerly Trough,10-12-2025,5.8 km,Bihar ; Jharkhand ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; East Uttar Pradesh
Upper-Level Cyclonic Circulation,10-12-2025,1.5 km,Bangladesh
Westerly Trough,11-12-2025,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Gangetic West Bengal ; Assam & Meghalaya ; Bihar
Upper-Level Cyclonic Circulation,11-12-2025,1.5 km,Bangladesh
Cyclonic Circulation (CYCIR),11-12-2025,5.8 km,SW Bay
Western Disturbances (WD),12-12-2025,5.8 km,along Longitude 53°E to the north of Latitude 32°N
Western Disturbances (WD),13-12-2025,3.1 km,North pakistan
Western Disturbances (WD),13-12-2025,5.8 km,Far West Pakistan
Western Disturbances (WD),14-12-2025,3.1 km,North pakistan
Western Disturbances (WD),14-12-2025,5.8 km,Far West Pakistan ; Southwest Pakistan
Upper-Level Cyclonic Circulation,14-12-2025,0.9 km,SE Arabian Sea ; Lakshadweep
Western Disturbances (WD),15-12-2025,3.1 km,North pakistan
Western Disturbances (WD),15-12-2025,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Upper-Level Cyclonic Circulation,15-12-2025,3.1 km,Tamil Nadu & Puducherry
Western Disturbances (WD),16-12-2025,3.1 km,North pakistan ; Jammu & Kashmir
Westerly Trough,16-12-2025,5.8 km,North Pakistan ; Jammu & Kashmir
Western Disturbances (WD),16-12-2025,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan
Upper-Level Cyclonic Circulation,16-12-2025,0.9 km,Assam & Meghalaya
Westerly Trough,17-12-2025,5.8 km,North Pakistan ; Jammu & Kashmir
Western Disturbances (WD),18-12-2025,5.8 km,Iran
Western Disturbances (WD),18-12-2025,3.1 km,Jammu & Kashmir
Cyclonic Circulation (CYCIR),18-12-2025,1.5 km,Kerala
Western Disturbances (WD),19-12-2025,5.8 km,Iran
Western Disturbances (WD),19-12-2025,3.1 km,Jammu & Kashmir
Cyclonic Circulation (CYCIR),19-12-2025,1.5 km,SE Arabian Sea ; Kerala
Western Disturbances (WD),20-12-2025,5.8 km,Iran
Cyclonic Circulation (CYCIR),20-12-2025,1.5 km,Gulf of Mannar
Western Disturbances (WD),20-12-2025,3.1 km,Jammu & Kashmir
Western Disturbances (WD),21-12-2025,5.8 km,Southwest Pakistan
Cyclonic Circulation (CYCIR),21-12-2025,1.5 km,SW Bay
Western Disturbances (WD),22-12-2025,5.8 km,West Pakistan
Cyclonic Circulation (CYCIR),22-12-2025,0.9 km,Comorin Area
Western Disturbances (WD),23-12-2025,5.8 km,North Pakistan
Cyclonic Circulation (CYCIR),23-12-2025,1.5 km,Tamil Nadu & Puducherry
