weather system,date,heightAboveMSL,Regions
Low Pressure (L) with associated CYCIR,2024-08-04,5.8 km,West Rajasthan ; Pakistan
Trough,2024-08-04,0.9 km to 4.5 km,East Madhya Pradesh ; West Uttar Pradesh ; East Uttar Pradesh ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-08-04,0.9 km,Assam & Meghalaya
Mean Sea Level Trough,2024-08-05,Surface,"at mean sea level passes through Phalodi, center of the depression over northeast Rajasthan & neighbourhood, Churk, Purulia, Digha and thence southeastwards to eastcentral Bay of Bengal"
Trough,2024-08-05,0.9 km to 5.8 km,East Rajasthan ; Odisha
Cyclonic Circulation (CYCIR),2024-08-05,1.5 km to 4.5 km,Assam & Meghalaya
Low Pressure (L) with associated CYCIR,2024-08-06,5.8 km,Central Pakistan
Monsoon Trough with Extension and Tilt,2024-08-06,Surface,Central Pakistan ; West Rajasthan ; West Madhya Pradesh ; East Uttar Pradesh ; Gangetic West Bengal ; EC Bay
Trough,2024-08-06,0.9 km to 3.1 km,Central Pakistan ; Bihar ; West Rajasthan ; East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),2024-08-06,1.5 km to 4.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-08-06,1.5 km to 7.6 km,Gangetic West Bengal ; Bangladesh
Offshore Trough,2024-08-06,Surface,Gujarat Region ; Kerala
Cyclonic Circulation (CYCIR),2024-08-07,5.8 km,Gangetic West Bengal ; Jharkhand ; Odisha
Cyclonic Circulation (CYCIR),2024-08-07,1.5 km to 3.1 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-08-07,1.5 km to 4.5 km,"Haryana, Chandigarh & Delhi"
Trough,2024-08-07,0.9 km,Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area
Mean Sea Level Trough,2024-08-08,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Odisha ; EC Bay"
Cyclonic Circulation (CYCIR),2024-08-08,7.6 km,Jharkhand
Cyclonic Circulation (CYCIR),2024-08-08,0.9 km to 3.1 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2024-08-08,0.9 km,Assam & Meghalaya
Offshore Trough,2024-08-08,Surface,Gujarat Region ; Konkan & Goa ; Kerala
Cyclonic Circulation (CYCIR),2024-08-09,5.8 km,East Rajasthan
Cyclonic Circulation (CYCIR),2024-08-09,4.5 km,East Uttar Pradesh
Monsoon Trough with Extension and Tilt,2024-08-09,Surface,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; EC Bay
Cyclonic Circulation (CYCIR),2024-08-09,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-08-09,5.8 km to 7.6 km,Jharkhand
Monsoon Trough with Extension and Tilt,2024-08-10,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Gangetic West Bengal ; NE Bay"
Cyclonic Circulation (CYCIR),2024-08-10,5.8 km,East Rajasthan
Cyclonic Circulation (CYCIR),2024-08-10,7.6 km,East Uttar Pradesh
Cyclonic Circulation (CYCIR),2024-08-10,1.5 km,Assam & Meghalaya
Trough,2024-08-10,0.9 km,South Interior Karnataka ; Comorin Area
Offshore Trough,2024-08-10,Surface,Konkan & Goa ; Coastal Karnataka
Monsoon Trough with Extension and Tilt,2024-08-11,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; Gangetic West Bengal ; NE Bay"
Cyclonic Circulation (CYCIR),2024-08-11,7.6 km,East Rajasthan
Trough,2024-08-11,3.1 km,East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh
Cyclonic Circulation (CYCIR),2024-08-11,5.8 km,Assam & Meghalaya
Trough,2024-08-11,0.9 km,South Interior Karnataka ; Comorin Area
Monsoon Trough with Extension and Tilt,2024-08-12,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Cyclonic Circulation (CYCIR),2024-08-12,4.5 km,West Madhya Pradesh
Trough,2024-08-12,1.5 km,West Madhya Pradesh ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh
Trough,2024-08-12,3.1 km to 4.5 km,NE Arabian Sea ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),2024-08-12,1.5 km,Assam & Meghalaya
Trough,2024-08-12,0.9 km,Rayalaseema ; Comorin Area
Cyclonic Circulation (CYCIR),2024-08-12,1.5 km,Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),2024-08-12,3.1 km to 4.5 km,Bangladesh
Cyclonic Circulation (CYCIR),2024-08-12,5.8 km,Jharkhand
Cyclonic Circulation (CYCIR),2024-08-13,7.6 km,East Rajasthan
Trough,2024-08-13,0.9 km,East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Bangladesh
Cyclonic Circulation (CYCIR),2024-08-13,1.5 km,Assam & Meghalaya
Trough,2024-08-13,0.9 km,Rayalaseema ; Comorin Area
Cyclonic Circulation (CYCIR),2024-08-13,1.5 km,Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),2024-08-13,3.1 km,Gujarat Region ; Saurashtra & Kutch
Cyclonic Circulation (CYCIR),2024-08-13,1.5 km to 4.5 km,Bangladesh
Cyclonic Circulation (CYCIR),2024-08-13,4.5 km,south Sri Lanka & neighbourhood
Cyclonic Circulation (CYCIR),2024-08-14,5.8 km,East Rajasthan
Trough,2024-08-14,1.5 km,Telangana ; SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),2024-08-14,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2024-08-14,3.1 km to 4.5 km,Gujarat Region
Cyclonic Circulation (CYCIR),2024-08-14,5.8 km,SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),2024-08-14,4.5 km,Bangladesh ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),2024-08-15,4.5 km,East Rajasthan
Trough,2024-08-15,1.5 km,Konkan & Goa ; SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),2024-08-15,3.1 km to 4.5 km,Jharkhand
Cyclonic Circulation (CYCIR),2024-08-15,4.5 km,SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),2024-08-15,4.5 km,Bangladesh ; Gangetic West Bengal
Monsoon Trough with Extension and Tilt,2024-08-16,0.9 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; NW Bay ; Gangetic West Bengal ; Bangladesh
Low Pressure (L) with associated CYCIR,2024-08-16,4.5 km,NW Bay ; Gangetic West Bengal ; Bangladesh
Cyclonic Circulation (CYCIR),2024-08-16,1.5 km to 5.8 km,West Rajasthan
Cyclonic Circulation (CYCIR),2024-08-16,5.8 km,South Interior Karnataka
Trough,2024-08-16,1.5 km,North Interior Karnataka ; South Interior Karnataka ; Comorin Area
Low Pressure (L) with associated CYCIR,2024-08-17,7.6 km,Bangladesh
Cyclonic Circulation (CYCIR),2024-08-17,5.8 km,West Rajasthan
Cyclonic Circulation (CYCIR),2024-08-17,5.8 km,North Interior Karnataka ; Telangana
Trough,2024-08-17,1.5 km,North Interior Karnataka ; Telangana ; Kerala ; Tamil Nadu & Puducherry ; Comorin Area
Trough,2024-08-17,3.1 km,West Rajasthan ; WC Arabian Sea
Trough,2024-08-17,9.6 km to 12.6 km,Assam & Meghalaya ; Odisha
Low Pressure (L) with associated CYCIR,2024-08-18,5.8 km,Bangladesh
Mean Sea Level Trough,2024-08-18,Surface,West Rajasthan ; West Uttar Pradesh ; East Madhya Pradesh ; Jharkhand ; Bangladesh
Cyclonic Circulation (CYCIR),2024-08-18,3.1 km,Pakistan
Cyclonic Circulation (CYCIR),2024-08-18,4.5 km,North Interior Karnataka ; Telangana
Trough,2024-08-18,1.5 km,North Interior Karnataka ; Telangana ; SE Arabian Sea ; Kerala
Low Pressure (L) with associated CYCIR,2024-08-19,5.8 km,Bangladesh
Cyclonic Circulation (CYCIR),2024-08-19,3.1 km,Pakistan
Cyclonic Circulation (CYCIR),2024-08-19,0.9 km,Rayalaseema
Trough,2024-08-19,0.9 km,Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area
Trough,2024-08-19,1.5 km to 5.8 km,EC Arabian Sea ; Coastal Karnataka
Low Pressure (L) with associated CYCIR,2024-08-20,7.6 km,Bangladesh
Mean Sea Level Trough,2024-08-20,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Gangetic West Bengal ; Bangladesh"
Cyclonic Circulation (CYCIR),2024-08-20,3.1 km,Pakistan
Trough,2024-08-20,0.9 km,EC Arabian Sea ; Coastal Karnataka ; South Interior Karnataka ; Comorin Area
Cyclonic Circulation (CYCIR),2024-08-20,0.9 km,Jharkhand
Cyclonic Circulation (CYCIR),2024-08-20,0.9 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2024-08-20,1.5 km,Tamil Nadu & Puducherry ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),2024-08-20,3.1 km to 5.8 km,SE Arabian Sea ; Lakshadweep
Western Disturbances (WD),2024-08-20,5.8 km,North Pakistan
Low Pressure (L) with associated CYCIR,2024-08-21,9.6 km,Bangladesh
Cyclonic Circulation (CYCIR),2024-08-21,0.9 km,Jharkhand
Cyclonic Circulation (CYCIR),2024-08-21,5.8 km,Lakshadweep ; SE Arabian Sea
Western Disturbances (WD),2024-08-21,3.1 km,Jammu & Kashmir
Cyclonic Circulation (CYCIR),2024-08-21,4.5 km to 5.8 km,NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch
Low Pressure (L) with associated CYCIR,2024-08-22,5.8 km,EC Arabian Sea ; Konkan & Goa
Low Pressure (L) with associated CYCIR,2024-08-22,9.4 km,Bangladesh
Monsoon Trough with Extension and Tilt,2024-08-22,0.9 km,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; Bihar ; Gangetic West Bengal ; Bangladesh ; NE Bay"
Cyclonic Circulation (CYCIR),2024-08-22,0.9 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2024-08-22,0.9 km,Jharkhand
Western Disturbances (WD),2024-08-22,5.8 km,West Pakistan
Low Pressure (L) with associated CYCIR,2024-08-23,3.1 km,EC Arabian Sea
Low Pressure (L) with associated CYCIR,2024-08-23,7.6 km,Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; Jharkhand
Mean Sea Level Trough,2024-08-23,0.9 km,West Rajasthan ; East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; Jharkhand ; NE Bay
Cyclonic Circulation (CYCIR),2024-08-23,5.8 km,NW Bay ; NE Bay
Western Disturbances (WD),2024-08-23,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Well Marked Low Pressure Area (WML) with associated CYCIR,2024-08-24,7.6 km,East Uttar Pradesh ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),2024-08-24,3.1 km to 5.8 km,NW Bay ; NE Bay
Monsoon Trough with Extension and Tilt,2024-08-24,Surface,West Rajasthan ; East Rajasthan ; East Madhya Pradesh ; East Uttar Pradesh ; West Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Trough,2024-08-24,1.5 km,East Uttar Pradesh ; West Madhya Pradesh ; NE Bay
Western Disturbances (WD),2024-08-24,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),2024-08-24,1.5 km,Assam & Meghalaya
Mean Sea Level Trough,2024-08-25,Surface,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Western Disturbances (WD),2024-08-25,7.6 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Mean Sea Level Trough,2024-08-26,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Western Disturbances (WD),2024-08-26,7.6 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Western Disturbances (WD),2024-08-27,3.1 km,North pakistan
Westerly Trough,2024-08-27,7.6 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2024-08-27,0.9 km,Assam & Meghalaya
Monsoon Trough with Extension and Tilt,2024-08-28,Surface,Saurashtra & Kutch ; East Rajasthan ; West Madhya Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; EC Bay
Cyclonic Circulation (CYCIR),2024-08-28,5.8 km,EC Bay
Cyclonic Circulation (CYCIR),2024-08-28,3.1 km,East Uttar Pradesh
Trough,2024-08-28,3.1 km,East Uttar Pradesh ; EC Bay
Western Disturbances (WD),2024-08-28,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir
Western Disturbances (WD),2024-08-28,3.1 km,North pakistan
Westerly Trough,2024-08-28,7.6 km,North Pakistan ; Jammu & Kashmir
Mean Sea Level Trough,2024-08-29,Surface,Saurashtra & Kutch ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; WC Bay ; NW Bay
Offshore Trough,2024-08-29,Surface,Gujarat Region ; Konkan & Goa ; Coastal Karnataka ; Kerala
Western Disturbances (WD),2024-08-29,5.8 km,West Pakistan ; Central Pakistan
Monsoon Trough with Extension and Tilt,2024-08-30,Surface,Saurashtra & Kutch ; NE Arabian Sea ; Pakistan ; Madhya Maharashtra ; Vidarbha ; Chhattisgarh ; Coastal Andhra Pradesh ; WC Bay ; NW Bay
Offshore Trough,2024-08-30,Surface,Gujarat Region ; Konkan & Goa ; Kerala
Western Disturbances (WD),2024-08-30,5.8 km,West Pakistan ; Central Pakistan
Mean Sea Level Trough,2024-08-31,Surface,NE Arabian Sea ; NW Arabian Sea ; Saurashtra & Kutch ; Madhya Maharashtra ; Vidarbha ; Chhattisgarh ; Coastal Andhra Pradesh ; WC Bay ; NW Bay
Cyclonic Circulation (CYCIR),2024-08-31,1.5 km,Assam & Meghalaya
Western Disturbances (WD),2024-08-31,5.8 km,Far West Pakistan ; Southwest Pakistan
Western Disturbances (WD),2024-08-31,5.8 km,West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2024-09-04,3.1 km,WC Arabian Sea
Cyclonic Circulation (CYCIR),2024-09-04,5.8 km,East Rajasthan
Monsoon Trough with Extension and Tilt,2024-09-04,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Telangana ; Coastal Andhra Pradesh ; EC Bay
Cyclonic Circulation (CYCIR),2024-09-04,3.1 km to 7.6 km,Coastal Andhra Pradesh
Western Disturbances (WD),2024-09-04,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2024-09-04,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-09-04,1.5 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2024-09-04,4.5 km to 5.8 km,N Andaman Sea
Cyclonic Circulation (CYCIR),2024-09-04,3.1 km to 7.6 km,Bangladesh
Low Pressure (L) with associated CYCIR,2024-09-05,7.6 km,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha
Mean Sea Level Trough,2024-09-05,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; WC Bay ; NW Bay ; EC Bay"
Cyclonic Circulation (CYCIR),2024-09-05,5.8 km,"West Uttar Pradesh ; Haryana, Chandigarh & Delhi"
Western Disturbances (WD),2024-09-05,3.1 km,Jammu & Kashmir ; Pakistan
Westerly Trough,2024-09-05,5.8 km,Jammu & Kashmir ; Pakistan
Trough,2024-09-05,0.9 km,"West Uttar Pradesh ; Haryana, Chandigarh & Delhi ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),2024-09-05,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-09-05,3.1 km,WC Arabian Sea
Cyclonic Circulation (CYCIR),2024-09-05,3.1 km,N Andaman Sea
Low Pressure (L) with associated CYCIR,2024-09-06,7.6 km,WC Bay ; NW Bay
Cyclonic Circulation (CYCIR),2024-09-06,5.8 km,East Rajasthan
Trough,2024-09-06,1.5 km to 3.1 km,East Uttar Pradesh ; Chhattisgarh ; Odisha ; WC Bay ; NW Bay
Cyclonic Circulation (CYCIR),2024-09-06,0.9 km,Bangladesh
Western Disturbances (WD),2024-09-06,3.1 km to 5.8 km,Jammu & Kashmir
Westerly Trough,2024-09-06,7.6 km,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),2024-09-06,3.1 km,WC Arabian Sea
Well Marked Low Pressure Area (WML) with associated CYCIR,2024-09-07,7.6 km,NW Bay ; WC Bay
Cyclonic Circulation (CYCIR),2024-09-07,1.5 km,Central Pakistan
Cyclonic Circulation (CYCIR),2024-09-07,5.8 km,West Rajasthan ; East Rajasthan
Trough,2024-09-07,0.9 km,West Rajasthan ; East Rajasthan ; Chhattisgarh ; West Madhya Pradesh ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),2024-09-07,3.1 km,WC Arabian Sea
Mean Sea Level Trough,2024-09-08,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; Uttarakhand ; Odisha ; WC Bay ; NW Bay"
Western Disturbances (WD),2024-09-08,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2024-09-08,5.8 km,West Rajasthan ; East Rajasthan
Cyclonic Circulation (CYCIR),2024-09-08,1.5 km,WC Arabian Sea
Monsoon Trough with Extension and Tilt,2024-09-09,Surface,West Rajasthan ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; NW Bay ; EC Bay
Trough,2024-09-09,3.1 km,West Uttar Pradesh ; West Madhya Pradesh ; Chhattisgarh ; Odisha ; NW Bay
Western Disturbances (WD),2024-09-09,5.8 km,North Pakistan ; Jammu & Kashmir
Monsoon Trough with Extension and Tilt,2024-09-10,1.5 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; WC Bay
Western Disturbances (WD),2024-09-10,5.8 km,North Pakistan ; Jammu & Kashmir
Offshore Trough,2024-09-10,Surface,Gujarat Region ; Kerala
Cyclonic Circulation (CYCIR),2024-09-10,3.1 km,Gujarat Region
Cyclonic Circulation (CYCIR),2024-09-10,3.1 km,Assam & Meghalaya
Monsoon Trough with Extension and Tilt,2024-09-11,1.5 km,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; Gangetic West Bengal ; WC Bay ; EC Bay
Western Disturbances (WD),2024-09-11,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Offshore Trough,2024-09-11,Surface,Gujarat Region ; Kerala
Cyclonic Circulation (CYCIR),2024-09-11,3.1 km to 5.8 km,Gujarat Region
Cyclonic Circulation (CYCIR),2024-09-11,0.9 km,Assam & Meghalaya
Monsoon Trough with Extension and Tilt,2024-09-12,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay"
Offshore Trough,2024-09-12,Surface,Gujarat Region ; Konkan & Goa ; Coastal Karnataka
Upper-Level Cyclonic Circulation,2024-09-12,7.6 km,Bangladesh
Cyclonic Circulation (CYCIR),2024-09-12,3.1 km to 4.5 km,Saurashtra & Kutch
Cyclonic Circulation (CYCIR),2024-09-12,3.1 km,"Punjab ; Haryana, Chandigarh & Delhi"
Western Disturbances (WD),2024-09-12,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),2024-09-13,7.6 km,West Uttar Pradesh ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),2024-09-13,7.6 km,Bangladesh
Mean Sea Level Trough,2024-09-13,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; NE Bay ; Bangladesh"
Cyclonic Circulation (CYCIR),2024-09-13,3.1 km,Saurashtra & Kutch
Western Disturbances (WD),2024-09-13,5.8 km,West Pakistan ; Central Pakistan ; Far West Pakistan
Western Disturbances (WD),2024-09-13,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
