weather system,date,heightAboveMSL,Regions
Easterly Trough,2025-03-10,0.9 km,"West Madhya Pradesh ; Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2025-03-10,1.5 km,SW Bay
Cyclonic Circulation (CYCIR),2025-03-10,3.1 km,Assam & Meghalaya
Western Disturbances (WD),2025-03-11,3.1 km to 9.6 km,Iran
Cyclonic Circulation (CYCIR),2025-03-11,1.5 km,West Rajasthan
Trough,2025-03-11,1.5 km,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh
Trough,2025-03-11,5.8 km,East Uttar Pradesh ; East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh ; Bihar
Trough,2025-03-11,1.5 km,SW Bay ; Tamil Nadu & Puducherry
Western Disturbances (WD),2025-03-12,3.1 km,west Afghanistan & neighbourhood
Cyclonic Circulation (CYCIR),2025-03-12,0.9 km,West Rajasthan
Cyclonic Circulation (CYCIR),2025-03-12,0.9 km,Bangladesh
Cyclonic Circulation (CYCIR),2025-03-12,3.1 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2025-03-12,0.9 km,west Equatorial Indian Ocean & adjoining Maldives area
Easterly Trough,2025-03-12,0.9 km,SW Bay ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2025-03-12,5.8 km,Comorin Area
Western Disturbances (WD),2025-03-13,3.1 km to 7.6 km,Afghanistan
Cyclonic Circulation (CYCIR),2025-03-13,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2025-03-13,0.9 km,Bangladesh
Cyclonic Circulation (CYCIR),2025-03-13,5.8 km,west Equatorial Indian Ocean & adjoining Maldives area
Easterly Trough,2025-03-13,0.9 km,Kerala
Westerly Trough,2025-03-13,1.5 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Western Disturbances (WD),2025-03-14,3.1 km to 7.6 km,Pakistan
Cyclonic Circulation (CYCIR),2025-03-14,0.9 km,West Rajasthan
Trough,2025-03-14,1.5 km,Punjab ; West Rajasthan
Cyclonic Circulation (CYCIR),2025-03-14,0.9 km,Assam & Meghalaya
Western Disturbances (WD),2025-03-15,3.1 km to 9.6 km,North pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2025-03-15,1.5 km,"East Rajasthan ; Haryana, Chandigarh & Delhi"
Trough,2025-03-15,0.9 km,"West Uttar Pradesh ; West Rajasthan ; East Rajasthan ; Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2025-03-15,3.1 km,Assam & Meghalaya
Western Disturbances (WD),2025-03-16,3.1 km to 5.8 km,North pakistan
Upper-Level Cyclonic Circulation,2025-03-16,1.5 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2025-03-16,0.9 km,West Madhya Pradesh
Trough,2025-03-16,0.9 km,West Madhya Pradesh ; Marathwada
Cyclonic Circulation (CYCIR),2025-03-16,3.1 km,Assam & Meghalaya
Easterly Trough,2025-03-16,0.9 km,Gulf of Mannar ; South Interior Karnataka ; Tamil Nadu & Puducherry
Western Disturbances (WD),2025-03-17,3.1 km to 5.8 km,"Haryana, Chandigarh & Delhi ; West Uttar Pradesh"
Westerly Trough,2025-03-17,7.6 km,Jammu & Kashmir ; Punjab ; Haryana ; East Rajasthan ; Delhi
Upper-Level Cyclonic Circulation,2025-03-17,1.5 km,"Haryana, Chandigarh & Delhi"
Trough,2025-03-17,0.9 km,Chhattisgarh ; Vidarbha
Cyclonic Circulation (CYCIR),2025-03-17,0.9 km,Assam & Meghalaya
Westerly Trough,2025-03-17,0.9 km,North Interior Karnataka ; Gulf of Mannar ; Tamil Nadu & Puducherry
Trough,2025-03-18,0.9 km,Chhattisgarh ; North Interior Karnataka
Westerly Trough,2025-03-18,0.9 km,North Interior Karnataka ; South Interior Karnataka ; Kerala
Cyclonic Circulation (CYCIR),2025-03-18,0.9 km,Assam & Meghalaya
Western Disturbances (WD),2025-03-18,3.1 km to 9.6 km,Iran
Western Disturbances (WD),2025-03-18,3.1 km to 5.8 km,"Haryana, Chandigarh & Delhi ; West Uttar Pradesh"
Westerly Trough,2025-03-18,7.6 km,Jammu & Kashmir ; Punjab ; Haryana ; East Rajasthan ; Delhi
Trough,2025-03-19,0.9 km,Odisha ; Vidarbha ; Chhattisgarh
Upper-Level Cyclonic Circulation,2025-03-19,1.5 km,Assam & Meghalaya
Western Disturbances (WD),2025-03-19,5.8 km to 7.6 km,Afghanistan
Upper-Level Cyclonic Circulation,2025-03-19,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2025-03-19,0.9 km,Tamil Nadu & Puducherry
Westerly Trough,2025-03-19,0.9 km,Marathwada ; Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka
Western Disturbances (WD),2025-03-20,3.1 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Upper-Level Cyclonic Circulation,2025-03-20,3.1 km,West Rajasthan
Upper-Level Cyclonic Circulation,2025-03-20,1.5 km,West Madhya Pradesh
Trough,2025-03-20,0.9 km,West Madhya Pradesh ; Odisha ; Chhattisgarh
Trough,2025-03-20,0.9 km,West Madhya Pradesh ; North Interior Karnataka ; Madhya Maharashtra ; Marathwada
Upper-Level Cyclonic Circulation,2025-03-20,1.5 km,Assam & Meghalaya
Western Disturbances (WD),2025-03-21,5.8 km,Jammu & Kashmir ; North Pakistan ; Himachal Pradesh ; Ladakh
Upper-Level Cyclonic Circulation,2025-03-21,1.5 km,West Madhya Pradesh ; East Madhya Pradesh
Trough,2025-03-21,1.5 km,Chhattisgarh ; South Interior Karnataka ; Telangana ; North Interior Karnataka
Upper-Level Cyclonic Circulation,2025-03-21,1.5 km,Assam & Meghalaya
Easterly Trough,2025-03-21,0.9 km,Comorin Area ; Tamil Nadu & Puducherry
Western Disturbances (WD),2025-03-22,3.1 km to 7.6 km,Chhattisgarh ; East Uttar Pradesh ; East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh
Upper-Level Cyclonic Circulation,2025-03-22,1.5 km,Chhattisgarh
Trough,2025-03-22,1.5 km,East Uttar Pradesh ; Madhya Maharashtra ; Chhattisgarh
Trough,2025-03-22,1.5 km,North Interior Karnataka ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2025-03-22,1.5 km,Assam & Meghalaya
Westerly Trough,2025-03-23,5.8 km to 7.6 km,East Uttar Pradesh ; Odisha ; Bihar ; Jharkhand ; Chhattisgarh
Trough,2025-03-23,1.5 km,Vidarbha ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2025-03-23,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2025-03-23,1.5 km,SE Bay
Western Disturbances (WD),2025-03-23,3.1 km,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; South Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2025-03-23,1.5 km,West Uttar Pradesh ; East Uttar Pradesh
Western Disturbances (WD),2025-03-24,3.1 km,Far West Pakistan
Westerly Trough,2025-03-24,3.1 km to 7.6 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Bangladesh
Trough,2025-03-24,0.9 km,Chhattisgarh ; Vidarbha ; Madhya Maharashtra ; North Interior Karnataka ; Kerala
Cyclonic Circulation (CYCIR),2025-03-24,1.5 km,SE Bay
Western Disturbances (WD),2025-03-25,3.1 km,Far West Pakistan
Upper-Level Cyclonic Circulation,2025-03-25,1.5 km,Central Pakistan
Trough,2025-03-25,0.9 km,Chhattisgarh ; Tamil Nadu & Puducherry ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka
Westerly Trough,2025-03-25,3.1 km to 7.6 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Bangladesh
Western Disturbances (WD),2025-03-26,3.1 km,Southwest Pakistan
Upper-Level Cyclonic Circulation,2025-03-26,3.1 km,Central Pakistan
Trough,2025-03-26,0.9 km,Chhattisgarh ; Gulf of Mannar ; Madhya Maharashtra ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2025-03-26,1.5 km,Gulf of Mannar
Western Disturbances (WD),2025-03-27,5.8 km,Southwest Pakistan
Upper-Level Cyclonic Circulation,2025-03-27,1.5 km,Central Pakistan
Trough,2025-03-27,0.9 km,Madhya Maharashtra ; Kerala ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),2025-03-27,1.5 km to 3.1 km,Assam & Meghalaya
Western Disturbances (WD),2025-03-28,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Trough,2025-03-28,0.9 km,Bihar ; Assam & Meghalaya ; Sub-Himalayan West Bengal & Sikkim
Trough,2025-03-28,0.9 km,North Interior Karnataka ; Tamil Nadu & Puducherry
Trough,2025-03-29,0.9 km,Odisha ; Chhattisgarh ; Madhya Maharashtra ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Upper-Level Cyclonic Circulation,2025-03-29,1.5 km,Chhattisgarh
