weather system,date,heightAboveMSL,Regions
Mean Sea Level Trough,2021-07-13,1.5 km,Saurashtra & Kutch ; Madhya Maharashtra ; Chhattisgarh ; Odisha ; WC Bay
Monsoon Trough with Extension and Tilt,2021-07-14,Surface,Saurashtra & Kutch ; West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Vidarbha ; Chhattisgarh ; Coastal Andhra Pradesh ; EC Bay
Low Pressure (L) with associated CYCIR,2021-07-14,3.1 km,Saurashtra & Kutch
Cyclonic Circulation (CYCIR),2021-07-14,1.5 km,Assam & Meghalaya
Trough,2021-07-14,0.9 km,Saurashtra & Kutch ; West Rajasthan
Monsoon Trough with Extension and Tilt,2021-07-15,1.5 km,Gujarat Region ; Vidarbha ; Telangana ; Chhattisgarh ; Coastal Andhra Pradesh ; EC Bay
Cyclonic Circulation (CYCIR),2021-07-15,4.5 km,Vidarbha
Monsoon Trough with Extension and Tilt,2021-07-17,0.9 km,"West Rajasthan ; Haryana, Chandigarh & Delhi ; East Uttar Pradesh"
Cyclonic Circulation (CYCIR),2021-07-17,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2021-07-17,1.5 km to 4.5 km,Coastal Andhra Pradesh
Trough,2021-07-17,3.1 km to 4.5 km,NW Arabian Sea ; NE Arabian Sea ; Madhya Maharashtra ; Telangana ; Coastal Andhra Pradesh
Monsoon Trough with Extension and Tilt,2021-07-18,0.9 km,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; Assam & Meghalaya ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),2021-07-18,1.5 km,North pakistan
Cyclonic Circulation (CYCIR),2021-07-18,1.5 km,Coastal Andhra Pradesh
Trough,2021-07-18,0.9 km,West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-07-18,0.9 km,Assam & Meghalaya
Monsoon Trough with Extension and Tilt,2021-07-19,0.9 km,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),2021-07-19,2.1 km,North pakistan
Cyclonic Circulation (CYCIR),2021-07-19,2.1 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2021-07-19,3.1 km to 5.8 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2021-07-19,3.6 km,Gujarat Region
Monsoon Trough with Extension and Tilt,2021-07-20,0.9 km,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; NW Bay ; NE Bay"
Cyclonic Circulation (CYCIR),2021-07-20,2.1 km,North pakistan
Cyclonic Circulation (CYCIR),2021-07-20,3.6 km,Gujarat Region
Cyclonic Circulation (CYCIR),2021-07-20,3.1 km to 5.8 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2021-07-20,1.5 km,Bangladesh
Monsoon Trough with Extension and Tilt,2021-07-21,0.9 km,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Odisha ; NE Bay"
Cyclonic Circulation (CYCIR),2021-07-21,3.1 km,East Uttar Pradesh
Cyclonic Circulation (CYCIR),2021-07-21,1.5 km,Gangetic West Bengal ; Bangladesh
Western Disturbances (WD),2021-07-21,5.8 km,West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2021-07-21,0.9 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2021-07-21,3.1 km to 7.6 km,NW Bay
Monsoon Trough with Extension and Tilt,2021-07-22,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Odisha ; NW Bay ; EC Bay"
Low Pressure (L) with associated CYCIR,2021-07-22,7.6 km,NW Bay
Western Disturbances (WD),2021-07-22,5.8 km,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),2021-07-22,1.5 km to 3.1 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2021-07-22,1.5 km,North pakistan ; Jammu & Kashmir
Monsoon Trough with Extension and Tilt,2021-07-23,1.5 km,West Rajasthan ; East Rajasthan ; West Uttar Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; NW Bay ; EC Bay
Well Marked Low Pressure Area (WML) with associated CYCIR,2021-07-23,5.8 km,NW Bay ; Odisha ; Gangetic West Bengal
Western Disturbances (WD),2021-07-23,5.8 km,Southwest Pakistan
Cyclonic Circulation (CYCIR),2021-07-23,3.1 km to 4.5 km,West Rajasthan
Monsoon Trough with Extension and Tilt,2021-07-24,1.5 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Chhattisgarh ; Odisha ; NE Bay
Low Pressure (L) with associated CYCIR,2021-07-24,5.8 km,Jharkhand ; Chhattisgarh
Trough,2021-07-24,3.1 km to 5.8 km,Jharkhand ; Chhattisgarh ; West Madhya Pradesh ; East Madhya Pradesh ; Gujarat Region
Western Disturbances (WD),2021-07-24,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; South Pakistan ; Far West Pakistan
Low Pressure (L) with associated CYCIR,2021-07-25,5.8 km,West Madhya Pradesh ; East Madhya Pradesh
Trough,2021-07-25,3.1 km to 7.6 km,"West Rajasthan, East Rajasthan, West Madhya Pradesh, East Madhya Pradesh, Chhattisgarh"
Western Disturbances (WD),2021-07-25,5.8 km,West Pakistan
Cyclonic Circulation (CYCIR),2021-07-25,1.5 km,West Rajasthan
Mean Sea Level Trough,2021-07-27,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; NW Bay ; NE Bay"
Cyclonic Circulation (CYCIR),2021-07-27,3.1 km,East Uttar Pradesh ; West Uttar Pradesh
Cyclonic Circulation (CYCIR),2021-07-27,1.5 km,North pakistan ; Punjab
Cyclonic Circulation (CYCIR),2021-07-27,3.1 km to 3.6 km,East Rajasthan
Monsoon Trough with Extension and Tilt,2021-07-29,0.9 km,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh"
Cyclonic Circulation (CYCIR),2021-07-29,3.1 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2021-07-29,1.5 km to 4.5 km,East Uttar Pradesh
Well Marked Low Pressure Area (WML) with associated CYCIR,2021-08-01,7.6 km,East Uttar Pradesh
Low Pressure (L) with associated CYCIR,2021-08-01,4.5 km,"Haryana, Chandigarh & Delhi"
Monsoon Trough with Extension and Tilt,2021-08-02,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; East Madhya Pradesh ; Bihar ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura ; Bangladesh"
Well Marked Low Pressure Area (WML) with associated CYCIR,2021-08-02,7.6 km,West Uttar Pradesh ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),2021-08-02,1.5 km to 3.1 km,Central Pakistan
Western Disturbances (WD),2021-08-02,5.8 km,Southwest Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),2021-08-02,1.5 km,Bangladesh
Well Marked Low Pressure Area (WML) with associated CYCIR,2021-08-03,7.6 km,West Madhya Pradesh
Western Disturbances (WD),2021-08-03,5.8 km,West Pakistan
Cyclonic Circulation (CYCIR),2021-08-03,1.5 km to 5.8 km,NW Bay ; NE Bay
Mean Sea Level Trough,2021-08-04,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay"
Low Pressure (L) with associated CYCIR,2021-08-04,5.8 km,West Madhya Pradesh
Western Disturbances (WD),2021-08-04,3.1 km,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),2021-08-04,5.8 km,NW Bay ; NE Bay ; WC Bay ; EC Bay
Low Pressure (L) with associated CYCIR,2021-08-05,5.8 km,West Madhya Pradesh ; East Madhya Pradesh
Western Disturbances (WD),2021-08-05,3.1 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),2021-08-05,5.8 km,NW Bay ; NE Bay
Monsoon Trough with Extension and Tilt,2021-08-07,Surface,West Rajasthan ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Low Pressure (L) with associated CYCIR,2021-08-07,4.5 km,East Madhya Pradesh
Cyclonic Circulation (CYCIR),2021-08-07,2.1 km to 5.8 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh
Western Disturbances (WD),2021-08-07,5.8 km,West Pakistan ; Central Pakistan ; Far West Pakistan
Monsoon Trough with Extension and Tilt,2021-08-08,1.5 km,"Punjab ; Haryana, Chandigarh & Delhi ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Arunachal Pradesh"
Cyclonic Circulation (CYCIR),2021-08-08,4.5 km,East Madhya Pradesh ; East Uttar Pradesh
Western Disturbances (WD),2021-08-08,7.6 km,West Pakistan ; Central Pakistan ; Far West Pakistan
Cyclonic Circulation (CYCIR),2021-08-09,5.8 km,East Uttar Pradesh
Western Disturbances (WD),2021-08-09,5.8 km to 7.6 km,West Pakistan ; North Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2021-08-09,2.1 km to 3.1 km,West Rajasthan
Cyclonic Circulation (CYCIR),2021-08-09,1.5 km,Central Pakistan
Monsoon Trough with Extension and Tilt,2021-08-10,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Arunachal Pradesh"
Cyclonic Circulation (CYCIR),2021-08-10,4.5 km,Bihar ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),2021-08-10,3.1 km to 4.5 km,West Rajasthan
Western Disturbances (WD),2021-08-10,5.8 km,North Pakistan
Monsoon Trough with Extension and Tilt,2021-08-11,Surface,Punjab ; Uttarakhand ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Arunachal Pradesh
Cyclonic Circulation (CYCIR),2021-08-11,4.5 km,Bihar ; East Uttar Pradesh
Trough,2021-08-11,1.5 km,Bihar ; Jharkhand ; Odisha ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),2021-08-11,3.1 km to 4.5 km,West Rajasthan
Western Disturbances (WD),2021-08-11,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-08-12,3.1 km,Bihar ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),2021-08-12,3.1 km to 4.5 km,Gujarat Region
Trough,2021-08-12,3.1 km,Bihar ; East Uttar Pradesh ; Jharkhand ; Odisha ; WC Bay
Western Disturbances (WD),2021-08-12,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-08-12,2.1 km,North pakistan
Cyclonic Circulation (CYCIR),2021-08-13,3.1 km to 5.8 km,WC Bay ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),2021-08-13,1.5 km,Odisha
Trough,2021-08-13,1.5 km,Odisha ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-08-13,3.1 km,Bihar ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),2021-08-13,3.1 km to 4.5 km,Gujarat Region ; Saurashtra & Kutch
Western Disturbances (WD),2021-08-13,5.8 km,Jammu & Kashmir ; Punjab ; North Pakistan ; Haryana ; Himachal Pradesh
Cyclonic Circulation (CYCIR),2021-08-13,1.5 km,North pakistan
Trough,2021-08-14,1.5 km,Chhattisgarh ; Telangana
Cyclonic Circulation (CYCIR),2021-08-14,3.1 km to 5.8 km,WC Bay ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),2021-08-14,1.5 km,Chhattisgarh
Cyclonic Circulation (CYCIR),2021-08-14,1.5 km,North pakistan
Western Disturbances (WD),2021-08-14,5.8 km,Jammu & Kashmir ; North Pakistan ; Himachal Pradesh ; Ladakh
Cyclonic Circulation (CYCIR),2021-07-16,2.1 km,Madhya Maharashtra
Trough,2021-08-15,1.5 km,Jharkhand ; Odisha ; WC Bay
Cyclonic Circulation (CYCIR),2021-08-15,3.1 km to 7.6 km,WC Bay ; NW Bay ; Odisha ; Coastal Andhra Pradesh
Western Disturbances (WD),2021-08-15,5.8 km,North pakistan
Cyclonic Circulation (CYCIR),2021-08-16,7.6 km,WC Bay ; NW Bay ; Odisha ; Coastal Andhra Pradesh
Western Disturbances (WD),2021-08-16,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Western Disturbances (WD),2021-08-16,5.8 km,Jammu & Kashmir ; Konkan & Goa ; Coastal Karnataka ; Punjab ; Madhya Maharashtra
Low Pressure (L) with associated CYCIR,2021-08-17,7.6 km,Odisha ; NW Bay
Trough,2021-08-17,1.5 km,Odisha ; NW Bay ; Tamil Nadu & Puducherry
Western Disturbances (WD),2021-08-17,5.8 km,West Pakistan ; South Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2021-08-17,1.5 km,North pakistan
Trough,2021-08-18,1.5 km,Vidarbha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Western Disturbances (WD),2021-08-18,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2021-08-18,1.5 km,Central Pakistan ; West Rajasthan
Trough,2021-08-19,0.9 km,"West Rajasthan ; Bihar ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh"
Trough,2021-08-19,3.1 km to 4.5 km,Jharkhand ; Gujarat Region ; Chhattisgarh ; Vidarbha ; Madhya Maharashtra
Cyclonic Circulation (CYCIR),2021-08-19,1.5 km,Bihar
Western Disturbances (WD),2021-08-19,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2021-08-19,0.9 km,Central Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),2021-08-19,4.5 km,Vidarbha ; Chhattisgarh
Cyclonic Circulation (CYCIR),2021-08-20,3.1 km,East Madhya Pradesh
Trough,2021-08-20,3.1 km to 4.5 km,East Madhya Pradesh ; Gujarat Region ; Madhya Maharashtra
Cyclonic Circulation (CYCIR),2021-08-20,3.1 km to 4.5 km,Vidarbha
Trough,2021-08-20,3.1 km,Vidarbha ; Telangana ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry
Western Disturbances (WD),2021-08-20,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2021-08-20,0.9 km,Central Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),2021-08-21,1.5 km,East Rajasthan ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),2021-08-21,1.5 km to 3.1 km,Tamil Nadu & Puducherry
Trough,2021-08-21,1.5 km,East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Western Disturbances (WD),2021-08-21,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2021-08-21,3.1 km,Marathwada ; Vidarbha
Trough,2021-08-21,3.1 km,Marathwada ; Vidarbha ; Madhya Maharashtra ; EC Arabian Sea
Cyclonic Circulation (CYCIR),2021-08-22,1.5 km,East Rajasthan
Trough,2021-08-22,1.5 km,East Rajasthan ; West Madhya Pradesh ; Vidarbha ; Telangana
Trough,2021-08-22,3.1 km,"Haryana, Chandigarh & Delhi ; East Rajasthan ; Gujarat Region ; NE Arabian Sea"
Western Disturbances (WD),2021-08-22,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2021-08-22,1.5 km to 5.8 km,SW Bay
Trough,2021-08-23,3.1 km,West Rajasthan ; East Rajasthan ; Gujarat Region ; NE Arabian Sea
Western Disturbances (WD),2021-08-23,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2021-08-23,3.1 km to 4.5 km,SW Bay ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-08-23,1.5 km,West Rajasthan
Western Disturbances (WD),2021-08-24,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2021-08-24,3.1 km,SW Bay ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-08-24,0.9 km,West Rajasthan
Cyclonic Circulation (CYCIR),2021-08-24,1.5 km,Central Pakistan
Western Disturbances (WD),2021-08-26,5.8 km,Southwest Pakistan
Cyclonic Circulation (CYCIR),2021-08-26,1.5 km,SE Arabian Sea ; Kerala
Western Disturbances (WD),2021-08-26,5.8 km,Saurashtra & Kutch ; Central Pakistan ; Gujarat ; West Rajasthan ; North Pakistan
Western Disturbances (WD),2021-08-27,5.8 km,Southwest Pakistan
Cyclonic Circulation (CYCIR),2021-08-27,3.1 km,NW Bay
Cyclonic Circulation (CYCIR),2021-08-27,3.1 km,Vidarbha
Monsoon Trough with Extension and Tilt,2021-08-28,0.9 km,"Punjab ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh ; East Madhya Pradesh ; Odisha ; NW Bay ; WC Bay ; EC Bay ; Coastal Andhra Pradesh"
Low Pressure (L) with associated CYCIR,2021-08-28,5.8 km,NW Bay ; WC Bay ; Coastal Andhra Pradesh ; Odisha
Western Disturbances (WD),2021-08-28,5.8 km,West Pakistan
Monsoon Trough with Extension and Tilt,2021-08-29,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; NW Bay ; WC Bay ; EC Bay
Low Pressure (L) with associated CYCIR,2021-08-29,4.5 km,NW Bay ; WC Bay ; Coastal Andhra Pradesh ; Odisha
Western Disturbances (WD),2021-08-29,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-08-29,1.5 km,Vidarbha
Mean Sea Level Trough,2021-08-30,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Chhattisgarh ; Coastal Andhra Pradesh ; WC Bay
Low Pressure (L) with associated CYCIR,2021-08-30,4.5 km,Chhattisgarh
Western Disturbances (WD),2021-08-30,3.1 km,Southwest Pakistan
Western Disturbances (WD),2021-08-30,5.8 km,West Rajasthan ; North Pakistan ; Gujarat ; Konkan & Goa ; Saurashtra & Kutch
Cyclonic Circulation (CYCIR),2021-08-31,4.5 km,Vidarbha ; West Madhya Pradesh ; East Madhya Pradesh
Western Disturbances (WD),2021-08-31,3.1 km,West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2021-09-02,5.8 km,Saurashtra & Kutch
Easterly Trough,2021-09-02,3.1 km,"Saurashtra & Kutch ; West Rajasthan ; East Rajasthan ; Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2021-09-02,1.5 km to 3.1 km,WC Bay ; SW Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry
Westerly Trough,2021-09-02,3.1 km,Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),2021-09-02,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Western Disturbances (WD),2021-09-02,5.8 km,Saurashtra & Kutch ; Central Pakistan ; Gujarat ; West Rajasthan ; North Pakistan
Monsoon Trough with Extension and Tilt,2021-09-03,Surface,"West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Bihar ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),2021-09-03,5.8 km,NE Arabian Sea ; Saurashtra & Kutch
Cyclonic Circulation (CYCIR),2021-09-03,1.5 km to 4.5 km,Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),2021-09-03,2.1 km,West Rajasthan
Cyclonic Circulation (CYCIR),2021-09-03,4.5 km to 5.8 km,EC Bay
Westerly Trough,2021-09-03,3.1 km to 5.8 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),2021-09-03,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2021-09-05,1.5 km to 4.5 km,Saurashtra & Kutch
Cyclonic Circulation (CYCIR),2021-09-05,1.5 km,West Rajasthan ; Punjab
Cyclonic Circulation (CYCIR),2021-09-05,4.5 km,NW Bay ; NE Bay ; EC Bay
Trough,2021-09-05,5.8 km to 7.6 km,"Coastal Karnataka, South Interior Karnataka, Tamil Nadu & Puducherry"
Cyclonic Circulation (CYCIR),2021-09-05,4.5 km,Marathwada
Western Disturbances (WD),2021-09-05,5.8 km,Saurashtra & Kutch ; Central Pakistan ; Gujarat ; West Rajasthan ; North Pakistan
Low Pressure (L) with associated CYCIR,2021-09-06,7.6 km,NW Bay ; WC Bay ; Odisha ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),2021-09-06,1.5 km to 3.1 km,NE Arabian Sea ; Saurashtra & Kutch
