weather system,date,heightAboveMSL,Regions,subdivisions
Trough,06-04-2024,0.9 km,Chhattisgarh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area,Chhattisgarh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Cyclonic Circulation (CYCIR),06-04-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),07-04-2024,3.1 km,West Uttar Pradesh,West Uttar Pradesh
Westerly Trough,07-04-2024,5.8 km,North Pakistan ; Jammu & Kashmir ; Punjab ; Haryana ; Central Pakistan,North Pakistan ; Jammu & Kashmir ; Punjab ; Haryana ; Central Pakistan
Trough,07-04-2024,1.5 km,Odisha ; Tamil Nadu & Puducherry ; Chhattisgarh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka,Odisha ; Tamil Nadu & Puducherry ; Chhattisgarh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),07-04-2024,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),07-04-2024,1.5 km,East Rajasthan,East Rajasthan
Trough,08-04-2024,0.9 km,Coastal Andhra Pradesh ; Rayalaseema ; Tamil Nadu & Puducherry,Coastal Andhra Pradesh ; Rayalaseema ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),08-04-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),08-04-2024,1.5 km,East Rajasthan ; West Rajasthan,East Rajasthan ; West Rajasthan
Cyclonic Circulation (CYCIR),08-04-2024,1.5 km,Marathwada,Marathwada
Western Disturbances (WD),08-04-2024,5.8 km,Himachal Pradesh ; Ladakh ; Uttarakhand ; Punjab ; Haryana,Himachal Pradesh ; Ladakh ; Uttarakhand ; Punjab ; Haryana
Western Disturbances (WD),09-04-2024,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Trough,09-04-2024,0.9 km,Gujarat Region ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry,Gujarat Region ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),09-04-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),09-04-2024,1.5 km,West Rajasthan ; East Rajasthan,West Rajasthan ; East Rajasthan
Cyclonic Circulation (CYCIR),09-04-2024,0.9 km,Madhya Maharashtra,Madhya Maharashtra
Cyclonic Circulation (CYCIR),09-04-2024,0.9 km,Sub-Himalayan West Bengal & Sikkim,Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),10-04-2024,3.1 km,Afghanistan & neighbourhood,Far West Pakistan
Westerly Trough,10-04-2024,5.8 km,West Pakistan,West Pakistan
Cyclonic Circulation (CYCIR),10-04-2024,1.5 km,East Rajasthan,East Rajasthan
Trough,10-04-2024,1.5 km,East Rajasthan ; Madhya Maharashtra ; Konkan & Goa ; Coastal Karnataka,East Rajasthan ; Madhya Maharashtra ; Konkan & Goa ; Coastal Karnataka
Cyclonic Circulation (CYCIR),10-04-2024,1.5 km,Madhya Maharashtra,Madhya Maharashtra
Trough,10-04-2024,0.9 km,East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh,East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh
Cyclonic Circulation (CYCIR),10-04-2024,0.9 km,Sub-Himalayan West Bengal & Sikkim,Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),11-04-2024,3.1 km to 12.6 km,Iran,Iran
Cyclonic Circulation (CYCIR),11-04-2024,1.5 km,West Rajasthan,West Rajasthan
Trough,11-04-2024,0.9 km,West Rajasthan ; Gujarat Region ; Konkan & Goa ; Coastal Karnataka,West Rajasthan ; Gujarat Region ; Konkan & Goa ; Coastal Karnataka
Cyclonic Circulation (CYCIR),11-04-2024,1.5 km,Bihar,Bihar
Cyclonic Circulation (CYCIR),11-04-2024,1.5 km,Marathwada ; Madhya Maharashtra,Marathwada ; Madhya Maharashtra
Western Disturbances (WD),12-04-2024,3.1 km to 9.6 km,Iran,Iran
Cyclonic Circulation (CYCIR),12-04-2024,1.5 km,Saurashtra & Kutch,Saurashtra & Kutch
Trough,12-04-2024,1.5 km,Saurashtra & Kutch ; South Interior Karnataka ; Madhya Maharashtra ; North Interior Karnataka,Saurashtra & Kutch ; South Interior Karnataka ; Madhya Maharashtra ; North Interior Karnataka
Cyclonic Circulation (CYCIR),12-04-2024,0.9 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),12-04-2024,1.5 km,Odisha,Odisha
Cyclonic Circulation (CYCIR),12-04-2024,1.5 km,Comorin Area,Comorin Area
Westerly Trough,13-04-2024,5.8 km,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; North Pakistan ; Central Pakistan,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; North Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),13-04-2024,0.9 km,Comorin Area,Comorin Area
Trough,13-04-2024,0.9 km,Comorin Area ; Konkan & Goa ; Kerala ; South Interior Karnataka ; North Interior Karnataka,Comorin Area ; Konkan & Goa ; Kerala ; South Interior Karnataka ; North Interior Karnataka
Cyclonic Circulation (CYCIR),13-04-2024,3.1 km,West Rajasthan ; Gujarat Region,West Rajasthan ; Gujarat Region
Trough,13-04-2024,1.5 km,West Rajasthan ; Gujarat Region ; Odisha ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand,West Rajasthan ; Gujarat Region ; Odisha ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand
Cyclonic Circulation (CYCIR),13-04-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),13-04-2024,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),14-06-2024,3.1 km to 5.8 km,West Rajasthan,West Rajasthan
Trough,14-06-2024,0.9 km,West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya,West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),14-06-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,14-06-2024,3.1 km to 5.8 km,Rayalaseema ; WC Bay ; EC Bay,Rayalaseema ; WC Bay ; EC Bay
Westerly Trough,14-06-2024,3.1 km to 5.8 km,Assam & Meghalaya ; Arunachal Pradesh,Assam & Meghalaya ; Arunachal Pradesh
Cyclonic Circulation (CYCIR),14-06-2024,1.5 km,Bihar ; Sub-Himalayan West Bengal & Sikkim,Bihar ; Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),14-06-2024,3.1 km,West Madhya Pradesh,West Madhya Pradesh
Western Disturbances (WD),14-06-2024,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),15-06-2024,1.5 km to 5.8 km,West Rajasthan,West Rajasthan
Trough,15-06-2024,0.9 km,Bihar ; Assam & Meghalaya ; Sub-Himalayan West Bengal & Sikkim,Bihar ; Assam & Meghalaya ; Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),15-06-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,15-06-2024,3.1 km to 5.8 km,Rayalaseema ; WC Bay,Rayalaseema ; WC Bay
Westerly Trough,15-06-2024,3.1 km to 5.8 km,Arunachal Pradesh ; Assam & Meghalaya,Arunachal Pradesh ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),15-06-2024,0.9 km,Bangladesh,Bangladesh
Western Disturbances (WD),16-06-2024,5.8 km,Far West Pakistan ; Southwest Pakistan,Far West Pakistan ; Southwest Pakistan
Cyclonic Circulation (CYCIR),16-06-2024,3.1 km to 5.8 km,NE Arabian Sea ; Saurashtra & Kutch,NE Arabian Sea ; Saurashtra & Kutch
Trough,16-06-2024,3.1 km,NE Arabian Sea ; Saurashtra & Kutch ; EC Arabian Sea ; Konkan & Goa,NE Arabian Sea ; Saurashtra & Kutch ; EC Arabian Sea ; Konkan & Goa
Trough,16-06-2024,0.9 km,Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya,Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),16-06-2024,1.5 km to 5.8 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),16-06-2024,3.1 km to 7.6 km,SW Bay ; WC Bay,SW Bay ; WC Bay
Cyclonic Circulation (CYCIR),16-06-2024,1.5 km,Sub-Himalayan West Bengal & Sikkim,Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),17-06-2024,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),17-06-2024,3.1 km,NE Arabian Sea ; Saurashtra & Kutch,NE Arabian Sea ; Saurashtra & Kutch
Trough,17-06-2024,3.1 km,NE Arabian Sea ; EC Arabian Sea ; Konkan & Goa,NE Arabian Sea ; EC Arabian Sea ; Konkan & Goa
Trough,17-06-2024,1.5 km,Bihar ; Gangetic West Bengal,Bihar ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),17-06-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,17-06-2024,3.1 km,Konkan & Goa ; Coastal Andhra Pradesh,Konkan & Goa ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),17-06-2024,0.9 km,SE Arabian Sea ; Kerala,SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),18-06-2024,3.1 km to 5.8 km,NE Arabian Sea ; Saurashtra & Kutch,NE Arabian Sea ; Saurashtra & Kutch
Cyclonic Circulation (CYCIR),18-06-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),18-06-2024,3.1 km,WC Bay ; Coastal Andhra Pradesh,WC Bay ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),18-06-2024,4.5 km,Rayalaseema,Rayalaseema
Western Disturbances (WD),18-06-2024,5.8 km,West Pakistan ; Central Pakistan,West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),19-06-2024,3.1 km to 4.5 km,Gujarat Region,Gujarat Region
Cyclonic Circulation (CYCIR),19-06-2024,3.1 km to 5.8 km,EC Bay,EC Bay
Cyclonic Circulation (CYCIR),19-06-2024,0.9 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),19-06-2024,5.8 km,Coastal Andhra Pradesh ; Telangana,Coastal Andhra Pradesh ; Telangana
Western Disturbances (WD),19-06-2024,3.1 km to 5.8 km,North pakistan,North pakistan
Induced Cyclonic Circulation,19-06-2024,1.5 km,Central Pakistan,Central Pakistan
Cyclonic Circulation (CYCIR),20-06-2024,3.1 km to 5.8 km,EC Bay ; NE Bay,EC Bay ; NE Bay
Cyclonic Circulation (CYCIR),20-06-2024,1.5 km to 3.1 km,Pakistan,Pakistan
Cyclonic Circulation (CYCIR),20-06-2024,1.5 km,Bihar,Bihar
Cyclonic Circulation (CYCIR),20-06-2024,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),20-06-2024,3.1 km to 5.8 km,Jammu & Kashmir,Jammu & Kashmir
Induced Cyclonic Circulation,20-06-2024,1.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Western Disturbances (WD),14-04-2024,3.1 km to 12.6 km,Iran,Iran
Induced Low,14-04-2024,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),14-04-2024,0.9 km,East Rajasthan,East Rajasthan
Trough,14-04-2024,0.9 km,East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Jharkhand ; Gangetic West Bengal,East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Jharkhand ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),14-04-2024,0.9 km,Comorin Area,Comorin Area
Trough,14-04-2024,0.9 km,Comorin Area ; Tamil Nadu & Puducherry ; South Interior Karnataka ; North Interior Karnataka,Comorin Area ; Tamil Nadu & Puducherry ; South Interior Karnataka ; North Interior Karnataka
Cyclonic Circulation (CYCIR),14-04-2024,0.9 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),14-04-2024,0.9 km,Madhya Maharashtra,Madhya Maharashtra
Western Disturbances (WD),15-04-2024,5.8 km,Southwest Pakistan,Southwest Pakistan
Cyclonic Circulation (CYCIR),15-04-2024,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),15-04-2024,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),15-04-2024,1.5 km,Vidarbha,Vidarbha
Cyclonic Circulation (CYCIR),15-04-2024,0.9 km,Bihar,Bihar
Cyclonic Circulation (CYCIR),15-04-2024,0.9 km,Gulf of Mannar,Gulf of Mannar
Western Disturbances (WD),16-04-2024,3.1 km,Jammu & Kashmir,Jammu & Kashmir
Westerly Trough,16-04-2024,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),16-04-2024,1.5 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),16-04-2024,0.9 km,Bihar,Bihar
Trough,16-04-2024,0.9 km,Bihar ; Chhattisgarh ; Jharkhand ; Odisha,Bihar ; Chhattisgarh ; Jharkhand ; Odisha
Cyclonic Circulation (CYCIR),16-04-2024,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),16-04-2024,1.5 km,Rayalaseema,Rayalaseema
Trough,16-04-2024,0.9 km,Marathwada ; North Interior Karnataka,Marathwada ; North Interior Karnataka
Western Disturbances (WD),17-04-2024,5.8 km to 9.6 km,Iran,Iran
Cyclonic Circulation (CYCIR),17-04-2024,0.9 km,Bihar ; Sub-Himalayan West Bengal & Sikkim,Bihar ; Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),17-04-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,17-04-2024,0.9 km,Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka,Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Trough,17-04-2024,0.9 km,"Bihar ; Nagaland, Manipur, Mizoram & Tripura ; Assam & Meghalaya","Bihar ; Nagaland, Manipur, Mizoram & Tripura ; Assam & Meghalaya"
Trough,17-04-2024,1.5 km,Gulf of Mannar ; Telangana ; Tamil Nadu & Puducherry ; Rayalaseema,Gulf of Mannar ; Telangana ; Tamil Nadu & Puducherry ; Rayalaseema
Western Disturbances (WD),18-04-2024,3.1 km to 9.6 km,Iran,Iran
Cyclonic Circulation (CYCIR),18-04-2024,0.9 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),18-04-2024,1.5 km to 3.1 km,Assam & Meghalaya,Assam & Meghalaya
Trough,18-04-2024,0.9 km,Comorin Area ; Tamil Nadu & Puducherry ; Rayalaseema ; Telangana,Comorin Area ; Tamil Nadu & Puducherry ; Rayalaseema ; Telangana
Western Disturbances (WD),19-04-2024,3.1 km,North pakistan,North pakistan
Induced Cyclonic Circulation,19-04-2024,1.5 km,Pakistan ; Punjab,Pakistan ; Punjab
Trough,19-04-2024,0.9 km,Marathwada ; Tamil Nadu & Puducherry ; South Interior Karnataka ; North Interior Karnataka,Marathwada ; Tamil Nadu & Puducherry ; South Interior Karnataka ; North Interior Karnataka
Cyclonic Circulation (CYCIR),19-04-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,19-04-2024,0.9 km,Bihar ; Assam & Meghalaya,Bihar ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),19-04-2024,0.9 km,Marathwada,Marathwada
Cyclonic Circulation (CYCIR),19-04-2024,3.1 km,SE Bay,SE Bay
Western Disturbances (WD),20-04-2024,3.1 km to 5.8 km,North pakistan ; Jammu & Kashmir,North pakistan ; Jammu & Kashmir
Induced Cyclonic Circulation,20-04-2024,1.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),20-04-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,20-04-2024,1.5 km,Bihar ; Assam & Meghalaya,Bihar ; Assam & Meghalaya
Trough,20-04-2024,0.9 km,South Interior Karnataka ; Tamil Nadu & Puducherry,South Interior Karnataka ; Tamil Nadu & Puducherry
Trough,20-04-2024,1.5 km,Vidarbha ; EC Arabian Sea ; Coastal Karnataka ; Konkan & Goa,Vidarbha ; EC Arabian Sea ; Coastal Karnataka ; Konkan & Goa
Western Disturbances (WD),21-04-2024,3.1 km,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan
Western Disturbances (WD),21-04-2024,5.8 km,Iran,Iran
Cyclonic Circulation (CYCIR),21-04-2024,1.5 km to 3.1 km,Assam & Meghalaya,Assam & Meghalaya
Trough,21-04-2024,0.9 km,Chhattisgarh ; Telangana ; Coastal Andhra Pradesh ; Rayalaseema ; Tamil Nadu & Puducherry,Chhattisgarh ; Telangana ; Coastal Andhra Pradesh ; Rayalaseema ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),21-04-2024,0.9 km,Bangladesh,Bangladesh
Trough,21-04-2024,0.9 km,Bangladesh ; NW Bay ; NE Bay,Bangladesh ; NW Bay ; NE Bay
Cyclonic Circulation (CYCIR),21-04-2024,0.9 km,Gulf of Mannar,Gulf of Mannar
Western Disturbances (WD),22-04-2024,5.8 km,Pakistan,Pakistan
Cyclonic Circulation (CYCIR),22-04-2024,1.5 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),22-04-2024,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),22-04-2024,1.5 km,Marathwada ; Vidarbha,Marathwada ; Vidarbha
Trough,22-04-2024,0.9 km,Chhattisgarh ; Vidarbha ; Kerala ; Marathwada ; North Interior Karnataka ; South Interior Karnataka,Chhattisgarh ; Vidarbha ; Kerala ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),22-04-2024,1.5 km,SE Arabian Sea,SE Arabian Sea
Western Disturbances (WD),22-04-2024,5.8 km,North Pakistan ; Jammu & Kashmir ; Punjab ; Central Pakistan ; Haryana,North Pakistan ; Jammu & Kashmir ; Punjab ; Central Pakistan ; Haryana
Western Disturbances (WD),23-04-2024,3.1 km to 7.6 km,North pakistan,North pakistan
Trough,23-04-2024,0.9 km,Madhya Maharashtra ; Kerala ; South Interior Karnataka ; North Interior Karnataka,Madhya Maharashtra ; Kerala ; South Interior Karnataka ; North Interior Karnataka
Cyclonic Circulation (CYCIR),23-04-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),23-04-2024,0.9 km,East Rajasthan,East Rajasthan
Cyclonic Circulation (CYCIR),23-04-2024,0.9 km,Sub-Himalayan West Bengal & Sikkim,Sub-Himalayan West Bengal & Sikkim
Trough,23-04-2024,0.9 km,Sub-Himalayan West Bengal & Sikkim ; NW Bay ; NE Bay,Sub-Himalayan West Bengal & Sikkim ; NW Bay ; NE Bay
Cyclonic Circulation (CYCIR),23-04-2024,1.5 km,South Interior Karnataka,South Interior Karnataka
Cyclonic Circulation (CYCIR),23-04-2024,1.5 km,Comorin Area,Comorin Area
Western Disturbances (WD),24-04-2024,5.8 km,Jammu & Kashmir,Jammu & Kashmir
Western Disturbances (WD),24-04-2024,3.1 km to 7.6 km,Iran,Iran
Cyclonic Circulation (CYCIR),24-04-2024,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),24-04-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),24-04-2024,0.9 km,Telangana ; Coastal Andhra Pradesh,Telangana ; Coastal Andhra Pradesh
Trough,24-04-2024,0.9 km,Telangana ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry,Telangana ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),24-04-2024,0.9 km,Madhya Maharashtra,Madhya Maharashtra
Cyclonic Circulation (CYCIR),24-04-2024,1.5 km,North Interior Karnataka,North Interior Karnataka
Western Disturbances (WD),25-04-2024,3.1 km to 9.5 km,Iran,Iran
Cyclonic Circulation (CYCIR),25-04-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),25-04-2024,0.9 km,Marathwada ; Madhya Maharashtra,Marathwada ; Madhya Maharashtra
Trough,25-04-2024,0.9 km,Marathwada ; Madhya Maharashtra ; Tamil Nadu & Puducherry ; North Interior Karnataka ; Rayalaseema,Marathwada ; Madhya Maharashtra ; Tamil Nadu & Puducherry ; North Interior Karnataka ; Rayalaseema
Cyclonic Circulation (CYCIR),25-04-2024,1.5 km,West Madhya Pradesh ; East Madhya Pradesh,West Madhya Pradesh ; East Madhya Pradesh
Trough,25-04-2024,1.5 km,West Madhya Pradesh ; East Madhya Pradesh ; South Interior Karnataka ; Vidarbha ; Marathwada,West Madhya Pradesh ; East Madhya Pradesh ; South Interior Karnataka ; Vidarbha ; Marathwada
Western Disturbances (WD),26-04-2024,3.1 km to 5.8 km,Iran ; Pakistan,Iran ; Pakistan
Westerly Trough,26-04-2024,7.6 km,Southwest Pakistan,Southwest Pakistan
Induced Cyclonic Circulation,26-04-2024,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),26-04-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),26-04-2024,0.9 km,Bangladesh,Bangladesh
Trough,26-04-2024,0.9 km,Bangladesh ; Odisha ; Gangetic West Bengal,Bangladesh ; Odisha ; Gangetic West Bengal
Trough,26-04-2024,1.5 km,Marathwada ; Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka,Marathwada ; Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka
Western Disturbances (WD),27-04-2024,3.1 km to 5.8 km,central Afghanistan,Far West Pakistan
Westerly Trough,27-04-2024,7.6 km,Southwest Pakistan ; West Pakistan,Southwest Pakistan ; West Pakistan
Induced Cyclonic Circulation,27-04-2024,1.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),27-04-2024,4.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),27-04-2024,1.5 km,Bangladesh,Bangladesh
Trough,27-04-2024,1.5 km,Marathwada ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry,Marathwada ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),27-04-2024,0.9 km,Chhattisgarh,Chhattisgarh
Cyclonic Circulation (CYCIR),27-04-2024,0.9 km,Comorin Area,Comorin Area
