weather system,date,heightAboveMSL,Regions
Cyclonic Circulation (CYCIR),10-10-2024,4.5 km,SW Bay ; Tamil Nadu & Puducherry
Western Disturbances (WD),10-10-2024,3.1 km,Jammu & Kashmir ; Pakistan
Cyclonic Circulation (CYCIR),10-10-2024,1.5 km,Assam & Meghalaya
Well Marked Low Pressure Area (WML) with associated CYCIR,11-10-2024,5.8 km,EC Arabian Sea
Upper-Level Cyclonic Circulation,11-10-2024,1.5 km,Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,11-10-2024,0.9 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,11-10-2024,3.1 km,SW Bay ; SE Bay
Well Marked Low Pressure Area (WML) with associated CYCIR,12-10-2024,5.8 km,EC Arabian Sea
Trough,12-10-2024,1.5 km,EC Arabian Sea ; Coastal Karnataka ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,12-10-2024,1.5 km,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),12-10-2024,5.8 km,SE Bay
Upper-Level Cyclonic Circulation,12-10-2024,3.1 km,SW Bay
Upper-Level Cyclonic Circulation,12-10-2024,0.9 km,Assam & Meghalaya
Well Marked Low Pressure Area (WML) with associated CYCIR,13-10-2024,5.8 km,EC Arabian Sea ; WC Arabian Sea
Upper-Level Cyclonic Circulation,13-10-2024,3.1 km,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),13-10-2024,5.8 km,SE Bay
Upper-Level Cyclonic Circulation,13-10-2024,3.1 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),13-10-2024,3.1 km,West Uttar Pradesh
Trough,14-10-2024,3.1 km to 5.8 km,WC Arabian Sea ; Comorin Area ; Kerala
Cyclonic Circulation (CYCIR),14-10-2024,3.1 km to 5.8 km,Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,14-10-2024,1.5 km to 3.1 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),14-10-2024,5.8 km,WC Bay ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),15-10-2024,5.8 km,WC Bay ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),15-10-2024,0.9 km,Bangladesh
Cyclonic Circulation (CYCIR),15-10-2024,0.9 km,Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),16-10-2024,0.9 km,Bangladesh ; Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),16-10-2024,1.5 km,Assam & Meghalaya
Well Marked Low Pressure Area (WML) with associated CYCIR,17-10-2024,5.8 km,Coastal Andhra Pradesh ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),17-10-2024,1.5 km,Assam & Meghalaya
Westerly Trough,17-10-2024,3.1 km,"Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),17-10-2024,5.8 km,Lakshadweep
Cyclonic Circulation (CYCIR),18-10-2024,5.8 km,EC Arabian Sea
Cyclonic Circulation (CYCIR),18-10-2024,1.5 km to 4.5 km,Assam & Meghalaya
Trough,18-10-2024,3.1 km,"Nagaland, Manipur, Mizoram & Tripura"
Trough,18-10-2024,3.1 km,EC Arabian Sea ; Coastal Andhra Pradesh ; Rayalaseema ; Coastal Karnataka ; North Interior Karnataka ; South Interior Karnataka
Well Marked Low Pressure Area (WML) with associated CYCIR,19-10-2024,5.8 km,EC Arabian Sea ; WC Arabian Sea
Cyclonic Circulation (CYCIR),19-10-2024,5.8 km,SW Bay ; WC Bay ; Tamil Nadu & Puducherry ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),19-10-2024,5.8 km,N Andaman Sea ; S Andaman Sea
Cyclonic Circulation (CYCIR),19-10-2024,5.8 km,Gulf of Thailand
Cyclonic Circulation (CYCIR),19-10-2024,0.9 km,Assam & Meghalaya
Trough,19-10-2024,3.1 km,Assam & Meghalaya ; Bangladesh ; Nagaland-Manipur-Mizoram-Tripura ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal
Low Pressure (L) with associated CYCIR,20-10-2024,5.8 km,WC Arabian Sea
Upper-Level Cyclonic Circulation,20-10-2024,5.8 km,SW Bay ; WC Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry
Westerly Trough,20-10-2024,3.1 km,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh
Low Pressure (L) with associated CYCIR,21-10-2024,3.1 km,WC Arabian Sea
Upper-Level Cyclonic Circulation,21-10-2024,5.8 km,Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,21-10-2024,1.5 km,EC Arabian Sea
Upper-Level Cyclonic Circulation,21-10-2024,1.5 km to 3.1 km,Bangladesh
Trough,22-10-2024,1.5 km,EC Bay ; Tamil Nadu & Puducherry
Low Pressure (L) with associated CYCIR,22-10-2024,3.1 km,WC Arabian Sea
Upper-Level Cyclonic Circulation,22-10-2024,1.5 km to 5.8 km,EC Arabian Sea ; Coastal Karnataka ; North Interior Karnataka ; South Interior Karnataka
Upper-Level Cyclonic Circulation,23-10-2024,5.8 km,Comorin Area
Upper-Level Cyclonic Circulation,24-10-2024,4.5 km,SE Arabian Sea ; Lakshadweep
Upper-Level Cyclonic Circulation,25-10-2024,3.1 km,SE Arabian Sea ; SW Arabian Sea
Cyclonic Circulation (CYCIR),25-10-2024,1.5 km,SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),25-10-2024,3.1 km,Assam & Meghalaya
Western Disturbances (WD),25-10-2024,5.8 km,Far West Pakistan
Upper-Level Cyclonic Circulation,26-10-2024,3.1 km,SW Arabian Sea
Trough,26-10-2024,4.5 km to 5.8 km,Lakshadweep ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),26-10-2024,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,27-10-2024,5.8 km,Odisha
Upper-Level Cyclonic Circulation,27-10-2024,3.1 km,SW Arabian Sea
Upper-Level Cyclonic Circulation,28-10-2024,5.8 km,Odisha ; Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,28-10-2024,1.5 km,SW Arabian Sea
Upper-Level Cyclonic Circulation,29-10-2024,5.8 km,Chhattisgarh ; Odisha
Western Disturbances (WD),29-10-2024,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Upper-Level Cyclonic Circulation,29-10-2024,1.5 km to 3.1 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,29-10-2024,1.5 km,SW Arabian Sea
Western Disturbances (WD),30-10-2024,5.8 km,North Pakistan ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,30-10-2024,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,30-10-2024,1.5 km,SW Arabian Sea
Cyclonic Circulation (CYCIR),30-10-2024,2.1 km,Gulf of Mannar
Upper-Level Cyclonic Circulation,30-10-2024,1.5 km to 3.1 km,SW Bay ; Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,31-10-2024,3.1 km to 5.8 km,SW Bay ; Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,31-10-2024,1.5 km,SW Arabian Sea
Upper-Level Cyclonic Circulation,31-10-2024,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),31-10-2024,0.9 km,Gulf of Mannar
Cyclonic Circulation (CYCIR),01-11-2024,3.1 km to 4.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),01-11-2024,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),01-11-2024,3.6 km,Gulf of Mannar
Cyclonic Circulation (CYCIR),02-11-2024,5.8 km,Tamil Nadu & Puducherry
Trough,02-11-2024,0.9 km,Tamil Nadu & Puducherry ; Coastal Karnataka
Cyclonic Circulation (CYCIR),02-11-2024,1.5 km,Central Pakistan ; West Rajasthan
Trough,02-11-2024,3.1 km,"Bangladesh ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),03-11-2024,0.9 km,SE Arabian Sea
Cyclonic Circulation (CYCIR),04-11-2024,1.5 km to 3.1 km,Bangladesh
Cyclonic Circulation (CYCIR),04-11-2024,3.1 km,SE Arabian Sea
Cyclonic Circulation (CYCIR),04-11-2024,3.1 km,SE Bay
Trough,04-11-2024,3.1 km,SE Bay ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),05-11-2024,1.5 km to 3.1 km,Bangladesh
Trough,05-11-2024,4.5 km,Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Gangetic West Bengal ; Assam & Meghalaya ; Bihar
Cyclonic Circulation (CYCIR),05-11-2024,1.5 km,SW Arabian Sea ; SE Arabian Sea
Cyclonic Circulation (CYCIR),05-11-2024,3.1 km,Gulf of Mannar
Cyclonic Circulation (CYCIR),05-11-2024,1.5 km,SW Bay ; SE Bay
Cyclonic Circulation (CYCIR),06-11-2024,1.5 km,Bangladesh
Trough,06-11-2024,5.8 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Bangladesh ; Arunachal Pradesh
Cyclonic Circulation (CYCIR),06-11-2024,3.1 km,SW Bay ; SE Bay
Cyclonic Circulation (CYCIR),07-11-2024,0.9 km,"Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),07-11-2024,3.1 km,SW Bay
Trough,07-11-2024,3.1 km,Gulf of Mannar ; EC Bay ; SW Bay
Cyclonic Circulation (CYCIR),08-11-2024,3.6 km,SW Bay
Trough,08-11-2024,3.1 km,SW Bay ; EC Bay
Cyclonic Circulation (CYCIR),08-11-2024,1.5 km to 3.1 km,SE Arabian Sea ; Lakshadweep
Cyclonic Circulation (CYCIR),09-11-2024,3.6 km,SW Bay
Cyclonic Circulation (CYCIR),09-11-2024,3.1 km,SW Arabian Sea ; SE Arabian Sea
Cyclonic Circulation (CYCIR),10-11-2024,3.6 km,SW Bay
Trough,10-11-2024,5.8 km,SW Bay ; EC Bay
Cyclonic Circulation (CYCIR),11-11-2024,5.8 km,SW Bay
Trough,11-11-2024,1.5 km,SW Bay ; WC Bay ; Coastal Andhra Pradesh
Western Disturbances (WD),11-11-2024,5.8 km,North Pakistan
Low Pressure (L) with associated CYCIR,12-11-2024,4.5 km,SW Bay ; WC Bay ; Tamil Nadu & Puducherry ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),12-11-2024,0.9 km,SE Arabian Sea ; Kerala
Upper-Level Cyclonic Circulation,13-11-2024,0.9 km,SW Bay ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,13-11-2024,1.5 km to 3.1 km,SE Arabian Sea ; Kerala
Upper-Level Cyclonic Circulation,13-11-2024,1.5 km,Bangladesh
Western Disturbances (WD),13-11-2024,5.8 km,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; North Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),14-11-2024,0.9 km,Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,14-11-2024,3.1 km,Lakshadweep ; SE Arabian Sea
Western Disturbances (WD),14-11-2024,3.1 km,Pakistan ; North pakistan
Westerly Trough,14-11-2024,5.8 km,West Pakistan
Cyclonic Circulation (CYCIR),15-11-2024,1.5 km,Gulf of Mannar
Westerly Trough,15-11-2024,5.8 km,West Pakistan
Trough,16-11-2024,1.5 km,Comorin Area ; SW Bay
Western Disturbances (WD),16-11-2024,5.8 km,North Pakistan
Cyclonic Circulation (CYCIR),17-11-2024,0.9 km,Maldives and adjoining Equatorial Indian Ocean
Trough,17-11-2024,0.9 km,SE Arabian Sea
Cyclonic Circulation (CYCIR),17-11-2024,1.5 km,Bangladesh
Western Disturbances (WD),17-11-2024,5.8 km,North Pakistan
Cyclonic Circulation (CYCIR),18-11-2024,0.9 km,Comorin Area
Cyclonic Circulation (CYCIR),18-11-2024,1.5 km,Bangladesh
Cyclonic Circulation (CYCIR),19-11-2024,3.1 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),19-11-2024,1.5 km,Tamil Nadu & Puducherry ; Comorin Area
Cyclonic Circulation (CYCIR),19-11-2024,1.5 km,Central Pakistan
Cyclonic Circulation (CYCIR),20-11-2024,0.9 km,Comorin Area
Cyclonic Circulation (CYCIR),20-11-2024,0.9 km,SE Arabian Sea
Cyclonic Circulation (CYCIR),20-11-2024,1.5 km,Central Pakistan
Cyclonic Circulation (CYCIR),20-11-2024,1.5 km,Bangladesh
Cyclonic Circulation (CYCIR),21-11-2024,0.9 km,Comorin Area
Cyclonic Circulation (CYCIR),21-11-2024,1.5 km,Central Pakistan
Cyclonic Circulation (CYCIR),21-11-2024,1.5 km,Bangladesh
Cyclonic Circulation (CYCIR),22-11-2024,1.5 km to 3.1 km,Bangladesh
Cyclonic Circulation (CYCIR),22-11-2024,1.5 km,Kerala
Western Disturbances (WD),22-11-2024,3.1 km,West Pakistan
Trough,22-11-2024,1.5 km to 4.5 km,S Andaman Sea ; Gulf of Mannar
Trough,23-11-2024,3.1 km,SE Bay ; Comorin Area
Western Disturbances (WD),23-11-2024,3.1 km,Afghanistan and neighbourhood
Cyclonic Circulation (CYCIR),23-11-2024,1.5 km,Bangladesh
Western Disturbances (WD),24-11-2024,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),24-11-2024,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),25-11-2024,0.9 km,Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),25-11-2024,5.8 km,North Pakistan
Western Disturbances (WD),27-11-2024,3.1 km to 4.5 km,Iran
Western Disturbances (WD),28-11-2024,5.8 km,Far West Pakistan
Cyclonic Circulation (CYCIR),28-11-2024,0.9 km,Bangladesh
Western Disturbances (WD),29-11-2024,5.8 km,Far West Pakistan
Cyclonic Circulation (CYCIR),29-11-2024,1.5 km,Bangladesh
Western Disturbances (WD),30-11-2024,5.8 km,West Pakistan ; Central Pakistan ; Far West Pakistan
Western Disturbances (WD),01-12-2024,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan
Western Disturbances (WD),02-12-2024,5.8 km,West Pakistan
Cyclonic Circulation (CYCIR),02-12-2024,1.5 km,Bangladesh
Cyclonic Circulation (CYCIR),02-12-2024,3.1 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),03-12-2024,1.5 km,Bangladesh ; Assam & Meghalaya
Low Pressure (L) with associated CYCIR,04-12-2024,5.8 km,EC Arabian Sea ; SE Arabian Sea
Cyclonic Circulation (CYCIR),04-12-2024,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),05-12-2024,4.5 km,SE Arabian Sea
Cyclonic Circulation (CYCIR),06-12-2024,1.5 km,SW Arabian Sea ; SE Arabian Sea
Cyclonic Circulation (CYCIR),06-12-2024,3.1 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),06-12-2024,3.1 km,SE Bay
Cyclonic Circulation (CYCIR),07-12-2024,1.5 km,SW Arabian Sea ; SE Arabian Sea
Cyclonic Circulation (CYCIR),07-12-2024,1.5 km,Assam & Meghalaya
Westerly Trough,07-12-2024,3.1 km to 4.5 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Western Disturbances (WD),07-12-2024,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Western Disturbances (WD),08-12-2024,3.1 km to 4.5 km,Central Pakistan
Westerly Trough,08-12-2024,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Induced Cyclonic Circulation,08-12-2024,1.5 km,Central Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),08-12-2024,1.5 km,Assam & Meghalaya
Low Pressure (L) with associated CYCIR,09-12-2024,5.8 km,SE Bay
Western Disturbances (WD),09-12-2024,1.5 km to 3.1 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),09-12-2024,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),09-12-2024,0.9 km,Bangladesh
Western Disturbances (WD),10-12-2024,5.8 km,North Pakistan
Western Disturbances (WD),11-12-2024,5.8 km,North Pakistan
Cyclonic Circulation (CYCIR),11-12-2024,1.5 km,"Nagaland, Manipur, Mizoram & Tripura"
Western Disturbances (WD),12-12-2024,3.1 km,North pakistan
Westerly Trough,12-12-2024,5.8 km,North Pakistan ; Jammu & Kashmir ; Punjab ; Central Pakistan ; Haryana
Cyclonic Circulation (CYCIR),12-12-2024,1.5 km,Assam & Meghalaya
Low Pressure (L) with associated CYCIR,13-12-2024,5.8 km,Lakshadweep
Cyclonic Circulation (CYCIR),13-12-2024,1.5 km,Assam & Meghalaya
Low Pressure (L) with associated CYCIR,14-12-2024,5.8 km,Lakshadweep
Upper-Level Cyclonic Circulation,14-12-2024,3.1 km,S Andaman Sea
Cyclonic Circulation (CYCIR),14-12-2024,3.1 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,15-12-2024,3.1 km,Lakshadweep ; SE Arabian Sea
Upper-Level Cyclonic Circulation,15-12-2024,3.1 km,S Andaman Sea ; SE Bay
Upper-Level Cyclonic Circulation,15-12-2024,3.1 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,15-12-2024,1.5 km to 3.1 km,Central Pakistan ; Jammu & Kashmir
Low Pressure (L) with associated CYCIR,16-12-2024,3.1 km,SW Bay ; SE Bay
Upper-Level Cyclonic Circulation,16-12-2024,3.1 km,SE Arabian Sea ; Lakshadweep
Upper-Level Cyclonic Circulation,16-12-2024,1.5 km to 3.1 km,Central Pakistan ; Jammu & Kashmir
Low Pressure (L) with associated CYCIR,17-12-2024,5.8 km,SW Bay
Induced Cyclonic Circulation,17-12-2024,1.5 km,West Rajasthan ; East Rajasthan
Well Marked Low Pressure Area (WML) with associated CYCIR,18-12-2024,5.8 km,SW Bay
Western Disturbances (WD),18-12-2024,5.8 km,Southwest Pakistan
Induced Cyclonic Circulation,18-12-2024,1.5 km,West Rajasthan
Upper-Level Cyclonic Circulation,18-12-2024,1.5 km,Bangladesh
Well Marked Low Pressure Area (WML) with associated CYCIR,19-12-2024,5.8 km,SW Bay ; WC Bay
Western Disturbances (WD),19-12-2024,5.8 km,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan
Induced Cyclonic Circulation,19-12-2024,1.5 km,West Rajasthan
Upper-Level Cyclonic Circulation,19-12-2024,1.5 km,Bangladesh
Well Marked Low Pressure Area (WML) with associated CYCIR,20-12-2024,5.8 km,WC Bay ; SW Bay
Western Disturbances (WD),20-12-2024,5.8 km,West Rajasthan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Induced Cyclonic Circulation,20-12-2024,1.5 km,West Rajasthan
Upper-Level Cyclonic Circulation,20-12-2024,1.5 km,Bangladesh
Upper-Level Cyclonic Circulation,21-12-2024,1.5 km,Bangladesh
Cyclonic Circulation (CYCIR),21-12-2024,3.1 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,21-12-2024,1.5 km,West Rajasthan
Well Marked Low Pressure Area (WML) with associated CYCIR,22-12-2024,3.1 km,WC Bay
Cyclonic Circulation (CYCIR),22-12-2024,1.5 km,"Punjab ; Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),22-12-2024,1.5 km,West Rajasthan ; Pakistan
Well Marked Low Pressure Area (WML) with associated CYCIR,23-12-2024,3.1 km,SW Bay ; WC Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry
Western Disturbances (WD),23-12-2024,3.1 km to 5.8 km,North pakistan
Westerly Trough,23-12-2024,7.6 km,Central Pakistan
Induced Low,23-12-2024,1.5 km,West Rajasthan
Well Marked Low Pressure Area (WML) with associated CYCIR,24-12-2024,4.5 km,SW Bay ; WC Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry
Western Disturbances (WD),24-12-2024,3.1 km to 5.8 km,Punjab
Induced Cyclonic Circulation,24-12-2024,1.5 km,East Rajasthan
Cyclonic Circulation (CYCIR),24-12-2024,1.5 km,Bangladesh
Cyclonic Circulation (CYCIR),24-12-2024,1.5 km,Lakshadweep
Western Disturbances (WD),25-12-2024,3.1 km,"Haryana, Chandigarh & Delhi"
Induced Cyclonic Circulation,25-12-2024,1.5 km,West Madhya Pradesh
Western Disturbances (WD),25-12-2024,5.8 km,Far West Pakistan ; Southwest Pakistan
Cyclonic Circulation (CYCIR),25-12-2024,1.5 km,Bangladesh
Cyclonic Circulation (CYCIR),26-12-2024,1.5 km,SW Bay ; WC Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),26-12-2024,1.5 km,Bangladesh
Western Disturbances (WD),26-12-2024,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),26-12-2024,1.5 km,Punjab
Western Disturbances (WD),27-12-2024,3.1 km to 5.8 km,North pakistan
Westerly Trough,27-12-2024,7.6 km,South Pakistan ; West Pakistan ; Saurashtra & Kutch ; Central Pakistan ; Gujarat
Induced Cyclonic Circulation,27-12-2024,1.5 km,West Rajasthan
Trough,27-12-2024,1.5 km,North pakistan ; EC Arabian Sea ; West Rajasthan
Cyclonic Circulation (CYCIR),27-12-2024,1.5 km,Bangladesh
Cyclonic Circulation (CYCIR),27-12-2024,3.1 km,SE Arabian Sea ; Kerala
Western Disturbances (WD),28-12-2024,3.1 km to 7.6 km,North pakistan ; Jammu & Kashmir
Westerly Trough,28-12-2024,9.1 km,West Rajasthan ; North Pakistan ; Gujarat ; Konkan & Goa ; Saurashtra & Kutch
Induced Cyclonic Circulation,28-12-2024,1.5 km,"Haryana, Chandigarh & Delhi"
Trough,28-12-2024,0.9 km,"Punjab ; Gujarat Region ; Haryana, Chandigarh & Delhi ; West Rajasthan ; East Rajasthan"
Cyclonic Circulation (CYCIR),28-12-2024,1.5 km,"Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),28-12-2024,3.1 km,SE Arabian Sea ; Kerala
Easterly Trough,28-12-2024,0.9 km,SE Arabian Sea ; Konkan & Goa
Western Disturbances (WD),29-12-2024,3.1 km,West Uttar Pradesh
Westerly Trough,29-12-2024,5.8 km,East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Ladakh
Induced Cyclonic Circulation,29-12-2024,1.5 km,East Rajasthan
Trough,29-12-2024,1.5 km,East Rajasthan ; Gujarat Region
Easterly Trough,29-12-2024,0.9 km,SE Arabian Sea ; Konkan & Goa ; Madhya Maharashtra
Western Disturbances (WD),29-12-2024,5.8 km,Far West Pakistan
Cyclonic Circulation (CYCIR),29-12-2024,1.5 km,Bangladesh
Western Disturbances (WD),30-12-2024,3.1 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; North Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),30-12-2024,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),30-12-2024,1.5 km,SW Bay ; SE Bay
Western Disturbances (WD),30-12-2024,5.8 km,Bihar ; East Uttar Pradesh ; Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),31-12-2024,3.1 km,east Afghanistan & neighbourhood
Cyclonic Circulation (CYCIR),31-12-2024,1.5 km,SW Bay
Cyclonic Circulation (CYCIR),31-12-2024,3.1 km,Assam & Meghalaya
