weather system,date,heightAboveMSL,Regions
Cyclonic Circulation (CYCIR),2022-10-15,5.8 km,WC Arabian Sea
Cyclonic Circulation (CYCIR),2022-10-16,3.1 km,WC Arabian Sea
Cyclonic Circulation (CYCIR),2022-10-16,1.5 km,SE Arabian Sea ; Kerala
Trough,2022-10-16,1.5 km,SE Arabian Sea ; Kerala ; SW Bay
Cyclonic Circulation (CYCIR),2022-10-17,3.1 km,SW Arabian Sea
Cyclonic Circulation (CYCIR),2022-10-17,1.5 km,SE Arabian Sea ; Kerala
Trough,2022-10-17,1.5 km,SE Arabian Sea ; Kerala ; Tamil Nadu & Puducherry ; SW Bay
Cyclonic Circulation (CYCIR),2022-10-17,3.1 km,S Andaman Sea
Cyclonic Circulation (CYCIR),2022-10-18,5.8 km,N Andaman Sea
Trough,2022-10-18,3.1 km,N Andaman Sea ; Tamil Nadu & Puducherry ; SW Bay ; SE Bay
Cyclonic Circulation (CYCIR),2022-10-18,1.5 km,EC Arabian Sea ; Konkan & Goa
Trough,2022-10-18,1.5 km,SE Arabian Sea ; Kerala ; EC Arabian Sea ; Konkan & Goa
Western Disturbances (WD),2022-10-18,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2022-10-18,3.1 km,SW Arabian Sea
Cyclonic Circulation (CYCIR),2022-10-19,3.1 km,N Andaman Sea
Trough,2022-10-19,3.1 km,N Andaman Sea ; Tamil Nadu & Puducherry ; SW Bay ; SE Bay
Cyclonic Circulation (CYCIR),2022-10-19,1.5 km,EC Arabian Sea ; Konkan & Goa ; Madhya Maharashtra
Trough,2022-10-19,1.5 km,SE Arabian Sea ; Kerala ; EC Arabian Sea ; Konkan & Goa ; Madhya Maharashtra
Western Disturbances (WD),2022-10-19,5.8 km,North Pakistan
Cyclonic Circulation (CYCIR),2022-10-19,3.1 km,SW Arabian Sea
Low Pressure (L) with associated CYCIR,2022-10-20,7.6 km,N Andaman Sea ; S Andaman Sea ; SE Bay
Trough,2022-10-20,3.1 km,N Andaman Sea ; S Andaman Sea ; SE Bay ; SW Bay ; Tamil Nadu & Puducherry
Western Disturbances (WD),2022-10-20,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2022-10-20,1.5 km to 5.8 km,SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),2022-10-20,1.5 km,Punjab
Low Pressure (L) with associated CYCIR,2022-10-21,7.6 km,N Andaman Sea ; S Andaman Sea ; SE Bay
Trough,2022-10-21,5.8 km,N Andaman Sea ; S Andaman Sea ; SE Bay ; SW Bay ; SE Arabian Sea ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2022-10-21,1.5 km to 5.8 km,SE Arabian Sea ; Kerala
Western Disturbances (WD),2022-10-21,5.8 km,Jammu & Kashmir
Cyclonic Circulation (CYCIR),2022-10-21,1.5 km,"Haryana, Chandigarh & Delhi"
Trough,2022-10-22,5.8 km,SE Bay ; EC Bay ; SW Bay ; Comorin Area
Western Disturbances (WD),2022-10-22,5.8 km,East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh ; Vidarbha ; Chhattisgarh
Trough,2022-10-23,7.6 km,WC Bay ; EC Bay ; SW Bay ; SE Bay ; Comorin Area
Western Disturbances (WD),2022-10-23,5.8 km,Chhattisgarh ; East Uttar Pradesh ; East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh
Western Disturbances (WD),2022-10-24,5.8 km,East Uttar Pradesh ; Odisha ; Bihar ; Jharkhand ; Chhattisgarh
Western Disturbances (WD),2022-10-25,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Arunachal Pradesh ; Bihar ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),2022-10-25,1.5 km,WC Bay
Cyclonic Circulation (CYCIR),2022-10-26,1.5 km to 4.5 km,WC Bay ; SW Bay
Trough,2022-10-26,0.9 km,South Interior Karnataka ; SW Bay ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2022-10-27,1.5 km to 4.5 km,SW Bay ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2022-10-28,3.1 km,SW Bay ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2022-10-29,1.5 km,SW Bay
Cyclonic Circulation (CYCIR),2022-10-29,1.5 km,SE Bay
Cyclonic Circulation (CYCIR),2022-10-30,3.6 km,SW Bay
Cyclonic Circulation (CYCIR),2022-10-31,3.1 km,SW Bay
Trough,2022-10-31,0.9 km,SW Bay ; SE Arabian Sea ; Tamil Nadu & Puducherry ; Kerala
Western Disturbances (WD),2022-10-31,5.8 km,North Pakistan
Cyclonic Circulation (CYCIR),2022-11-01,3.1 km,north Sri Lanka and neighbourhood
Trough,2022-11-01,1.5 km,SE Arabian Sea ; Tamil Nadu & Puducherry ; Kerala
Western Disturbances (WD),2022-11-01,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),2022-11-02,7.6 km,Tamil Nadu & Puducherry
Western Disturbances (WD),2022-11-02,5.8 km,West Rajasthan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Trough,2022-11-02,1.5 km to 5.8 km,Tamil Nadu & Puducherry ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2022-11-03,5.8 km,Tamil Nadu & Puducherry
Trough,2022-11-03,5.8 km,Tamil Nadu & Puducherry ; Lakshadweep ; Kerala
Cyclonic Circulation (CYCIR),2022-11-03,1.5 km,SW Bay
Western Disturbances (WD),2022-11-03,5.8 km,East Uttar Pradesh ; Bihar
Cyclonic Circulation (CYCIR),2022-11-04,3.6 km,Kerala
Trough,2022-11-04,1.5 km to 3.6 km,Kerala ; Tamil Nadu & Puducherry ; S Andaman Sea ; SW Bay ; SE Bay
Cyclonic Circulation (CYCIR),2022-11-04,3.1 km to 4.5 km,S Andaman Sea ; SE Bay
Western Disturbances (WD),2022-11-04,3.1 km to 7.6 km,Far West Pakistan ; Southwest Pakistan
Western Disturbances (WD),2022-11-04,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),2022-11-05,0.9 km,Kerala ; SE Arabian Sea
Trough,2022-11-05,1.5 km,Comorin Area ; S Andaman Sea ; SW Bay ; SE Bay
Cyclonic Circulation (CYCIR),2022-11-05,3.1 km to 4.5 km,SE Bay ; S Andaman Sea
Western Disturbances (WD),2022-11-05,3.1 km to 7.6 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Induced Cyclonic Circulation,2022-11-05,1.5 km,North pakistan ; Punjab
Western Disturbances (WD),2022-11-05,5.8 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),2022-11-06,1.5 km,SE Bay
Trough,2022-11-06,1.5 km,Comorin Area ; SE Bay ; SW Bay
Western Disturbances (WD),2022-11-06,3.1 km to 7.6 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Induced Cyclonic Circulation,2022-11-06,1.5 km,"Haryana, Chandigarh & Delhi"
Trough,2022-11-07,3.1 km,SE Bay ; SW Bay
Western Disturbances (WD),2022-11-07,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2022-11-07,0.9 km,"Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),2022-11-08,4.5 km,SW Bay
Trough,2022-11-08,4.5 km,SE Bay ; SW Bay
Western Disturbances (WD),2022-11-08,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Induced Cyclonic Circulation,2022-11-08,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2022-11-08,1.5 km,Bangladesh
Low Pressure (L) with associated CYCIR,2022-11-09,7.6 km,SW Bay
Trough,2022-11-09,4.5 km,WC Bay ; SW Bay
Western Disturbances (WD),2022-11-09,5.8 km,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan
Induced Cyclonic Circulation,2022-11-09,1.5 km,West Rajasthan
Low Pressure (L) with associated CYCIR,2022-11-10,7.6 km,SW Bay
Western Disturbances (WD),2022-11-10,5.8 km,West Rajasthan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Well Marked Low Pressure Area (WML) with associated CYCIR,2022-11-11,7.6 km,SW Bay ; Tamil Nadu & Puducherry
Western Disturbances (WD),2022-11-11,5.8 km,East Uttar Pradesh ; Bihar ; Uttarakhand ; West Uttar Pradesh ; Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),2022-11-12,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Bihar ; Assam & Meghalaya ; East Uttar Pradesh ; Arunachal Pradesh
Trough,2022-11-13,1.5 km to 3.1 km,SE Arabian Sea ; Kerala ; SW Bay
Western Disturbances (WD),2022-11-13,5.8 km,Far West Pakistan ; Southwest Pakistan
Cyclonic Circulation (CYCIR),2022-11-14,5.8 km,SE Arabian Sea
Induced Cyclonic Circulation,2022-11-14,1.5 km,Central Pakistan
Trough,2022-11-14,0.9 km,SE Arabian Sea ; Comorin Area ; Kerala ; Tamil Nadu & Puducherry
Western Disturbances (WD),2022-11-14,5.8 km,West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2022-11-15,4.5 km,SE Arabian Sea ; SW Arabian Sea
Western Disturbances (WD),2022-11-15,5.8 km,Far West Pakistan ; Southwest Pakistan
Cyclonic Circulation (CYCIR),2022-11-15,5.8 km,S Andaman Sea
Western Disturbances (WD),2022-11-15,5.8 km,West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2022-11-16,4.5 km,SW Arabian Sea ; SE Arabian Sea
Western Disturbances (WD),2022-11-16,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2022-11-16,5.8 km,S Andaman Sea
Cyclonic Circulation (CYCIR),2022-11-16,0.9 km,Kerala
Low Pressure (L) with associated CYCIR,2022-11-17,7.6 km,SE Bay ; N Andaman Sea
Cyclonic Circulation (CYCIR),2022-11-17,4.5 km,SW Arabian Sea
Western Disturbances (WD),2022-11-17,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Low Pressure (L) with associated CYCIR,2022-11-18,7.6 km,SE Bay
Cyclonic Circulation (CYCIR),2022-11-18,1.5 km,SW Arabian Sea
Western Disturbances (WD),2022-11-18,3.1 km,Far West Pakistan
Western Disturbances (WD),2022-11-18,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Well Marked Low Pressure Area (WML) with associated CYCIR,2022-11-19,7.6 km,SW Bay ; SE Bay
Western Disturbances (WD),2022-11-19,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan
Western Disturbances (WD),2022-11-20,5.8 km,Jammu & Kashmir ; North Pakistan ; Himachal Pradesh ; Ladakh
Cyclonic Circulation (CYCIR),2022-11-20,1.5 km,Kerala
Western Disturbances (WD),2022-11-21,5.8 km,Himachal Pradesh ; Ladakh ; Jammu & Kashmir
Western Disturbances (WD),2022-11-22,3.1 km,Jammu & Kashmir
Westerly Trough,2022-11-22,5.8 km,Konkan & Goa ; West Rajasthan ; North Pakistan ; Jammu & Kashmir ; Coastal Karnataka
Low Pressure (L) with associated CYCIR,2022-11-23,4.5 km,Coastal Andhra Pradesh
Western Disturbances (WD),2022-11-23,3.1 km to 4.5 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2022-11-24,4.5 km,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2022-11-25,3.1 km,SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),2022-11-25,3.1 km,N Andaman Sea ; S Andaman Sea
Cyclonic Circulation (CYCIR),2022-11-26,3.1 km,SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),2022-11-26,4.5 km,EC Bay ; N Andaman Sea
Cyclonic Circulation (CYCIR),2022-11-27,3.1 km,SE Arabian Sea
Cyclonic Circulation (CYCIR),2022-11-27,3.1 km,EC Bay ; N Andaman Sea
Cyclonic Circulation (CYCIR),2022-11-28,1.5 km,WC Bay ; EC Bay ; SW Bay ; SE Bay
Cyclonic Circulation (CYCIR),2022-11-29,1.5 km,WC Bay
Western Disturbances (WD),2022-12-02,5.8 km,Far West Pakistan
Western Disturbances (WD),2022-12-03,5.8 km,West Pakistan ; South Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2022-12-04,5.8 km,S Andaman Sea
Easterly Trough,2022-12-04,0.9 km,Comorin Area ; Kerala
Western Disturbances (WD),2022-12-04,5.8 km,Central Pakistan ; West Rajasthan ; North Pakistan ; South Pakistan ; West Pakistan
Western Disturbances (WD),2022-12-05,5.8 km,North Pakistan ; Jammu & Kashmir
Well Marked Low Pressure Area (WML) with associated CYCIR,2022-12-06,7.6 km,SE Bay
Western Disturbances (WD),2022-12-06,5.8 km,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; North Pakistan ; Central Pakistan
Western Disturbances (WD),2022-12-06,5.8 km,West Rajasthan ; North Pakistan ; Gujarat ; Konkan & Goa ; Saurashtra & Kutch
Western Disturbances (WD),2022-12-07,5.8 km,West Pakistan ; Far West Pakistan
Western Disturbances (WD),2022-12-08,5.8 km,West Pakistan
Western Disturbances (WD),2022-12-09,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Western Disturbances (WD),2022-12-10,5.8 km,North Pakistan
Western Disturbances (WD),2022-12-11,3.1 km,North pakistan ; Punjab
Western Disturbances (WD),2022-12-11,7.6 km,Far West Pakistan
Cyclonic Circulation (CYCIR),2022-12-12,5.8 km,Kerala
Western Disturbances (WD),2022-12-12,7.6 km,Far West Pakistan
Western Disturbances (WD),2022-12-13,5.8 km,east Afghanistan and neighbourhood
Cyclonic Circulation (CYCIR),2022-12-13,5.8 km,S Andaman Sea
Western Disturbances (WD),2022-12-14,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),2022-12-14,5.8 km,S Andaman Sea
Western Disturbances (WD),2022-12-15,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Low Pressure (L) with associated CYCIR,2022-12-17,4.5 km,SE Bay
Western Disturbances (WD),2022-12-17,5.8 km,Iran
Westerly Trough,2022-12-17,3.1 km,Bangladesh
Western Disturbances (WD),2022-12-18,5.8 km,Iran
Westerly Trough,2022-12-18,3.1 km,Bangladesh
Western Disturbances (WD),2022-12-19,5.8 km,Pakistan
Westerly Trough,2022-12-19,3.1 km,Jharkhand
Westerly Trough,2022-12-19,3.1 km,Bangladesh
Western Disturbances (WD),2022-12-20,5.8 km,North pakistan
Westerly Trough,2022-12-20,3.1 km,Bangladesh ; Gangetic West Bengal
Western Disturbances (WD),2022-12-21,5.8 km,Pakistan
Westerly Trough,2022-12-21,3.1 km,Bangladesh
Western Disturbances (WD),2022-12-22,3.1 km,Iran
Western Disturbances (WD),2022-12-22,5.8 km,Pakistan
Westerly Trough,2022-12-22,3.1 km,Bangladesh
Western Disturbances (WD),2022-12-24,5.8 km,North pakistan
Western Disturbances (WD),2022-12-25,5.8 km,Iran
Western Disturbances (WD),2022-12-25,5.8 km,North pakistan
Western Disturbances (WD),2022-12-26,5.8 km,Iran
Cyclonic Circulation (CYCIR),2022-12-27,3.1 km,Comorin Area
Western Disturbances (WD),2022-12-27,5.8 km,Iran
Cyclonic Circulation (CYCIR),2022-12-28,1.5 km,SE Arabian Sea
Western Disturbances (WD),2022-12-28,5.8 km,Iran
Trough,2022-12-28,1.5 km,Jharkhand
Western Disturbances (WD),2022-12-28,5.8 km,Iran
Cyclonic Circulation (CYCIR),2022-12-29,1.5 km,SE Arabian Sea
Western Disturbances (WD),2022-12-29,5.8 km,Iran
Induced Cyclonic Circulation,2022-12-29,1.5 km,North pakistan
Western Disturbances (WD),2022-12-30,3.1 km,North pakistan
Westerly Trough,2022-12-30,5.8 km,Pakistan
Induced Cyclonic Circulation,2022-12-30,1.5 km,Punjab
Westerly Trough,2022-12-31,3.1 km,"Haryana, Chandigarh & Delhi ; Himachal Pradesh"
