weather system,date,heightAboveMSL,Regions
Cyclonic Circulation (CYCIR),21-07-2024,0.9 km,East Rajasthan ; West Rajasthan
Low Pressure (L) with associated CYCIR,22-07-2024,7.6 km,East Madhya Pradesh ; Chhattisgarh
Mean Sea Level Trough,22-07-2024,1.5 km,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; EC Bay
Cyclonic Circulation (CYCIR),22-07-2024,0.9 km,Assam & Meghalaya
Western Disturbances (WD),22-07-2024,5.8 km,West Pakistan
Western Disturbances (WD),22-07-2024,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),24-07-2024,7.6 km,Jharkhand
Cyclonic Circulation (CYCIR),24-07-2024,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),24-07-2024,3.1 km,Gujarat Region
Mean Sea Level Trough,25-07-2024,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Cyclonic Circulation (CYCIR),25-07-2024,7.6 km,Gangetic West Bengal ; Bangladesh
Cyclonic Circulation (CYCIR),25-07-2024,1.5 km to 3.1 km,Assam & Meghalaya
Offshore Trough,25-07-2024,Surface,Gujarat Region ; Konkan & Goa ; Kerala
Cyclonic Circulation (CYCIR),25-07-2024,1.5 km,West Uttar Pradesh
Low Pressure (L) with associated CYCIR,26-07-2024,7.6 km,NW Bay ; NE Bay ; Bangladesh ; Gangetic West Bengal
Mean Sea Level Trough,26-07-2024,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal"
Offshore Trough,26-07-2024,Surface,Gujarat Region ; Konkan & Goa ; Kerala
Low Pressure (L) with associated CYCIR,27-07-2024,7.6 km,Gangetic West Bengal ; Odisha
Mean Sea Level Trough,27-07-2024,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Gangetic West Bengal ; NW Bay ; NE Bay
Offshore Trough,27-07-2024,Surface,Konkan & Goa ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),27-07-2024,1.5 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),28-07-2024,7.6 km,Chhattisgarh
Cyclonic Circulation (CYCIR),29-07-2024,7.6 km,East Madhya Pradesh
Monsoon Trough with Extension and Tilt,29-07-2024,1.5 km,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Gangetic West Bengal ; EC Bay
Offshore Trough,29-07-2024,Surface,Gujarat Region ; Konkan & Goa ; Kerala
Cyclonic Circulation (CYCIR),29-07-2024,1.5 km,NE Arabian Sea ; Saurashtra & Kutch
Monsoon Trough with Extension and Tilt,01-08-2024,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay"
Cyclonic Circulation (CYCIR),01-08-2024,7.6 km,Gangetic West Bengal ; Bangladesh
Trough,01-08-2024,0.9 km,Gangetic West Bengal ; Bangladesh ; Bihar
Cyclonic Circulation (CYCIR),01-08-2024,4.5 km,NE Arabian Sea ; Saurashtra & Kutch
Cyclonic Circulation (CYCIR),01-08-2024,0.9 km,East Rajasthan
Trough,01-08-2024,1.5 km to 3.1 km,West Uttar Pradesh ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),01-08-2024,3.1 km to 5.8 km,Punjab
Offshore Trough,01-08-2024,Surface,Gujarat Region ; Konkan & Goa ; Kerala
Low Pressure (L) with associated CYCIR,02-08-2024,7.6 km,Gangetic West Bengal ; Jharkhand
Trough,02-08-2024,0.9 km to 4.5 km,West Rajasthan ; East Rajasthan ; Assam & Meghalaya ; West Madhya Pradesh ; East Madhya Pradesh ; Gangetic West Bengal ; Jharkhand ; Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),02-08-2024,0.9 km,"Nagaland, Manipur, Mizoram & Tripura"
Low Pressure (L) with associated CYCIR,03-08-2024,7.6 km,West Rajasthan
Trough,03-08-2024,0.9 km to 4.5 km,Bihar ; Jharkhand ; Assam & Meghalaya
Low Pressure (L) with associated CYCIR,04-08-2024,5.8 km,West Rajasthan ; Pakistan
Trough,04-08-2024,0.9 km to 4.5 km,East Madhya Pradesh ; West Uttar Pradesh ; East Uttar Pradesh ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),04-08-2024,0.9 km,Assam & Meghalaya
Mean Sea Level Trough,05-08-2024,Surface,"West Rajasthan, East Rajasthan, East Uttar Pradesh, Gangetic West Bengal, EC Bay"
Trough,05-08-2024,0.9 km to 5.8 km,East Rajasthan ; Odisha
Cyclonic Circulation (CYCIR),05-08-2024,1.5 km to 4.5 km,Assam & Meghalaya
Low Pressure (L) with associated CYCIR,06-08-2024,5.8 km,Central Pakistan
Monsoon Trough with Extension and Tilt,06-08-2024,Surface,Central Pakistan ; West Rajasthan ; West Madhya Pradesh ; East Uttar Pradesh ; Gangetic West Bengal ; EC Bay
Trough,06-08-2024,0.9 km to 3.1 km,Central Pakistan ; Bihar ; West Rajasthan ; East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),06-08-2024,1.5 km to 4.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),06-08-2024,1.5 km to 7.6 km,Gangetic West Bengal ; Bangladesh
Offshore Trough,06-08-2024,Surface,Gujarat Region ; Kerala
Cyclonic Circulation (CYCIR),07-08-2024,5.8 km,Gangetic West Bengal ; Jharkhand ; Odisha
Cyclonic Circulation (CYCIR),07-08-2024,1.5 km to 3.1 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),07-08-2024,1.5 km to 4.5 km,"Haryana, Chandigarh & Delhi"
Trough,07-08-2024,0.9 km,Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area
Mean Sea Level Trough,08-08-2024,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Odisha ; EC Bay"
Cyclonic Circulation (CYCIR),08-08-2024,7.6 km,Jharkhand
Cyclonic Circulation (CYCIR),08-08-2024,0.9 km to 3.1 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),08-08-2024,0.9 km,Assam & Meghalaya
Offshore Trough,08-08-2024,Surface,Gujarat Region ; Konkan & Goa ; Kerala
Cyclonic Circulation (CYCIR),09-08-2024,5.8 km,East Rajasthan
Cyclonic Circulation (CYCIR),09-08-2024,4.5 km,East Uttar Pradesh
Monsoon Trough with Extension and Tilt,09-08-2024,Surface,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; EC Bay
Cyclonic Circulation (CYCIR),09-08-2024,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),09-08-2024,5.8 km to 7.6 km,Jharkhand
Monsoon Trough with Extension and Tilt,10-08-2024,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Gangetic West Bengal ; NE Bay"
Cyclonic Circulation (CYCIR),10-08-2024,5.8 km,East Rajasthan
Cyclonic Circulation (CYCIR),10-08-2024,7.6 km,East Uttar Pradesh
Cyclonic Circulation (CYCIR),10-08-2024,1.5 km,Assam & Meghalaya
Trough,10-08-2024,0.9 km,South Interior Karnataka ; Comorin Area
Offshore Trough,10-08-2024,Surface,Konkan & Goa ; Coastal Karnataka
Monsoon Trough with Extension and Tilt,11-08-2024,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; Gangetic West Bengal ; NE Bay"
Cyclonic Circulation (CYCIR),11-08-2024,7.6 km,East Rajasthan
Trough,11-08-2024,3.1 km,East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh
Cyclonic Circulation (CYCIR),11-08-2024,5.8 km,Assam & Meghalaya
Trough,11-08-2024,0.9 km,South Interior Karnataka ; Comorin Area
Monsoon Trough with Extension and Tilt,12-08-2024,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Cyclonic Circulation (CYCIR),12-08-2024,4.5 km,West Madhya Pradesh
Trough,12-08-2024,1.5 km,West Madhya Pradesh ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh
Trough,12-08-2024,3.1 km to 4.5 km,NE Arabian Sea ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),12-08-2024,1.5 km,Assam & Meghalaya
Trough,12-08-2024,0.9 km,Rayalaseema ; Comorin Area
Cyclonic Circulation (CYCIR),12-08-2024,1.5 km,Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),12-08-2024,3.1 km to 4.5 km,Bangladesh
Cyclonic Circulation (CYCIR),12-08-2024,5.8 km,Jharkhand
Cyclonic Circulation (CYCIR),13-08-2024,7.6 km,East Rajasthan
Trough,13-08-2024,0.9 km,East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Bangladesh
Cyclonic Circulation (CYCIR),13-08-2024,1.5 km,Assam & Meghalaya
Trough,13-08-2024,0.9 km,Rayalaseema ; Comorin Area
Cyclonic Circulation (CYCIR),13-08-2024,1.5 km,Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),13-08-2024,3.1 km,Gujarat Region ; Saurashtra & Kutch
Cyclonic Circulation (CYCIR),13-08-2024,1.5 km to 4.5 km,Bangladesh
Cyclonic Circulation (CYCIR),13-08-2024,4.5 km,south Sri Lanka & neighbourhood
Cyclonic Circulation (CYCIR),14-08-2024,5.8 km,East Rajasthan
Trough,14-08-2024,1.5 km,Telangana ; SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),14-08-2024,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),14-08-2024,3.1 km to 4.5 km,Gujarat Region
Cyclonic Circulation (CYCIR),14-08-2024,5.8 km,SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),14-08-2024,4.5 km,Bangladesh ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),15-08-2024,4.5 km,East Rajasthan
Trough,15-08-2024,1.5 km,Konkan & Goa ; SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),15-08-2024,3.1 km to 4.5 km,Jharkhand
Cyclonic Circulation (CYCIR),15-08-2024,4.5 km,SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),15-08-2024,4.5 km,Bangladesh ; Gangetic West Bengal
Monsoon Trough with Extension and Tilt,16-08-2024,0.9 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; NW Bay ; Gangetic West Bengal ; Bangladesh
Low Pressure (L) with associated CYCIR,16-08-2024,4.5 km,NW Bay ; Gangetic West Bengal ; Bangladesh
Cyclonic Circulation (CYCIR),16-08-2024,1.5 km to 5.8 km,West Rajasthan
Cyclonic Circulation (CYCIR),16-08-2024,5.8 km,South Interior Karnataka
Trough,16-08-2024,1.5 km,North Interior Karnataka ; South Interior Karnataka ; Comorin Area
Low Pressure (L) with associated CYCIR,17-08-2024,7.6 km,Bangladesh
Cyclonic Circulation (CYCIR),17-08-2024,5.8 km,West Rajasthan
Cyclonic Circulation (CYCIR),17-08-2024,5.8 km,North Interior Karnataka ; Telangana
Trough,17-08-2024,1.5 km,North Interior Karnataka ; Telangana ; Kerala ; Tamil Nadu & Puducherry ; Comorin Area
Trough,17-08-2024,3.1 km,West Rajasthan ; WC Arabian Sea
Trough,17-08-2024,9.6 km to 12.6 km,Assam & Meghalaya ; Odisha
Low Pressure (L) with associated CYCIR,18-08-2024,5.8 km,Bangladesh
Mean Sea Level Trough,18-08-2024,Surface,West Rajasthan ; West Uttar Pradesh ; East Madhya Pradesh ; Jharkhand ; Bangladesh
Cyclonic Circulation (CYCIR),18-08-2024,3.1 km,Pakistan
Cyclonic Circulation (CYCIR),18-08-2024,4.5 km,North Interior Karnataka ; Telangana
Trough,18-08-2024,1.5 km,North Interior Karnataka ; Telangana ; SE Arabian Sea ; Kerala
Low Pressure (L) with associated CYCIR,19-08-2024,5.8 km,Bangladesh
Cyclonic Circulation (CYCIR),19-08-2024,3.1 km,Pakistan
Cyclonic Circulation (CYCIR),19-08-2024,0.9 km,Rayalaseema
Trough,19-08-2024,0.9 km,Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area
Trough,19-08-2024,1.5 km to 5.8 km,EC Arabian Sea ; Coastal Karnataka
Low Pressure (L) with associated CYCIR,20-08-2024,7.6 km,Bangladesh
Mean Sea Level Trough,20-08-2024,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Gangetic West Bengal ; Bangladesh"
Cyclonic Circulation (CYCIR),20-08-2024,3.1 km,Pakistan
Trough,20-08-2024,0.9 km,EC Arabian Sea ; Coastal Karnataka ; South Interior Karnataka ; Comorin Area
Cyclonic Circulation (CYCIR),20-08-2024,0.9 km,Jharkhand
Cyclonic Circulation (CYCIR),20-08-2024,0.9 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),20-08-2024,1.5 km,Tamil Nadu & Puducherry ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),20-08-2024,3.1 km to 5.8 km,SE Arabian Sea ; Lakshadweep
Western Disturbances (WD),20-08-2024,5.8 km,North Pakistan
Low Pressure (L) with associated CYCIR,21-08-2024,9.6 km,Bangladesh
Cyclonic Circulation (CYCIR),21-08-2024,0.9 km,Jharkhand
Cyclonic Circulation (CYCIR),21-08-2024,5.8 km,Lakshadweep ; SE Arabian Sea
Western Disturbances (WD),21-08-2024,3.1 km,Jammu & Kashmir
Cyclonic Circulation (CYCIR),21-08-2024,4.5 km to 5.8 km,NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch
Low Pressure (L) with associated CYCIR,22-08-2024,5.8 km,EC Arabian Sea ; Konkan & Goa
Low Pressure (L) with associated CYCIR,22-08-2024,9.4 km,Bangladesh
Monsoon Trough with Extension and Tilt,22-08-2024,0.9 km,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; Bihar ; Gangetic West Bengal ; Bangladesh ; NE Bay"
Cyclonic Circulation (CYCIR),22-08-2024,0.9 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),22-08-2024,0.9 km,Jharkhand
Western Disturbances (WD),22-08-2024,5.8 km,West Pakistan
Low Pressure (L) with associated CYCIR,23-08-2024,3.1 km,EC Arabian Sea
Low Pressure (L) with associated CYCIR,23-08-2024,7.6 km,Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; Jharkhand
Mean Sea Level Trough,23-08-2024,0.9 km,West Rajasthan ; East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; Jharkhand ; NE Bay
Cyclonic Circulation (CYCIR),23-08-2024,5.8 km,NW Bay ; NE Bay
Western Disturbances (WD),23-08-2024,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Well Marked Low Pressure Area (WML) with associated CYCIR,24-08-2024,7.6 km,East Uttar Pradesh ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),24-08-2024,3.1 km to 5.8 km,NW Bay ; NE Bay
Monsoon Trough with Extension and Tilt,24-08-2024,Surface,West Rajasthan ; East Rajasthan ; East Madhya Pradesh ; East Uttar Pradesh ; West Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Trough,24-08-2024,1.5 km,East Uttar Pradesh ; West Madhya Pradesh ; NE Bay
Western Disturbances (WD),24-08-2024,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),24-08-2024,1.5 km,Assam & Meghalaya
Mean Sea Level Trough,25-08-2024,Surface,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Western Disturbances (WD),25-08-2024,7.6 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Mean Sea Level Trough,26-08-2024,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Western Disturbances (WD),26-08-2024,7.6 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Western Disturbances (WD),27-08-2024,3.1 km,North pakistan
Westerly Trough,27-08-2024,7.6 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),27-08-2024,0.9 km,Assam & Meghalaya
Monsoon Trough with Extension and Tilt,28-08-2024,Surface,Saurashtra & Kutch ; East Rajasthan ; West Madhya Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; EC Bay
Cyclonic Circulation (CYCIR),28-08-2024,5.8 km,EC Bay
Cyclonic Circulation (CYCIR),28-08-2024,3.1 km,East Uttar Pradesh
Trough,28-08-2024,3.1 km,East Uttar Pradesh ; EC Bay
Western Disturbances (WD),28-08-2024,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir
Western Disturbances (WD),28-08-2024,3.1 km,North pakistan
Westerly Trough,28-08-2024,7.6 km,North Pakistan ; Jammu & Kashmir
Mean Sea Level Trough,29-08-2024,Surface,Saurashtra & Kutch ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; WC Bay ; NW Bay
Offshore Trough,29-08-2024,Surface,Gujarat Region ; Konkan & Goa ; Coastal Karnataka ; Kerala
Western Disturbances (WD),29-08-2024,5.8 km,West Pakistan ; Central Pakistan
Monsoon Trough with Extension and Tilt,30-08-2024,Surface,Saurashtra & Kutch ; NE Arabian Sea ; Pakistan ; Madhya Maharashtra ; Vidarbha ; Chhattisgarh ; Coastal Andhra Pradesh ; WC Bay ; NW Bay
Offshore Trough,30-08-2024,Surface,Gujarat Region ; Konkan & Goa ; Kerala
Western Disturbances (WD),30-08-2024,5.8 km,West Pakistan ; Central Pakistan
Mean Sea Level Trough,31-08-2024,Surface,NE Arabian Sea ; NW Arabian Sea ; Saurashtra & Kutch ; Madhya Maharashtra ; Vidarbha ; Chhattisgarh ; Coastal Andhra Pradesh ; WC Bay ; NW Bay
Cyclonic Circulation (CYCIR),31-08-2024,1.5 km,Assam & Meghalaya
Western Disturbances (WD),31-08-2024,5.8 km,Far West Pakistan ; Southwest Pakistan
Western Disturbances (WD),31-08-2024,5.8 km,West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),04-09-2024,3.1 km,WC Arabian Sea
Cyclonic Circulation (CYCIR),04-09-2024,5.8 km,East Rajasthan
Monsoon Trough with Extension and Tilt,04-09-2024,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Telangana ; Coastal Andhra Pradesh ; EC Bay
Cyclonic Circulation (CYCIR),04-09-2024,3.1 km to 7.6 km,Coastal Andhra Pradesh
Western Disturbances (WD),04-09-2024,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),04-09-2024,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),04-09-2024,1.5 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),04-09-2024,4.5 km to 5.8 km,N Andaman Sea
Cyclonic Circulation (CYCIR),04-09-2024,3.1 km to 7.6 km,Bangladesh
Low Pressure (L) with associated CYCIR,05-09-2024,7.6 km,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha
Mean Sea Level Trough,05-09-2024,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; WC Bay ; NW Bay ; EC Bay"
Cyclonic Circulation (CYCIR),05-09-2024,5.8 km,"West Uttar Pradesh ; Haryana, Chandigarh & Delhi"
Western Disturbances (WD),05-09-2024,3.1 km,Jammu & Kashmir ; Pakistan
Westerly Trough,05-09-2024,5.8 km,Jammu & Kashmir ; Pakistan
Trough,05-09-2024,0.9 km,"West Uttar Pradesh ; Haryana, Chandigarh & Delhi ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),05-09-2024,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),05-09-2024,3.1 km,WC Arabian Sea
Cyclonic Circulation (CYCIR),05-09-2024,3.1 km,N Andaman Sea
Low Pressure (L) with associated CYCIR,06-09-2024,7.6 km,WC Bay ; NW Bay
Cyclonic Circulation (CYCIR),06-09-2024,5.8 km,East Rajasthan
Trough,06-09-2024,1.5 km to 3.1 km,East Uttar Pradesh ; Chhattisgarh ; Odisha ; WC Bay ; NW Bay
Cyclonic Circulation (CYCIR),06-09-2024,0.9 km,Bangladesh
Western Disturbances (WD),06-09-2024,3.1 km to 5.8 km,Jammu & Kashmir
Westerly Trough,06-09-2024,7.6 km,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),06-09-2024,3.1 km,WC Arabian Sea
Well Marked Low Pressure Area (WML) with associated CYCIR,07-09-2024,7.6 km,NW Bay ; WC Bay
Cyclonic Circulation (CYCIR),07-09-2024,1.5 km,Central Pakistan
Cyclonic Circulation (CYCIR),07-09-2024,5.8 km,West Rajasthan ; East Rajasthan
Trough,07-09-2024,0.9 km,West Rajasthan ; East Rajasthan ; Chhattisgarh ; West Madhya Pradesh ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),07-09-2024,3.1 km,WC Arabian Sea
Mean Sea Level Trough,08-09-2024,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; Uttarakhand ; Odisha ; WC Bay ; NW Bay"
Western Disturbances (WD),08-09-2024,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),08-09-2024,5.8 km,West Rajasthan ; East Rajasthan
Cyclonic Circulation (CYCIR),08-09-2024,1.5 km,WC Arabian Sea
Monsoon Trough with Extension and Tilt,09-09-2024,Surface,West Rajasthan ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; NW Bay ; EC Bay
Trough,09-09-2024,3.1 km,West Uttar Pradesh ; West Madhya Pradesh ; Chhattisgarh ; Odisha ; NW Bay
Western Disturbances (WD),09-09-2024,5.8 km,North Pakistan ; Jammu & Kashmir
Monsoon Trough with Extension and Tilt,10-09-2024,1.5 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; WC Bay
Western Disturbances (WD),10-09-2024,5.8 km,North Pakistan ; Jammu & Kashmir
Offshore Trough,10-09-2024,Surface,Gujarat Region ; Kerala
Cyclonic Circulation (CYCIR),10-09-2024,3.1 km,Gujarat Region
Cyclonic Circulation (CYCIR),10-09-2024,3.1 km,Assam & Meghalaya
Monsoon Trough with Extension and Tilt,11-09-2024,1.5 km,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; Gangetic West Bengal ; WC Bay ; EC Bay
Western Disturbances (WD),11-09-2024,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Offshore Trough,11-09-2024,Surface,Gujarat Region ; Kerala
Cyclonic Circulation (CYCIR),11-09-2024,3.1 km to 5.8 km,Gujarat Region
Cyclonic Circulation (CYCIR),11-09-2024,0.9 km,Assam & Meghalaya
Monsoon Trough with Extension and Tilt,12-09-2024,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay"
Offshore Trough,12-09-2024,Surface,Gujarat Region ; Konkan & Goa ; Coastal Karnataka
Upper-Level Cyclonic Circulation,12-09-2024,7.6 km,Bangladesh
Cyclonic Circulation (CYCIR),12-09-2024,3.1 km to 4.5 km,Saurashtra & Kutch
Cyclonic Circulation (CYCIR),12-09-2024,3.1 km,"Punjab ; Haryana, Chandigarh & Delhi"
Western Disturbances (WD),12-09-2024,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),13-09-2024,7.6 km,West Uttar Pradesh ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),13-09-2024,7.6 km,Bangladesh
Mean Sea Level Trough,13-09-2024,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; NE Bay ; Bangladesh"
Cyclonic Circulation (CYCIR),13-09-2024,3.1 km,Saurashtra & Kutch
Western Disturbances (WD),13-09-2024,5.8 km,West Pakistan ; Central Pakistan ; Far West Pakistan
Western Disturbances (WD),13-09-2024,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
