weather system,date,heightAboveMSL,Regions
Western Disturbances (WD),2020-10-31,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; North Pakistan ; Delhi
Cyclonic Circulation (CYCIR),2020-10-31,3.1 km,SW Arabian Sea ; SE Arabian Sea ; WC Arabian Sea ; EC Arabian Sea
Cyclonic Circulation (CYCIR),2020-10-31,3.1 km,Saurashtra & Kutch
Cyclonic Circulation (CYCIR),2020-10-31,3.1 km to 5.8 km,SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),2020-10-31,1.5 km,Konkan & Goa ; Madhya Maharashtra
Cyclonic Circulation (CYCIR),2020-11-01,3.1 km to 3.6 km,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2020-11-01,1.5 km,SW Arabian Sea
Cyclonic Circulation (CYCIR),2020-11-01,1.5 km,SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),2020-11-01,1.5 km to 2.1 km,Konkan & Goa ; Madhya Maharashtra
Low Pressure (L) with associated CYCIR,2020-11-01,4.5 km,NE Bay ; EC Bay
Trough,2020-11-01,1.5 km,NE Bay ; EC Bay ; Bangladesh
Western Disturbances (WD),2020-11-01,1.5 km to 4.5 km,North pakistan
Westerly Trough,2020-11-01,5.8 km to 7.6 km,Jammu & Kashmir ; Punjab ; Haryana ; Delhi ; Himachal Pradesh
Cyclonic Circulation (CYCIR),2020-11-01,1.5 km,SW Bay ; Tamil Nadu & Puducherry
Western Disturbances (WD),2020-11-02,1.5 km to 4.5 km,North pakistan ; Punjab
Westerly Trough,2020-11-02,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; Delhi ; Himachal Pradesh
Cyclonic Circulation (CYCIR),2020-11-02,1.5 km to 2.1 km,EC Arabian Sea
Cyclonic Circulation (CYCIR),2020-11-02,1.5 km,Comorin Area
Cyclonic Circulation (CYCIR),2020-11-02,1.5 km,SW Bay ; SE Bay
Cyclonic Circulation (CYCIR),2020-11-02,2.1 km,NW Bay ; NE Bay ; Bangladesh
Western Disturbances (WD),2020-11-03,1.5 km to 4.5 km,"Haryana, Chandigarh & Delhi"
Westerly Trough,2020-11-03,5.8 km,Himachal Pradesh ; Ladakh ; Delhi ; Uttarakhand ; West Uttar Pradesh
Cyclonic Circulation (CYCIR),2020-11-03,1.5 km,SE Bay ; SW Bay
Cyclonic Circulation (CYCIR),2020-11-03,1.5 km,Bangladesh ; NW Bay ; NE Bay
Cyclonic Circulation (CYCIR),2020-11-03,0.9 km,SW Bay ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2020-11-04,3.1 km,SW Bay
Westerly Trough,2020-11-04,5.8 km,East Uttar Pradesh ; Uttarakhand ; West Uttar Pradesh ; Bihar
Cyclonic Circulation (CYCIR),2020-11-04,1.5 km,Bangladesh ; NW Bay ; NE Bay
Trough,2020-11-04,0.9 km,SE Arabian Sea ; Lakshadweep ; Coastal Karnataka ; South Interior Karnataka ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2020-11-05,0.9 km,Gulf of Mannar
Western Disturbances (WD),2020-11-05,3.1 km to 3.6 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Cyclonic Circulation (CYCIR),2020-11-06,0.9 km,Comorin Area
Easterly Trough,2020-11-06,0.9 km,Lakshadweep ; Coastal Karnataka
Westerly Trough,2020-11-06,3.1 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Westerly Trough,2020-11-07,3.1 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),2020-11-07,5.8 km,S Andaman Sea
Westerly Trough,2020-11-08,3.1 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),2020-11-08,1.5 km,S Andaman Sea
Cyclonic Circulation (CYCIR),2020-11-08,3.1 km,Bihar
Cyclonic Circulation (CYCIR),2020-11-09,1.5 km,SE Bay ; S Andaman Sea
Cyclonic Circulation (CYCIR),2020-11-09,3.1 km to 3.6 km,Bihar
Cyclonic Circulation (CYCIR),2020-11-09,0.9 km,SW Bay
Cyclonic Circulation (CYCIR),2020-11-11,3.1 km to 3.6 km,East Uttar Pradesh
Cyclonic Circulation (CYCIR),2020-11-11,3.1 km,equatorial Indian Ocean off south Sri Lanka coast
Cyclonic Circulation (CYCIR),2020-11-12,3.1 km,Bihar
Cyclonic Circulation (CYCIR),2020-11-12,1.5 km,Sri Lanka & neighbourhood
Trough,2020-11-12,1.5 km,SW Bay ; Tamil Nadu & Puducherry
Western Disturbances (WD),2020-11-12,5.8 km,Far West Pakistan ; Southwest Pakistan
Cyclonic Circulation (CYCIR),2020-11-13,0.9 km,Comorin Area
Western Disturbances (WD),2020-11-13,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2020-11-13,3.1 km,Punjab
Easterly Trough,2020-11-13,3.1 km,S Andaman Sea ; EC Bay
Easterly Trough,2020-11-14,3.1 km,Comorin Area ; S Andaman Sea ; N Andaman Sea
Cyclonic Circulation (CYCIR),2020-11-14,0.9 km,Comorin Area
Western Disturbances (WD),2020-11-14,3.1 km,Afghanistan and neighbourhood
Westerly Trough,2020-11-14,5.8 km,Southwest Pakistan
Easterly Trough,2020-11-15,3.1 km,Comorin Area ; SW Bay ; WC Bay ; Tamil Nadu & Puducherry ; Coastal Andhra Pradesh ; Rayalaseema
Western Disturbances (WD),2020-11-15,3.1 km,Afghanistan and neighbourhood
Induced Cyclonic Circulation,2020-11-15,1.5 km,Pakistan
Easterly Trough,2020-11-16,1.5 km,Comorin Area ; Tamil Nadu & Puducherry
Western Disturbances (WD),2020-11-16,3.1 km,North pakistan
Induced Cyclonic Circulation,2020-11-16,2.1 km,West Rajasthan
Cyclonic Circulation (CYCIR),2020-11-17,0.9 km,Maldives area and neighbourhood
Easterly Trough,2020-11-17,0.9 km,SE Arabian Sea
Easterly Trough,2020-11-17,1.5 km,Comorin Area ; Tamil Nadu & Puducherry
Western Disturbances (WD),2020-11-17,3.1 km,Jammu & Kashmir
Induced Cyclonic Circulation,2020-11-17,1.5 km,East Rajasthan
Western Disturbances (WD),2020-11-17,3.1 km,Afghanistan and neighbourhood
Cyclonic Circulation (CYCIR),2020-11-18,3.1 km,SE Arabian Sea ; SW Arabian Sea
Trough,2020-11-18,3.1 km,SE Arabian Sea ; SW Arabian Sea ; Comorin Area
Western Disturbances (WD),2020-11-18,3.1 km,North pakistan
Cyclonic Circulation (CYCIR),2020-11-18,1.5 km,East Rajasthan
Low Pressure (L) with associated CYCIR,2020-11-19,5.8 km,SW Arabian Sea ; SE Arabian Sea
Trough,2020-11-19,3.1 km,SW Arabian Sea ; SE Arabian Sea ; Comorin Area
Western Disturbances (WD),2020-11-19,3.1 km,Jammu & Kashmir
Trough,2020-11-19,0.9 km,Sikkim ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),2020-11-19,1.5 km,West Madhya Pradesh
Low Pressure (L) with associated CYCIR,2020-11-20,4.5 km,SW Arabian Sea ; SE Arabian Sea
Trough,2020-11-20,0.9 km,Bihar ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),2020-11-20,1.5 km,Madhya Maharashtra
Western Disturbances (WD),2020-11-20,3.1 km,West Pakistan
Cyclonic Circulation (CYCIR),2020-11-20,3.1 km,SE Bay
Western Disturbances (WD),2020-11-20,3.1 km,Jammu & Kashmir
Well Marked Low Pressure Area (WML) with associated CYCIR,2020-11-21,4.5 km,SW Arabian Sea
Cyclonic Circulation (CYCIR),2020-11-21,0.9 km,Odisha
Western Disturbances (WD),2020-11-21,3.1 km,North Pakistan ; Jammu & Kashmir
Western Disturbances (WD),2020-11-21,5.8 km,North Pakistan
Western Disturbances (WD),2020-11-22,3.1 km to 3.6 km,North Pakistan ; Jammu & Kashmir
Western Disturbances (WD),2020-11-22,5.8 km,Bihar ; East Uttar Pradesh ; Sub-Himalayan West Bengal & Sikkim ; Uttarakhand ; West Uttar Pradesh
Western Disturbances (WD),2020-11-23,3.1 km to 3.6 km,Afghanistan
Westerly Trough,2020-11-23,5.8 km,West Pakistan
Western Disturbances (WD),2020-11-24,3.1 km to 3.6 km,Afghanistan and neighbourhood
Induced Cyclonic Circulation,2020-11-24,2.1 km,West Rajasthan
Western Disturbances (WD),2020-11-25,3.1 km,Afghanistan and neighbourhood
Westerly Trough,2020-11-25,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Induced Cyclonic Circulation,2020-11-25,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2020-11-25,1.5 km,Bangladesh
Cyclonic Circulation (CYCIR),2020-11-25,1.5 km to 2.1 km,Bihar ; East Uttar Pradesh
Western Disturbances (WD),2020-11-26,5.8 km,West Rajasthan ; North Pakistan ; Central Pakistan ; South Pakistan ; Jammu & Kashmir
Induced Cyclonic Circulation,2020-11-26,1.5 km,East Rajasthan
Cyclonic Circulation (CYCIR),2020-11-26,1.5 km,Bangladesh
Well Marked Low Pressure Area (WML) with associated CYCIR,2020-11-27,4.5 km,Coastal Andhra Pradesh ; WC Bay
Cyclonic Circulation (CYCIR),2020-11-27,5.8 km,S Andaman Sea
Western Disturbances (WD),2020-11-27,3.1 km to 4.5 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2020-11-27,1.5 km,Bangladesh
Westerly Trough,2020-11-28,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Bihar ; Assam & Meghalaya ; East Uttar Pradesh ; Arunachal Pradesh
Western Disturbances (WD),2020-11-28,5.8 km,Southwest Pakistan
Cyclonic Circulation (CYCIR),2020-11-28,1.5 km,Bangladesh
Cyclonic Circulation (CYCIR),2020-11-28,3.1 km,Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2020-11-29,1.5 km,"Haryana, Chandigarh & Delhi ; West Uttar Pradesh"
Cyclonic Circulation (CYCIR),2020-11-29,1.5 km to 2.1 km,EC Arabian Sea ; Konkan & Goa ; Madhya Maharashtra
Western Disturbances (WD),2020-11-29,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2020-11-30,1.5 km,Bangladesh
Cyclonic Circulation (CYCIR),2020-11-30,0.9 km,SE Arabian Sea ; Kerala
Western Disturbances (WD),2020-11-30,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2020-12-01,1.5 km to 3.1 km,Bangladesh
Cyclonic Circulation (CYCIR),2020-12-02,1.5 km,Bangladesh
Cyclonic Circulation (CYCIR),2020-12-02,1.5 km,East Uttar Pradesh
Cyclonic Circulation (CYCIR),2020-12-02,5.8 km,Malay Peninsula
Cyclonic Circulation (CYCIR),2020-12-03,1.5 km,East Uttar Pradesh ; Bihar
Cyclonic Circulation (CYCIR),2020-12-03,5.8 km,Malay Peninsula
Cyclonic Circulation (CYCIR),2020-12-04,1.5 km,East Uttar Pradesh ; Bihar
Cyclonic Circulation (CYCIR),2020-12-04,5.8 km,S Andaman Sea
Western Disturbances (WD),2020-12-04,3.1 km,West Pakistan
Induced Cyclonic Circulation,2020-12-04,1.5 km,Central Pakistan ; West Rajasthan
Trough,2020-12-04,3.1 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),2020-12-05,3.1 km,Lakshadweep ; Kerala
Cyclonic Circulation (CYCIR),2020-12-05,1.5 km,Bihar
Cyclonic Circulation (CYCIR),2020-12-05,5.8 km,SE Bay ; S Andaman Sea
Western Disturbances (WD),2020-12-05,3.1 km,West Pakistan ; Central Pakistan
Induced Cyclonic Circulation,2020-12-05,2.1 km,Central Pakistan ; West Rajasthan ; Punjab
Trough,2020-12-05,3.1 km,Assam & Meghalaya ; Sub-Himalayan West Bengal & Sikkim ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Cyclonic Circulation (CYCIR),2020-12-06,3.1 km,SE Arabian Sea
Cyclonic Circulation (CYCIR),2020-12-06,0.9 km,Jharkhand
Cyclonic Circulation (CYCIR),2020-12-06,5.8 km,SE Bay ; S Andaman Sea
Western Disturbances (WD),2020-12-06,3.1 km,West Pakistan ; Central Pakistan
Induced Cyclonic Circulation,2020-12-06,1.5 km,"Haryana, Chandigarh & Delhi"
Trough,2020-12-06,1.5 km,Assam & Meghalaya ; Sub-Himalayan West Bengal & Sikkim ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Cyclonic Circulation (CYCIR),2020-12-07,3.1 km,Gulf of Mannar
Cyclonic Circulation (CYCIR),2020-12-07,3.1 km,SE Arabian Sea
Cyclonic Circulation (CYCIR),2020-12-07,5.8 km,SE Bay ; S Andaman Sea
Cyclonic Circulation (CYCIR),2020-12-07,1.5 km,West Rajasthan
Western Disturbances (WD),2020-12-07,3.1 km to 3.6 km,Iran
Westerly Trough,2020-12-07,5.8 km,Southwest Pakistan
Western Disturbances (WD),2020-12-08,5.8 km,Southwest Pakistan
Cyclonic Circulation (CYCIR),2020-12-08,3.1 km,SE Arabian Sea
Cyclonic Circulation (CYCIR),2020-12-08,4.5 km,SE Bay
Cyclonic Circulation (CYCIR),2020-12-08,1.5 km,West Rajasthan
Western Disturbances (WD),2020-12-09,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Western Disturbances (WD),2020-12-09,3.1 km,Far West Pakistan
Cyclonic Circulation (CYCIR),2020-12-09,3.1 km,SE Arabian Sea
Low Pressure (L) with associated CYCIR,2020-12-09,4.5 km,SE Arabian Sea
Cyclonic Circulation (CYCIR),2020-12-09,1.5 km,West Rajasthan
Western Disturbances (WD),2020-12-10,3.1 km to 5.8 km,Southwest Pakistan
Western Disturbances (WD),2020-12-10,3.1 km,Far West Pakistan
Low Pressure (L) with associated CYCIR,2020-12-10,4.5 km,SE Arabian Sea ; SW Arabian Sea
Cyclonic Circulation (CYCIR),2020-12-10,1.5 km,"Haryana, Chandigarh & Delhi"
Western Disturbances (WD),2020-12-11,3.1 km to 4.5 km,Afghanistan and neighbourhood
Westerly Trough,2020-12-11,5.8 km,Southwest Pakistan
Induced Cyclonic Circulation,2020-12-11,0.9 km,West Rajasthan
Low Pressure (L) with associated CYCIR,2020-12-11,3.1 km,SW Arabian Sea ; SE Arabian Sea
Cyclonic Circulation (CYCIR),2020-12-11,0.9 km,Madhya Maharashtra
Western Disturbances (WD),2020-12-12,3.1 km,North pakistan ; Punjab
Westerly Trough,2020-12-12,5.8 km,Southwest Pakistan ; West Pakistan
Induced Cyclonic Circulation,2020-12-12,1.5 km,East Rajasthan
Low Pressure (L) with associated CYCIR,2020-12-12,3.1 km,SW Arabian Sea ; WC Arabian Sea ; EC Arabian Sea
Cyclonic Circulation (CYCIR),2020-12-12,1.5 km,Bangladesh
Western Disturbances (WD),2020-12-13,1.5 km to 2.1 km,North pakistan ; Punjab
Westerly Trough,2020-12-13,5.8 km,West Pakistan ; South Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2020-12-13,3.1 km,SW Arabian Sea ; WC Arabian Sea ; EC Arabian Sea
Trough,2020-12-13,1.5 km,SW Arabian Sea ; WC Arabian Sea ; EC Arabian Sea ; West Madhya Pradesh ; Gujarat Region ; Konkan & Goa
Cyclonic Circulation (CYCIR),2020-12-13,3.1 km to 5.8 km,SE Bay
Western Disturbances (WD),2020-12-14,3.1 km to 4.5 km,Afghanistan and neighbourhood
Westerly Trough,2020-12-14,5.8 km,Southwest Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),2020-12-14,3.1 km,SW Arabian Sea ; WC Arabian Sea ; EC Arabian Sea
Trough,2020-12-14,0.9 km,EC Arabian Sea ; Konkan & Goa ; Madhya Maharashtra ; West Madhya Pradesh ; Gujarat Region
Cyclonic Circulation (CYCIR),2020-12-14,3.1 km to 4.5 km,SE Bay
Cyclonic Circulation (CYCIR),2020-12-14,1.5 km,West Rajasthan ; East Rajasthan
Cyclonic Circulation (CYCIR),2020-12-14,2.1 km,SW Bay
Westerly Trough,2020-12-14,5.8 km,West Pakistan ; South Pakistan ; Central Pakistan
Western Disturbances (WD),2020-12-15,3.1 km to 5.8 km,North pakistan
Westerly Trough,2020-12-15,7.6 km,Saurashtra & Kutch ; Central Pakistan ; Gujarat ; West Rajasthan ; North Pakistan
Cyclonic Circulation (CYCIR),2020-12-15,1.5 km,SW Arabian Sea ; WC Arabian Sea
Cyclonic Circulation (CYCIR),2020-12-15,1.5 km,West Rajasthan ; Gujarat Region
Cyclonic Circulation (CYCIR),2020-12-15,1.5 km,SW Bay
Cyclonic Circulation (CYCIR),2020-12-15,1.5 km,West Madhya Pradesh ; East Madhya Pradesh
