weather system,date,heightAboveMSL,Regions
Cyclonic Circulation (CYCIR),2021-01-07,1.5 km,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-01-07,1.5 km to 4.5 km,SE Arabian Sea
Western Disturbances (WD),2021-01-08,7.6 km,North pakistan
Cyclonic Circulation (CYCIR),2021-01-08,1.5 km,Sri Lanka and neighbourhood
Cyclonic Circulation (CYCIR),2021-01-08,1.5 km,SE Arabian Sea
Western Disturbances (WD),2021-01-09,3.1 km to 5.8 km,North pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-01-09,0.9 km,Sri-Lanka and neighbourhood
Cyclonic Circulation (CYCIR),2021-01-09,0.9 km,SE Arabian Sea
Cyclonic Circulation (CYCIR),2021-01-09,3.1 km,SW Bay ; SE Bay
Cyclonic Circulation (CYCIR),2021-01-09,2.1 km,Bangladesh
Western Disturbances (WD),2021-01-10,3.1 km to 4.5 km,North pakistan ; Jammu & Kashmir
Westerly Trough,2021-01-10,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-01-10,1.5 km,SE Arabian Sea
Cyclonic Circulation (CYCIR),2021-01-10,3.1 km,SW Bay ; SE Bay
Cyclonic Circulation (CYCIR),2021-01-10,1.5 km,West Rajasthan
Western Disturbances (WD),2021-01-11,3.1 km to 4.5 km,North pakistan ; Jammu & Kashmir
Westerly Trough,2021-01-11,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-01-11,1.5 km,SE Arabian Sea ; SW Arabian Sea
Cyclonic Circulation (CYCIR),2021-01-11,3.1 km,SW Bay
Western Disturbances (WD),2021-01-12,3.6 km to 4.5 km,Jammu & Kashmir
Westerly Trough,2021-01-12,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Cyclonic Circulation (CYCIR),2021-01-12,4.5 km,Comorin Area
Cyclonic Circulation (CYCIR),2021-01-13,4.5 km,Comorin Area
Trough,2021-01-13,0.9 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Cyclonic Circulation (CYCIR),2021-01-14,5.8 km,SE Arabian Sea
Trough,2021-01-14,1.5 km,SE Arabian Sea ; Comorin Area
Trough,2021-01-14,0.9 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Cyclonic Circulation (CYCIR),2021-01-14,1.5 km to 2.1 km,Madhya Maharashtra
Cyclonic Circulation (CYCIR),2021-01-14,0.9 km,Bihar ; Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2021-01-15,5.8 km,WC Arabian Sea ; EC Arabian Sea ; SW Arabian Sea ; SE Arabian Sea
Trough,2021-01-15,1.5 km,WC Arabian Sea ; EC Arabian Sea ; SW Arabian Sea ; SE Arabian Sea ; Comorin Area
Cyclonic Circulation (CYCIR),2021-01-15,5.8 km to 7.6 km,SW Bay ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-01-15,3.1 km,Bangladesh
Cyclonic Circulation (CYCIR),2021-01-16,4.5 km,SW Arabian Sea ; SE Arabian Sea
Trough,2021-01-16,1.5 km,SW Arabian Sea ; SE Arabian Sea ; Comorin Area
Cyclonic Circulation (CYCIR),2021-01-16,3.1 km to 5.8 km,south Sri Lanka coast and neighbourhood
Cyclonic Circulation (CYCIR),2021-01-16,0.9 km,Comorin Area
Cyclonic Circulation (CYCIR),2021-01-16,1.5 km,SE Bay
Cyclonic Circulation (CYCIR),2021-01-16,1.5 km,NE Arabian Sea ; Saurashtra & Kutch
Cyclonic Circulation (CYCIR),2021-01-17,4.5 km,SW Arabian Sea ; SE Arabian Sea
Trough,2021-01-17,1.5 km,SW Arabian Sea ; SE Arabian Sea ; Comorin Area
Cyclonic Circulation (CYCIR),2021-01-17,4.5 km to 5.8 km,SW Bay
Cyclonic Circulation (CYCIR),2021-01-17,1.5 km,NE Arabian Sea ; Saurashtra & Kutch
Cyclonic Circulation (CYCIR),2021-01-17,0.9 km,Odisha
Cyclonic Circulation (CYCIR),2021-01-17,1.5 km,Bangladesh
Cyclonic Circulation (CYCIR),2021-01-17,2.1 km,SW Bay
Cyclonic Circulation (CYCIR),2021-01-18,4.5 km to 5.8 km,SW Bay
Cyclonic Circulation (CYCIR),2021-01-18,2.1 km,Bangladesh
Cyclonic Circulation (CYCIR),2021-01-18,2.1 km,SW Bay
Cyclonic Circulation (CYCIR),2021-01-18,1.5 km,West Rajasthan ; East Rajasthan
Westerly Trough,2021-01-19,3.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Odisha
Trough,2021-01-19,0.9 km,East Uttar Pradesh ; Konkan & Goa ; West Madhya Pradesh ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),2021-01-19,5.8 km,SW Bay
Cyclonic Circulation (CYCIR),2021-01-19,0.9 km,Bangladesh
Cyclonic Circulation (CYCIR),2021-01-19,2.1 km,SW Bay
Westerly Trough,2021-01-20,3.1 km to 3.6 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Cyclonic Circulation (CYCIR),2021-01-20,0.9 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2021-01-21,3.1 km to 3.6 km,Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2021-01-21,0.9 km,Bangladesh
Cyclonic Circulation (CYCIR),2021-01-21,1.5 km,Gujarat Region
Western Disturbances (WD),2021-01-22,3.1 km,Afghanistan and neighbourhood
Westerly Trough,2021-01-22,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Induced Cyclonic Circulation,2021-01-22,2.1 km,Central Pakistan ; Punjab
Cyclonic Circulation (CYCIR),2021-01-22,0.9 km to 3.1 km,Bangladesh
Western Disturbances (WD),2021-01-23,3.1 km to 4.5 km,North pakistan
Westerly Trough,2021-01-23,5.8 km,North Pakistan
Induced Cyclonic Circulation,2021-01-23,1.5 km,Punjab
Cyclonic Circulation (CYCIR),2021-01-23,3.1 km,Bangladesh
Cyclonic Circulation (CYCIR),2021-01-23,0.9 km,Madhya Maharashtra
Western Disturbances (WD),2021-01-24,3.1 km to 4.5 km,Jammu & Kashmir
Westerly Trough,2021-01-24,5.8 km,Jammu & Kashmir ; North Pakistan ; Himachal Pradesh ; Ladakh
Trough,2021-01-24,0.9 km,Bihar ; Marathwada ; Jharkhand ; Chhattisgarh ; Vidarbha
Cyclonic Circulation (CYCIR),2021-01-24,1.5 km,Assam & Meghalaya
Western Disturbances (WD),2021-01-25,3.1 km to 4.5 km,Jammu & Kashmir
Westerly Trough,2021-01-25,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh
Trough,2021-01-25,0.9 km,Chhattisgarh ; Marathwada ; Vidarbha
Cyclonic Circulation (CYCIR),2021-01-25,2.1 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2021-01-26,2.1 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2021-01-27,2.1 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2021-01-27,1.5 km,East Rajasthan
Cyclonic Circulation (CYCIR),2021-01-27,0.9 km,Madhya Maharashtra
Cyclonic Circulation (CYCIR),2021-01-28,2.1 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2021-01-28,1.5 km to 2.1 km,East Rajasthan
Cyclonic Circulation (CYCIR),2021-01-28,0.9 km,Marathwada ; Madhya Maharashtra
Cyclonic Circulation (CYCIR),2021-01-29,2.1 km,Bangladesh
Cyclonic Circulation (CYCIR),2021-01-29,0.9 km,Marathwada
Western Disturbances (WD),2021-01-29,3.6 km to 5.8 km,North Pakistan ; Jammu & Kashmir
Western Disturbances (WD),2021-01-30,5.8 km,West Rajasthan ; North Pakistan ; Gujarat ; Konkan & Goa ; Saurashtra & Kutch
Western Disturbances (WD),2021-01-31,3.1 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Western Disturbances (WD),2021-01-31,5.8 km,Far West Pakistan
Cyclonic Circulation (CYCIR),2021-01-31,0.9 km,Madhya Maharashtra
Western Disturbances (WD),2021-02-01,3.1 km,Afghanistan and neighbourhood
Westerly Trough,2021-02-01,5.8 km,Far West Pakistan ; West Pakistan
Induced Cyclonic Circulation,2021-02-01,1.5 km,Central Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),2021-02-01,0.9 km,SE Arabian Sea ; Lakshadweep
Cyclonic Circulation (CYCIR),2021-02-01,1.5 km to 3.6 km,Bangladesh
Western Disturbances (WD),2021-02-01,3.1 km,West Rajasthan ; North Pakistan ; Gujarat ; Konkan & Goa ; Saurashtra & Kutch
Western Disturbances (WD),2021-02-02,3.1 km to 3.6 km,Afghanistan and neighbourhood
Westerly Trough,2021-02-02,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Induced Cyclonic Circulation,2021-02-02,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2021-02-02,1.5 km to 3.6 km,Bangladesh
Western Disturbances (WD),2021-02-03,5.8 km,Pakistan
Westerly Trough,2021-02-03,7.6 km,West Pakistan ; South Pakistan
Induced Cyclonic Circulation,2021-02-03,1.5 km,West Rajasthan
Western Disturbances (WD),2021-02-04,7.6 km,North pakistan
Induced Cyclonic Circulation,2021-02-04,2.1 km,West Rajasthan ; East Rajasthan
Western Disturbances (WD),2021-02-05,5.8 km to 7.6 km,Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-02-05,0.9 km,East Madhya Pradesh
Trough,2021-02-05,0.9 km,East Madhya Pradesh ; Vidarbha
Easterly Trough,2021-02-05,0.9 km,SW Bay
Western Disturbances (WD),2021-02-06,5.8 km,Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-02-06,1.5 km to 2.1 km,Assam & Meghalaya
Trough,2021-02-06,3.1 km to 5.8 km,SW Bay
Cyclonic Circulation (CYCIR),2021-02-06,2.1 km,Chhattisgarh
Western Disturbances (WD),2021-02-07,5.8 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Western Disturbances (WD),2021-02-08,5.8 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Western Disturbances (WD),2021-02-08,5.8 km,Far West Pakistan ; Southwest Pakistan
Western Disturbances (WD),2021-02-09,3.1 km,Pakistan
Westerly Trough,2021-02-09,5.8 km,Pakistan
Western Disturbances (WD),2021-02-10,3.1 km to 5.8 km,Jammu & Kashmir
Westerly Trough,2021-02-10,7.6 km,"Himachal Pradesh, Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2021-02-10,0.9 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2021-02-10,1.5 km,Comorin Area
Cyclonic Circulation (CYCIR),2021-02-10,1.5 km,Bangladesh
Western Disturbances (WD),2021-02-11,3.1 km,North pakistan
Cyclonic Circulation (CYCIR),2021-02-11,3.1 km,SW Bay ; SE Bay
Cyclonic Circulation (CYCIR),2021-02-11,1.5 km,Bangladesh
Western Disturbances (WD),2021-02-12,3.1 km,Bangladesh
Western Disturbances (WD),2021-02-12,3.1 km to 3.6 km,Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-02-12,1.5 km,SW Bay ; SE Bay
Western Disturbances (WD),2021-02-13,3.1 km,Bangladesh
Western Disturbances (WD),2021-02-13,5.8 km,Iran
Cyclonic Circulation (CYCIR),2021-02-13,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2021-02-13,0.9 km,Madhya Maharashtra
Easterly Trough,2021-02-13,0.9 km,SE Arabian Sea ; Kerala ; Konkan & Goa ; Madhya Maharashtra
Easterly Trough,2021-02-13,1.5 km,SW Bay
Western Disturbances (WD),2021-02-14,3.6 km,North pakistan
Westerly Trough,2021-02-14,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-02-14,0.9 km,Madhya Maharashtra
Easterly Trough,2021-02-14,0.9 km,Kerala ; North Interior Karnataka ; South Interior Karnataka ; Madhya Maharashtra
Easterly Trough,2021-02-14,1.5 km,SW Bay ; SE Bay
Cyclonic Circulation (CYCIR),2021-02-14,0.9 km,West Rajasthan
Trough,2021-02-14,0.9 km,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh
Westerly Trough,2021-02-15,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-02-15,0.9 km,Madhya Maharashtra
Easterly Trough,2021-02-15,0.9 km,Coastal Karnataka ; Madhya Maharashtra
Cyclonic Circulation (CYCIR),2021-02-15,0.9 km,West Rajasthan
Trough,2021-02-15,0.9 km,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh
Western Disturbances (WD),2021-02-16,5.8 km,Haryana ; Punjab ; Delhi ; Jammu & Kashmir ; Himachal Pradesh
Westerly Trough,2021-02-16,3.1 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),2021-02-16,0.9 km,Vidarbha
Cyclonic Circulation (CYCIR),2021-02-16,0.9 km,East Rajasthan
Western Disturbances (WD),2021-02-17,5.8 km,Uttarakhand ; Himachal Pradesh ; Ladakh
Cyclonic Circulation (CYCIR),2021-02-17,1.5 km,Vidarbha
Cyclonic Circulation (CYCIR),2021-02-17,0.9 km,East Rajasthan
Cyclonic Circulation (CYCIR),2021-02-17,1.5 km,Bangladesh
Western Disturbances (WD),2021-02-18,3.1 km to 5.8 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2021-02-18,0.9 km,Madhya Maharashtra
Cyclonic Circulation (CYCIR),2021-02-18,2.1 km,Bangladesh
Cyclonic Circulation (CYCIR),2021-02-18,3.1 km,Coastal Andhra Pradesh
Western Disturbances (WD),2021-02-19,5.8 km to 7.6 km,West Uttar Pradesh ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),2021-02-19,1.5 km to 3.1 km,Coastal Andhra Pradesh
Westerly Trough,2021-02-19,3.1 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Western Disturbances (WD),2021-02-20,5.8 km to 7.6 km,East Uttar Pradesh ; Bihar
Westerly Trough,2021-02-20,5.8 km to 7.6 km,Bihar ; Jharkhand ; Chhattisgarh ; Telangana ; Rayalaseema ; South Interior Karnataka ; Kerala ; SE Arabian Sea
Cyclonic Circulation (CYCIR),2021-02-20,3.1 km to 3.6 km,Lakshadweep
Cyclonic Circulation (CYCIR),2021-02-20,3.1 km,Sikkim ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),2021-02-21,3.1 km to 3.6 km,Lakshadweep
Westerly Trough,2021-02-21,5.8 km to 7.6 km,"Nagaland, Manipur, Mizoram & Tripura ; Lakshadweep ; Gangetic West Bengal ; Chhattisgarh ; Telangana ; Coastal Karnataka"
Cyclonic Circulation (CYCIR),2021-02-22,3.1 km,SE Arabian Sea
Cyclonic Circulation (CYCIR),2021-02-22,5.8 km,Kerala
Western Disturbances (WD),2021-02-22,5.8 km,Far West Pakistan ; Southwest Pakistan
Western Disturbances (WD),2021-02-23,5.8 km,Far West Pakistan ; West Pakistan
Induced Cyclonic Circulation,2021-02-23,0.9 km,North pakistan
Cyclonic Circulation (CYCIR),2021-02-23,3.1 km to 5.8 km,EC Arabian Sea ; SE Arabian Sea ; Kerala ; Coastal Karnataka
Cyclonic Circulation (CYCIR),2021-02-23,3.1 km,Bangladesh
Western Disturbances (WD),2021-02-24,5.8 km,West Pakistan ; Central Pakistan ; Far West Pakistan
Induced Cyclonic Circulation,2021-02-24,1.5 km,North pakistan
Cyclonic Circulation (CYCIR),2021-02-24,3.1 km,SE Arabian Sea
Western Disturbances (WD),2021-02-25,3.1 km,Afghanistan and neighbourhood
Westerly Trough,2021-02-25,4.5 km,Central Pakistan ; North Pakistan ; West Pakistan
Induced Cyclonic Circulation,2021-02-25,1.5 km,North pakistan
Cyclonic Circulation (CYCIR),2021-02-25,3.1 km to 4.5 km,SE Arabian Sea
Cyclonic Circulation (CYCIR),2021-02-25,0.9 km,Madhya Maharashtra
Cyclonic Circulation (CYCIR),2021-02-25,1.5 km,Comorin Area
Western Disturbances (WD),2021-02-27,3.1 km,North pakistan
Cyclonic Circulation (CYCIR),2021-02-27,3.1 km to 3.6 km,EC Arabian Sea ; Konkan & Goa
Cyclonic Circulation (CYCIR),2021-02-27,0.9 km,Bangladesh
Cyclonic Circulation (CYCIR),2021-02-27,1.5 km,SW Bay
Trough,2021-02-27,0.9 km,Kerala ; South Interior Karnataka ; North Interior Karnataka
Western Disturbances (WD),2021-02-28,3.1 km to 4.5 km,Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-02-28,3.1 km to 4.5 km,SE Arabian Sea
Cyclonic Circulation (CYCIR),2021-02-28,0.9 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2021-02-28,0.9 km,Kerala
Western Disturbances (WD),2021-03-01,3.1 km to 4.5 km,Jammu & Kashmir
Trough,2021-03-01,0.9 km,Kerala
Westerly Trough,2021-03-01,3.1 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Cyclonic Circulation (CYCIR),2021-03-01,3.1 km to 4.5 km,SW Arabian Sea
Western Disturbances (WD),2021-03-02,3.1 km,North pakistan
Westerly Trough,2021-03-02,3.1 km,Assam & Meghalaya ; Arunachal Pradesh
Cyclonic Circulation (CYCIR),2021-03-02,0.9 km,Madhya Maharashtra
Western Disturbances (WD),2021-03-03,3.1 km,Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-03-03,0.9 km,Madhya Maharashtra
Westerly Trough,2021-03-03,5.8 km,Bihar ; Sub-Himalayan West Bengal & Sikkim ; East Uttar Pradesh
Western Disturbances (WD),2021-03-04,3.1 km,West Pakistan ; North Pakistan ; Central Pakistan
Induced Cyclonic Circulation,2021-03-04,1.5 km,Central Pakistan ; West Rajasthan
Westerly Trough,2021-03-04,3.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Cyclonic Circulation (CYCIR),2021-03-04,2.1 km,Bangladesh
Cyclonic Circulation (CYCIR),2021-03-04,1.5 km,Kerala
Western Disturbances (WD),2021-03-05,3.1 km,Jammu & Kashmir
Westerly Trough,2021-03-05,1.5 km to 2.1 km,Bihar ; Sub-Himalayan West Bengal & Sikkim ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),2021-03-05,0.9 km,Kerala
Western Disturbances (WD),2021-03-06,3.1 km,east Afghanistan and neighbourhood
Induced Cyclonic Circulation,2021-03-06,1.5 km,Central Pakistan
Westerly Trough,2021-03-06,1.5 km to 3.6 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Cyclonic Circulation (CYCIR),2021-03-06,0.9 km,Assam & Meghalaya
Western Disturbances (WD),2021-03-07,5.8 km,West Pakistan
Induced Cyclonic Circulation,2021-03-07,1.5 km,West Rajasthan
Westerly Trough,2021-03-07,3.1 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),2021-03-07,1.5 km,Assam & Meghalaya
Trough,2021-03-07,0.9 km,Comorin Area ; Tamil Nadu & Puducherry
Western Disturbances (WD),2021-03-08,3.1 km to 5.8 km,North pakistan
Induced Cyclonic Circulation,2021-03-08,2.1 km,Punjab
Cyclonic Circulation (CYCIR),2021-03-08,2.1 km,Assam & Meghalaya
Trough,2021-03-08,0.9 km,Comorin Area ; SE Arabian Sea ; Kerala
Western Disturbances (WD),2021-03-10,3.1 km,North pakistan
Westerly Trough,2021-03-10,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir
Westerly Trough,2021-03-10,2.1 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Cyclonic Circulation (CYCIR),2021-03-10,0.9 km,West Madhya Pradesh
Cyclonic Circulation (CYCIR),2021-03-10,0.9 km,Jharkhand
Cyclonic Circulation (CYCIR),2021-03-10,0.9 km,Marathwada
Western Disturbances (WD),2021-03-11,5.8 km,Southwest Pakistan ; West Pakistan
Induced Cyclonic Circulation,2021-03-11,1.5 km,Central Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),2021-03-11,0.9 km,Comorin Area
Cyclonic Circulation (CYCIR),2021-03-11,1.5 km,East Madhya Pradesh
Westerly Trough,2021-03-11,5.8 km,North Pakistan ; Jammu & Kashmir ; Punjab ; Central Pakistan ; Haryana
Western Disturbances (WD),2021-03-12,5.8 km,South Pakistan ; West Pakistan ; Saurashtra & Kutch ; Central Pakistan ; Gujarat
Induced Cyclonic Circulation,2021-03-12,2.1 km,East Rajasthan ; West Rajasthan
Cyclonic Circulation (CYCIR),2021-03-12,0.9 km,Madhya Maharashtra
Trough,2021-03-12,0.9 km,Kerala ; Madhya Maharashtra
Western Disturbances (WD),2021-03-13,5.8 km,East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Chhattisgarh
Western Disturbances (WD),2021-03-13,5.8 km,Far West Pakistan
Induced Cyclonic Circulation,2021-03-13,0.9 km,West Rajasthan
Trough,2021-03-13,0.9 km,Comorin Area ; Madhya Maharashtra ; Tamil Nadu & Puducherry ; Kerala ; South Interior Karnataka ; North Interior Karnataka
Trough,2021-03-13,0.9 km,Gangetic West Bengal ; Vidarbha ; Odisha ; Chhattisgarh
Western Disturbances (WD),2021-03-14,1.5 km to 4.5 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Western Disturbances (WD),2021-03-14,5.8 km,West Pakistan ; Central Pakistan ; Far West Pakistan
Cyclonic Circulation (CYCIR),2021-03-14,0.9 km,East Rajasthan
Trough,2021-03-14,0.9 km,Kerala ; Madhya Maharashtra ; South Interior Karnataka ; North Interior Karnataka
Westerly Trough,2021-03-15,2.1 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),2021-03-15,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Western Disturbances (WD),2021-03-15,3.1 km to 3.6 km,North pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-03-15,0.9 km,East Rajasthan
Western Disturbances (WD),2021-03-15,1.5 km to 4.5 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Westerly Trough,2021-03-16,3.1 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Western Disturbances (WD),2021-03-16,3.1 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),2021-03-16,1.5 km,Central Pakistan
Cyclonic Circulation (CYCIR),2021-03-16,0.9 km,Madhya Maharashtra
Easterly Trough,2021-03-16,1.5 km,North Interior Karnataka ; West Madhya Pradesh ; Madhya Maharashtra ; Marathwada
Western Disturbances (WD),2021-03-16,5.8 km,West Rajasthan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Western Disturbances (WD),2021-03-17,3.1 km to 3.6 km,North pakistan ; Jammu & Kashmir
Westerly Trough,2021-03-17,1.5 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Cyclonic Circulation (CYCIR),2021-03-17,0.9 km,West Rajasthan
Cyclonic Circulation (CYCIR),2021-03-17,0.9 km,Madhya Maharashtra
Easterly Trough,2021-03-17,1.5 km,North Interior Karnataka ; East Madhya Pradesh ; West Madhya Pradesh ; Madhya Maharashtra ; Marathwada
Westerly Trough,2021-03-17,3.1 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Bangladesh ; Arunachal Pradesh
Western Disturbances (WD),2021-03-17,3.1 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Western Disturbances (WD),2021-03-18,3.1 km,Jammu & Kashmir
Westerly Trough,2021-03-18,1.5 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Cyclonic Circulation (CYCIR),2021-03-18,0.9 km,East Rajasthan
Cyclonic Circulation (CYCIR),2021-03-18,1.5 km,Marathwada
Western Disturbances (WD),2021-03-19,3.1 km,West Rajasthan ; North Pakistan ; Gujarat ; Konkan & Goa ; Saurashtra & Kutch
Westerly Trough,2021-03-19,5.8 km,West Rajasthan ; NE Arabian Sea ; Saurashtra & Kutch
Cyclonic Circulation (CYCIR),2021-03-19,1.5 km,Bangladesh
Cyclonic Circulation (CYCIR),2021-03-19,1.5 km,SW Bay
Cyclonic Circulation (CYCIR),2021-03-19,0.9 km,East Rajasthan
Cyclonic Circulation (CYCIR),2021-03-19,1.5 km,Vidarbha
Western Disturbances (WD),2021-03-19,3.1 km,Jammu & Kashmir
Western Disturbances (WD),2021-03-20,3.1 km,Rayalaseema ; Himachal Pradesh ; Ladakh ; Delhi ; Uttarakhand
Western Disturbances (WD),2021-03-20,3.1 km,North pakistan
Trough,2021-03-20,1.5 km,Coastal Karnataka ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Madhya Maharashtra
Cyclonic Circulation (CYCIR),2021-03-20,1.5 km,Assam & Meghalaya
