weather system,date,heightAboveMSL,Regions
Westerly Trough,2021-10-16,5.8 km,Southwest Pakistan ; West Pakistan
Low Pressure (L) with associated CYCIR,2021-10-17,5.8 km,Telangana
Trough,2021-10-17,1.5 km to 5.8 km,EC Bay ; Telangana
Western Disturbances (WD),2021-10-17,1.5 km to 3.1 km,southern parts of Afghanistan and neighbourhood
Westerly Trough,2021-10-17,5.8 km,West Pakistan ; South Pakistan
Low Pressure (L) with associated CYCIR,2021-10-18,4.5 km,West Madhya Pradesh
Low Pressure (L) with associated CYCIR,2021-10-18,5.8 km,Gangetic West Bengal ; Odisha
Western Disturbances (WD),2021-10-18,3.1 km,east Afghanistan and neighbourhood
Westerly Trough,2021-10-18,5.8 km,West Pakistan ; South Pakistan ; Saurashtra & Kutch ; Central Pakistan
Cyclonic Circulation (CYCIR),2021-10-20,1.5 km,Bihar
Western Disturbances (WD),2021-10-20,3.1 km to 5.8 km,West Uttar Pradesh
Trough,2021-10-20,3.1 km to 5.8 km,West Uttar Pradesh ; West Madhya Pradesh ; Konkan & Goa ; EC Arabian Sea
Cyclonic Circulation (CYCIR),2021-10-20,1.5 km,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-10-21,3.1 km to 4.5 km,East Uttar Pradesh
Trough,2021-10-21,3.1 km to 5.8 km,East Uttar Pradesh ; Gujarat Region ; West Madhya Pradesh ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),2021-10-21,3.1 km,Tamil Nadu & Puducherry ; Kerala ; Comorin Area
Trough,2021-10-21,1.5 km,Comorin Area ; EC Arabian Sea ; Coastal Karnataka ; South Interior Karnataka ; North Interior Karnataka
Trough,2021-10-22,3.1 km to 4.5 km,Jharkhand ; Vidarbha ; Chhattisgarh
Cyclonic Circulation (CYCIR),2021-10-22,1.5 km,Comorin Area
Trough,2021-10-22,1.5 km,Comorin Area ; EC Arabian Sea ; Coastal Karnataka ; South Interior Karnataka ; North Interior Karnataka
Western Disturbances (WD),2021-10-22,3.1 km,east Afghanistan and neighbourhood
Westerly Trough,2021-10-22,5.8 km,West Pakistan ; Central Pakistan ; Far West Pakistan
Induced Cyclonic Circulation,2021-10-22,1.5 km,Central Pakistan
Cyclonic Circulation (CYCIR),2021-10-23,1.5 km,Lakshadweep
Western Disturbances (WD),2021-10-23,3.1 km,North pakistan
Westerly Trough,2021-10-23,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Induced Cyclonic Circulation,2021-10-23,1.5 km,Central Pakistan ; Punjab ; West Rajasthan
Cyclonic Circulation (CYCIR),2021-10-23,3.1 km,Bangladesh
Cyclonic Circulation (CYCIR),2021-10-24,1.5 km,Lakshadweep
Cyclonic Circulation (CYCIR),2021-10-24,1.5 km,Tamil Nadu & Puducherry
Western Disturbances (WD),2021-10-24,3.1 km to 7.6 km,North pakistan
Westerly Trough,2021-10-24,5.8 km,Saurashtra & Kutch ; Central Pakistan ; Gujarat ; West Rajasthan ; North Pakistan
Induced Cyclonic Circulation,2021-10-24,2.1 km,Central Pakistan ; Punjab ; West Rajasthan
Cyclonic Circulation (CYCIR),2021-10-26,3.1 km,SE Bay
Trough,2021-10-26,1.5 km,SE Bay ; NW Bay ; NE Bay
Easterly Trough,2021-10-26,0.9 km,SE Arabian Sea ; EC Arabian Sea
Western Disturbances (WD),2021-10-26,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-10-27,3.1 km,SE Bay ; SW Bay
Low Pressure (L) with associated CYCIR,2021-10-27,5.8 km,SW Bay ; SE Bay
Trough,2021-10-27,1.5 km,SW Bay ; SE Bay ; NW Bay
Easterly Trough,2021-10-27,0.9 km,SE Arabian Sea ; EC Arabian Sea
Low Pressure (L) with associated CYCIR,2021-10-28,3.1 km,SW Bay
Easterly Trough,2021-10-28,1.5 km,SW Bay ; NW Bay
Cyclonic Circulation (CYCIR),2021-10-28,0.9 km,SE Arabian Sea
Low Pressure (L) with associated CYCIR,2021-10-30,3.1 km,Tamil Nadu & Puducherry ; SW Bay
Low Pressure (L) with associated CYCIR,2021-10-31,3.1 km,Tamil Nadu & Puducherry
Low Pressure (L) with associated CYCIR,2021-11-01,3.1 km,Comorin Area
Western Disturbances (WD),2021-11-01,5.8 km,Central Pakistan ; West Pakistan ; North Pakistan
Cyclonic Circulation (CYCIR),2021-11-01,1.5 km,North pakistan
Low Pressure (L) with associated CYCIR,2021-11-02,3.1 km,Comorin Area
Easterly Trough,2021-11-02,0.9 km,Lakshadweep ; EC Arabian Sea ; Coastal Karnataka
Western Disturbances (WD),2021-11-02,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-11-02,1.5 km,North pakistan ; West Rajasthan ; Punjab
Low Pressure (L) with associated CYCIR,2021-11-03,4.5 km,Lakshadweep ; SE Arabian Sea
Easterly Trough,2021-11-03,0.9 km,Lakshadweep ; EC Arabian Sea ; Coastal Karnataka
Western Disturbances (WD),2021-11-03,5.8 km,Himachal Pradesh ; Ladakh ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-11-03,1.5 km,West Rajasthan
Low Pressure (L) with associated CYCIR,2021-11-04,4.5 km,SE Arabian Sea ; Lakshadweep
Easterly Trough,2021-11-04,0.9 km,SE Arabian Sea ; Lakshadweep ; EC Arabian Sea ; Madhya Maharashtra ; Konkan & Goa
Cyclonic Circulation (CYCIR),2021-11-04,3.1 km,SW Bay ; WC Bay ; Tamil Nadu & Puducherry ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),2021-11-04,0.9 km,"Haryana, Chandigarh & Delhi"
Western Disturbances (WD),2021-11-04,5.8 km,Himachal Pradesh ; Ladakh ; Jammu & Kashmir
Low Pressure (L) with associated CYCIR,2021-11-05,5.8 km,SE Arabian Sea ; EC Arabian Sea
Easterly Trough,2021-11-05,1.5 km,SE Arabian Sea ; EC Arabian Sea ; NE Arabian Sea ; Gujarat Region
Cyclonic Circulation (CYCIR),2021-11-05,5.8 km,WC Bay ; Coastal Andhra Pradesh
Western Disturbances (WD),2021-11-05,5.8 km,North Pakistan ; West Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Well Marked Low Pressure Area (WML) with associated CYCIR,2021-11-06,5.8 km,EC Arabian Sea
Easterly Trough,2021-11-06,1.5 km,EC Arabian Sea ; NE Arabian Sea
Cyclonic Circulation (CYCIR),2021-11-06,4.5 km,WC Bay ; SW Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-11-06,3.1 km,SE Bay
Western Disturbances (WD),2021-11-06,5.8 km,North Pakistan ; West Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Easterly Trough,2021-11-07,1.5 km,EC Arabian Sea ; NE Arabian Sea
Cyclonic Circulation (CYCIR),2021-11-07,4.5 km,WC Bay ; SW Bay
Cyclonic Circulation (CYCIR),2021-11-07,4.5 km,SE Bay
Cyclonic Circulation (CYCIR),2021-11-08,5.8 km,SE Bay ; S Andaman Sea
Trough,2021-11-08,5.8 km,SE Bay ; S Andaman Sea ; SW Bay
Well Marked Low Pressure Area (WML) with associated CYCIR,2021-11-09,5.8 km,WC Arabian Sea ; EC Arabian Sea
Low Pressure (L) with associated CYCIR,2021-11-09,4.5 km,SE Bay
Trough,2021-11-09,5.8 km,SE Bay ; Gulf of Mannar
Low Pressure (L) with associated CYCIR,2021-11-10,5.8 km,WC Arabian Sea ; EC Arabian Sea ; SW Arabian Sea ; SE Arabian Sea
Well Marked Low Pressure Area (WML) with associated CYCIR,2021-11-10,5.8 km,SW Bay ; SE Bay
Low Pressure (L) with associated CYCIR,2021-11-11,5.8 km,WC Arabian Sea ; EC Arabian Sea ; SW Arabian Sea ; SE Arabian Sea
Depression (D),2021-11-11,5.8 km,SW Bay ; WC Bay
Low Pressure (L) with associated CYCIR,2021-11-12,5.8 km,Tamil Nadu & Puducherry
Trough,2021-11-12,0.9 km,Tamil Nadu & Puducherry ; Coastal Andhra Pradesh ; Odisha
Cyclonic Circulation (CYCIR),2021-11-12,3.1 km,SE Arabian Sea
Cyclonic Circulation (CYCIR),2021-11-12,5.8 km,Gulf of Thailand and neighbourhood
Cyclonic Circulation (CYCIR),2021-11-13,3.6 km,Tamil Nadu & Puducherry
Trough,2021-11-13,0.9 km,Tamil Nadu & Puducherry ; Coastal Andhra Pradesh ; Rayalaseema ; Odisha ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),2021-11-13,3.1 km,SE Arabian Sea
Low Pressure (L) with associated CYCIR,2021-11-13,5.8 km,S Andaman Sea
Low Pressure (L) with associated CYCIR,2021-11-14,5.8 km,N Andaman Sea ; S Andaman Sea
Cyclonic Circulation (CYCIR),2021-11-14,3.6 km,South Interior Karnataka ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-11-14,3.1 km,SE Arabian Sea
Trough,2021-11-14,3.1 km,SE Arabian Sea ; SW Bay ; Kerala ; South Interior Karnataka ; Tamil Nadu & Puducherry
Low Pressure (L) with associated CYCIR,2021-11-15,5.8 km,N Andaman Sea
Trough,2021-11-15,4.5 km,EC Arabian Sea ; SE Arabian Sea ; SW Bay ; Kerala
Trough,2021-11-15,0.9 km,EC Arabian Sea ; SE Arabian Sea ; Konkan & Goa
Low Pressure (L) with associated CYCIR,2021-11-16,5.8 km,SE Bay
Low Pressure (L) with associated CYCIR,2021-11-16,5.8 km,EC Arabian Sea
Trough,2021-11-16,0.9 km,EC Arabian Sea ; Konkan & Goa ; Madhya Maharashtra
Trough,2021-11-16,4.5 km,EC Arabian Sea ; SW Bay ; SE Bay
Low Pressure (L) with associated CYCIR,2021-11-17,5.8 km,SE Bay ; SW Bay
Low Pressure (L) with associated CYCIR,2021-11-17,5.8 km,EC Arabian Sea
Trough,2021-11-17,0.9 km,EC Arabian Sea ; Konkan & Goa ; Gujarat Region
Trough,2021-11-17,4.5 km,SE Bay ; SW Bay ; Tamil Nadu & Puducherry
Western Disturbances (WD),2021-11-17,5.8 km,Far West Pakistan ; Southwest Pakistan
Low Pressure (L) with associated CYCIR,2021-11-18,5.8 km,EC Arabian Sea
Trough,2021-11-18,0.9 km,EC Arabian Sea ; Madhya Maharashtra ; West Madhya Pradesh
Western Disturbances (WD),2021-11-18,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Well Marked Low Pressure Area (WML) with associated CYCIR,2021-11-19,5.8 km,EC Arabian Sea
Trough,2021-11-19,0.9 km,EC Arabian Sea ; West Madhya Pradesh ; Madhya Maharashtra
Trough,2021-11-19,1.5 km,Tamil Nadu & Puducherry ; Odisha ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),2021-11-20,5.8 km,South Interior Karnataka
Well Marked Low Pressure Area (WML) with associated CYCIR,2021-11-20,5.8 km,EC Arabian Sea
Trough,2021-11-20,1.5 km,EC Arabian Sea ; West Rajasthan ; Gujarat Region
Well Marked Low Pressure Area (WML) with associated CYCIR,2021-11-21,5.8 km,EC Arabian Sea
Trough,2021-11-21,1.5 km,EC Arabian Sea ; NE Arabian Sea ; Konkan & Goa
Cyclonic Circulation (CYCIR),2021-11-21,3.1 km,S Andaman Sea
Well Marked Low Pressure Area (WML) with associated CYCIR,2021-11-22,5.8 km,WC Arabian Sea ; SW Arabian Sea
Trough,2021-11-22,1.5 km,WC Arabian Sea ; SW Arabian Sea ; Madhya Maharashtra ; Konkan & Goa
Cyclonic Circulation (CYCIR),2021-11-22,3.1 km,SE Bay
Trough,2021-11-22,3.1 km,SE Bay ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-11-23,5.8 km,SW Bay ; SE Bay
Trough,2021-11-23,1.5 km,SW Bay ; SE Bay ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-11-23,4.5 km,SW Arabian Sea ; WC Arabian Sea
Cyclonic Circulation (CYCIR),2021-11-24,3.1 km,SW Arabian Sea
Cyclonic Circulation (CYCIR),2021-11-24,4.5 km,SW Bay ; SE Bay
Trough,2021-11-24,1.5 km,SW Bay ; SE Bay ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-11-24,3.1 km,North pakistan
Cyclonic Circulation (CYCIR),2021-11-25,3.1 km,SW Bay
Cyclonic Circulation (CYCIR),2021-11-25,1.5 km,Central Pakistan
Cyclonic Circulation (CYCIR),2021-11-26,1.5 km,Comorin Area
Cyclonic Circulation (CYCIR),2021-11-27,1.5 km,Comorin Area
Cyclonic Circulation (CYCIR),2021-11-27,3.1 km to 4.5 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2021-11-28,1.5 km,Comorin Area
Cyclonic Circulation (CYCIR),2021-11-29,1.5 km,Comorin Area
Western Disturbances (WD),2021-11-29,5.8 km,Far West Pakistan
Mean Sea Level Trough,2021-11-29,1.5 km,SE Arabian Sea ; EC Arabian Sea ; Coastal Karnataka
Cyclonic Circulation (CYCIR),2021-11-30,5.8 km,SE Arabian Sea ; Lakshadweep
Western Disturbances (WD),2021-11-30,5.8 km,Far West Pakistan
Cyclonic Circulation (CYCIR),2021-12-01,5.8 km,SE Arabian Sea ; EC Arabian Sea
Mean Sea Level Trough,2021-12-01,1.5 km,SE Arabian Sea ; EC Arabian Sea ; NE Arabian Sea ; Saurashtra & Kutch
Western Disturbances (WD),2021-12-01,5.8 km,Southwest Pakistan
Cyclonic Circulation (CYCIR),2021-12-02,3.1 km,NE Arabian Sea ; Konkan & Goa ; Gujarat Region
Mean Sea Level Trough,2021-12-02,1.5 km,SE Arabian Sea ; NE Arabian Sea ; Saurashtra & Kutch ; Konkan & Goa ; Gujarat Region
Western Disturbances (WD),2021-12-02,3.1 km,North pakistan
Cyclonic Circulation (CYCIR),2021-12-03,1.5 km,NE Arabian Sea ; Gujarat Region ; Konkan & Goa
Mean Sea Level Trough,2021-12-03,1.5 km,SE Arabian Sea ; NE Arabian Sea ; Gujarat Region ; Konkan & Goa
Trough,2021-12-03,3.1 km,"NE Arabian Sea ; Gujarat Region ; Haryana, Chandigarh & Delhi"
Western Disturbances (WD),2021-12-03,5.8 km,Saurashtra & Kutch ; Central Pakistan ; Gujarat ; West Rajasthan ; North Pakistan
Cyclonic Circulation (CYCIR),2021-12-04,1.5 km to 3.1 km,NE Arabian Sea
Western Disturbances (WD),2021-12-04,5.8 km,Far West Pakistan ; Southwest Pakistan
Cyclonic Circulation (CYCIR),2021-12-04,0.9 km,Gulf of Mannar
Cyclonic Circulation (CYCIR),2021-12-05,1.5 km,NE Arabian Sea ; Gujarat Region
Western Disturbances (WD),2021-12-05,3.1 km,North pakistan
Westerly Trough,2021-12-05,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2021-12-05,0.9 km,Gulf of Mannar
Low Pressure (L) with associated CYCIR,2021-12-06,4.5 km,NW Bay ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),2021-12-06,1.5 km,EC Arabian Sea
Western Disturbances (WD),2021-12-06,2.1 km to 3.1 km,Jammu & Kashmir
Westerly Trough,2021-12-06,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),2021-12-06,0.9 km,Comorin Area
Cyclonic Circulation (CYCIR),2021-12-07,1.5 km,NW Bay ; Gangetic West Bengal ; Bangladesh
Cyclonic Circulation (CYCIR),2021-12-07,1.5 km,EC Arabian Sea ; Konkan & Goa
Western Disturbances (WD),2021-12-07,3.1 km,West Uttar Pradesh
Westerly Trough,2021-12-07,5.8 km,Uttarakhand ; Himachal Pradesh ; Ladakh
Western Disturbances (WD),2021-12-07,3.1 km to 4.5 km,Southwest Pakistan
Easterly Trough,2021-12-08,0.9 km,SW Bay ; NW Bay
Western Disturbances (WD),2021-12-08,5.8 km,North Pakistan ; Jammu & Kashmir ; Punjab ; Haryana ; Central Pakistan
Westerly Trough,2021-12-08,5.8 km,Uttarakhand ; Himachal Pradesh ; Ladakh
Easterly Trough,2021-12-09,0.9 km,WC Bay ; Coastal Andhra Pradesh
Western Disturbances (WD),2021-12-09,1.5 km to 3.1 km,East Rajasthan
Westerly Trough,2021-12-09,5.8 km,Himachal Pradesh ; Saurashtra & Kutch
Western Disturbances (WD),2021-12-10,1.5 km to 3.1 km,East Rajasthan ; West Rajasthan
Westerly Trough,2021-12-11,5.8 km,Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),2021-12-12,5.8 km,West Pakistan ; Central Pakistan ; Far West Pakistan
Cyclonic Circulation (CYCIR),2021-12-12,2.1 km,West Uttar Pradesh
Westerly Trough,2021-12-12,5.8 km,Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),2021-12-13,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2021-12-13,1.5 km,West Rajasthan
Western Disturbances (WD),2021-12-14,3.1 km to 4.5 km,North pakistan
Westerly Trough,2021-12-14,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-12-14,1.5 km,"Haryana, Chandigarh & Delhi"
Western Disturbances (WD),2021-12-15,3.1 km,Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-12-15,1.5 km,"Haryana, Chandigarh & Delhi"
Western Disturbances (WD),2021-12-15,3.1 km to 5.8 km,Afghanistan and neighbourhood
Cyclonic Circulation (CYCIR),2021-12-15,5.8 km,equatorial Indian ocean to the south of Sri Lanka
Western Disturbances (WD),2021-12-16,3.1 km to 7.6 km,North pakistan
Cyclonic Circulation (CYCIR),2021-12-16,5.8 km,equatorial Indian ocean to the south of Sri Lanka
Western Disturbances (WD),2021-12-17,2.1 km to 7.6 km,Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-12-17,5.8 km,SW Bay ; SE Bay
Western Disturbances (WD),2021-12-18,2.1 km to 7.6 km,Uttarakhand
Low Pressure (L) with associated CYCIR,2021-12-18,5.8 km,SE Bay
Western Disturbances (WD),2021-12-19,1.5 km to 5.8 km,West Uttar Pradesh ; East Uttar Pradesh
Low Pressure (L) with associated CYCIR,2021-12-19,5.8 km,SE Bay
Well Marked Low Pressure Area (WML) with associated CYCIR,2021-12-20,5.8 km,S Andaman Sea
Western Disturbances (WD),2021-12-20,1.5 km to 3.1 km,Bihar ; East Uttar Pradesh
Well Marked Low Pressure Area (WML) with associated CYCIR,2021-12-21,5.8 km,S Andaman Sea
Cyclonic Circulation (CYCIR),2021-12-21,1.5 km to 3.1 km,Bangladesh
Western Disturbances (WD),2021-12-21,3.1 km,North pakistan
Low Pressure (L) with associated CYCIR,2021-12-22,5.8 km,northern parts of Malacca strait and neighbourhood
Cyclonic Circulation (CYCIR),2021-12-22,1.5 km to 3.1 km,Bangladesh
Western Disturbances (WD),2021-12-22,1.5 km to 3.1 km,North pakistan
Cyclonic Circulation (CYCIR),2021-12-23,0.9 km,Bangladesh
Western Disturbances (WD),2021-12-23,3.1 km,North pakistan ; Jammu & Kashmir
Western Disturbances (WD),2021-12-23,3.1 km,Far West Pakistan
Induced Cyclonic Circulation,2021-12-23,1.5 km,West Rajasthan
Induced Cyclonic Circulation,2021-12-24,1.5 km,East Rajasthan
Western Disturbances (WD),2021-12-24,3.1 km,Southwest Pakistan
Westerly Trough,2021-12-24,1.5 km to 3.1 km,Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Western Disturbances (WD),2021-12-24,3.1 km,Jammu & Kashmir
Western Disturbances (WD),2021-12-25,3.1 km,West Pakistan
Cyclonic Circulation (CYCIR),2021-12-25,1.5 km,East Uttar Pradesh
Cyclonic Circulation (CYCIR),2021-12-25,3.1 km,Assam & Meghalaya
Western Disturbances (WD),2021-12-26,3.1 km,Pakistan
Induced Cyclonic Circulation,2021-12-26,1.5 km,West Rajasthan
Trough,2021-12-26,3.1 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Bangladesh ; Arunachal Pradesh
Cyclonic Circulation (CYCIR),2021-12-26,1.5 km,Bihar
Trough,2021-12-26,0.9 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Vidarbha
Western Disturbances (WD),2021-12-27,1.5 km to 4.5 km,"Haryana, Chandigarh & Delhi"
Western Disturbances (WD),2021-12-27,5.8 km,West Pakistan ; Central Pakistan
Trough,2021-12-27,0.9 km,East Rajasthan ; Vidarbha ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),2021-12-27,1.5 km,Bihar
Western Disturbances (WD),2021-12-28,3.1 km,North pakistan
Westerly Trough,2021-12-28,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Induced Cyclonic Circulation,2021-12-28,1.5 km,West Rajasthan
Trough,2021-12-28,1.5 km,West Rajasthan ; Telangana ; Vidarbha
Cyclonic Circulation (CYCIR),2021-12-28,1.5 km,East Uttar Pradesh ; West Uttar Pradesh
Western Disturbances (WD),2021-12-29,3.1 km,West Uttar Pradesh
Westerly Trough,2021-12-29,5.8 km,Haryana ; East Rajasthan ; Punjab ; Delhi ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-12-29,2.1 km,East Uttar Pradesh ; Bihar
Trough,2021-12-29,1.5 km,East Uttar Pradesh ; Bihar ; Telangana ; East Madhya Pradesh ; Vidarbha
Western Disturbances (WD),2021-12-30,3.1 km,East Uttar Pradesh ; Bihar
Westerly Trough,2021-12-30,5.8 km,Odisha ; Bihar ; Jharkhand ; East Uttar Pradesh ; Gangetic West Bengal
Western Disturbances (WD),2021-12-31,1.5 km,Bihar
Westerly Trough,2021-12-31,3.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar
Cyclonic Circulation (CYCIR),2021-12-31,5.8 km,SW Bay
Low Pressure (L) with associated CYCIR,2021-10-01,7.6 km,Bihar
Cyclonic Circulation (CYCIR),2021-10-01,3.1 km,SW Bay ; SE Bay
Cyclonic Circulation (CYCIR),2021-10-01,1.5 km,Central Pakistan
Western Disturbances (WD),2021-10-01,3.1 km to 5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Easterly Trough,2021-10-01,3.1 km,SW Bay ; SE Bay ; Tamil Nadu & Puducherry
Low Pressure (L) with associated CYCIR,2021-10-02,7.6 km,Bihar ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),2021-10-02,5.8 km,SW Bay
Easterly Trough,2021-10-02,1.5 km,SW Bay ; Tamil Nadu & Puducherry ; South Interior Karnataka ; North Interior Karnataka ; Madhya Maharashtra ; Marathwada
Western Disturbances (WD),2021-10-02,3.1 km to 4.5 km,West Pakistan
Low Pressure (L) with associated CYCIR,2021-10-03,4.5 km,Bihar
Trough,2021-10-03,4.5 km,Bihar ; Odisha ; Jharkhand
Cyclonic Circulation (CYCIR),2021-10-03,3.1 km,SW Bay ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-10-03,3.1 km,SE Arabian Sea ; Kerala
Easterly Trough,2021-10-03,0.9 km,SW Bay ; Tamil Nadu & Puducherry ; EC Arabian Sea ; Coastal Karnataka ; SE Arabian Sea ; Kerala
Western Disturbances (WD),2021-10-03,3.1 km to 4.5 km,West Pakistan
Cyclonic Circulation (CYCIR),2021-10-04,4.5 km,Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2021-10-04,5.8 km,Tamil Nadu & Puducherry ; SW Bay
Cyclonic Circulation (CYCIR),2021-10-04,4.5 km to 5.8 km,SE Arabian Sea
Easterly Trough,2021-10-04,3.1 km,Tamil Nadu & Puducherry ; SW Bay ; Lakshadweep ; Kerala
Western Disturbances (WD),2021-10-04,3.1 km to 4.5 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-10-05,4.5 km,Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2021-10-05,5.8 km,SW Bay
Cyclonic Circulation (CYCIR),2021-10-05,5.8 km,EC Arabian Sea
Easterly Trough,2021-10-05,1.5 km,SW Bay ; Kerala
Western Disturbances (WD),2021-10-05,3.1 km to 4.5 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2021-10-05,1.5 km,Central Pakistan
Cyclonic Circulation (CYCIR),2021-10-06,3.1 km,Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2021-10-06,5.8 km,Tamil Nadu & Puducherry
Easterly Trough,2021-10-06,0.9 km,Tamil Nadu & Puducherry ; Kerala ; Coastal Karnataka ; Konkan & Goa
Trough,2021-10-06,1.5 km to 3.1 km,Tamil Nadu & Puducherry ; SE Arabian Sea
Cyclonic Circulation (CYCIR),2021-10-06,1.5 km,Central Pakistan
Trough,2021-10-07,3.1 km,Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2021-10-07,4.5 km,EC Arabian Sea ; Coastal Karnataka
Cyclonic Circulation (CYCIR),2021-10-07,1.5 km,Central Pakistan
Trough,2021-10-07,3.1 km,EC Arabian Sea ; WC Bay ; Coastal Andhra Pradesh ; South Interior Karnataka ; Rayalaseema
Cyclonic Circulation (CYCIR),2021-10-07,0.9 km,Bangladesh
Cyclonic Circulation (CYCIR),2021-10-08,4.5 km,EC Arabian Sea
Cyclonic Circulation (CYCIR),2021-10-08,1.5 km,Central Pakistan
Trough,2021-10-08,5.8 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Cyclonic Circulation (CYCIR),2021-10-09,5.8 km,N Andaman Sea
