weather system,date,heightAboveMSL,Regions
Cyclonic Circulation (CYCIR),2021-04-10,3.6 km to 5.8 km,SW Bay ; Tamil Nadu & Puducherry
Trough,2021-04-10,0.9 km,West Madhya Pradesh ; Marathwada ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka ; Kerala ; Comorin Area
Western Disturbances (WD),2021-04-11,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Westerly Trough,2021-04-11,1.5 km,Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Cyclonic Circulation (CYCIR),2021-04-11,1.5 km to 2.1 km,Comorin Area
Cyclonic Circulation (CYCIR),2021-04-11,3.1 km to 3.6 km,SW Bay
Cyclonic Circulation (CYCIR),2021-04-11,1.5 km,West Madhya Pradesh
Easterly Trough,2021-04-11,1.5 km,Kerala ; North Interior Karnataka ; South Interior Karnataka ; Marathwada ; West Madhya Pradesh
Western Disturbances (WD),2021-04-12,5.8 km,Bihar ; Jharkhand ; East Uttar Pradesh ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal
Western Disturbances (WD),2021-04-12,5.8 km,Far West Pakistan ; Southwest Pakistan
Westerly Trough,2021-04-12,1.5 km,Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Cyclonic Circulation (CYCIR),2021-04-12,2.1 km,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-04-12,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2021-04-12,1.5 km,Odisha
Trough,2021-04-12,0.9 km,Tamil Nadu & Puducherry ; Konkan & Goa ; Kerala ; South Interior Karnataka ; North Interior Karnataka
Western Disturbances (WD),2021-04-13,5.8 km,Southwest Pakistan
Westerly Trough,2021-04-13,5.8 km,Bihar ; Jharkhand ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; East Uttar Pradesh
Induced Cyclonic Circulation,2021-04-13,1.5 km,West Rajasthan
Trough,2021-04-13,0.9 km,Kerala ; Konkan & Goa ; Coastal Karnataka
Westerly Trough,2021-04-13,1.5 km,Sub-Himalayan West Bengal & Sikkim ; Chhattisgarh ; Jharkhand ; Odisha
Western Disturbances (WD),2021-04-14,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Westerly Trough,2021-04-14,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Induced Cyclonic Circulation,2021-04-14,0.9 km,West Rajasthan
Cyclonic Circulation (CYCIR),2021-04-14,1.5 km,North Interior Karnataka
Cyclonic Circulation (CYCIR),2021-04-14,1.5 km,Comorin Area
Cyclonic Circulation (CYCIR),2021-04-14,0.9 km,West Madhya Pradesh
Western Disturbances (WD),2021-04-15,3.1 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Induced Cyclonic Circulation,2021-04-15,0.9 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2021-04-15,1.5 km,Central Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),2021-04-15,3.1 km to 5.8 km,Vidarbha
Cyclonic Circulation (CYCIR),2021-04-15,2.1 km,Gangetic West Bengal
Trough,2021-04-15,0.9 km,SE Arabian Sea ; Kerala ; North Interior Karnataka ; South Interior Karnataka
Western Disturbances (WD),2021-04-16,3.1 km to 5.8 km,North pakistan
Induced Cyclonic Circulation,2021-04-16,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2021-04-16,0.9 km,"Haryana, Chandigarh & Delhi"
Trough,2021-04-16,1.5 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Cyclonic Circulation (CYCIR),2021-04-16,0.9 km,Odisha
Cyclonic Circulation (CYCIR),2021-04-16,3.1 km to 4.5 km,Odisha
Western Disturbances (WD),2021-04-17,5.8 km,West Rajasthan ; North Pakistan ; Jammu & Kashmir ; Punjab ; Haryana
Induced Cyclonic Circulation,2021-04-17,1.5 km,Punjab
Cyclonic Circulation (CYCIR),2021-04-17,2.1 km,Bihar
Cyclonic Circulation (CYCIR),2021-04-17,0.9 km,East Uttar Pradesh
Cyclonic Circulation (CYCIR),2021-04-17,2.1 km,Kerala
Trough,2021-04-17,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; Marathwada ; South Interior Karnataka ; North Interior Karnataka
Western Disturbances (WD),2021-04-18,5.8 km,Jammu & Kashmir ; North Pakistan ; Himachal Pradesh ; Ladakh
Induced Cyclonic Circulation,2021-04-18,1.5 km to 2.1 km,Punjab
Cyclonic Circulation (CYCIR),2021-04-18,0.9 km,Jharkhand
Trough,2021-04-18,0.9 km,Jharkhand ; Chhattisgarh ; Telangana ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2021-04-18,0.9 km,East Uttar Pradesh
Cyclonic Circulation (CYCIR),2021-04-18,2.1 km,Kerala
Cyclonic Circulation (CYCIR),2021-04-18,0.9 km,Assam & Meghalaya
Western Disturbances (WD),2021-04-19,3.1 km,North pakistan
Western Disturbances (WD),2021-04-19,5.8 km,Far West Pakistan
Induced Cyclonic Circulation,2021-04-19,0.9 km,West Rajasthan ; East Rajasthan
Cyclonic Circulation (CYCIR),2021-04-19,2.1 km,East Madhya Pradesh
Trough,2021-04-19,1.5 km,East Madhya Pradesh ; North Interior Karnataka ; Marathwada
Western Disturbances (WD),2021-04-19,5.8 km,Jammu & Kashmir ; Konkan & Goa ; Coastal Karnataka ; Punjab ; Madhya Maharashtra
Western Disturbances (WD),2021-04-20,2.1 km to 3.6 km,Jammu & Kashmir
Western Disturbances (WD),2021-04-20,3.1 km,northwest Afghanistan & neighbourhood
Westerly Trough,2021-04-20,5.8 km,Southwest Pakistan ; West Pakistan
Induced Cyclonic Circulation,2021-04-20,1.5 km,East Rajasthan
Trough,2021-04-20,0.9 km to 1.5 km,West Madhya Pradesh ; Vidarbha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-04-20,1.5 km to 2.1 km,Vidarbha ; Marathwada
Westerly Trough,2021-04-20,2.1 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Western Disturbances (WD),2021-04-21,2.1 km to 3.6 km,Jammu & Kashmir
Western Disturbances (WD),2021-04-21,5.8 km,Saurashtra & Kutch ; Central Pakistan ; Gujarat ; West Rajasthan ; North Pakistan
Induced Cyclonic Circulation,2021-04-21,1.5 km,Punjab
Cyclonic Circulation (CYCIR),2021-04-21,0.9 km,West Rajasthan
Cyclonic Circulation (CYCIR),2021-04-21,1.5 km,Tamil Nadu & Puducherry
Trough,2021-04-21,1.5 km,Tamil Nadu & Puducherry ; North Interior Karnataka
Western Disturbances (WD),2021-04-22,5.8 km,West Rajasthan ; North Pakistan ; Jammu & Kashmir ; Punjab ; Haryana
Cyclonic Circulation (CYCIR),2021-04-22,0.9 km,West Rajasthan
Cyclonic Circulation (CYCIR),2021-04-22,1.5 km,Tamil Nadu & Puducherry
Trough,2021-04-22,0.9 km,Tamil Nadu & Puducherry ; Madhya Maharashtra
Western Disturbances (WD),2021-04-23,3.1 km to 4.5 km,North pakistan
Westerly Trough,2021-04-23,7.6 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Induced Cyclonic Circulation,2021-04-23,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2021-04-23,1.5 km,Marathwada
Trough,2021-04-23,1.5 km,Marathwada ; Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),2021-04-23,1.5 km,Odisha
Cyclonic Circulation (CYCIR),2021-04-23,3.1 km,Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),2021-04-23,5.8 km,West Rajasthan ; North Pakistan ; Jammu & Kashmir ; Punjab ; Haryana
Western Disturbances (WD),2021-04-24,4.5 km,northeastern parts of Ladakh and neighbourhood
Westerly Trough,2021-04-24,7.6 km,Uttarakhand ; Himachal Pradesh ; Ladakh
Induced Cyclonic Circulation,2021-04-24,1.5 km,West Uttar Pradesh
Trough,2021-04-24,0.9 km,Marathwada ; Tamil Nadu & Puducherry ; North Interior Karnataka ; Telangana ; Rayalaseema
Cyclonic Circulation (CYCIR),2021-04-24,0.9 km,East Rajasthan
Western Disturbances (WD),2021-04-25,5.8 km,East Uttar Pradesh ; Uttarakhand ; West Uttar Pradesh ; Bihar
Cyclonic Circulation (CYCIR),2021-04-25,1.5 km to 2.1 km,East Uttar Pradesh
Cyclonic Circulation (CYCIR),2021-04-25,1.5 km to 2.1 km,East Madhya Pradesh
Trough,2021-04-25,1.5 km,Jharkhand ; East Madhya Pradesh ; Chhattisgarh
Trough,2021-04-25,0.9 km,Marathwada ; Tamil Nadu & Puducherry ; North Interior Karnataka ; Telangana ; Rayalaseema
Trough,2021-04-26,0.9 km,Bihar ; Jharkhand ; Odisha ; Vidarbha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-04-26,1.5 km to 2.1 km,Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),2021-04-26,0.9 km,Gujarat Region
Cyclonic Circulation (CYCIR),2021-04-26,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2021-04-26,5.8 km,West Rajasthan
Western Disturbances (WD),2021-04-26,5.8 km,Chhattisgarh ; East Uttar Pradesh ; Coastal Andhra Pradesh ; East Madhya Pradesh ; Uttarakhand
Western Disturbances (WD),2021-04-27,3.6 km,North pakistan
Trough,2021-04-27,2.1 km,Sub-Himalayan West Bengal & Sikkim ; Odisha
Trough,2021-04-27,0.9 km,North Interior Karnataka ; Comorin Area ; Kerala
Cyclonic Circulation (CYCIR),2021-04-27,3.1 km to 5.8 km,West Rajasthan
Cyclonic Circulation (CYCIR),2021-04-27,2.1 km to 3.6 km,SW Bay ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-04-27,0.9 km,Gangetic West Bengal ; Bangladesh
Western Disturbances (WD),2021-04-28,3.6 km to 4.5 km,West Pakistan ; North Pakistan ; Central Pakistan
Trough,2021-04-28,1.5 km,Bihar ; Odisha
Trough,2021-04-28,0.9 km,North Interior Karnataka ; South Interior Karnataka ; Kerala
Cyclonic Circulation (CYCIR),2021-04-28,3.1 km to 5.8 km,NW Arabian Sea ; NE Arabian Sea
Cyclonic Circulation (CYCIR),2021-04-28,1.5 km to 3.6 km,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-04-28,0.9 km,Bihar ; East Uttar Pradesh
Western Disturbances (WD),2021-04-29,3.6 km to 4.5 km,West Pakistan ; North Pakistan ; Central Pakistan
Trough,2021-04-29,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),2021-04-29,3.1 km to 5.8 km,Saurashtra & Kutch
Cyclonic Circulation (CYCIR),2021-04-29,1.5 km,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-04-29,1.5 km,East Madhya Pradesh
Trough,2021-04-29,1.5 km,East Madhya Pradesh ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),2021-04-29,1.5 km,Madhya Maharashtra
Western Disturbances (WD),2021-04-30,5.8 km,North Pakistan
Western Disturbances (WD),2021-04-30,3.1 km,Far West Pakistan
Westerly Trough,2021-04-30,5.8 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Cyclonic Circulation (CYCIR),2021-04-30,5.8 km to 7.6 km,Pakistan
Cyclonic Circulation (CYCIR),2021-04-30,1.5 km,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-04-30,1.5 km,East Madhya Pradesh
Trough,2021-04-30,1.5 km,East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),2021-04-30,1.5 km,Madhya Maharashtra
Cyclonic Circulation (CYCIR),2021-04-30,5.8 km,West Rajasthan
Cyclonic Circulation (CYCIR),2021-04-30,4.5 km,Assam & Meghalaya
Trough,2021-04-30,0.9 km,East Madhya Pradesh ; Vidarbha
Western Disturbances (WD),2021-05-01,7.6 km,West Rajasthan ; North Pakistan ; Jammu & Kashmir ; Punjab ; Haryana
Western Disturbances (WD),2021-05-01,5.8 km,Far West Pakistan
Westerly Trough,2021-05-01,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),2021-05-01,3.1 km,Pakistan
Cyclonic Circulation (CYCIR),2021-05-01,0.9 km,Comorin Area
Cyclonic Circulation (CYCIR),2021-05-01,0.9 km,Madhya Maharashtra
Cyclonic Circulation (CYCIR),2021-05-01,1.5 km,East Rajasthan
Trough,2021-05-01,0.9 km,East Rajasthan ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),2021-05-01,1.5 km,Bihar
Cyclonic Circulation (CYCIR),2021-05-01,3.6 km to 4.5 km,Jammu & Kashmir
Trough,2021-05-01,0.9 km,Sub-Himalayan West Bengal & Sikkim ; Odisha
Westerly Trough,2021-05-02,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),2021-05-02,3.1 km to 5.8 km,Central Pakistan
Cyclonic Circulation (CYCIR),2021-05-02,0.9 km,Madhya Maharashtra
Cyclonic Circulation (CYCIR),2021-05-02,1.5 km,West Madhya Pradesh
Trough,2021-05-02,1.5 km,"West Madhya Pradesh ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),2021-05-02,0.9 km,Comorin Area ; Tamil Nadu & Puducherry
Trough,2021-05-02,0.9 km,North Interior Karnataka ; Comorin Area ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-05-02,0.9 km,Arunachal Pradesh
Western Disturbances (WD),2021-05-03,3.1 km to 5.8 km,Pakistan
Westerly Trough,2021-05-03,5.8 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),2021-05-03,0.9 km,North Interior Karnataka
Trough,2021-05-03,0.9 km,Kerala ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2021-05-03,0.9 km,West Uttar Pradesh
Trough,2021-05-03,1.5 km,West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),2021-05-03,0.9 km,Assam & Meghalaya
Western Disturbances (WD),2021-05-04,3.1 km to 7.6 km,Iran
Westerly Trough,2021-05-04,5.8 km to 7.6 km,East Uttar Pradesh ; Chhattisgarh ; Odisha ; Bihar ; Jharkhand
Trough,2021-05-04,0.9 km,Vidarbha ; Kerala
Cyclonic Circulation (CYCIR),2021-05-04,0.9 km,West Uttar Pradesh
Trough,2021-05-04,0.9 km,West Uttar Pradesh ; Assam & Meghalaya ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),2021-05-05,3.1 km to 7.6 km,western parts of Afghanistan and neighbourhood
Westerly Trough,2021-05-05,5.8 km to 7.6 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar
Cyclonic Circulation (CYCIR),2021-05-05,3.1 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2021-05-05,0.9 km,North Interior Karnataka
Trough,2021-05-05,0.9 km,North Interior Karnataka ; Kerala
Westerly Trough,2021-05-05,3.1 km to 3.6 km,Bihar ; Jharkhand ; East Uttar Pradesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2021-05-05,1.5 km to 5.8 km,Comorin Area
Trough,2021-05-05,0.9 km,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya"
Western Disturbances (WD),2021-05-06,5.8 km,Southwest Pakistan ; West Pakistan
Westerly Trough,2021-05-06,3.1 km to 7.6 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),2021-05-06,0.9 km,North Interior Karnataka
Trough,2021-05-06,0.9 km,North Interior Karnataka ; Kerala
Trough,2021-05-06,0.9 km,"West Madhya Pradesh ; East Madhya Pradesh ; Nagaland, Manipur, Mizoram & Tripura ; Jharkhand ; Gangetic West Bengal"
Cyclonic Circulation (CYCIR),2021-05-06,1.5 km,West Madhya Pradesh ; East Madhya Pradesh
Trough,2021-05-06,0.9 km,West Madhya Pradesh ; East Madhya Pradesh ; Marathwada
Cyclonic Circulation (CYCIR),2021-05-06,3.1 km,Gujarat Region
Cyclonic Circulation (CYCIR),2021-05-06,0.9 km,SE Arabian Sea
Western Disturbances (WD),2021-05-07,5.8 km,West Pakistan ; South Pakistan ; Central Pakistan
Westerly Trough,2021-05-07,3.1 km to 7.6 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),2021-05-07,0.9 km,North Interior Karnataka
Cyclonic Circulation (CYCIR),2021-05-07,1.5 km,West Rajasthan
Trough,2021-05-07,0.9 km,North Interior Karnataka ; Kerala
Trough,2021-05-07,0.9 km,West Madhya Pradesh ; East Madhya Pradesh ; Assam & Meghalaya ; Jharkhand ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),2021-05-07,1.5 km,West Madhya Pradesh ; East Madhya Pradesh
Trough,2021-05-07,0.9 km,West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha
Cyclonic Circulation (CYCIR),2021-05-07,3.1 km,NE Arabian Sea
Western Disturbances (WD),2021-05-08,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; Himachal Pradesh ; Ladakh
Westerly Trough,2021-05-08,3.1 km to 3.6 km,Bihar ; Jharkhand ; East Uttar Pradesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim
Trough,2021-05-08,0.9 km,West Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2021-05-08,1.5 km,Tamil Nadu & Puducherry ; Kerala ; Comorin Area
Cyclonic Circulation (CYCIR),2021-05-08,1.5 km,West Madhya Pradesh
Cyclonic Circulation (CYCIR),2021-05-08,0.9 km,East Uttar Pradesh ; Bihar
Cyclonic Circulation (CYCIR),2021-05-08,1.5 km to 2.1 km,Gangetic West Bengal ; Jharkhand ; Bihar
Western Disturbances (WD),2021-05-09,3.1 km to 5.8 km,Delhi ; Himachal Pradesh ; Ladakh ; Haryana ; Punjab
Westerly Trough,2021-05-09,3.1 km to 3.6 km,Arunachal Pradesh
Cyclonic Circulation (CYCIR),2021-05-09,2.1 km,West Madhya Pradesh
Trough,2021-05-09,0.9 km,West Madhya Pradesh ; Marathwada ; Madhya Maharashtra ; South Interior Karnataka
Trough,2021-05-09,0.9 km,West Madhya Pradesh ; Sub-Himalayan West Bengal & Sikkim ; East Madhya Pradesh ; Jharkhand ; Bihar
Cyclonic Circulation (CYCIR),2021-05-09,0.9 km,Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),2021-05-09,3.1 km,NW Arabian Sea ; NE Arabian Sea
Cyclonic Circulation (CYCIR),2021-05-10,3.1 km,SW Arabian Sea ; WC Arabian Sea ; SE Arabian Sea
Western Disturbances (WD),2021-05-10,5.8 km,Uttarakhand ; Himachal Pradesh ; Ladakh ; Punjab ; Haryana
Western Disturbances (WD),2021-05-10,5.8 km,Southwest Pakistan
Westerly Trough,2021-05-10,1.5 km to 2.1 km,Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Cyclonic Circulation (CYCIR),2021-05-10,0.9 km,Vidarbha
Trough,2021-05-10,0.9 km,Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Kerala
Cyclonic Circulation (CYCIR),2021-05-10,0.9 km,Bihar
Trough,2021-05-10,0.9 km,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim"
Cyclonic Circulation (CYCIR),2021-05-10,1.5 km,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2021-05-10,2.1 km,Jammu & Kashmir
Western Disturbances (WD),2021-05-11,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2021-05-11,1.5 km,Vidarbha
Trough,2021-05-11,0.9 km,Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Kerala
Cyclonic Circulation (CYCIR),2021-05-11,2.1 km,Central Pakistan ; West Rajasthan
Trough,2021-05-11,0.9 km,"Central Pakistan ; West Rajasthan ; East Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya"
Cyclonic Circulation (CYCIR),2021-05-11,3.1 km to 4.5 km,Pakistan
Cyclonic Circulation (CYCIR),2021-05-11,1.5 km to 3.1 km,Comorin Area ; Tamil Nadu & Puducherry ; Kerala
Western Disturbances (WD),2021-05-12,4.5 km to 7.6 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),2021-05-12,5.8 km,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),2021-05-12,0.9 km to 1.5 km,East Madhya Pradesh
Trough,2021-05-12,0.9 km,East Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Kerala
Cyclonic Circulation (CYCIR),2021-05-12,1.5 km,Punjab
Trough,2021-05-12,0.9 km,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim"
Cyclonic Circulation (CYCIR),2021-05-12,3.1 km to 3.6 km,West Rajasthan
