weather system,date,heightAboveMSL,Regions
Monsoon Trough with Extension and Tilt,21-07-2022,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; Bihar ; Jharkhand ; Odisha ; NE Bay"
Western Disturbances (WD),21-07-2022,3.1 km to 5.8 km,Himachal Pradesh
Western Disturbances (WD),21-07-2022,5.8 km,east Afghanistan and neighbourhood
Cyclonic Circulation (CYCIR),21-07-2022,1.5 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),21-07-2022,5.8 km,Jharkhand
Trough,21-07-2022,1.5 km,South Interior Karnataka ; Comorin Area
Mean Sea Level Trough,22-07-2022,0.9 km,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; EC Bay"
Cyclonic Circulation (CYCIR),22-07-2022,5.8 km,Odisha
Trough,22-07-2022,0.9 km,South Interior Karnataka ; Comorin Area
Western Disturbances (WD),22-07-2022,5.8 km,Central Pakistan
Monsoon Trough with Extension and Tilt,23-07-2022,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Odisha ; EC Bay
Cyclonic Circulation (CYCIR),23-07-2022,7.6 km,Odisha ; Chhattisgarh
Trough,23-07-2022,0.9 km,South Interior Karnataka ; Comorin Area
Low Pressure (L) with associated CYCIR,24-07-2022,7.6 km,West Rajasthan
Mean Sea Level Trough,24-07-2022,1.5 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; EC Bay
Cyclonic Circulation (CYCIR),24-07-2022,5.8 km,East Madhya Pradesh
Low Pressure (L) with associated CYCIR,25-07-2022,7.6 km,Pakistan ; Saurashtra & Kutch
Monsoon Trough with Extension and Tilt,25-07-2022,1.5 km,Pakistan ; Saurashtra & Kutch ; West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; EC Bay
Cyclonic Circulation (CYCIR),25-07-2022,3.1 km,East Madhya Pradesh
Cyclonic Circulation (CYCIR),25-07-2022,1.5 km,S Andaman Sea
Low Pressure (L) with associated CYCIR,26-07-2022,5.8 km,NW Arabian Sea ; NE Arabian Sea
Mean Sea Level Trough,26-07-2022,0.9 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Odisha ; NE Bay
Cyclonic Circulation (CYCIR),26-07-2022,3.1 km,East Rajasthan
Trough,26-07-2022,1.5 km to 3.1 km,East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Chhattisgarh ; Coastal Andhra Pradesh ; WC Bay
Cyclonic Circulation (CYCIR),26-07-2022,1.5 km,SE Bay ; S Andaman Sea
Trough,26-07-2022,0.9 km,Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area
Monsoon Trough with Extension and Tilt,28-07-2022,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh ; Nagaland, Manipur, Mizoram & Tripura"
Trough,28-07-2022,0.9 km,North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Cyclonic Circulation (CYCIR),28-07-2022,1.5 km,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),28-07-2022,1.5 km to 3.1 km,SE Bay
Mean Sea Level Trough,29-07-2022,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura ; Bangladesh"
Trough,29-07-2022,0.9 km,North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Cyclonic Circulation (CYCIR),29-07-2022,1.5 km,South Interior Karnataka
Cyclonic Circulation (CYCIR),29-07-2022,0.9 km to 3.1 km,SE Bay
Mean Sea Level Trough,30-07-2022,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Bangladesh ; Nagaland, Manipur, Mizoram & Tripura ; NE Bay"
Trough,30-07-2022,0.9 km,North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Cyclonic Circulation (CYCIR),30-07-2022,0.9 km to 3.1 km,SW Bay ; WC Bay ; SE Bay ; EC Bay
Cyclonic Circulation (CYCIR),30-07-2022,0.9 km to 1.5 km,East Uttar Pradesh
Monsoon Trough with Extension and Tilt,31-07-2022,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh"
Trough,31-07-2022,0.9 km,Chhattisgarh ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area
Cyclonic Circulation (CYCIR),31-07-2022,1.5 km to 3.1 km,Punjab
Cyclonic Circulation (CYCIR),31-07-2022,1.5 km,Rayalaseema
Trough,31-07-2022,3.1 km,SW Bay ; SE Bay ; Comorin Area
Western Disturbances (WD),31-07-2022,3.1 km,central parts of Afghanistan and neighbourhood
Westerly Trough,31-07-2022,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Monsoon Trough with Extension and Tilt,01-08-2022,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Sub-Himalayan West Bengal & Sikkim"
Trough,01-08-2022,0.9 km,Chhattisgarh ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area
Cyclonic Circulation (CYCIR),01-08-2022,1.5 km,Tamil Nadu & Puducherry
Mean Sea Level Trough,02-08-2022,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay"
Trough,02-08-2022,0.9 km,Chhattisgarh ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area
Cyclonic Circulation (CYCIR),02-08-2022,1.5 km,WC Bay ; SW Bay ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),02-08-2022,0.9 km,East Uttar Pradesh
Western Disturbances (WD),02-08-2022,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Mean Sea Level Trough,03-08-2022,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Odisha ; NE Bay"
Cyclonic Circulation (CYCIR),03-08-2022,3.1 km,WC Bay ; SW Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),03-08-2022,1.5 km to 3.1 km,West Uttar Pradesh ; East Uttar Pradesh
Western Disturbances (WD),03-08-2022,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),04-08-2022,4.5 km,WC Bay ; Coastal Andhra Pradesh
Western Disturbances (WD),04-08-2022,3.1 km,Central Pakistan
Westerly Trough,04-08-2022,5.8 km,West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),04-08-2022,1.5 km to 3.1 km,East Rajasthan
Mean Sea Level Trough,05-08-2022,0.9 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Chhattisgarh ; Gangetic West Bengal ; EC Bay
Cyclonic Circulation (CYCIR),05-08-2022,3.1 km,Jharkhand ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),05-08-2022,4.5 km,Coastal Andhra Pradesh ; WC Bay
Western Disturbances (WD),05-08-2022,3.1 km,Central Pakistan
Westerly Trough,05-08-2022,5.8 km,West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),05-08-2022,3.1 km to 7.6 km,East Rajasthan ; West Rajasthan
Cyclonic Circulation (CYCIR),05-08-2022,3.1 km to 7.6 km,South Interior Karnataka ; North Interior Karnataka
Mean Sea Level Trough,06-08-2022,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; EC Bay
Cyclonic Circulation (CYCIR),06-08-2022,5.8 km,NW Bay
Cyclonic Circulation (CYCIR),06-08-2022,1.5 km,East Rajasthan ; West Rajasthan
Cyclonic Circulation (CYCIR),06-08-2022,3.1 km to 5.8 km,EC Arabian Sea ; NE Arabian Sea
Western Disturbances (WD),06-08-2022,3.1 km,Central Pakistan
Westerly Trough,06-08-2022,5.8 km,West Pakistan ; Central Pakistan
Mean Sea Level Trough,07-08-2022,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; NW Bay ; WC Bay ; Odisha ; Coastal Andhra Pradesh ; N Andaman Sea
Well Marked Low Pressure Area (WML) with associated CYCIR,07-08-2022,7.6 km,NW Bay ; WC Bay ; Odisha ; Coastal Andhra Pradesh
Offshore Trough,07-08-2022,Surface,Madhya Maharashtra ; Konkan & Goa ; Kerala
Cyclonic Circulation (CYCIR),07-08-2022,0.9 km,West Rajasthan
Cyclonic Circulation (CYCIR),07-08-2022,3.1 km to 5.8 km,EC Arabian Sea ; NE Arabian Sea
Western Disturbances (WD),07-08-2022,3.1 km,Central Pakistan
Westerly Trough,07-08-2022,5.8 km,West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),07-08-2022,1.5 km,West Uttar Pradesh
Mean Sea Level Trough,09-08-2022,1.5 km,Saurashtra & Kutch ; Gujarat Region ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; N Andaman Sea
Depression (D),09-08-2022,7.6 km,Odisha
Trough,09-08-2022,3.1 km to 7.6 km,"Gujarat Region, Madhya Maharashtra, Vidarbha, Chhattisgarh, Odisha"
Offshore Trough,09-08-2022,Surface,Gujarat Region ; Saurashtra & Kutch ; Konkan & Goa ; Madhya Maharashtra ; Coastal Karnataka ; North Interior Karnataka ; South Interior Karnataka ; Kerala
Mean Sea Level Trough,10-08-2022,0.9 km,Saurashtra & Kutch ; NE Arabian Sea ; East Madhya Pradesh ; EC Bay
Low Pressure (L) with associated CYCIR,10-08-2022,5.8 km,Saurashtra & Kutch ; NE Arabian Sea
Well Marked Low Pressure Area (WML) with associated CYCIR,10-08-2022,5.8 km,East Madhya Pradesh
Cyclonic Circulation (CYCIR),10-08-2022,1.5 km to 5.8 km,Gangetic West Bengal
Trough,10-08-2022,5.8 km to 7.6 km,"Gujarat Region, Vidarbha, Chhattisgarh, Odisha"
Mean Sea Level Trough,11-08-2022,1.5 km,Saurashtra & Kutch ; NE Arabian Sea ; Gujarat Region ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NW Bay ; NE Bay ; WC Bay ; EC Bay
Well Marked Low Pressure Area (WML) with associated CYCIR,11-08-2022,7.6 km,Saurashtra & Kutch ; NE Arabian Sea
Cyclonic Circulation (CYCIR),11-08-2022,1.5 km to 7.6 km,Gangetic West Bengal
Offshore Trough,11-08-2022,Surface,Saurashtra & Kutch ; NE Arabian Sea ; Gujarat Region ; Konkan & Goa ; Madhya Maharashtra ; Kerala
Western Disturbances (WD),11-08-2022,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Mean Sea Level Trough,12-08-2022,1.5 km,NE Arabian Sea ; Saurashtra & Kutch ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Cyclonic Circulation (CYCIR),12-08-2022,3.1 km to 7.6 km,Gangetic West Bengal
Trough,12-08-2022,3.1 km to 4.5 km,"East Rajasthan, West Madhya Pradesh, East Madhya Pradesh, Chhattisgarh"
Offshore Trough,12-08-2022,Surface,Gujarat Region ; Konkan & Goa ; Coastal Karnataka ; Kerala
Western Disturbances (WD),12-08-2022,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Mean Sea Level Trough,13-08-2022,Surface,NW Arabian Sea ; NE Arabian Sea ; NW Bay ; NE Bay
Low Pressure (L) with associated CYCIR,13-08-2022,7.6 km,NW Bay ; NE Bay
Trough,13-08-2022,3.1 km to 4.5 km,NW Arabian Sea ; NE Arabian Sea ; West Rajasthan ; East Rajasthan
Western Disturbances (WD),13-08-2022,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan
Low Pressure (L) with associated CYCIR,14-07-2022,7.6 km,Odisha
Monsoon Trough with Extension and Tilt,14-07-2022,1.5 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; EC Bay
Western Disturbances (WD),14-07-2022,3.1 km,North pakistan
Westerly Trough,14-07-2022,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Monsoon Trough with Extension and Tilt,08-08-2022,0.9 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; NW Bay ; WC Bay ; Odisha ; Coastal Andhra Pradesh ; N Andaman Sea
Well Marked Low Pressure Area (WML) with associated CYCIR,08-08-2022,7.6 km,NW Bay ; WC Bay ; Odisha ; Coastal Andhra Pradesh
Offshore Trough,08-08-2022,Surface,Konkan & Goa ; Coastal Karnataka ; Kerala
Cyclonic Circulation (CYCIR),08-08-2022,1.5 km,West Rajasthan
Western Disturbances (WD),08-08-2022,3.1 km,Central Pakistan
Westerly Trough,08-08-2022,5.8 km,West Pakistan ; Central Pakistan
Monsoon Trough with Extension and Tilt,15-08-2022,1.5 km,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; NE Bay
Offshore Trough,15-08-2022,Surface,Gujarat Region ; Konkan & Goa ; Madhya Maharashtra
Trough,15-08-2022,1.5 km,North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Western Disturbances (WD),15-08-2022,5.8 km,Far West Pakistan ; West Pakistan
Monsoon Trough with Extension and Tilt,16-08-2022,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; NE Bay
Cyclonic Circulation (CYCIR),16-08-2022,3.1 km,NE Arabian Sea
Offshore Trough,16-08-2022,Surface,Gujarat Region ; Konkan & Goa ; Madhya Maharashtra
Trough,16-08-2022,0.9 km,Rayalaseema ; Gulf of Mannar ; Tamil Nadu & Puducherry
Western Disturbances (WD),16-08-2022,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; South Pakistan ; Far West Pakistan
Monsoon Trough with Extension and Tilt,17-08-2022,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Well Marked Low Pressure Area (WML) with associated CYCIR,17-08-2022,7.6 km,West Rajasthan
Offshore Trough,17-08-2022,Surface,Gujarat Region ; Konkan & Goa ; Madhya Maharashtra
Western Disturbances (WD),17-08-2022,5.8 km,North Pakistan ; Jammu & Kashmir
Trough,17-08-2022,0.9 km,South Interior Karnataka ; Comorin Area
Cyclonic Circulation (CYCIR),17-08-2022,5.8 km,south Myanmar and neighbourhood
Monsoon Trough with Extension and Tilt,19-08-2022,Surface,Sub-Himalayan West Bengal & Sikkim ; Bihar ; Gangetic West Bengal ; NW Bay ; NE Bay ; EC Bay
Well Marked Low Pressure Area (WML) with associated CYCIR,19-08-2022,7.6 km,Pakistan ; West Rajasthan
Western Disturbances (WD),20-08-2022,5.8 km,Far West Pakistan ; Southwest Pakistan
Low Pressure (L) with associated CYCIR,20-08-2022,5.8 km,Pakistan
Mean Sea Level Trough,21-08-2022,Surface,Sub-Himalayan West Bengal & Sikkim ; West Uttar Pradesh ; East Uttar Pradesh ; NE Bay
Western Disturbances (WD),21-08-2022,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Low Pressure (L) with associated CYCIR,21-08-2022,5.8 km,Pakistan
Mean Sea Level Trough,22-08-2022,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh ; West Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay"
Western Disturbances (WD),22-08-2022,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Low Pressure (L) with associated CYCIR,22-08-2022,5.8 km,Pakistan
Cyclonic Circulation (CYCIR),22-08-2022,4.5 km to 5.8 km,EC Bay
Well Marked Low Pressure Area (WML) with associated CYCIR,25-08-2022,7.6 km,Pakistan ; West Rajasthan
Mean Sea Level Trough,25-08-2022,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NW Bay"
Cyclonic Circulation (CYCIR),25-08-2022,4.5 km,Jharkhand
Western Disturbances (WD),25-08-2022,5.8 km,West Pakistan
Cyclonic Circulation (CYCIR),25-08-2022,5.8 km,Tamil Nadu & Puducherry
Mean Sea Level Trough,26-08-2022,Surface,Central Pakistan ; West Rajasthan ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay
Low Pressure (L) with associated CYCIR,26-08-2022,5.8 km,Central Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),26-08-2022,3.1 km,East Uttar Pradesh
Cyclonic Circulation (CYCIR),26-08-2022,3.1 km,SW Bay
Trough,26-08-2022,3.1 km,SW Bay ; Tamil Nadu & Puducherry
Trough,26-08-2022,0.9 km,North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Western Disturbances (WD),26-08-2022,5.8 km,West Pakistan
Cyclonic Circulation (CYCIR),27-08-2022,3.1 km,Bihar
Trough,27-08-2022,3.1 km,SW Bay ; SE Bay ; Tamil Nadu & Puducherry
Trough,27-08-2022,1.5 km,Coastal Andhra Pradesh ; Tamil Nadu & Puducherry ; Comorin Area
Western Disturbances (WD),27-08-2022,3.1 km,Iran
Westerly Trough,27-08-2022,5.8 km,West Pakistan ; Central Pakistan ; Far West Pakistan
Cyclonic Circulation (CYCIR),27-08-2022,4.5 km to 5.8 km,SW Bay ; SE Bay
Cyclonic Circulation (CYCIR),28-08-2022,3.1 km to 5.8 km,Jharkhand
Western Disturbances (WD),28-08-2022,3.1 km,east Afghanistan and neighbourhood
Westerly Trough,28-08-2022,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),28-08-2022,0.9 km,East Uttar Pradesh
Trough,28-08-2022,0.9 km,Vidarbha ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),28-08-2022,4.5 km to 5.8 km,SW Bay ; SE Bay
Trough,28-08-2022,3.1 km,N Andaman Sea ; Tamil Nadu & Puducherry ; SW Bay ; SE Bay
Cyclonic Circulation (CYCIR),28-08-2022,3.1 km to 7.6 km,Kerala
Cyclonic Circulation (CYCIR),29-08-2022,1.5 km to 3.1 km,Jharkhand
Western Disturbances (WD),29-08-2022,5.8 km,West Pakistan
Cyclonic Circulation (CYCIR),29-08-2022,5.8 km,Coastal Andhra Pradesh
Trough,29-08-2022,3.1 km,SE Bay ; Coastal Andhra Pradesh
Western Disturbances (WD),30-08-2022,5.8 km,North Pakistan
Cyclonic Circulation (CYCIR),30-08-2022,4.5 km,Tamil Nadu & Puducherry
Easterly Trough,30-08-2022,1.5 km,Tamil Nadu & Puducherry ; Vidarbha ; Telangana ; Rayalaseema
Westerly Trough,30-08-2022,3.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Bangladesh
