weather system,date,heightAboveMSL,Regions
Western Disturbances (WD),2020-02-23,5.8 km,Uttarakhand ; West Uttar Pradesh
Cyclonic Circulation (CYCIR),2020-02-23,1.5 km to 2.1 km,East Uttar Pradesh
Cyclonic Circulation (CYCIR),2020-02-23,1.5 km,West Madhya Pradesh
Cyclonic Circulation (CYCIR),2020-02-23,3.1 km,West Uttar Pradesh
Trough,2020-02-23,0.9 km,Konkan & Goa ; Bihar ; West Madhya Pradesh ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),2020-02-24,0.9 km,East Uttar Pradesh
Cyclonic Circulation (CYCIR),2020-02-24,1.5 km,West Madhya Pradesh
Cyclonic Circulation (CYCIR),2020-02-24,3.1 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2020-02-24,0.9 km,Chhattisgarh
Cyclonic Circulation (CYCIR),2020-02-24,0.9 km,Bangladesh
Cyclonic Circulation (CYCIR),2020-02-25,1.5 km,Bihar
Trough,2020-02-25,1.5 km,"Bihar ; Nagaland, Manipur, Mizoram & Tripura ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya"
Trough,2020-02-25,0.9 km,Bihar ; Telangana ; Chhattisgarh
Cyclonic Circulation (CYCIR),2020-02-25,1.5 km to 3.1 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2020-02-26,2.1 km to 3.1 km,Bihar ; Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2020-02-26,1.5 km,East Uttar Pradesh
Westerly Trough,2020-02-26,3.6 km to 5.8 km,Bihar ; Sub-Himalayan West Bengal & Sikkim ; East Uttar Pradesh
Easterly Trough,2020-02-26,0.9 km,Comorin Area ; South Interior Karnataka ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2020-02-26,1.5 km,South Interior Karnataka
Western Disturbances (WD),2020-02-27,5.8 km,Far West Pakistan
Westerly Trough,2020-02-27,5.8 km,Bangladesh ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),2020-02-27,1.5 km,Bihar
Cyclonic Circulation (CYCIR),2020-02-27,0.9 km,Coastal Karnataka
Cyclonic Circulation (CYCIR),2020-02-27,0.9 km,Central Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),2020-02-27,0.9 km,Assam & Meghalaya
Western Disturbances (WD),2020-02-28,5.8 km,northwest Afghanistan and neighbourhood
Westerly Trough,2020-02-28,7.6 km,Southwest Pakistan ; West Pakistan
Induced Cyclonic Circulation,2020-02-28,1.5 km,Central Pakistan ; West Rajasthan
Westerly Trough,2020-02-28,5.8 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Cyclonic Circulation (CYCIR),2020-02-28,1.5 km to 2.1 km,"Haryana, Chandigarh & Delhi"
Easterly Trough,2020-02-28,0.9 km,SE Arabian Sea ; Kerala
Western Disturbances (WD),2020-02-29,4.5 km to 7.6 km,Pakistan
Westerly Trough,2020-02-29,9.5 km,Central Pakistan ; West Pakistan ; North Pakistan
Induced Cyclonic Circulation,2020-02-29,0.9 km,West Rajasthan
Trough,2020-02-29,0.9 km,West Rajasthan ; East Rajasthan
Cyclonic Circulation (CYCIR),2020-02-29,0.9 km,Madhya Maharashtra
Cyclonic Circulation (CYCIR),2020-02-29,3.1 km,Bangladesh
Western Disturbances (WD),2020-03-01,3.1 km,North pakistan ; Jammu & Kashmir
Westerly Trough,2020-03-01,7.6 km,Jammu & Kashmir ; Punjab ; Haryana ; Himachal Pradesh ; Ladakh
Induced Cyclonic Circulation,2020-03-01,1.5 km,West Madhya Pradesh
Cyclonic Circulation (CYCIR),2020-03-01,0.9 km,Coastal Karnataka
Trough,2020-03-01,0.9 km,West Madhya Pradesh ; Madhya Maharashtra ; Coastal Karnataka
Western Disturbances (WD),2020-03-02,3.1 km,Jammu & Kashmir
Westerly Trough,2020-03-02,7.6 km,Uttarakhand ; Himachal Pradesh ; Ladakh ; West Uttar Pradesh ; Punjab
Induced Cyclonic Circulation,2020-03-02,1.5 km,West Madhya Pradesh
Cyclonic Circulation (CYCIR),2020-03-02,1.5 km,Coastal Karnataka
Trough,2020-03-02,0.9 km,West Madhya Pradesh ; Madhya Maharashtra ; Coastal Karnataka
Cyclonic Circulation (CYCIR),2020-03-02,1.5 km,Gangetic West Bengal ; Bangladesh
Western Disturbances (WD),2020-03-03,5.8 km to 7.6 km,Iran
Cyclonic Circulation (CYCIR),2020-03-03,0.9 km,East Rajasthan
Cyclonic Circulation (CYCIR),2020-03-03,1.5 km,West Madhya Pradesh
Cyclonic Circulation (CYCIR),2020-03-03,0.9 km,Assam & Meghalaya
Trough,2020-03-03,0.9 km,North Interior Karnataka ; Kerala
Trough,2020-03-03,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),2020-03-03,3.1 km,Lakshadweep
Western Disturbances (WD),2020-03-04,3.1 km to 7.6 km,Iran
Induced Cyclonic Circulation,2020-03-04,1.5 km,Pakistan
Cyclonic Circulation (CYCIR),2020-03-04,3.1 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2020-03-04,0.9 km,East Rajasthan
Cyclonic Circulation (CYCIR),2020-03-04,0.9 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2020-03-04,1.5 km to 4.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2020-03-04,1.5 km,Gangetic West Bengal
Trough,2020-03-04,1.5 km,Vidarbha ; Telangana ; Tamil Nadu & Puducherry ; Comorin Area
Trough,2020-03-04,5.8 km,Assam & Meghalaya ; Sub-Himalayan West Bengal & Sikkim ; Arunachal Pradesh
Western Disturbances (WD),2020-03-05,3.1 km to 5.8 km,southwest Afghanistan & neighbourhood
Westerly Trough,2020-03-05,7.6 km,Southwest Pakistan
Trough,2020-03-05,0.9 km,East Madhya Pradesh ; West Madhya Pradesh ; Vidarbha ; Telangana ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2020-03-05,1.5 km,Bangladesh
Western Disturbances (WD),2020-03-06,3.1 km to 4.5 km,North pakistan
Westerly Trough,2020-03-06,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Induced Low,2020-03-06,2.1 km,West Rajasthan
Cyclonic Circulation (CYCIR),2020-03-06,2.1 km,Assam & Meghalaya
Trough,2020-03-06,1.5 km to 2.1 km,Vidarbha ; Rayalaseema
Cyclonic Circulation (CYCIR),2020-03-06,1.5 km to 2.1 km,Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2020-03-06,0.9 km,SE Arabian Sea ; Kerala
Western Disturbances (WD),2020-03-07,3.1 km to 5.8 km,Central Pakistan ; Punjab
Westerly Trough,2020-03-07,7.6 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Induced Cyclonic Circulation,2020-03-07,2.1 km,West Rajasthan
Western Disturbances (WD),2020-03-07,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2020-03-07,0.9 km,West Uttar Pradesh ; East Uttar Pradesh
Trough,2020-03-07,0.9 km,East Uttar Pradesh ; West Uttar Pradesh ; Tamil Nadu & Puducherry ; East Madhya Pradesh ; Vidarbha ; Telangana ; Rayalaseema
Trough,2020-03-07,1.5 km,East Uttar Pradesh ; Bangladesh ; Bihar ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),2020-03-07,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2020-03-07,2.1 km,Lakshadweep
Western Disturbances (WD),2020-03-08,3.1 km to 5.8 km,Afghanistan & neighbourhood
Cyclonic Circulation (CYCIR),2020-03-08,1.5 km to 3.1 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2020-03-08,0.9 km,North Interior Karnataka
Trough,2020-03-08,1.5 km,Coastal Karnataka ; Tamil Nadu & Puducherry
Western Disturbances (WD),2020-03-09,3.1 km to 5.8 km,Iran
Trough,2020-03-09,0.9 km,Marathwada ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2020-03-09,1.5 km,Madhya Maharashtra
Cyclonic Circulation (CYCIR),2020-03-09,1.5 km to 2.1 km,south Sri Lanka & neighbourhood
Western Disturbances (WD),2020-03-10,3.1 km to 5.8 km,Afghanistan and neighbourhood
Westerly Trough,2020-03-10,7.6 km,Southwest Pakistan
Induced Cyclonic Circulation,2020-03-10,2.1 km,West Rajasthan
Cyclonic Circulation (CYCIR),2020-03-10,0.9 km,Marathwada
Trough,2020-03-10,0.9 km,Marathwada ; South Interior Karnataka ; North Interior Karnataka ; Tamil Nadu & Puducherry
Western Disturbances (WD),2020-03-11,3.1 km to 5.8 km,southeast Afghanistan and adjoining Pakisthan
Westerly Trough,2020-03-11,7.6 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Induced Cyclonic Circulation,2020-03-11,2.1 km,West Rajasthan
Trough,2020-03-11,0.9 km,West Rajasthan ; East Rajasthan ; Chhattisgarh
Trough,2020-03-11,0.9 km,Marathwada ; Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka
Westerly Trough,2020-03-12,7.6 km,Central Pakistan
Trough,2020-03-12,0.9 km,Central Pakistan ; Chhattisgarh ; East Rajasthan ; East Madhya Pradesh ; West Madhya Pradesh
Trough,2020-03-12,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; Telangana ; South Interior Karnataka
Western Disturbances (WD),2020-03-13,1.5 km to 9.5 km,North pakistan
Induced Cyclonic Circulation,2020-03-13,0.9 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2020-03-13,0.9 km,East Uttar Pradesh
Trough,2020-03-13,0.9 km,East Uttar Pradesh ; Vidarbha ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),2020-03-13,0.9 km,Tamil Nadu & Puducherry ; Comorin Area
Trough,2020-03-13,0.9 km,Tamil Nadu & Puducherry ; Comorin Area ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2020-03-13,1.5 km,Assam & Meghalaya
Western Disturbances (WD),2020-03-14,1.5 km to 7.6 km,Punjab
Induced Cyclonic Circulation,2020-03-14,0.9 km,East Rajasthan
Trough,2020-03-14,1.5 km,"Punjab ; Jharkhand ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh"
Cyclonic Circulation (CYCIR),2020-03-14,0.9 km,Chhattisgarh
Trough,2020-03-14,0.9 km,Chhattisgarh ; Marathwada ; Vidarbha
Cyclonic Circulation (CYCIR),2020-03-14,0.9 km,Lakshadweep
Western Disturbances (WD),2020-03-15,5.8 km,"Haryana, Chandigarh & Delhi"
Induced Cyclonic Circulation,2020-03-15,0.9 km,East Rajasthan
Cyclonic Circulation (CYCIR),2020-03-15,0.9 km,Chhattisgarh
Cyclonic Circulation (CYCIR),2020-03-15,1.5 km,East Uttar Pradesh
Cyclonic Circulation (CYCIR),2020-03-15,0.9 km to 1.5 km,Bangladesh
Trough,2020-03-15,9.5 km,East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh ; Vidarbha ; Chhattisgarh
Western Disturbances (WD),2020-03-16,5.8 km,Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Ladakh ; Delhi
Western Disturbances (WD),2020-03-16,5.8 km,Far West Pakistan ; Southwest Pakistan
Cyclonic Circulation (CYCIR),2020-03-16,0.9 km,Chhattisgarh
Western Disturbances (WD),2020-03-17,3.1 km,Jammu & Kashmir ; Himachal Pradesh
Western Disturbances (WD),2020-03-17,3.1 km,Iran
Trough,2020-03-17,0.9 km,Tamil Nadu & Puducherry ; Rayalaseema ; Telangana ; Vidarbha
Cyclonic Circulation (CYCIR),2020-03-17,0.9 km,Odisha
Cyclonic Circulation (CYCIR),2020-03-18,0.9 km,Madhya Maharashtra
Cyclonic Circulation (CYCIR),2020-03-18,4.5 km to 5.8 km,North pakistan
Cyclonic Circulation (CYCIR),2020-03-18,0.9 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2020-03-19,0.9 km,Vidarbha
Trough,2020-03-19,0.9 km,Vidarbha ; Odisha
Trough,2020-03-19,5.8 km,Himachal Pradesh ; Ladakh
Western Disturbances (WD),2020-03-19,1.5 km to 3.1 km,northeast Afghanistan & adjoining Pakistan
Cyclonic Circulation (CYCIR),2020-03-19,0.9 km,West Rajasthan
Cyclonic Circulation (CYCIR),2020-03-19,1.5 km,Comorin Area
Western Disturbances (WD),2020-03-20,3.1 km,Pakistan
Westerly Trough,2020-03-20,3.1 km to 5.8 km,Sub-Himalayan West Bengal & Sikkim ; Bihar
Cyclonic Circulation (CYCIR),2020-03-20,0.9 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2020-03-20,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2020-03-20,1.5 km,Vidarbha
Trough,2020-03-20,0.9 km,Vidarbha ; Odisha ; Chhattisgarh
Cyclonic Circulation (CYCIR),2020-03-20,0.9 km,West Rajasthan
Cyclonic Circulation (CYCIR),2020-03-20,0.9 km,Comorin Area
Western Disturbances (WD),2020-03-21,2.1 km to 3.6 km,North pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2020-03-21,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2020-03-21,0.9 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2020-03-21,1.5 km,Assam & Meghalaya
Trough,2020-03-21,1.5 km,Vidarbha ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Trough,2020-03-21,0.9 km,Bihar ; Odisha
Western Disturbances (WD),2020-03-22,5.8 km,Jammu & Kashmir
Cyclonic Circulation (CYCIR),2020-03-22,1.5 km,West Rajasthan ; East Rajasthan
Cyclonic Circulation (CYCIR),2020-03-22,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2020-03-22,0.9 km,North Interior Karnataka
Trough,2020-03-22,1.5 km,Telangana ; Rayalaseema ; South Interior Karnataka ; Kerala
Trough,2020-03-22,1.5 km,Bihar ; Jharkhand ; Chhattisgarh ; Vidarbha
Western Disturbances (WD),2020-03-23,7.6 km,Iran
Westerly Trough,2020-03-23,7.6 km,Iran
Western Disturbances (WD),2020-03-23,3.1 km to 3.6 km,northeast Afghanistan & neighbourhood
Cyclonic Circulation (CYCIR),2020-03-23,0.9 km,Pakistan
Cyclonic Circulation (CYCIR),2020-03-23,0.9 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2020-03-23,1.5 km,East Rajasthan ; West Rajasthan
Cyclonic Circulation (CYCIR),2020-03-23,1.5 km,North Interior Karnataka
Trough,2020-03-23,0.9 km,Tamil Nadu & Puducherry ; Vidarbha ; Rayalaseema ; Telangana
Western Disturbances (WD),2020-03-24,9.5 km,Iran
Western Disturbances (WD),2020-03-24,1.5 km to 3.1 km,North pakistan
Induced Cyclonic Circulation,2020-03-24,1.5 km,West Rajasthan ; Pakistan
Cyclonic Circulation (CYCIR),2020-03-24,0.9 km,North Interior Karnataka ; Madhya Maharashtra
Cyclonic Circulation (CYCIR),2020-03-24,1.5 km,Assam & Meghalaya
Western Disturbances (WD),2020-03-25,9.5 km,western parts of Afghanistan & neighbourhood
Western Disturbances (WD),2020-03-25,1.5 km to 3.1 km,North pakistan ; Punjab ; Jammu & Kashmir
Induced Cyclonic Circulation,2020-03-25,0.9 km,West Rajasthan ; Pakistan
Cyclonic Circulation (CYCIR),2020-03-25,1.5 km,"Nagaland, Manipur, Mizoram & Tripura"
Trough,2020-03-25,0.9 km,EC Arabian Sea ; Konkan & Goa ; Madhya Maharashtra ; Vidarbha ; West Madhya Pradesh ; East Madhya Pradesh
Easterly Trough,2020-03-25,1.5 km,North Interior Karnataka ; East Rajasthan ; Madhya Maharashtra ; Gujarat Region
Cyclonic Circulation (CYCIR),2020-03-25,0.9 km,Odisha
Western Disturbances (WD),2020-03-26,9.5 km,Afghanistan & neighbourhood
Western Disturbances (WD),2020-03-26,1.5 km to 3.1 km,Jammu & Kashmir ; North pakistan
Induced Cyclonic Circulation,2020-03-26,0.9 km,Pakistan
Cyclonic Circulation (CYCIR),2020-03-26,1.5 km,Gujarat Region
Trough,2020-03-26,0.9 km,Coastal Karnataka ; Konkan & Goa ; Gujarat Region ; East Rajasthan
Western Disturbances (WD),2020-03-27,7.6 km,Pakistan ; Central Pakistan
Westerly Trough,2020-03-27,9.5 km,Southwest Pakistan ; West Pakistan
Induced Cyclonic Circulation,2020-03-27,1.5 km,Central Pakistan
Trough,2020-03-27,0.9 km,South Interior Karnataka ; North Interior Karnataka ; Madhya Maharashtra ; Gujarat Region
Cyclonic Circulation (CYCIR),2020-03-27,0.9 km,Lakshadweep
Cyclonic Circulation (CYCIR),2020-03-27,1.5 km,Bangladesh
Western Disturbances (WD),2020-03-27,1.5 km to 3.1 km,Jammu & Kashmir ; North pakistan
Induced Cyclonic Circulation,2020-03-28,1.5 km,Central Pakistan
Cyclonic Circulation (CYCIR),2020-03-28,0.9 km,Lakshadweep
Cyclonic Circulation (CYCIR),2020-03-28,0.9 km,Tamil Nadu & Puducherry ; SW Bay
Cyclonic Circulation (CYCIR),2020-03-28,0.9 km,Bihar
Trough,2020-03-28,0.9 km,Kerala ; South Interior Karnataka ; North Interior Karnataka ; Marathwada ; Vidarbha ; Chhattisgarh
Western Disturbances (WD),2020-03-29,1.5 km to 3.1 km,Iran
Cyclonic Circulation (CYCIR),2020-03-29,0.9 km,Lakshadweep
Cyclonic Circulation (CYCIR),2020-03-29,0.9 km to 1.5 km,Tamil Nadu & Puducherry ; SW Bay
Trough,2020-03-29,0.9 km,Kerala ; South Interior Karnataka ; North Interior Karnataka ; Marathwada ; Vidarbha ; Chhattisgarh
Western Disturbances (WD),2020-03-29,5.8 km,North Pakistan ; Jammu & Kashmir
Western Disturbances (WD),2020-03-30,3.1 km to 4.5 km,western parts of Afghanistan and neighbourhood
Cyclonic Circulation (CYCIR),2020-03-30,0.9 km,Madhya Maharashtra
Trough,2020-03-30,0.9 km,Tamil Nadu & Puducherry ; Madhya Maharashtra ; South Interior Karnataka ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2020-03-30,0.9 km to 1.5 km,SW Bay ; Tamil Nadu & Puducherry
Western Disturbances (WD),2020-03-31,3.1 km to 3.6 km,Pakistan
Induced Cyclonic Circulation,2020-03-31,1.5 km,Pakistan ; West Rajasthan
Westerly Trough,2020-03-31,5.8 km,Southwest Pakistan
Cyclonic Circulation (CYCIR),2020-03-31,0.9 km,West Madhya Pradesh ; Vidarbha
Trough,2020-03-31,0.9 km,South Interior Karnataka ; North Interior Karnataka ; Marathwada ; West Madhya Pradesh ; Vidarbha
Cyclonic Circulation (CYCIR),2020-03-31,0.9 km,Madhya Maharashtra
Cyclonic Circulation (CYCIR),2020-03-31,1.5 km,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2020-03-31,0.9 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh
