date,source_file,weather_system,region,height_km,pressure_level,status
2025-06-15,AIWS 20250615.docx,WD,,5.8,,
2025-06-16,AIWS 20250616.docx,CYCIR,northwest bay of bengal & neighbourhood,0.9,,lay over
2025-06-16,AIWS 20250616.docx,WD,,5.8,,
2025-06-16,AIWS 20250616.docx,CYCIR,northeast assam & neighbourhood,0.0,,became less marked
2025-06-16,AIWS 20250616.docx,Trough,"chhattisgarh, jharkhand & gangetic west bengal",0.0,,extended
2025-06-17,AIWS 20250617.docx,CYCIR,"northwest bay of bengal & neighbourhood, a low pressure area formed over southwest bangladesh",0.0,,persisted
2025-06-17,AIWS 20250617.docx,CYCIR,gujarat region & neighbourhood to jharkhand across madhya pradesh & north chhattisgarh,0.9,,became less marked
2025-06-17,AIWS 20250617.docx,WD,,5.8,,
2025-06-18,AIWS 20250618.docx,,,0.0,,lay over
2025-06-18,AIWS 20250618.docx,CYCIR,,0.0,,extended
2025-06-18,AIWS 20250618.docx,WD,punjab & neighbourhood between 3.1,0.0,,
2025-06-18,AIWS 20250618.docx,Trough,,5.8,,
2025-06-18,AIWS 20250618.docx,CYCIR,central parts of uttar pradesh & neighbourhood between 3.1 & 5.8 km above m.,0.0,,became less marked
2025-06-19,AIWS 20250619.docx,,,0.0,,persisted
2025-06-19,AIWS 20250619.docx,CYCIR,,0.9,,became less marked
2025-06-19,AIWS 20250619.docx,Trough,punjab ; north gujarat region ran from northwest uttar pradesh to northeast gujarat region,0.0,,
2025-06-19,AIWS 20250619.docx,Trough,north konkan coast ; north kerala coast,0.0,,
2025-06-19,AIWS 20250619.docx,WD,punjab & neighbourhood lay as a trough in middle tropospheric westerlies,5.8,,
2025-06-20,AIWS 20250620.docx,,south bihar & neighbourhood,0.0,,weakened
2025-06-20,AIWS 20250620.docx,CYCIR,,3.1,,became less marked
2025-06-20,AIWS 20250620.docx,Trough,north konkan coast ; north kerala coast,0.0,,became less marked
2025-06-21,AIWS 20250621.docx,,,0.0,,weakened
2025-06-21,AIWS 20250621.docx,CYCIR,,3.1,,persisted
2025-06-21,AIWS 20250621.docx,CYCIR,central parts of assam,1.5,,lay over
2025-06-22,AIWS 20250622.docx,,central parts of south uttar pradesh,0.0,,lay over
2025-06-22,AIWS 20250622.docx,CYCIR,,0.0,,extended
2025-06-22,AIWS 20250622.docx,CYCIR,bangladesh,1.5,,
2025-06-22,AIWS 20250622.docx,Trough,south gujarat region ; northeast bangladesh,3.1,,merged
2025-06-22,AIWS 20250622.docx,CYCIR,northeast assam & neighbourhood,0.9,,lay over
2025-06-22,AIWS 20250622.docx,CYCIR,gangetic west bengal & neighbourhood around 25th june.,0.0,,became less marked
2025-06-23,AIWS 20250623.docx,CYCIR,southeast uttar pradesh & neighbourhood,0.0,,extended
2025-06-23,AIWS 20250623.docx,CYCIR,"central parts of south uttar pradesh to northwest bay of bengal across northeast madhya pradesh, jharkhand & north odisha",0.0,,
2025-06-23,AIWS 20250623.docx,Trough,long.,0.0,,
2025-06-23,AIWS 20250623.docx,CYCIR,saurashtra & kutch,3.1,,persisted
2025-06-23,AIWS 20250623.docx,CYCIR,westcentral,3.1,,became less marked
2025-06-24,AIWS 20250624.docx,CYCIR,central parts of south uttar pradesh extending upto 5.8 km above m.,0.9,,
2025-06-24,AIWS 20250624.docx,CYCIR,south jharkhand & neighbourhood between 3.1,3.1,,became less marked
2025-06-24,AIWS 20250624.docx,Trough,long.,0.0,,
2025-06-25,AIWS 20250625.docx,CYCIR,central parts of south uttar pradesh lay over central parts of northeast madhya pradesh of today morning.,0.0,,became less marked
2025-06-26,AIWS 20250626.docx,CYCIR,northwest bay of bengal,0.9,,persisted
2025-06-27,AIWS 20250627.docx,CYCIR,southwest rajasthan of today morning.,0.0,,merged
2025-06-27,AIWS 20250627.docx,Trough,"south gujarat, northern parts of madhya maharashtra, vidarbha, chhattisgarh between 4.5 & 5.8 km above m.",0.0,,merged
2025-06-27,AIWS 20250627.docx,CYCIR,north bay of bengal,0.9,,
2025-06-28,AIWS 20250628.docx,CYCIR,saurashtra & kutch & adjoining northeast arabian sea,0.0,,extended
2025-06-28,AIWS 20250628.docx,CYCIR,southwest bangladesh & adjoining gangetic west bengal,0.0,,persisted
2025-06-28,AIWS 20250628.docx,CYCIR,central parts of south uttar pradesh,4.5,,extended
2025-06-28,AIWS 20250628.docx,CYCIR,northeast assam,0.9,,extended
2025-06-29,AIWS 20250629.docx,,,0.0,,became less marked
2025-06-29,AIWS 20250629.docx,CYCIR,southwest bangladesh,0.0,,extended
2025-06-29,AIWS 20250629.docx,Trough,northwest bay of bengal,0.0,,
2025-06-29,AIWS 20250629.docx,CYCIR,north haryana & neighbourhood,1.5,,extended
2025-06-29,AIWS 20250629.docx,CYCIR,central parts of north arabian sea,0.9,,extended
2025-06-30,AIWS 20250630.docx,CYCIR,,3.1,,became less marked
2025-06-30,AIWS 20250630.docx,Trough,coastal gangetic west bengal & neighbourhood,0.0,,
