weather system,date,heightAboveMSL,Regions,subdivisions
Depression (D),2020-11-24,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; South Pakistan ; Saurashtra & Kutch,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; South Pakistan ; Saurashtra & Kutch
Severe Cyclonic Storm (SCS) : 89 to 117 km/h,2020-11-25,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Cyclonic Storm (CS) : 63 to 88 km/h,2020-11-26,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Depression (D),2020-11-30,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SE Bay,SE Bay
Deep Depression (DD),2020-12-01,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay ; SE Bay,SW Bay ; SE Bay
Cyclonic Storm (CS) : 63 to 88 km/h,2020-12-02,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Cyclonic Storm (CS) : 63 to 88 km/h,2020-12-03,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Gulf of Mannar,Gulf of Mannar
Deep Depression (DD),2020-12-04,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Gulf of Mannar ; Tamil Nadu & Puducherry,Gulf of Mannar ; Tamil Nadu & Puducherry
Depression (D),2020-12-05,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Gulf of Mannar ; Tamil Nadu & Puducherry,Gulf of Mannar ; Tamil Nadu & Puducherry
Depression (D),2023-01-30,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SE Bay ; SW Bay,SE Bay ; SW Bay
Depression (D),2023-01-31,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Depression (D),2023-02-01,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Depression (D),2023-02-02,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,south Sri Lanka near latitude 7.2°N and longitude 81.1°E,SW Bay ; SE Arabian Sea
Deep Depression (DD),2023-05-10,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SE Bay,SE Bay
Cyclonic Storm (CS) : 63 to 88 km/h,2023-05-11,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SE Bay,SE Bay
Very Severe Cyclonic Storm (VSCS) : 118 to 165 km/h,2023-05-12,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Bay ; SE Bay,WC Bay ; SE Bay
Extremely Severe Cyclonic Storm (ESCS) : 166 to 220 km/h,2023-05-13,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,EC Bay,EC Bay
Extremely Severe Cyclonic Storm (ESCS) : 166 to 220 km/h,2023-05-14,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NE Bay ; EC Bay,NE Bay ; EC Bay
Depression (D),2023-06-06,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SE Arabian Sea,SE Arabian Sea
Severe Cyclonic Storm (SCS) : 89 to 117 km/h,2023-06-07,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,EC Arabian Sea ; SE Arabian Sea,EC Arabian Sea ; SE Arabian Sea
Very Severe Cyclonic Storm (VSCS) : 118 to 165 km/h,2023-06-08,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,EC Arabian Sea ; SE Arabian Sea,EC Arabian Sea ; SE Arabian Sea
Very Severe Cyclonic Storm (VSCS) : 118 to 165 km/h,2023-06-09,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,EC Arabian Sea ; SE Arabian Sea,EC Arabian Sea ; SE Arabian Sea
Very Severe Cyclonic Storm (VSCS) : 118 to 165 km/h,2023-06-10,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,EC Arabian Sea ; SE Arabian Sea,EC Arabian Sea ; SE Arabian Sea
Extremely Severe Cyclonic Storm (ESCS) : 166 to 220 km/h,2023-06-11,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,EC Arabian Sea,EC Arabian Sea
Extremely Severe Cyclonic Storm (ESCS) : 166 to 220 km/h,2023-06-12,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,EC Arabian Sea ; NE Arabian Sea,EC Arabian Sea ; NE Arabian Sea
Very Severe Cyclonic Storm (VSCS) : 118 to 165 km/h,2023-06-13,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NE Arabian Sea ; EC Arabian Sea,NE Arabian Sea ; EC Arabian Sea
Very Severe Cyclonic Storm (VSCS) : 118 to 165 km/h,2023-06-14,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NE Arabian Sea,NE Arabian Sea
Very Severe Cyclonic Storm (VSCS) : 118 to 165 km/h,2023-06-15,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NE Arabian Sea,NE Arabian Sea
Cyclonic Storm (CS) : 63 to 88 km/h,2023-06-16,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Saurashtra & Kutch,Saurashtra & Kutch
Deep Depression (DD),2023-06-17,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,West Rajasthan ; Gujarat Region ; Pakistan,West Rajasthan ; Gujarat Region ; Pakistan
Depression (D),2023-06-18,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,West Rajasthan ; East Rajasthan,West Rajasthan ; East Rajasthan
Deep Depression (DD),2023-08-01,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NE Bay ; Bangladesh,NE Bay ; Bangladesh
Deep Depression (DD),2023-08-02,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Gangetic West Bengal,Gangetic West Bengal
Depression (D),2023-08-03,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Chhattisgarh,Chhattisgarh
Depression (D),2023-09-30,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,EC Arabian Sea ; Konkan & Goa,EC Arabian Sea ; Konkan & Goa
Depression (D),2023-10-20,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Arabian Sea,SW Arabian Sea
Cyclonic Storm (CS) : 63 to 88 km/h,2023-10-21,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Arabian Sea,SW Arabian Sea
