weather system,date,heightAboveMSL,Regions,subdivisions
Cyclonic Circulation (CYCIR),15-04-2023,0.9 km,Bangladesh,Bangladesh
Western Disturbances (WD),15-04-2023,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),15-04-2023,0.9 km,West Madhya Pradesh,West Madhya Pradesh
Western Disturbances (WD),16-04-2023,5.8 km,Southwest Pakistan,Southwest Pakistan
Cyclonic Circulation (CYCIR),16-04-2023,1.5 km,North pakistan ; Punjab,North pakistan ; Punjab
Cyclonic Circulation (CYCIR),16-04-2023,3.1 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),16-04-2023,1.5 km,West Madhya Pradesh,West Madhya Pradesh
Trough,16-04-2023,0.9 km,Madhya Maharashtra ; Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka,Madhya Maharashtra ; Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka
Western Disturbances (WD),17-04-2023,5.8 km,Southwest Pakistan,Southwest Pakistan
Cyclonic Circulation (CYCIR),17-04-2023,1.5 km to 3.1 km,West Rajasthan,West Rajasthan
Trough,17-04-2023,0.9 km,North Interior Karnataka ; Tamil Nadu & Puducherry,North Interior Karnataka ; Tamil Nadu & Puducherry
Western Disturbances (WD),18-04-2023,3.1 km to 5.8 km,Southwest Pakistan ; West Pakistan,Southwest Pakistan ; West Pakistan
Induced Cyclonic Circulation,18-04-2023,1.5 km,North pakistan ; Punjab,North pakistan ; Punjab
Trough,18-04-2023,0.9 km,Madhya Maharashtra ; Tamil Nadu & Puducherry,Madhya Maharashtra ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),18-04-2023,0.9 km,West Rajasthan,West Rajasthan
Western Disturbances (WD),19-04-2023,3.1 km,Afghanistan,Far West Pakistan
Westerly Trough,19-04-2023,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan,West Pakistan ; Southwest Pakistan ; South Pakistan
Induced Cyclonic Circulation,19-04-2023,1.5 km,North pakistan ; Punjab,North pakistan ; Punjab
Trough,19-04-2023,0.9 km,Madhya Maharashtra ; Tamil Nadu & Puducherry,Madhya Maharashtra ; Tamil Nadu & Puducherry
Western Disturbances (WD),20-04-2023,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan,South Pakistan ; West Pakistan ; Central Pakistan
Induced Cyclonic Circulation,20-04-2023,1.5 km,North pakistan ; Punjab,North pakistan ; Punjab
Trough,20-04-2023,0.9 km,Telangana ; Rayalaseema ; Tamil Nadu & Puducherry,Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),20-04-2023,0.9 km,Bangladesh,Bangladesh
Trough,20-04-2023,1.5 km,Bangladesh ; NW Bay,Bangladesh ; NW Bay
Western Disturbances (WD),21-04-2023,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),21-04-2023,0.9 km,West Uttar Pradesh ; East Uttar Pradesh,West Uttar Pradesh ; East Uttar Pradesh
Trough,21-04-2023,0.9 km,Vidarbha ; Telangana ; Tamil Nadu & Puducherry,Vidarbha ; Telangana ; Tamil Nadu & Puducherry
Trough,21-04-2023,1.5 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Western Disturbances (WD),22-04-2023,5.8 km,North Pakistan ; Jammu & Kashmir ; Punjab ; Central Pakistan ; Haryana,North Pakistan ; Jammu & Kashmir ; Punjab ; Central Pakistan ; Haryana
Trough,22-04-2023,0.9 km,West Madhya Pradesh ; Tamil Nadu & Puducherry ; Madhya Maharashtra ; Marathwada ; North Interior Karnataka ; South Interior Karnataka,West Madhya Pradesh ; Tamil Nadu & Puducherry ; Madhya Maharashtra ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Trough,22-04-2023,0.9 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Cyclonic Circulation (CYCIR),22-04-2023,1.5 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),22-04-2023,0.9 km,West Madhya Pradesh ; East Rajasthan,West Madhya Pradesh ; East Rajasthan
Western Disturbances (WD),23-04-2023,3.1 km to 7.6 km,Punjab,Punjab
Trough,23-04-2023,0.9 km,Chhattisgarh ; Tamil Nadu & Puducherry ; Vidarbha ; Telangana ; South Interior Karnataka ; North Interior Karnataka,Chhattisgarh ; Tamil Nadu & Puducherry ; Vidarbha ; Telangana ; South Interior Karnataka ; North Interior Karnataka
Trough,23-04-2023,1.5 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),23-04-2023,1.5 km,West Madhya Pradesh ; East Madhya Pradesh,West Madhya Pradesh ; East Madhya Pradesh
Trough,23-04-2023,3.1 km,Sub-Himalayan West Bengal & Sikkim ; Chhattisgarh ; Bihar ; Jharkhand,Sub-Himalayan West Bengal & Sikkim ; Chhattisgarh ; Bihar ; Jharkhand
Western Disturbances (WD),24-04-2023,1.5 km to 7.6 km,East Rajasthan,East Rajasthan
Cyclonic Circulation (CYCIR),24-04-2023,0.9 km,East Madhya Pradesh ; West Madhya Pradesh,East Madhya Pradesh ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),24-04-2023,0.9 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Trough,24-04-2023,0.9 km,East Madhya Pradesh ; West Madhya Pradesh ; Madhya Maharashtra ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry,East Madhya Pradesh ; West Madhya Pradesh ; Madhya Maharashtra ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),24-04-2023,1.5 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),25-04-2023,1.5 km,Vidarbha,Vidarbha
Trough,25-04-2023,1.5 km,Vidarbha ; South Interior Karnataka ; Marathwada,Vidarbha ; South Interior Karnataka ; Marathwada
Cyclonic Circulation (CYCIR),25-04-2023,1.5 km,Bangladesh,Bangladesh
Western Disturbances (WD),25-04-2023,3.1 km to 7.6 km,Iran,Iran
Cyclonic Circulation (CYCIR),26-04-2023,1.5 km,Vidarbha,Vidarbha
Trough,26-04-2023,1.5 km,Vidarbha ; North Interior Karnataka ; South Interior Karnataka,Vidarbha ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),26-04-2023,1.5 km to 3.1 km,West Rajasthan,West Rajasthan
Western Disturbances (WD),26-04-2023,3.1 km to 7.6 km,Pakistan ; Iran,Pakistan ; Iran
Western Disturbances (WD),27-04-2023,3.1 km to 7.6 km,Pakistan,Pakistan
Cyclonic Circulation (CYCIR),27-04-2023,1.5 km,Central Pakistan,Central Pakistan
Trough,27-04-2023,1.5 km,Vidarbha ; Tamil Nadu & Puducherry ; Marathwada ; North Interior Karnataka ; South Interior Karnataka,Vidarbha ; Tamil Nadu & Puducherry ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),27-04-2023,1.5 km,Vidarbha,Vidarbha
Cyclonic Circulation (CYCIR),27-04-2023,3.1 km,Bangladesh,Bangladesh
Western Disturbances (WD),28-04-2023,3.1 km to 5.8 km,Pakistan,Pakistan
Western Disturbances (WD),28-04-2023,7.6 km,North pakistan,North pakistan
Trough,28-04-2023,0.9 km,Madhya Maharashtra ; SE Arabian Sea ; Coastal Karnataka,Madhya Maharashtra ; SE Arabian Sea ; Coastal Karnataka
Western Disturbances (WD),29-04-2023,3.1 km,Central Pakistan,Central Pakistan
Westerly Trough,29-04-2023,5.8 km,West Rajasthan ; North Pakistan ; Gujarat ; Konkan & Goa ; Saurashtra & Kutch,West Rajasthan ; North Pakistan ; Gujarat ; Konkan & Goa ; Saurashtra & Kutch
Western Disturbances (WD),29-04-2023,7.6 km,North pakistan,North pakistan
Cyclonic Circulation (CYCIR),29-04-2023,3.1 km,SE Arabian Sea ; Lakshadweep,SE Arabian Sea ; Lakshadweep
Trough,29-04-2023,1.5 km,SE Arabian Sea ; Lakshadweep ; Chhattisgarh ; North Interior Karnataka ; South Interior Karnataka ; Telangana,SE Arabian Sea ; Lakshadweep ; Chhattisgarh ; North Interior Karnataka ; South Interior Karnataka ; Telangana
Western Disturbances (WD),30-04-2023,3.1 km to 9.3 km,Central Pakistan,Central Pakistan
Induced Cyclonic Circulation,30-04-2023,1.5 km,Pakistan ; West Rajasthan,Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),30-04-2023,3.1 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),30-04-2023,0.9 km,Chhattisgarh,Chhattisgarh
Cyclonic Circulation (CYCIR),30-04-2023,0.9 km,Maldives area,Maldives area
Trough,30-04-2023,1.5 km,Vidarbha ; Tamil Nadu & Puducherry ; Telangana ; South Interior Karnataka ; North Interior Karnataka,Vidarbha ; Tamil Nadu & Puducherry ; Telangana ; South Interior Karnataka ; North Interior Karnataka
Western Disturbances (WD),01-05-2023,3.1 km to 7.6 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Western Disturbances (WD),01-05-2023,3.1 km to 5.8 km,Pakistan,Pakistan
Induced Cyclonic Circulation,01-05-2023,1.5 km,West Rajasthan,West Rajasthan
Trough,01-05-2023,1.5 km,Vidarbha ; South Interior Karnataka ; Marathwada ; North Interior Karnataka,Vidarbha ; South Interior Karnataka ; Marathwada ; North Interior Karnataka
Cyclonic Circulation (CYCIR),01-05-2023,0.9 km,Maldives area,Maldives area
Cyclonic Circulation (CYCIR),01-05-2023,0.9 km,Bangladesh,Bangladesh
Western Disturbances (WD),02-05-2023,4.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Western Disturbances (WD),02-05-2023,5.8 km,Pakistan,Pakistan
Trough,02-05-2023,0.9 km,West Madhya Pradesh ; Tamil Nadu & Puducherry ; Marathwada ; North Interior Karnataka ; South Interior Karnataka,West Madhya Pradesh ; Tamil Nadu & Puducherry ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),02-05-2023,0.9 km,Chhattisgarh,Chhattisgarh
Cyclonic Circulation (CYCIR),02-05-2023,1.5 km to 3.1 km,South Interior Karnataka ; Tamil Nadu & Puducherry,South Interior Karnataka ; Tamil Nadu & Puducherry
Trough,02-05-2023,1.5 km to 3.1 km,South Interior Karnataka ; Tamil Nadu & Puducherry ; SW Bay,South Interior Karnataka ; Tamil Nadu & Puducherry ; SW Bay
Western Disturbances (WD),03-05-2023,1.5 km,East Rajasthan ; West Rajasthan,East Rajasthan ; West Rajasthan
Western Disturbances (WD),03-05-2023,3.1 km to 7.6 km,West Rajasthan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,West Rajasthan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Trough,03-05-2023,1.5 km,East Rajasthan ; West Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar,East Rajasthan ; West Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar
Trough,03-05-2023,1.5 km,West Madhya Pradesh ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry,West Madhya Pradesh ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),03-05-2023,0.9 km,Chhattisgarh,Chhattisgarh
Cyclonic Circulation (CYCIR),03-05-2023,3.1 km to 5.8 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Western Disturbances (WD),04-05-2023,5.8 km,Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Ladakh ; Delhi,Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Ladakh ; Delhi
Western Disturbances (WD),04-05-2023,1.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Western Disturbances (WD),04-05-2023,5.8 km,Iran,Iran
Cyclonic Circulation (CYCIR),04-05-2023,3.1 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Western Disturbances (WD),05-05-2023,5.8 km,Iran,Iran
Cyclonic Circulation (CYCIR),05-05-2023,1.5 km,East Rajasthan,East Rajasthan
Cyclonic Circulation (CYCIR),05-05-2023,1.5 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),05-05-2023,0.9 km,North Interior Karnataka,North Interior Karnataka
Trough,05-05-2023,0.9 km,Bihar ; Jharkhand ; Odisha ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim,Bihar ; Jharkhand ; Odisha ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),05-05-2023,5.8 km,East Uttar Pradesh ; Bihar,East Uttar Pradesh ; Bihar
Western Disturbances (WD),06-05-2023,3.1 km,North pakistan,North pakistan
Westerly Trough,06-05-2023,5.8 km,West Pakistan ; South Pakistan,West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),06-05-2023,0.9 km,East Rajasthan,East Rajasthan
Cyclonic Circulation (CYCIR),06-05-2023,1.5 km to 5.8 km,SW Bay ; Tamil Nadu & Puducherry,SW Bay ; Tamil Nadu & Puducherry
Trough,06-05-2023,0.9 km,Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Gangetic West Bengal ; Bangladesh,Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Western Disturbances (WD),07-05-2023,3.1 km,North pakistan,North pakistan
Westerly Trough,07-05-2023,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),07-05-2023,0.9 km,East Rajasthan,East Rajasthan
Cyclonic Circulation (CYCIR),07-05-2023,1.5 km to 5.8 km,SW Bay ; Tamil Nadu & Puducherry,SW Bay ; Tamil Nadu & Puducherry
Western Disturbances (WD),08-05-2023,3.1 km,Jammu & Kashmir ; Pakistan,Jammu & Kashmir ; Pakistan
Westerly Trough,08-05-2023,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),08-05-2023,1.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),08-05-2023,0.9 km,Bangladesh,Bangladesh
Trough,08-05-2023,1.5 km to 5.8 km,SW Bay ; Tamil Nadu & Puducherry ; SE Bay ; S Andaman Sea,SW Bay ; Tamil Nadu & Puducherry ; SE Bay ; S Andaman Sea
Cyclonic Circulation (CYCIR),08-05-2023,1.5 km to 5.8 km,SW Bay ; Tamil Nadu & Puducherry,SW Bay ; Tamil Nadu & Puducherry
Trough,09-05-2023,5.8 km,WC Bay ; SE Bay ; S Andaman Sea,WC Bay ; SE Bay ; S Andaman Sea
Western Disturbances (WD),09-05-2023,3.1 km to 5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; Himachal Pradesh ; Ladakh,Jammu & Kashmir ; Punjab ; Haryana ; Himachal Pradesh ; Ladakh
Cyclonic Circulation (CYCIR),09-05-2023,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),09-05-2023,0.9 km,Bangladesh,Bangladesh
Trough,09-05-2023,1.5 km,Telangana ; Tamil Nadu & Puducherry,Telangana ; Tamil Nadu & Puducherry
Trough,10-05-2023,5.8 km,SE Bay ; Coastal Andhra Pradesh,SE Bay ; Coastal Andhra Pradesh
Westerly Trough,10-05-2023,1.5 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar
Western Disturbances (WD),10-05-2023,5.8 km,Uttarakhand ; Himachal Pradesh ; Ladakh ; Punjab ; Haryana,Uttarakhand ; Himachal Pradesh ; Ladakh ; Punjab ; Haryana
Trough,11-05-2023,5.8 km,SE Bay ; Coastal Andhra Pradesh,SE Bay ; Coastal Andhra Pradesh
Western Disturbances (WD),11-05-2023,5.8 km,Uttarakhand,Uttarakhand
Western Disturbances (WD),11-05-2023,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),11-05-2023,1.5 km,Jharkhand,Jharkhand
Western Disturbances (WD),12-05-2023,5.8 km,Bihar ; East Uttar Pradesh ; Sub-Himalayan West Bengal & Sikkim,Bihar ; East Uttar Pradesh ; Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),12-05-2023,5.8 km,West Pakistan ; Central Pakistan,West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),12-05-2023,1.5 km,Jharkhand,Jharkhand
Cyclonic Circulation (CYCIR),12-05-2023,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),12-05-2023,3.1 km,Gujarat Region,Gujarat Region
Western Disturbances (WD),13-05-2023,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),13-05-2023,0.9 km,West Rajasthan ; East Rajasthan,West Rajasthan ; East Rajasthan
Cyclonic Circulation (CYCIR),13-05-2023,1.5 km,East Uttar Pradesh,East Uttar Pradesh
Western Disturbances (WD),14-05-2023,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),14-05-2023,0.9 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Western Disturbances (WD),15-05-2023,5.8 km,Uttarakhand ; Himachal Pradesh ; Ladakh,Uttarakhand ; Himachal Pradesh ; Ladakh
Western Disturbances (WD),15-05-2023,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),15-05-2023,0.9 km,Bangladesh,Bangladesh
Western Disturbances (WD),16-05-2023,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),16-05-2023,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Trough,16-05-2023,1.5 km,Bihar ; Chhattisgarh,Bihar ; Chhattisgarh
Western Disturbances (WD),17-05-2023,3.1 km to 7.6 km,Jammu & Kashmir,Jammu & Kashmir
Western Disturbances (WD),17-05-2023,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),17-05-2023,1.5 km,Central Pakistan,Central Pakistan
Trough,17-05-2023,3.1 km,Bihar ; Chhattisgarh,Bihar ; Chhattisgarh
Trough,17-05-2023,0.9 km,Coastal Andhra Pradesh ; Rayalaseema ; Tamil Nadu & Puducherry,Coastal Andhra Pradesh ; Rayalaseema ; Tamil Nadu & Puducherry
