weather system,date,heightAboveMSL,Regions,subdivisions
Monsoon Trough with Extension and Tilt,21-07-2023,2.1 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; Coastal Andhra Pradesh ; EC Bay,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; Coastal Andhra Pradesh ; EC Bay
Low Pressure (L) with associated CYCIR,21-07-2023,7.6 km,Odisha ; Coastal Andhra Pradesh ; NW Bay ; WC Bay,Odisha ; Coastal Andhra Pradesh ; NW Bay ; WC Bay
Cyclonic Circulation (CYCIR),21-07-2023,2.1 km,Chhattisgarh,Chhattisgarh
Western Disturbances (WD),21-07-2023,5.8 km,Iran,Iran
Monsoon Trough with Extension and Tilt,22-07-2023,2.1 km,West Rajasthan ; Gujarat Region ; West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Chhattisgarh ; Odisha ; N Andaman Sea,West Rajasthan ; Gujarat Region ; West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Chhattisgarh ; Odisha ; N Andaman Sea
Cyclonic Circulation (CYCIR),22-07-2023,4.5 km,Vidarbha ; Chhattisgarh,Vidarbha ; Chhattisgarh
Cyclonic Circulation (CYCIR),22-07-2023,2.1 km,Chhattisgarh,Chhattisgarh
Cyclonic Circulation (CYCIR),22-07-2023,7.6 km,WC Bay ; NW Bay,WC Bay ; NW Bay
Western Disturbances (WD),22-07-2023,5.8 km,West Pakistan ; South Pakistan,West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),22-07-2023,1.5 km,West Madhya Pradesh ; East Rajasthan ; Gujarat Region,West Madhya Pradesh ; East Rajasthan ; Gujarat Region
Monsoon Trough with Extension and Tilt,23-07-2023,1.5 km,EC Bay,EC Bay
Cyclonic Circulation (CYCIR),23-07-2023,7.6 km,West Madhya Pradesh ; East Madhya Pradesh,West Madhya Pradesh ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),23-07-2023,3.1 km,Odisha,Odisha
Western Disturbances (WD),23-07-2023,5.8 km,West Pakistan ; South Pakistan,West Pakistan ; South Pakistan
Monsoon Trough with Extension and Tilt,24-07-2023,1.5 km,Gujarat Region ; West Madhya Pradesh ; East Madhya Pradesh ; Odisha ; EC Bay,Gujarat Region ; West Madhya Pradesh ; East Madhya Pradesh ; Odisha ; EC Bay
Cyclonic Circulation (CYCIR),24-07-2023,3.1 km to 5.8 km,West Madhya Pradesh,West Madhya Pradesh
Cyclonic Circulation (CYCIR),24-07-2023,5.8 km to 7.6 km,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha
Cyclonic Circulation (CYCIR),24-07-2023,3.1 km,Saurashtra & Kutch,Saurashtra & Kutch
Monsoon Trough with Extension and Tilt,26-07-2023,1.5 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; NW Bay ; WC Bay ; EC Bay ; Coastal Andhra Pradesh ; Odisha,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; NW Bay ; WC Bay ; EC Bay ; Coastal Andhra Pradesh ; Odisha
Well Marked Low Pressure Area (WML) with associated CYCIR,26-07-2023,7.6 km,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha
Cyclonic Circulation (CYCIR),26-07-2023,3.1 km,West Madhya Pradesh ; East Rajasthan,West Madhya Pradesh ; East Rajasthan
Western Disturbances (WD),26-07-2023,5.8 km,Saurashtra & Kutch ; Central Pakistan ; Gujarat ; West Rajasthan ; North Pakistan,Saurashtra & Kutch ; Central Pakistan ; Gujarat ; West Rajasthan ; North Pakistan
Cyclonic Circulation (CYCIR),26-07-2023,3.1 km,West Rajasthan,West Rajasthan
Monsoon Trough with Extension and Tilt,27-07-2023,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Chhattisgarh ; Odisha ; Coastal Andhra Pradesh ; EC Bay,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Chhattisgarh ; Odisha ; Coastal Andhra Pradesh ; EC Bay
Low Pressure (L) with associated CYCIR,27-07-2023,7.6 km,Odisha ; Coastal Andhra Pradesh,Odisha ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),27-07-2023,1.5 km to 3.1 km,Punjab,Punjab
Western Disturbances (WD),27-07-2023,5.8 km,Saurashtra & Kutch ; Central Pakistan ; Gujarat ; West Rajasthan ; North Pakistan,Saurashtra & Kutch ; Central Pakistan ; Gujarat ; West Rajasthan ; North Pakistan
Monsoon Trough with Extension and Tilt,28-07-2023,0.9 km,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; EC Bay","West Rajasthan ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; EC Bay"
Cyclonic Circulation (CYCIR),28-07-2023,5.8 km,Odisha ; Gangetic West Bengal ; Jharkhand,Odisha ; Gangetic West Bengal ; Jharkhand
Cyclonic Circulation (CYCIR),28-07-2023,1.5 km to 3.1 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Western Disturbances (WD),28-07-2023,5.8 km,West Pakistan,West Pakistan
Trough,28-07-2023,1.5 km to 3.1 km,Odisha ; Gangetic West Bengal ; Jharkhand ; Assam & Meghalaya,Odisha ; Gangetic West Bengal ; Jharkhand ; Assam & Meghalaya
Low Pressure (L) with associated CYCIR,29-07-2023,5.8 km,Odisha ; Gangetic West Bengal,Odisha ; Gangetic West Bengal
Western Disturbances (WD),29-07-2023,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),29-07-2023,1.5 km to 3.6 km,Punjab ; North pakistan,Punjab ; North pakistan
Low Pressure (L) with associated CYCIR,30-07-2023,7.6 km,NW Bay ; Odisha ; Gangetic West Bengal,NW Bay ; Odisha ; Gangetic West Bengal
Trough,30-07-2023,0.9 km to 3.1 km,Bihar ; NW Bay ; Odisha ; Gangetic West Bengal,Bihar ; NW Bay ; Odisha ; Gangetic West Bengal
Western Disturbances (WD),30-07-2023,5.8 km,North Pakistan ; Jammu & Kashmir ; Punjab ; Central Pakistan ; Haryana,North Pakistan ; Jammu & Kashmir ; Punjab ; Central Pakistan ; Haryana
Monsoon Trough with Extension and Tilt,31-07-2023,Surface,EC Bay,EC Bay
Well Marked Low Pressure Area (WML) with associated CYCIR,31-07-2023,9.5 km,NW Bay ; NE Bay ; WC Bay ; EC Bay,NW Bay ; NE Bay ; WC Bay ; EC Bay
Western Disturbances (WD),31-07-2023,5.8 km,"North pakistan, Central Pakistan, Iran","North pakistan, Central Pakistan, Iran"
Western Disturbances (WD),01-08-2023,5.8 km,"North pakistan, Central Pakistan, Iran","North pakistan, Central Pakistan, Iran"
Deep Depression (DD),02-08-2023,3.1 km,Gangetic West Bengal,Gangetic West Bengal
Western Disturbances (WD),02-08-2023,7.6 km,North Pakistan,North Pakistan
Cyclonic Circulation (CYCIR),02-08-2023,5.8 km,Jammu & Kashmir,Jammu & Kashmir
Monsoon Trough with Extension and Tilt,03-08-2023,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Chhattisgarh ; Odisha ; NE Bay","Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Chhattisgarh ; Odisha ; NE Bay"
Western Disturbances (WD),03-08-2023,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; West Pakistan
Monsoon Trough with Extension and Tilt,04-08-2023,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; Himachal Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay","Punjab ; Haryana, Chandigarh & Delhi ; Himachal Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay"
Low Pressure (L) with associated CYCIR,04-08-2023,7.6 km,East Madhya Pradesh,East Madhya Pradesh
Western Disturbances (WD),04-08-2023,5.8 km,Central Pakistan,Central Pakistan
Monsoon Trough with Extension and Tilt,05-08-2023,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; East Madhya Pradesh ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura ; Bangladesh","Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; East Madhya Pradesh ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura ; Bangladesh"
Low Pressure (L) with associated CYCIR,05-08-2023,7.6 km,East Madhya Pradesh,East Madhya Pradesh
Western Disturbances (WD),05-08-2023,5.8 km,North pakistan ; Jammu & Kashmir,North pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),05-08-2023,5.8 km,Gujarat Region ; Saurashtra & Kutch,Gujarat Region ; Saurashtra & Kutch
Mean Sea Level Trough,06-08-2023,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura","Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),06-08-2023,1.5 km,Bihar,Bihar
Westerly Trough,06-08-2023,3.1 km,"Gangetic West Bengal, Sub-Himalayan West Bengal & Sikkim, Sikkim","Gangetic West Bengal, Sub-Himalayan West Bengal & Sikkim, Sikkim"
Monsoon Trough with Extension and Tilt,07-08-2023,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura","Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),07-08-2023,0.9 km,Bangladesh,Bangladesh
Trough,07-08-2023,1.5 km to 2.1 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),07-08-2023,5.8 km,West Pakistan ; Central Pakistan,West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),07-08-2023,5.8 km,Gujarat Region,Gujarat Region
Cyclonic Circulation (CYCIR),08-08-2023,7.6 km,Bangladesh,Bangladesh
Western Disturbances (WD),08-08-2023,5.8 km,Jammu & Kashmir ; North Pakistan ; Himachal Pradesh ; Ladakh,Jammu & Kashmir ; North Pakistan ; Himachal Pradesh ; Ladakh
Monsoon Trough with Extension and Tilt,09-08-2023,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura","Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),09-08-2023,7.6 km,Bihar,Bihar
Western Disturbances (WD),09-08-2023,5.8 km,Far West Pakistan ; West Pakistan,Far West Pakistan ; West Pakistan
Western Disturbances (WD),09-08-2023,5.8 km,Jammu & Kashmir ; North Pakistan ; Himachal Pradesh ; Ladakh,Jammu & Kashmir ; North Pakistan ; Himachal Pradesh ; Ladakh
Monsoon Trough with Extension and Tilt,11-08-2023,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura","Punjab ; Haryana, Chandigarh & Delhi ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),11-08-2023,3.1 km,East Uttar Pradesh ; Bihar,East Uttar Pradesh ; Bihar
Western Disturbances (WD),11-08-2023,5.8 km,West Pakistan ; Central Pakistan,West Pakistan ; Central Pakistan
Trough,11-08-2023,1.5 km,Bihar ; Gangetic West Bengal ; NW Bay,Bihar ; Gangetic West Bengal ; NW Bay
Cyclonic Circulation (CYCIR),11-08-2023,5.8 km,Gujarat Region ; Saurashtra & Kutch,Gujarat Region ; Saurashtra & Kutch
Cyclonic Circulation (CYCIR),11-08-2023,4.5 km to 5.8 km,WC Bay ; Coastal Andhra Pradesh,WC Bay ; Coastal Andhra Pradesh
Trough,11-08-2023,0.9 km,South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area,South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Monsoon Trough with Extension and Tilt,12-08-2023,Surface,"East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura","East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura"
Western Disturbances (WD),12-08-2023,5.8 km,North Pakistan,North Pakistan
Trough,12-08-2023,3.1 km,Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; NW Bay,Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; NW Bay
Cyclonic Circulation (CYCIR),12-08-2023,4.5 km to 5.8 km,WC Bay ; Coastal Andhra Pradesh,WC Bay ; Coastal Andhra Pradesh
Trough,12-08-2023,0.9 km,South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area,South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Monsoon Trough with Extension and Tilt,13-08-2023,Surface,"East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura","East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura"
Western Disturbances (WD),13-08-2023,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Cyclonic Circulation (CYCIR),13-08-2023,0.9 km,Bangladesh,Bangladesh
