weather system,date,heightAboveMSL,Regions
Trough,10-07-2025,0.9 km to 1.5 km,West Uttar Pradesh ; Jharkhand ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh
Trough,10-07-2025,4.5 km to 7.6 km,NE Arabian Sea ; Jharkhand ; Gujarat Region ; Madhya Maharashtra ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh
Trough,10-07-2025,3.1 km,Assam & Meghalaya ; Vidarbha ; Gangetic West Bengal ; Jharkhand ; Chhattisgarh
Upper-Level Cyclonic Circulation,10-07-2025,3.1 km,Saurashtra & Kutch
Upper-Level Cyclonic Circulation,10-07-2025,0.9 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),11-07-2025,5.8 km,Chhattisgarh
Cyclonic Circulation (CYCIR),11-07-2025,1.5 km to 3.1 km,"Haryana, Chandigarh & Delhi"
Trough,11-07-2025,0.9 km to 1.5 km,West Uttar Pradesh ; NW Bay ; Chhattisgarh ; Odisha
Trough,11-07-2025,5.8 km,NE Arabian Sea ; Gujarat Region ; Madhya Maharashtra ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh
Upper-Level Cyclonic Circulation,11-07-2025,1.5 km,Assam & Meghalaya
Western Disturbances (WD),11-07-2025,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Mean Sea Level Trough,12-07-2025,Surface,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Cyclonic Circulation (CYCIR),12-07-2025,1.5 km to 5.8 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),12-07-2025,5.8 km,East Madhya Pradesh
Trough,12-07-2025,0.9 km,"Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NW Bay"
Upper-Level Cyclonic Circulation,12-07-2025,0.9 km,Assam & Meghalaya
Western Disturbances (WD),12-07-2025,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; Himachal Pradesh ; Ladakh
Monsoon Trough with Extension and Tilt,13-07-2025,3.1 km,West Rajasthan ; West Madhya Pradesh ; West Uttar Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Upper-Level Cyclonic Circulation,13-07-2025,5.8 km,NW Bay ; NE Bay
Cyclonic Circulation (CYCIR),13-07-2025,7.6 km,West Madhya Pradesh ; East Madhya Pradesh
Western Disturbances (WD),13-07-2025,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Trough,13-07-2025,0.9 km to 3.1 km,East Rajasthan ; NW Bay ; Odisha ; Gangetic West Bengal
Western Disturbances (WD),13-07-2025,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; Himachal Pradesh ; Ladakh
Mean Sea Level Trough,14-07-2025,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Well Marked Low Pressure Area (WML) with associated CYCIR,14-07-2025,7.6 km,Gangetic West Bengal ; Bangladesh
Well Marked Low Pressure Area (WML) with associated CYCIR,14-07-2025,7.6 km,East Rajasthan ; West Madhya Pradesh
Western Disturbances (WD),14-07-2025,5.8 km,West Pakistan ; South Pakistan
Mean Sea Level Trough,15-07-2025,Surface,West Rajasthan ; East Rajasthan ; Jharkhand ; Bihar ; Gangetic West Bengal ; NE Bay
Western Disturbances (WD),15-07-2025,5.8 km,West Pakistan ; South Pakistan
Well Marked Low Pressure Area (WML) with associated CYCIR,16-07-2025,5.8 km,West Rajasthan
Well Marked Low Pressure Area (WML) with associated CYCIR,16-07-2025,7.6 km,Bihar ; East Uttar Pradesh
Mean Sea Level Trough,16-07-2025,Surface,West Rajasthan ; West Madhya Pradesh ; Bihar ; East Uttar Pradesh ; Gangetic West Bengal ; NE Bay
Western Disturbances (WD),16-07-2025,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),17-07-2025,3.1 km,Central Pakistan
Mean Sea Level Trough,17-07-2025,Surface,West Rajasthan ; West Madhya Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay
Western Disturbances (WD),17-07-2025,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Upper-Level Cyclonic Circulation,17-07-2025,3.1 km,North Interior Karnataka
Mean Sea Level Trough,18-07-2025,Surface,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Upper-Level Cyclonic Circulation,18-07-2025,1.5 km,Central Pakistan
Western Disturbances (WD),18-07-2025,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Upper-Level Cyclonic Circulation,18-07-2025,0.9 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,18-07-2025,5.8 km,Coastal Andhra Pradesh
Trough,18-07-2025,4.5 km to 5.8 km,Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,18-07-2025,3.1 km,Madhya Maharashtra
Western Disturbances (WD),18-07-2025,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Mean Sea Level Trough,19-07-2025,Surface,West Rajasthan ; East Rajasthan ; West Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay
Western Disturbances (WD),19-07-2025,5.8 km,North Pakistan
Trough,19-07-2025,0.9 km,Bihar ; Jharkhand ; Odisha
Trough,19-07-2025,5.8 km,South Interior Karnataka ; Coastal Andhra Pradesh
Monsoon Trough with Extension and Tilt,21-07-2025,Surface,"Jammu & Kashmir ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay"
Cyclonic Circulation (CYCIR),21-07-2025,3.1 km,West Rajasthan ; Pakistan
Upper-Level Cyclonic Circulation,21-07-2025,5.8 km,Odisha
Trough,21-07-2025,5.8 km,North Interior Karnataka ; Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,21-07-2025,1.5 km,Assam & Meghalaya
Mean Sea Level Trough,22-07-2025,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay"
Upper-Level Cyclonic Circulation,22-07-2025,5.8 km,Coastal Andhra Pradesh
Trough,22-07-2025,5.8 km,North Interior Karnataka ; Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,22-07-2025,1.5 km,Chhattisgarh
Upper-Level Cyclonic Circulation,22-07-2025,1.5 km,Jharkhand
Trough,22-07-2025,1.5 km,Arunachal Pradesh ; Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya
Monsoon Trough with Extension and Tilt,23-07-2025,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; EC Bay"
Upper-Level Cyclonic Circulation,23-07-2025,3.1 km to 5.8 km,WC Bay ; NW Bay
Trough,23-07-2025,5.8 km,NE Arabian Sea ; Gujarat Region ; Madhya Maharashtra ; Vidarbha ; Telangana ; Coastal Andhra Pradesh ; WC Bay ; NW Bay
Upper-Level Cyclonic Circulation,23-07-2025,1.5 km,Assam & Meghalaya
Western Disturbances (WD),23-07-2025,3.1 km to 5.8 km,Jammu & Kashmir ; Himachal Pradesh
Upper-Level Cyclonic Circulation,23-07-2025,3.1 km,West Rajasthan
Mean Sea Level Trough,25-07-2025,Surface,"Jammu & Kashmir ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NW Bay ; Bangladesh"
Trough,25-07-2025,4.5 km to 5.8 km,NE Arabian Sea ; Madhya Maharashtra ; Chhattisgarh
Western Disturbances (WD),25-07-2025,3.1 km to 5.8 km,Jammu & Kashmir
Trough,25-07-2025,3.1 km,"Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Odisha"
Upper-Level Cyclonic Circulation,25-07-2025,4.5 km to 5.8 km,Chhattisgarh
Upper-Level Cyclonic Circulation,25-07-2025,3.1 km,"Haryana, Chandigarh & Delhi"
Mean Sea Level Trough,26-07-2025,Surface,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; EC Bay
Upper-Level Cyclonic Circulation,26-07-2025,1.5 km,"Punjab ; Haryana, Chandigarh & Delhi"
Offshore Trough,26-07-2025,Surface,Saurashtra & Kutch ; Gujarat Region ; Konkan & Goa ; Madhya Maharashtra ; North Interior Karnataka ; Kerala
Upper-Level Cyclonic Circulation,26-07-2025,3.1 km to 5.8 km,West Madhya Pradesh
Upper-Level Cyclonic Circulation,26-07-2025,3.1 km,Gujarat Region
Western Disturbances (WD),26-07-2025,3.1 km to 5.8 km,Jammu & Kashmir
Upper-Level Cyclonic Circulation,26-07-2025,1.5 km,Assam & Meghalaya
Mean Sea Level Trough,27-07-2025,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; EC Bay
Well Marked Low Pressure Area (WML) with associated CYCIR,27-07-2025,7.6 km,West Madhya Pradesh
Trough,27-07-2025,0.9 km to 5.8 km,West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Upper-Level Cyclonic Circulation,27-07-2025,0.9 km,Punjab
Offshore Trough,27-07-2025,Surface,Gujarat Region ; Saurashtra & Kutch ; Konkan & Goa ; Kerala
Western Disturbances (WD),27-07-2025,3.1 km,Jammu & Kashmir
Upper-Level Cyclonic Circulation,27-07-2025,1.5 km to 3.1 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,31-07-2025,5.8 km,West Uttar Pradesh
Upper-Level Cyclonic Circulation,31-07-2025,9.6 km,Gangetic West Bengal
Western Disturbances (WD),31-07-2025,5.8 km,Punjab ; Pakistan ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,31-07-2025,1.5 km,East Rajasthan
Low Pressure (L) with associated CYCIR,01-07-2025,5.8 km,Jharkhand
Mean Sea Level Trough,01-07-2025,0.9 km,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; EC Bay"
Trough,01-07-2025,1.5 km to 3.1 km,West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand
Upper-Level Cyclonic Circulation,01-07-2025,0.9 km,Assam & Meghalaya
Monsoon Trough with Extension and Tilt,07-07-2025,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay"
Low Pressure (L) with associated CYCIR,07-07-2025,7.6 km,Gangetic West Bengal
Trough,07-07-2025,3.1 km to 7.6 km,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,07-07-2025,1.5 km,"Haryana, Chandigarh & Delhi ; Himachal Pradesh"
Offshore Trough,07-07-2025,Surface,Konkan & Goa ; Madhya Maharashtra
Low Pressure (L) with associated CYCIR,08-07-2025,7.6 km,Gangetic West Bengal
Monsoon Trough with Extension and Tilt,08-07-2025,0.9 km,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay"
Cyclonic Circulation (CYCIR),08-07-2025,3.1 km,Gujarat Region
Trough,08-07-2025,4.5 km to 7.6 km,NE Arabian Sea ; Gujarat Region ; Madhya Maharashtra ; Vidarbha ; Chhattisgarh ; Odisha
Well Marked Low Pressure Area (WML) with associated CYCIR,20-07-2025,4.5 km,West Rajasthan ; Pakistan ; Central Pakistan
Mean Sea Level Trough,20-07-2025,Surface,"West Rajasthan ; Pakistan ; Central Pakistan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay"
Trough,20-07-2025,0.9 km to 1.5 km,Bihar ; Odisha ; Jharkhand
Upper-Level Cyclonic Circulation,20-07-2025,0.9 km,Bangladesh
Upper-Level Cyclonic Circulation,20-07-2025,3.1 km,WC Bay ; NW Bay ; Odisha ; Coastal Andhra Pradesh
Trough,20-07-2025,5.8 km,South Interior Karnataka ; Coastal Andhra Pradesh
Western Disturbances (WD),20-07-2025,5.8 km,North Pakistan ; Jammu & Kashmir
Monsoon Trough with Extension and Tilt,24-07-2025,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; Bihar ; Jharkhand ; Gangetic West Bengal ; NW Bay ; NE Bay"
Low Pressure (L) with associated CYCIR,24-07-2025,7.6 km,NW Bay ; NE Bay
Trough,24-07-2025,5.8 km,Vidarbha ; Chhattisgarh ; NW Bay ; NE Bay
Upper-Level Cyclonic Circulation,24-07-2025,0.9 km,Bangladesh
Western Disturbances (WD),24-07-2025,3.1 km to 5.8 km,Jammu & Kashmir ; Himachal Pradesh
Upper-Level Cyclonic Circulation,24-07-2025,3.1 km,West Rajasthan
Upper-Level Cyclonic Circulation,24-07-2025,1.5 km,East Uttar Pradesh
Offshore Trough,24-07-2025,Surface,Konkan & Goa ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka ; Kerala
Low Pressure (L) with associated CYCIR,28-07-2025,5.8 km,West Madhya Pradesh ; East Rajasthan
Trough,28-07-2025,3.1 km,NE Arabian Sea ; Gujarat Region ; East Rajasthan ; West Madhya Pradesh ; East Uttar Pradesh
Upper-Level Cyclonic Circulation,28-07-2025,0.9 km,Punjab
Western Disturbances (WD),28-07-2025,5.8 km,West Pakistan
Upper-Level Cyclonic Circulation,28-07-2025,5.8 km,Bangladesh
Trough,28-07-2025,0.9 km to 3.1 km,"Bihar ; Nagaland, Manipur, Mizoram & Tripura ; Bangladesh ; Assam & Meghalaya"
Western Disturbances (WD),28-07-2025,3.1 km,Jammu & Kashmir
Trough,29-07-2025,3.1 km,NE Arabian Sea ; Gujarat Region ; West Madhya Pradesh ; Jharkhand ; Chhattisgarh ; Gangetic West Bengal ; Bangladesh
Upper-Level Cyclonic Circulation,29-07-2025,1.5 km,Punjab ; Pakistan
Western Disturbances (WD),29-07-2025,5.8 km,North Pakistan
Upper-Level Cyclonic Circulation,29-07-2025,5.8 km to 7.6 km,Gangetic West Bengal
Upper-Level Cyclonic Circulation,29-07-2025,1.5 km,West Uttar Pradesh
Cyclonic Circulation (CYCIR),30-07-2025,7.6 km,West Madhya Pradesh
Upper-Level Cyclonic Circulation,30-07-2025,1.5 km to 5.8 km,NW Bay ; Gangetic West Bengal ; Odisha
Western Disturbances (WD),30-07-2025,3.1 km to 5.8 km,Punjab ; Pakistan
Upper-Level Cyclonic Circulation,30-07-2025,1.5 km,West Rajasthan
Trough,30-07-2025,0.9 km,West Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh ; NE Bay
Mean Sea Level Trough,01-08-2025,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay"
Upper-Level Cyclonic Circulation,01-08-2025,1.5 km,East Uttar Pradesh
Upper-Level Cyclonic Circulation,01-08-2025,9.4 km,Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),01-08-2025,5.8 km,North Pakistan ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,01-08-2025,3.1 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,02-08-2025,5.8 km,Bihar ; Sub-Himalayan West Bengal & Sikkim
Upper-Level Cyclonic Circulation,02-08-2025,3.1 km,Punjab
Western Disturbances (WD),02-08-2025,5.8 km,North Pakistan ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,02-08-2025,5.8 km,Gulf of Mannar ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,02-08-2025,1.5 km,East Uttar Pradesh
Upper-Level Cyclonic Circulation,03-08-2025,4.5 km,Bihar ; East Uttar Pradesh
Upper-Level Cyclonic Circulation,03-08-2025,4.5 km,Punjab
Upper-Level Cyclonic Circulation,03-08-2025,1.5 km to 4.5 km,SW Bay ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,03-08-2025,5.8 km,NE Arabian Sea
Upper-Level Cyclonic Circulation,03-08-2025,3.1 km,Gujarat Region ; West Rajasthan
Western Disturbances (WD),03-08-2025,5.8 km,Jammu & Kashmir ; North Pakistan ; Himachal Pradesh ; Ladakh
Monsoon Trough with Extension and Tilt,04-08-2025,Surface,Punjab ; Uttarakhand ; West Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Arunachal Pradesh
Upper-Level Cyclonic Circulation,04-08-2025,3.1 km to 5.8 km,SW Bay ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,04-08-2025,4.5 km,Saurashtra & Kutch
Upper-Level Cyclonic Circulation,04-08-2025,3.1 km,West Rajasthan
Western Disturbances (WD),04-08-2025,5.8 km,Himachal Pradesh ; Jammu & Kashmir
Trough,04-08-2025,0.9 km,West Uttar Pradesh ; East Uttar Pradesh ; Bihar
Upper-Level Cyclonic Circulation,04-08-2025,1.5 km,Himachal Pradesh
Upper-Level Cyclonic Circulation,04-08-2025,3.1 km,Assam & Meghalaya
Monsoon Trough with Extension and Tilt,05-08-2025,Surface,Punjab ; West Uttar Pradesh ; Bihar ; Arunachal Pradesh
Upper-Level Cyclonic Circulation,05-08-2025,1.5 km to 7.6 km,SW Bay ; Tamil Nadu & Puducherry
Trough,05-08-2025,3.1 km,"West Uttar Pradesh ; Haryana, Chandigarh & Delhi ; East Rajasthan ; Gujarat Region ; NE Arabian Sea"
Upper-Level Cyclonic Circulation,05-08-2025,0.9 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,05-08-2025,1.5 km,Rayalaseema
Western Disturbances (WD),05-08-2025,5.8 km,West Rajasthan ; North Pakistan ; Gujarat ; Konkan & Goa ; Saurashtra & Kutch
Upper-Level Cyclonic Circulation,05-08-2025,4.5 km to 7.6 km,Bangladesh
Upper-Level Cyclonic Circulation,05-08-2025,3.1 km,Kerala
Upper-Level Cyclonic Circulation,06-08-2025,5.8 km to 7.6 km,Bangladesh
Trough,06-08-2025,3.1 km to 4.5 km,Bihar ; Bangladesh ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,06-08-2025,3.1 km,Bihar
Upper-Level Cyclonic Circulation,06-08-2025,1.5 km,Madhya Maharashtra
Upper-Level Cyclonic Circulation,06-08-2025,1.5 km,Rayalaseema
Upper-Level Cyclonic Circulation,06-08-2025,3.1 km,SW Bay ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,06-08-2025,3.1 km,South Interior Karnataka
Trough,06-08-2025,3.1 km,EC Arabian Sea ; SW Bay ; SE Bay ; Kerala ; South Interior Karnataka ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,06-08-2025,3.1 km,Assam & Meghalaya ; Arunachal Pradesh
Trough,06-08-2025,3.1 km to 4.5 km,West Uttar Pradesh ; East Uttar Pradesh ; Saurashtra & Kutch ; East Rajasthan ; Gujarat Region
Upper-Level Cyclonic Circulation,06-08-2025,1.5 km,Himachal Pradesh ; Uttarakhand
Western Disturbances (WD),06-08-2025,5.8 km,Punjab
Westerly Trough,06-08-2025,7.6 km,Konkan & Goa ; West Rajasthan ; North Pakistan ; Jammu & Kashmir ; Coastal Karnataka
Monsoon Trough with Extension and Tilt,06-08-2025,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; Sub-Himalayan West Bengal & Sikkim ; Arunachal Pradesh"
Upper-Level Cyclonic Circulation,06-08-2025,5.8 km to 7.6 km,Bangladesh
Trough,06-08-2025,3.1 km to 4.5 km,Bihar ; Bangladesh ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,06-08-2025,3.1 km,Bihar
Upper-Level Cyclonic Circulation,06-08-2025,1.5 km,Madhya Maharashtra
Upper-Level Cyclonic Circulation,06-08-2025,1.5 km,Rayalaseema
Upper-Level Cyclonic Circulation,06-08-2025,3.1 km,SW Bay ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,06-08-2025,3.1 km,South Interior Karnataka
Trough,06-08-2025,3.1 km,EC Arabian Sea ; SW Bay ; Kerala ; South Interior Karnataka ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,06-08-2025,3.1 km,Assam & Meghalaya ; Arunachal Pradesh
Trough,06-08-2025,3.1 km to 4.5 km,West Uttar Pradesh ; East Uttar Pradesh ; Saurashtra & Kutch ; East Rajasthan ; Gujarat Region
Upper-Level Cyclonic Circulation,06-08-2025,1.5 km,Himachal Pradesh ; Uttarakhand
Western Disturbances (WD),06-08-2025,5.8 km,Punjab
Westerly Trough,06-08-2025,7.6 km,Konkan & Goa ; West Rajasthan ; North Pakistan ; Jammu & Kashmir ; Coastal Karnataka
Upper-Level Cyclonic Circulation,07-08-2025,3.1 km to 5.8 km,Bangladesh
Upper-Level Cyclonic Circulation,07-08-2025,1.5 km to 3.1 km,SW Bay ; Tamil Nadu & Puducherry
Trough,07-08-2025,1.5 km to 3.1 km,Coastal Karnataka ; South Interior Karnataka ; Rayalaseema ; Tamil Nadu & Puducherry ; SW Bay ; SE Bay
Upper-Level Cyclonic Circulation,07-08-2025,3.1 km,Assam & Meghalaya ; Arunachal Pradesh
Upper-Level Cyclonic Circulation,07-08-2025,1.5 km,Himachal Pradesh ; Uttarakhand
Western Disturbances (WD),07-08-2025,5.8 km,Punjab
Westerly Trough,07-08-2025,7.6 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh
Mean Sea Level Trough,09-08-2025,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay"
Upper-Level Cyclonic Circulation,09-08-2025,3.1 km,West Uttar Pradesh
Trough,09-08-2025,1.5 km,West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand
Upper-Level Cyclonic Circulation,09-08-2025,5.8 km,North Interior Karnataka
Upper-Level Cyclonic Circulation,09-08-2025,1.5 km to 3.1 km,Coastal Andhra Pradesh
Trough,09-08-2025,3.1 km,Gujarat Region ; West Madhya Pradesh ; West Uttar Pradesh
Upper-Level Cyclonic Circulation,09-08-2025,3.1 km,Bihar ; Jharkhand
Upper-Level Cyclonic Circulation,09-08-2025,1.5 km,Assam & Meghalaya
Western Disturbances (WD),09-08-2025,3.1 km,Jammu & Kashmir
Westerly Trough,09-08-2025,7.6 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh
Mean Sea Level Trough,10-08-2025,Surface,Punjab ; West Uttar Pradesh ; East Uttar Pradesh ; Sub-Himalayan West Bengal & Sikkim ; Arunachal Pradesh
Upper-Level Cyclonic Circulation,10-08-2025,4.5 km,West Uttar Pradesh ; East Uttar Pradesh
Upper-Level Cyclonic Circulation,10-08-2025,4.5 km to 5.8 km,North Interior Karnataka
Upper-Level Cyclonic Circulation,10-08-2025,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,10-08-2025,3.1 km,NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch
Western Disturbances (WD),10-08-2025,3.1 km to 5.8 km,North pakistan
Upper-Level Cyclonic Circulation,11-08-2025,3.1 km,West Uttar Pradesh
Upper-Level Cyclonic Circulation,11-08-2025,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,11-08-2025,3.1 km,Saurashtra & Kutch
Western Disturbances (WD),11-08-2025,3.1 km to 5.8 km,North pakistan
Upper-Level Cyclonic Circulation,11-08-2025,3.1 km to 5.8 km,Coastal Andhra Pradesh ; Telangana
Mean Sea Level Trough,15-08-2025,Surface,West Rajasthan ; East Rajasthan ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; Coastal Andhra Pradesh
Low Pressure (L) with associated CYCIR,15-08-2025,7.6 km,Odisha ; Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,15-08-2025,3.1 km,Jammu & Kashmir
Upper-Level Cyclonic Circulation,15-08-2025,3.1 km,NE Arabian Sea ; Gujarat Region ; Konkan & Goa
Trough,15-08-2025,3.1 km to 4.5 km,Gangetic West Bengal ; Odisha ; Coastal Andhra Pradesh ; Telangana ; Madhya Maharashtra ; Marathwada ; EC Arabian Sea
