weather system,date,heightAboveMSL,Regions
Trough,2025-04-18,0.9 km,Madhya Maharashtra ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Rayalaseema ; Tamil Nadu & Puducherry ; Gulf of Mannar
Upper-Level Cyclonic Circulation,2025-04-18,3.1 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2025-04-18,1.5 km,Bangladesh
Trough,2025-04-18,0.9 km,Jharkhand ; Gangetic West Bengal ; Bangladesh ; Assam & Meghalaya
Western Disturbances (WD),2025-04-19,5.8 km,Southwest Pakistan ; North Pakistan ; West Pakistan ; Central Pakistan ; South Pakistan
Upper-Level Cyclonic Circulation,2025-04-19,0.9 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2025-04-19,1.5 km,Jharkhand
Trough,2025-04-19,0.9 km,"Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh"
Trough,2025-04-19,0.9 km,Jharkhand ; Assam & Meghalaya ; Gangetic West Bengal ; Bangladesh
Trough,2025-04-19,1.5 km,Vidarbha ; Gulf of Mannar ; Telangana ; North Interior Karnataka ; South Interior Karnataka ; Rayalaseema ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-04-19,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2025-04-19,1.5 km to 3.1 km,Bangladesh
Western Disturbances (WD),2025-04-20,5.8 km,North Pakistan
Upper-Level Cyclonic Circulation,2025-04-20,1.5 km,Central Pakistan ; West Rajasthan
Trough,2025-04-20,0.9 km,Central Pakistan ; West Rajasthan ; West Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Trough,2025-04-20,0.9 km,Vidarbha ; Gulf of Mannar ; Telangana ; North Interior Karnataka ; South Interior Karnataka ; Rayalaseema ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-04-20,1.5 km,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2025-04-20,1.5 km,Bangladesh
Trough,2025-04-20,3.1 km,"Assam & Meghalaya ; Nagaland, Manipur, Mizoram & Tripura ; Bangladesh"
Western Disturbances (WD),2025-04-21,3.1 km to 5.8 km,North pakistan
Upper-Level Cyclonic Circulation,2025-04-21,1.5 km,Central Pakistan ; West Rajasthan
Trough,2025-04-21,0.9 km,"West Rajasthan ; Bangladesh ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal"
Trough,2025-04-21,1.5 km,Chhattisgarh ; Gulf of Mannar ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-04-21,1.5 km to 3.1 km,Assam & Meghalaya
Western Disturbances (WD),2025-04-22,3.1 km to 5.8 km,North pakistan ; Jammu & Kashmir
Trough,2025-04-22,0.9 km,Bihar ; Chhattisgarh ; Vidarbha ; Telangana ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Gulf of Mannar
Upper-Level Cyclonic Circulation,2025-04-22,1.5 km to 3.1 km,Assam & Meghalaya
Trough,2025-04-22,1.5 km,"Central Pakistan ; Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh"
Upper-Level Cyclonic Circulation,2025-04-22,0.9 km,Bihar
Trough,2025-04-22,0.9 km,"Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Nagaland, Manipur, Mizoram & Tripura ; Assam & Meghalaya"
Upper-Level Cyclonic Circulation,2025-04-22,1.5 km,Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-04-23,0.9 km to 1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-04-23,0.9 km,Bihar
Upper-Level Cyclonic Circulation,2025-04-23,1.5 km to 3.1 km,Tamil Nadu & Puducherry
Trough,2025-04-23,0.9 km,Chhattisgarh ; Vidarbha ; Telangana ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Gulf of Mannar
Trough,2025-04-24,0.9 km,Chhattisgarh ; Vidarbha ; Telangana ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Gulf of Mannar
Upper-Level Cyclonic Circulation,2025-04-24,0.9 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-04-24,1.5 km,Bangladesh
Trough,2025-04-24,0.9 km,Bangladesh ; Odisha ; Gangetic West Bengal
Western Disturbances (WD),2025-04-24,5.8 km,North Pakistan
Cyclonic Circulation (CYCIR),2025-04-24,1.5 km,Central Pakistan
Western Disturbances (WD),2025-04-25,5.8 km,North Pakistan ; Jammu & Kashmir
Trough,2025-04-25,0.9 km,Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Gulf of Mannar
Upper-Level Cyclonic Circulation,2025-04-25,0.9 km,Assam & Meghalaya
Trough,2025-04-25,1.5 km,Sikkim ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh
Cyclonic Circulation (CYCIR),2025-04-25,3.1 km,Jammu & Kashmir
Cyclonic Circulation (CYCIR),2025-04-25,1.5 km,Punjab
Western Disturbances (WD),2025-04-26,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh
Cyclonic Circulation (CYCIR),2025-04-26,1.5 km,West Rajasthan
Trough,2025-04-26,0.9 km,Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Gulf of Mannar
Cyclonic Circulation (CYCIR),2025-04-26,1.5 km,Bihar ; Sub-Himalayan West Bengal & Sikkim
Upper-Level Cyclonic Circulation,2025-04-26,0.9 km,Assam & Meghalaya
Western Disturbances (WD),2025-04-27,5.8 km,Delhi ; Himachal Pradesh ; Marathwada ; Ladakh ; Haryana
Cyclonic Circulation (CYCIR),2025-04-27,1.5 km,West Rajasthan
Trough,2025-04-27,1.5 km,Vidarbha ; Gulf of Mannar ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-04-27,0.9 km,Assam & Meghalaya
Western Disturbances (WD),2025-04-28,3.1 km to 9.6 km,Chhattisgarh ; East Uttar Pradesh ; East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh
Cyclonic Circulation (CYCIR),2025-04-28,1.5 km,West Rajasthan
Trough,2025-04-28,0.9 km,West Rajasthan ; Madhya Maharashtra
Trough,2025-04-28,1.5 km,Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Kerala
Upper-Level Cyclonic Circulation,2025-04-28,0.9 km,Bangladesh ; Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-04-28,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-04-28,1.5 km,Comorin Area
Westerly Trough,2025-04-29,5.8 km to 9.6 km,East Uttar Pradesh ; Odisha ; Bihar ; Jharkhand ; Chhattisgarh
Cyclonic Circulation (CYCIR),2025-04-29,1.5 km,West Rajasthan
Trough,2025-04-29,0.9 km,West Madhya Pradesh ; Vidarbha ; Marathwada ; South Interior Karnataka ; North Interior Karnataka ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2025-04-29,1.5 km,Bangladesh
Upper-Level Cyclonic Circulation,2025-04-29,1.5 km,West Madhya Pradesh
Westerly Trough,2025-04-29,3.1 km to 4.5 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Upper-Level Cyclonic Circulation,2025-04-29,1.5 km,Lakshadweep
Western Disturbances (WD),2025-04-10,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Upper-Level Cyclonic Circulation,2025-04-10,0.9 km,Punjab
Upper-Level Cyclonic Circulation,2025-04-10,1.5 km,Pakistan ; West Rajasthan
Upper-Level Cyclonic Circulation,2025-04-10,1.5 km,West Madhya Pradesh
Trough,2025-04-10,0.9 km,West Rajasthan ; Marathwada ; West Madhya Pradesh
Westerly Trough,2025-04-10,5.8 km,Delhi ; Himachal Pradesh ; Ladakh ; Haryana ; East Rajasthan
Upper-Level Cyclonic Circulation,2025-04-10,3.1 km to 5.8 km,Bihar
Upper-Level Cyclonic Circulation,2025-04-10,0.9 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-04-10,0.9 km,Bangladesh
Upper-Level Cyclonic Circulation,2025-04-10,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-04-30,1.5 km,West Rajasthan
Trough,2025-04-30,1.5 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Kerala
Upper-Level Cyclonic Circulation,2025-04-30,1.5 km to 5.8 km,Bangladesh
Westerly Trough,2025-04-30,3.1 km to 5.8 km,Assam & Meghalaya ; Bangladesh ; Nagaland-Manipur-Mizoram-Tripura ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim
Westerly Trough,2025-04-30,7.6 km to 9.4 km,Bihar ; Jharkhand ; Odisha ; East Uttar Pradesh ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,2025-04-30,0.9 km,Coastal Andhra Pradesh
